test_id,A0_hex,A1_hex,A2_hex,A3_hex,B0_hex,B1_hex,B2_hex,B3_hex,C0_hex,A0_int,A1_int,A2_int,A3_int,B0_int,B1_int,B2_int,B3_int,C0_int,reference_int,input_width,output_width,operand_range,c_range
11,FC6D,FD68,FE81,0302,02C0,FC2B,FD4B,03D0,FFFF63FC,-915,-664,-383,770,704,-981,-693,976,-39940,984223,16,32,1000,100000
12,FEE4,0068,FED4,FD59,FF2E,FEAF,FC32,FC7D,FFFEB7B9,-284,104,-300,-679,-210,-337,-974,-899,-84039,843174,16,32,1000,100000
13,01C9,FFA7,FCB8,FF32,027C,0375,FD87,0267,FFFE855D,457,-89,-840,-206,636,885,-633,615,-96931,519986,16,32,1000,100000
14,0245,01CA,FF09,FDD1,0185,0031,022F,FD10,000065B0,581,458,-247,-559,389,49,559,-752,26032,556778,16,32,1000,100000
15,0111,FC96,FC34,011A,0007,FEB3,0245,00F9,0000284D,273,-874,-972,282,7,-333,581,249,10317,-191244,16,32,1000,100000
16,0379,03B6,007E,FDB4,FF02,023E,0165,01AE,FFFEF39F,889,950,126,-588,-254,574,357,430,-68705,42931,16,32,1000,100000
17,008B,FD4A,FCBB,000D,FD69,033B,03D4,FEC7,FFFF658D,139,-694,-837,13,-663,827,980,-313,-39539,-1529963,16,32,1000,100000
18,FDB8,FD66,FD65,FE66,FD4B,0064,FCD1,0040,000141CA,-584,-666,-667,-410,-693,100,-815,64,82378,937855,16,32,1000,100000
19,FC1E,FD44,FC1E,015A,000F,032E,FD92,02C6,0000E774,-994,-700,-994,346,15,814,-622,710,59252,338470,16,32,1000,100000
20,0390,027B,02E6,FCDC,FE35,0022,0218,FF57,FFFEBD14,912,635,742,-804,-459,34,536,-169,-82668,53902,16,32,1000,100000
21,026A,021A,03BB,FFC7,FF6D,FD8C,FE0A,0371,FFFF361E,618,538,955,-57,-147,-628,-502,881,-51682,-1010019,16,32,1000,100000
22,FC4F,FF13,FEBC,FD80,FF40,FD84,FD84,00AA,000131A0,-945,-237,-324,-640,-192,-636,-636,170,78240,507676,16,32,1000,100000
23,02AE,003D,033D,FE15,03C6,FF66,0033,01A0,000024ED,686,61,829,-491,966,-154,51,416,9453,500758,16,32,1000,100000
24,FEB1,FD0E,FCA2,013E,FFC7,020A,FDA7,011E,0000F599,-335,-754,-862,318,-57,522,-601,286,62873,297390,16,32,1000,100000
25,00A9,FDB5,0216,FD2C,0057,033E,FDF5,FEBC,0000BEDE,169,-587,534,-724,87,830,-523,-324,48862,-468351,16,32,1000,100000
26,FE6E,FD18,0066,002D,01A4,0243,0176,0339,FFFEB5FF,-402,-744,102,45,420,579,374,825,-84481,-608824,16,32,1000,100000
27,FE2C,024F,FF82,FC72,FF01,027C,003A,0061,0000C532,-468,591,-126,-910,-255,636,58,97,50482,450120,16,32,1000,100000
28,FCF4,0120,022A,FCA3,FD57,FF10,0322,01C3,0001036A,-780,288,554,-861,-681,-240,802,451,66410,584467,16,32,1000,100000
29,FC60,FE4B,0210,FFA5,0194,FF0B,FF4E,FE8D,00004553,-928,-437,528,-91,404,-245,-178,-371,17747,-310323,16,32,1000,100000
30,00FA,FE35,FE96,01FD,0008,FFEF,FC7F,FE36,000041A0,250,-459,-362,509,8,-17,-897,-458,16800,118195,16,32,1000,100000
31,FC54,FDD9,FEDA,FD2E,0376,FC1C,0180,03D9,0000F9FD,-940,-551,-294,-722,886,-996,384,985,63997,-1044113,16,32,1000,100000
32,0287,0390,FCC2,FC56,FCFB,00E9,0312,FD98,00000FD8,647,912,-830,-938,-773,233,786,-616,4056,-358151,16,32,1000,100000
33,0004,FD8C,FE46,FEE3,FDC3,034E,FE7E,01E5,FFFFBC3F,4,-628,-442,-285,-573,846,-386,485,-17345,-518538,16,32,1000,100000
34,02DD,FF33,FCB2,0107,FE80,FF0A,025D,0303,FFFEA2CC,733,-205,-846,263,-384,-246,605,771,-89396,-629495,16,32,1000,100000
35,FF72,FD9C,FD60,FCBF,FD3C,02A2,FE8B,FDF3,FFFFCE32,-142,-612,-672,-833,-708,674,-373,-525,-12750,363279,16,32,1000,100000
36,FF7C,FDB3,FC34,FD4A,FD00,03B5,0034,FC58,FFFFD696,-132,-589,-972,-694,-768,949,52,-936,-10602,130853,16,32,1000,100000
37,FF3B,FEA6,0306,FC6B,FE06,FCE4,FFF8,FD48,0000C9A5,-197,-346,774,-917,-506,-796,-8,-696,51621,1058759,16,32,1000,100000
38,FDBE,FE2A,00A7,005A,FEF7,FD5C,0206,FE5D,FFFEA04C,-578,-470,167,90,-265,-676,518,-419,-90036,429650,16,32,1000,100000
39,02F1,0310,FCD3,FCD8,0050,FDC0,007D,0020,00011A72,753,784,-813,-808,80,-576,125,32,72306,-446519,16,32,1000,100000
40,03C8,FF5F,0049,FC37,0250,0040,FD4E,00CD,000099C0,968,-161,73,-969,592,64,-690,205,39360,353097,16,32,1000,100000
41,FEB2,00CC,0231,0258,034B,FD67,FFC0,FF69,00003B8A,-334,204,561,600,843,-665,-64,-151,15242,-528484,16,32,1000,100000
42,FC4A,FF11,0164,FC50,0309,FF33,FEEC,017C,0000A344,-950,-239,356,-944,777,-205,-276,380,41796,-1104335,16,32,1000,100000
43,015B,00D9,FC3A,FEA5,FFDB,FF98,FC75,FEA5,FFFFBA1D,347,217,-966,-347,-37,-104,-907,-347,-17891,943273,16,32,1000,100000
44,FF35,027F,FE7B,FD18,FF21,009D,0112,FC8C,0000C151,-203,639,-389,-744,-223,157,274,-884,49489,746191,16,32,1000,100000
45,FCF8,FFFB,03B6,FD0B,FCDD,0103,FD7C,FC5C,FFFEADD1,-776,-5,950,-757,-803,259,-644,-932,-86575,628982,16,32,1000,100000
46,FE90,02C6,FDD3,004B,FCDD,FFC6,0016,FFD8,FFFEB5AD,-368,710,-557,75,-803,-58,22,-40,-84563,154507,16,32,1000,100000
47,FF7B,FDDA,0351,FDDE,FEBA,020E,025E,FD64,000001C5,-133,-550,849,-546,-326,526,606,-668,453,633733,16,32,1000,100000
48,00CC,0070,FE06,0194,FFDD,037C,FD89,034B,FFFF4ED8,204,112,-506,404,-35,892,-631,843,-45352,707270,16,32,1000,100000
49,0085,00B0,038A,0080,0136,FDCE,FD5E,0179,0001674C,133,176,906,128,310,-562,-674,377,91980,-528090,16,32,1000,100000
50,FFBC,02E3,022A,FC35,014C,FDA7,FCAD,025E,FFFEC0CC,-68,739,554,-971,332,-601,-851,606,-81716,-1608311,16,32,1000,100000
51,0094,028E,FD12,FCD9,FE37,00A0,FDFA,FDCD,FFFF95A9,148,654,-750,-807,-457,160,-518,-563,-27223,852622,16,32,1000,100000
52,FDE5,0013,FF0E,01F7,019B,FFAA,0166,FF52,0000B90F,-539,19,-242,503,411,-86,358,-174,47375,-349946,16,32,1000,100000
53,FE16,014C,FFB2,0303,02CA,0367,0021,FCF6,00008BF1,-490,332,-78,771,714,871,33,-778,35825,-627275,16,32,1000,100000
54,FC55,0032,0367,006A,0360,018A,FF09,FE01,000012AA,-939,50,871,106,864,394,-247,-511,4778,-1056121,16,32,1000,100000
55,000A,0192,FCC0,FF77,FFD1,FCFB,FEB7,FE16,00004040,10,402,-832,-137,-47,-773,-329,-490,16448,46090,16,32,1000,100000
56,FE86,FF7D,009F,FD17,FD76,FDD6,01EC,0107,00000374,-378,-131,159,-745,-650,-554,492,263,884,201451,16,32,1000,100000
57,FE31,00A8,0323,012F,0250,027A,FD80,0120,FFFE7F1B,-463,168,803,303,592,634,-640,288,-98533,-692773,16,32,1000,100000
58,0039,01F3,01DB,FE4D,FC48,028B,039C,FFED,FFFFCDA6,57,499,475,-435,-952,651,924,-19,-12890,704860,16,32,1000,100000
59,01A4,0124,FDB4,026A,0119,FE82,FC51,01E9,0000109E,420,292,-588,618,281,-382,-943,489,4254,867416,16,32,1000,100000
60,FF07,FDD1,0395,0095,FE18,FDEF,FCD4,0374,FFFF4A4C,-249,-559,917,149,-488,-529,-812,884,-46516,-242181,16,32,1000,100000
61,FE1A,0370,0092,FC23,FC39,FD4D,0099,00C0,FFFF01E1,-486,880,146,-989,-967,-691,153,192,-65055,-370723,16,32,1000,100000
62,FEB8,FDCC,FD1E,02CB,00F8,0113,FE8B,002C,FFFF9E0D,-328,-564,-738,715,248,275,-373,44,-25075,45215,16,32,1000,100000
63,FC53,FDC6,FF86,FF3D,0377,018D,00BD,FF4E,00010F56,-941,-570,-122,-195,887,397,189,-178,69462,-979843,16,32,1000,100000
64,0137,01EA,0160,0293,FF9D,00A8,0097,FE55,00007B7F,311,490,352,659,-99,168,151,-427,31615,-145095,16,32,1000,100000
65,FE5A,0064,FCAD,015C,FFE9,03DD,02E4,01B5,00006780,-422,100,-851,348,-23,989,740,437,26496,-342562,16,32,1000,100000
66,036D,0149,FD5C,0349,FF78,FC79,01B8,FCE1,000167AD,877,329,-676,841,-136,-903,440,-799,92077,-1293681,16,32,1000,100000
67,034B,02BB,FD0C,FE39,0166,FE9C,0332,FF65,000166E4,843,699,-756,-455,358,-356,818,-155,91876,-403057,16,32,1000,100000
68,FF3B,FFE8,FCD5,FF36,0199,013B,FD10,0202,0000329D,-197,-24,-811,-202,409,315,-752,514,12957,430868,16,32,1000,100000
69,FDEE,010F,FC26,021A,FFC3,FD56,011B,FC35,FFFFE5DE,-530,271,-986,538,-61,-682,283,-971,-6690,-960618,16,32,1000,100000
70,FD5F,02D3,0186,FE40,0366,FD3F,FF31,FD60,FFFFB8DC,-673,723,390,-448,870,-705,-207,-672,-18212,-893111,16,32,1000,100000
71,FEAC,011C,00E6,FE9F,FF88,FC68,FEED,FE0E,00013CA7,-340,284,230,-353,-120,-920,-275,-498,81063,-26873,16,32,1000,100000
72,00E5,02FF,FFC1,FC4E,FEDE,0176,FF3B,0013,FFFF05C8,229,767,-63,-946,-290,374,-197,19,-64056,150829,16,32,1000,100000
73,00F3,023B,0236,FF16,0301,019D,02C4,00A2,FFFFAB37,243,571,566,-234,769,413,708,162,-21705,763805,16,32,1000,100000
74,0277,0079,FD26,0015,FFB4,01A1,FC2E,FFD2,00017E96,631,121,-730,21,-76,417,-978,-46,97942,813417,16,32,1000,100000
75,FF08,FDF0,FF5E,03E8,FFDE,FDE5,0107,0028,FFFFD597,-248,-528,-162,1000,-34,-539,263,40,-10857,279561,16,32,1000,100000
76,0006,FE75,02B6,03DB,00DA,FDEC,0324,FF6A,FFFFC0AF,6,-395,694,987,218,-532,804,-150,-16209,605165,16,32,1000,100000
77,0368,FCDF,FD4B,FD94,005D,FC76,022D,01C0,000137E6,872,-801,-693,-620,93,-906,557,448,79846,222887,16,32,1000,100000
78,03A9,0221,FD13,0257,FF30,FD18,FF0E,FC9B,FFFF4697,937,545,-749,599,-208,-744,-242,-869,-47465,-987114,16,32,1000,100000
79,015D,FDD0,FC1A,FCDB,FECA,FE2E,00CB,FE15,00011576,349,-560,-998,-805,-310,-466,203,-491,71030,416461,16,32,1000,100000
80,0066,0104,FE4F,03B0,0100,03E4,00AD,FE93,FFFFDC68,102,260,-433,944,256,996,173,-365,-9112,-143509,16,32,1000,100000
81,FE9D,FF3A,FC43,00BD,FD0F,00CD,FF99,FF9D,00010A7E,-355,-198,-957,189,-753,205,-103,-99,68222,374807,16,32,1000,100000
82,FE9E,FDFA,FE22,FCE3,FD76,0192,FE69,0178,FFFEB7AA,-354,-518,-478,-797,-650,402,-407,376,-84054,-167316,16,32,1000,100000
83,0018,FD1F,FD38,0050,FDAB,01B4,FE3D,FDC8,FFFF7EB5,24,-737,-712,80,-597,436,-451,-568,-33099,-93087,16,32,1000,100000
84,0380,FEF6,FC78,FCBB,0396,01B4,0365,FD39,0001704B,896,-266,-904,-837,918,436,869,-711,94283,610366,16,32,1000,100000
85,FDF5,01C9,03D4,FC73,0290,02AF,FD35,FC40,FFFE9E04,-523,457,980,-909,656,687,-715,-960,-90620,52191,16,32,1000,100000
86,FD3E,FF1E,FF7D,00BA,FF75,FC4A,FD7A,03BB,FFFF177D,-706,-226,-131,186,-139,-950,-646,955,-59523,515567,16,32,1000,100000
87,0179,002C,003A,FD3F,0007,02A7,FCEE,FEF1,00017719,377,44,58,-705,7,679,-786,-271,96025,274007,16,32,1000,100000
88,FCB1,0206,FD57,FC45,FCAB,028C,02E6,FEED,FFFF00B0,-847,518,-681,-955,-853,652,742,-275,-65360,752190,16,32,1000,100000
89,038F,FEFB,FED4,03C6,FDC9,FE73,FDA9,006D,FFFFCCDF,911,-261,-300,966,-567,-397,-599,109,-13089,-141015,16,32,1000,100000
90,FF57,FCA8,FEBF,FD64,FE1A,FFDF,038A,0082,FFFF2706,-169,-856,-321,-668,-486,-33,906,130,-55546,-322830,16,32,1000,100000
91,008D,01D1,FD26,FF2B,FC4A,FFA6,FD44,032A,FFFF7FB3,141,465,-730,-213,-950,-90,-700,810,-32845,129825,16,32,1000,100000
92,FD2F,0241,0190,FD54,0089,01F8,00E4,FE1D,00013D90,-721,577,400,-684,137,504,228,-483,81296,694899,16,32,1000,100000
93,FE23,FE69,01B6,FC1C,003B,009C,FF0A,01C9,00001418,-477,-407,438,-996,59,156,-246,457,5144,-649411,16,32,1000,100000
94,0084,FDB6,FF1B,FCE6,034B,0376,FCF7,0137,0000A192,132,-586,-229,-794,843,886,-777,311,41362,-435559,16,32,1000,100000
95,FD73,FFCE,0284,001B,FD92,FCB1,0164,02C7,0000D219,-653,-50,644,27,-622,-847,356,711,53785,750762,16,32,1000,100000
96,FCF7,0277,FCF4,FF64,FD4F,03BC,0229,01D8,FFFEA7E7,-777,631,-780,-156,-689,956,553,472,-88089,545528,16,32,1000,100000
97,FFAF,012F,FD0F,FF53,FE28,FE60,FD27,0049,00008F0B,-81,303,-753,-173,-472,-416,-729,73,36619,485111,16,32,1000,100000
98,FDE5,028A,0374,0207,FD81,0130,FCE0,FF82,FFFF1033,-539,650,884,519,-639,304,-800,-126,-61389,-291962,16,32,1000,100000
99,FE52,FE0B,0286,FD0D,0176,FE9B,0167,FF43,0000B4FC,-430,-501,646,-755,374,-357,359,-189,46332,438978,16,32,1000,100000
100,03C8,026B,0203,00CE,0261,FE33,FDCD,FF15,00000941,968,619,515,206,609,-461,-563,-235,2369,-31833,16,32,1000,100000
101,FE92,FC22,FE6D,03DC,0347,033B,01C9,01C4,0000EDBA,-366,-990,-403,988,839,827,457,452,60858,-802541,16,32,1000,100000
102,FF8F,FFB3,FF71,FFFA,FCEF,FFE3,FFE3,FDDA,0000D34C,-113,-77,-143,-6,-785,-29,-29,-550,54092,152477,16,32,1000,100000
103,FC76,FEE5,FD7D,0026,FD9C,FDD8,0365,021A,FFFEC83F,-906,-283,-643,38,-612,-552,869,538,-79809,92556,16,32,1000,100000
104,0351,03A9,0273,00C1,0297,02FE,0287,0087,FFFF4F09,849,937,627,193,663,766,647,135,-45303,1667050,16,32,1000,100000
105,FD83,FD26,FD7F,013A,FC21,02B7,0323,FCE8,FFFEFD76,-637,-730,-641,314,-991,695,803,-792,-66186,-705680,16,32,1000,100000
106,FC35,0362,03AB,0226,035F,FC90,FE2F,FD11,00009B49,-971,866,939,550,863,-880,-465,-751,39753,-2409985,16,32,1000,100000
107,FE7B,03BF,02D3,029C,FC32,FFF2,00F5,00C5,FFFF5F86,-389,959,723,668,-974,-14,245,197,-41082,633109,16,32,1000,100000
108,FECD,012E,FCD6,FC4B,FC32,0145,FF63,FCE4,FFFFB5EC,-307,302,-810,-949,-974,325,-157,-796,-18964,1260778,16,32,1000,100000
109,FFA4,03E5,FCA7,FCAE,FF29,03B5,FD57,FFB4,FFFFC937,-92,997,-857,-850,-215,949,-681,-76,-14025,1600125,16,32,1000,100000
110,03E3,FFD9,0203,015D,FD3E,0129,02BA,0048,FFFFF9A9,995,-39,515,349,-706,297,698,72,-1623,-331078,16,32,1000,100000
111,02EA,FE14,FF61,02EF,FD3F,FF8D,0193,02CA,FFFFE71E,746,-492,-159,751,-705,-115,403,714,-6370,-3583,16,32,1000,100000
112,01B9,0392,FDE5,FF37,03AD,FC34,FFC9,FED8,FFFEF2B7,441,914,-539,-201,941,-972,-55,-296,-68937,-453223,16,32,1000,100000
113,03C5,01AD,FFEA,0357,02AD,0341,FF09,FD0D,0000E864,965,429,-22,855,685,833,-247,-755,59492,437783,16,32,1000,100000
114,FE47,FCB3,004D,FDB6,FC4D,FCED,FF50,0156,FFFFC491,-441,-845,77,-586,-947,-787,-176,342,-15215,853463,16,32,1000,100000
115,008E,000C,0148,FD8D,FE03,0217,FE3D,FF83,FFFE928C,142,12,328,-627,-509,535,-451,-125,-93556,-228967,16,32,1000,100000
116,FD45,FD11,FD75,FF25,FDF6,0349,FCF7,FD99,00016241,-699,-751,-651,-219,-522,841,-777,-615,90689,464488,16,32,1000,100000
117,FF5B,0159,FC32,FD98,00CD,FFAB,FF75,001C,FFFFCC85,-165,345,-974,-616,205,-85,-139,28,-13179,41809,16,32,1000,100000
118,009A,FF36,FF74,FE46,0373,FF5B,FC86,FD92,00011934,154,-202,-140,-442,883,-165,-890,-622,71988,640824,16,32,1000,100000
119,01CB,01D3,038F,03E3,0359,FCDE,FF06,FFA3,FFFE8548,459,467,911,995,857,-802,-250,-93,-96952,-398408,16,32,1000,100000
120,FE8D,023E,FC7C,FFC9,0163,0074,02A4,0157,FFFEE3D0,-371,574,-900,-55,355,116,676,343,-72752,-765138,16,32,1000,100000
121,0296,022E,003C,FFAB,FF91,028B,FD25,034E,FFFEA43C,662,558,60,-85,-111,651,-731,846,-89028,84978,16,32,1000,100000
122,FCC7,FD6A,0295,FD54,FF9A,039E,03B0,00A0,00003A41,-825,-662,661,-684,-102,926,944,160,14913,595,16,32,1000,100000
123,FC50,FEA3,02F5,FF63,FEB5,02C5,FED7,FF66,0000B845,-944,-349,757,-157,-331,709,-297,-154,47173,-88455,16,32,1000,100000
124,0077,0000,FE34,012C,FEAD,FF7C,FCBB,FD87,FFFF77F2,119,0,-460,300,-339,-132,-837,-633,-34830,119949,16,32,1000,100000
125,0001,FFF3,01F1,0231,00AB,0061,FCCE,FECD,FFFF8CAB,1,-13,497,561,171,97,-818,-307,-29525,-609388,16,32,1000,100000
126,0071,FEA7,0289,025B,FFF4,FEDD,03D1,0081,FFFFB6A9,113,-345,649,603,-12,-291,977,129,-18775,792124,16,32,1000,100000
127,019E,02F0,0058,FEEB,01A1,FD8C,FECD,FCB0,FFFEE20E,414,752,88,-277,417,-628,-307,-848,-73202,-164940,16,32,1000,100000
128,FFC2,02F5,FF90,FFC5,0269,03C2,FFB3,01F3,00015277,-62,757,-112,-59,617,962,-77,499,86647,755810,16,32,1000,100000
129,00B0,FDB9,FF82,FDE1,0195,0236,FE08,02A2,FFFFE30B,176,-583,-126,-543,405,566,-504,674,-7413,-568589,16,32,1000,100000
130,FFC4,FEA6,FF94,02A4,FF59,03B1,004B,FCDF,FFFE9277,-60,-346,-108,676,-167,945,75,-801,-93577,-960103,16,32,1000,100000
131,01C8,FEEA,01EF,018E,036B,FF98,02DF,022C,FFFE9067,456,-278,495,398,875,-104,735,556,-94105,918920,16,32,1000,100000
132,03D6,0280,016C,FE09,016C,FC65,FD3D,FF14,0000D074,982,640,364,-503,364,-923,-707,-236,53364,-318548,16,32,1000,100000
133,02E9,011D,FC18,FDA7,0294,FC4D,FE6B,0184,00000F34,745,285,-1000,-601,660,-947,-405,388,3892,397509,16,32,1000,100000
134,001A,0144,FD89,FDB3,019D,030E,FEBE,FEA2,FFFFD6E1,26,324,-631,-589,413,782,-322,-350,-10527,662911,16,32,1000,100000
135,FF78,0299,FE0D,0272,FDA3,038A,FFD4,032B,FFFE7BCB,-136,665,-499,626,-605,906,-44,811,-99381,1115031,16,32,1000,100000
136,FDF5,FDEC,0336,00C1,02D2,FDF2,0270,02E7,00003F63,-523,-532,822,193,722,-526,624,743,16227,574780,16,32,1000,100000
137,01FC,FD81,0224,FC6B,03A5,039A,01C1,02CB,00005711,508,-639,548,-917,933,922,449,715,22289,-502508,16,32,1000,100000
138,FD34,FD2E,FFD2,003A,016B,03AE,FEEA,0101,FFFF620F,-716,-722,-46,58,363,942,-278,257,-40433,-952771,16,32,1000,100000
139,FEAB,FC54,FCE1,FD5C,FD2A,030F,FD13,024B,0001511D,-341,-940,-799,-676,-726,783,-749,587,86301,-200514,16,32,1000,100000
140,FD0E,FEB8,00DB,FF92,00B9,03E5,0333,FEC0,00011690,-754,-328,219,-110,185,997,819,-320,71312,-180633,16,32,1000,100000
141,0028,FEE2,FDC7,FF2D,FCC8,FF81,FDAC,FFA6,FFFF4D97,40,-286,-569,-211,-824,-127,-596,-90,-45673,315803,16,32,1000,100000
142,FD07,FD5E,013A,FD80,008B,FF11,FCFC,0283,FFFEF8AD,-761,-674,314,-640,139,-239,-772,643,-67411,-666032,16,32,1000,100000
143,013F,FE4B,FD3C,FED1,0387,0256,FDDF,0024,0000BD87,319,-437,-708,-303,903,598,-545,36,48519,450202,16,32,1000,100000
144,03CE,0235,FFEB,021B,FC54,FE37,FE51,FFFD,FFFFCDF3,974,565,-21,539,-940,-457,-431,-3,-12813,-1179144,16,32,1000,100000
145,0293,FC18,0328,FEB7,0305,0216,027D,0024,00011B65,659,-1000,808,-329,773,534,637,36,72549,550808,16,32,1000,100000
146,0095,FC4D,0216,FF05,00F6,01C4,023D,FE09,FFFE9011,149,-947,534,-251,246,452,573,-503,-94191,-53346,16,32,1000,100000
147,FC98,01C7,00D8,FD78,023D,FDD8,FEFD,01EB,FFFFA4C4,-872,455,216,-648,573,-552,-259,491,-23356,-1148284,16,32,1000,100000
148,FFAE,FFCB,FC59,FC63,0188,0263,033B,0337,00008BD0,-82,-53,-935,-925,392,611,827,823,35792,-1563255,16,32,1000,100000
149,FCA8,0098,009D,FCD4,025D,FEA8,FDD7,00D4,00002D51,-856,152,157,-812,605,-344,-553,212,11601,-817532,16,32,1000,100000
150,0284,FEB0,003B,02BF,FC38,00CC,FCF5,0088,FFFF4723,644,-336,59,703,-968,204,-779,136,-47325,-689614,16,32,1000,100000
151,010E,01A7,FE82,FD30,FD29,FF75,00C7,032F,00014CAA,270,423,-382,-720,-727,-139,199,815,85162,-832743,16,32,1000,100000
152,FDA4,021A,0354,02F7,FFD7,FEBB,FD68,FF72,FFFFF427,-604,538,852,759,-41,-325,-664,-142,-3033,-826625,16,32,1000,100000
153,03B2,023F,03E1,FD25,FEF6,0372,FDE4,FFAB,00017F6E,946,575,993,-731,-266,882,-540,-85,98158,-120413,16,32,1000,100000
154,01CB,0331,037F,FF85,01ED,0331,000D,01EF,00017590,459,817,895,-123,493,817,13,495,95632,940158,16,32,1000,100000
155,02A7,FE82,037A,FE17,FF88,FCC4,0373,FE11,00002103,679,-382,890,-489,-120,-828,883,-495,8451,1271192,16,32,1000,100000
156,02F0,03C8,FD90,006E,00C0,0138,0030,FC2B,0000E637,752,968,-624,110,192,312,48,-981,58935,367473,16,32,1000,100000
157,FECF,01E8,FE4B,FFF8,FC30,018C,FE99,FF84,FFFF80BE,-305,488,-437,-8,-976,396,-359,-124,-32578,616225,16,32,1000,100000
158,FFF6,FCF6,0350,FE23,FECA,02FA,021D,FDD1,0000A852,-10,-778,848,-477,-310,762,541,-559,43090,178765,16,32,1000,100000
159,01B1,FC27,0287,FC2A,014B,01C8,FF16,FD2B,FFFF1C90,433,-985,647,-982,331,456,-234,-725,-58224,196491,16,32,1000,100000
160,FD92,015C,FE8E,FF50,036F,0028,031A,01AA,FFFED755,-622,348,-370,-176,879,40,794,426,-75947,-977521,16,32,1000,100000
161,FFB7,026A,00D6,FCC5,03D5,FEF6,FF23,0360,000153EF,-73,618,214,-827,981,-266,-221,864,87023,-910800,16,32,1000,100000
162,FCF8,009E,00A1,021F,FF75,FCB2,017E,FCF6,00014BF3,-776,158,161,543,-139,-846,382,-778,84979,-301777,16,32,1000,100000
163,008E,FD6F,038D,FC61,0343,017B,FD66,FE9A,FFFEB3B3,142,-657,909,-927,835,379,-666,-358,-85069,-489030,16,32,1000,100000
164,FDAD,FE15,0028,02B2,01A7,01B4,02ED,00F1,000165FF,-595,-491,40,690,423,436,749,241,91647,-177864,16,32,1000,100000
165,FDC8,0154,0122,00E6,FCF9,0153,01B3,FF4B,FFFF12DD,-568,340,290,230,-775,339,435,-181,-60707,579273,16,32,1000,100000
166,0165,FF0C,02C8,01A8,02F2,FF20,01D7,FE5C,00012D34,357,-244,712,424,754,-224,471,-420,77108,558214,16,32,1000,100000
167,0266,FCAC,FC4A,FEB7,FEA2,FFBD,FCE5,FE8C,FFFE7B1C,614,-852,-950,-329,-350,-67,-795,-372,-99556,620266,16,32,1000,100000
168,FDAE,FE4E,FF17,0216,02C2,FC55,FE3B,FEFD,0000FACC,-594,-434,-233,534,706,-939,-453,-259,64204,19609,16,32,1000,100000
169,FC24,FFA4,FF78,0393,01DD,0033,0221,FFF7,FFFE8598,-988,-92,-136,915,477,51,545,-9,-96872,-655195,16,32,1000,100000
170,0030,FD03,03B8,FCA8,004C,009D,022D,FCD9,00000F42,48,-765,952,-856,76,157,557,-807,3906,1108505,16,32,1000,100000
171,0221,FE5A,02CC,FCE9,0139,FF17,01FC,FF93,FFFED883,545,-422,716,-791,313,-233,508,-109,-75645,643213,16,32,1000,100000
172,00B8,03AC,FEDB,FF6D,FCA5,0394,FEB9,0066,00014021,184,940,-293,-147,-859,916,-327,102,81953,865754,16,32,1000,100000
173,021E,FC1F,00FD,0044,FEC9,FC3F,03E2,0301,FFFF42C1,542,-993,253,68,-311,-961,994,769,-48447,1041038,16,32,1000,100000
174,FF5E,005C,015D,FCD3,FE9E,0078,FE39,026F,FFFFCDC4,-162,92,349,-813,-354,120,-455,623,-12860,-609766,16,32,1000,100000
175,0269,0186,033E,FE7E,FC27,FFFA,028A,FD8D,FFFEAB90,617,390,830,-386,-985,-6,650,-627,-87152,84285,16,32,1000,100000
