target,bit,stuck_at,total_cases,not_activated,activated_cases,activated_masked,activated_sdc,activated_sdc_percent
A1,13,0,100,51,49,0,49,100.000000
A1,13,1,100,49,51,0,51,100.000000
A1,14,0,100,0,100,0,100,100.000000
A1,14,1,100,100,0,0,0,0.000000
A1,15,0,100,100,0,0,0,0.000000
A1,15,1,100,0,100,0,100,100.000000
A2,0,0,100,55,45,34,11,24.444444
A2,0,1,100,45,55,37,18,32.727273
A2,1,0,100,51,49,26,23,46.938776
A2,1,1,100,49,51,26,25,49.019608
A2,2,0,100,52,48,16,32,66.666667
A2,2,1,100,48,52,23,29,55.769231
A2,3,0,100,48,52,8,44,84.615385
A2,3,1,100,52,48,15,33,68.750000
A2,4,0,100,55,45,6,39,86.666667
A2,4,1,100,45,55,11,44,80.000000
A2,5,0,100,42,58,7,51,87.931034
A2,5,1,100,58,42,4,38,90.476190
A2,6,0,100,51,49,2,47,95.918367
A2,6,1,100,49,51,5,46,90.196078
A2,7,0,100,44,56,3,53,94.642857
A2,7,1,100,56,44,2,42,95.454545
A2,8,0,100,46,54,2,52,96.296296
A2,8,1,100,54,46,2,44,95.652174
A2,9,0,100,32,68,3,65,95.588235
A2,9,1,100,68,32,2,30,93.750000
A2,10,0,100,16,84,1,83,98.809524
A2,10,1,100,84,16,2,14,87.500000
A2,11,0,100,7,93,2,91,97.849462
A2,11,1,100,93,7,1,6,85.714286
A2,12,0,100,1,99,0,99,100.000000
A2,12,1,100,99,1,1,0,0.000000
A2,13,0,100,64,36,1,35,97.222222
A2,13,1,100,36,64,4,60,93.750000
A2,14,0,100,1,99,4,95,95.959596
A2,14,1,100,99,1,0,1,100.000000
A2,15,0,100,100,0,0,0,0.000000
A2,15,1,100,0,100,0,100,100.000000
A3,0,0,100,51,49,37,12,24.489796
A3,0,1,100,49,51,35,16,31.372549
A3,1,0,100,47,53,22,31,58.490566
A3,1,1,100,53,47,28,19,40.425532
A3,2,0,100,56,44,13,31,70.454545
A3,2,1,100,44,56,12,44,78.571429
A3,3,0,100,49,51,8,43,84.313725
A3,3,1,100,51,49,9,40,81.632653
A3,4,0,100,43,57,10,47,82.456140
A3,4,1,100,57,43,3,40,93.023256
A3,5,0,100,57,43,5,38,88.372093
A3,5,1,100,43,57,2,55,96.491228
A3,6,0,100,46,54,5,49,90.740741
A3,6,1,100,54,46,1,45,97.826087
A3,7,0,100,57,43,1,42,97.674419
A3,7,1,100,43,57,2,55,96.491228
A3,8,0,100,44,56,2,54,96.428571
A3,8,1,100,56,44,2,42,95.454545
A3,9,0,100,43,57,2,55,96.491228
A3,9,1,100,57,43,0,43,100.000000
A3,10,0,100,18,82,2,80,97.560976
A3,10,1,100,82,18,0,18,100.000000
A3,11,0,100,5,95,2,93,97.894737
A3,11,1,100,95,5,0,5,100.000000
A3,12,0,100,0,100,1,99,99.000000
A3,12,1,100,100,0,0,0,0.000000
A3,13,0,100,48,52,1,51,98.076923
A3,13,1,100,52,48,2,46,95.833333
A3,14,0,100,0,100,4,96,96.000000
A3,14,1,100,100,0,0,0,0.000000
A3,15,0,100,100,0,0,0,0.000000
A3,15,1,100,0,100,0,100,100.000000
B0,0,0,100,60,40,26,14,35.000000
B0,0,1,100,40,60,42,18,30.000000
B0,1,0,100,48,52,27,25,48.076923
B0,1,1,100,52,48,23,25,52.083333
B0,2,0,100,49,51,11,40,78.431373
B0,2,1,100,51,49,14,35,71.428571
B0,3,0,100,58,42,6,36,85.714286
B0,3,1,100,42,58,13,45,77.586207
B0,4,0,100,44,56,4,52,92.857143
B0,4,1,100,56,44,6,38,86.363636
B0,5,0,100,49,51,2,49,96.078431
B0,5,1,100,51,49,6,43,87.755102
B0,6,0,100,47,53,1,52,98.113208
B0,6,1,100,53,47,3,44,93.617021
B0,7,0,100,46,54,1,53,98.148148
B0,7,1,100,54,46,1,45,97.826087
B0,8,0,100,44,56,0,56,100.000000
B0,8,1,100,56,44,2,42,95.454545
B0,9,0,100,28,72,0,72,100.000000
B0,9,1,100,72,28,1,27,96.428571
B0,10,0,100,20,80,0,80,100.000000
B0,10,1,100,80,20,1,19,95.000000
B0,11,0,100,3,97,0,97,100.000000
B0,11,1,100,97,3,1,2,66.666667
B0,12,0,100,1,99,0,99,100.000000
B0,12,1,100,99,1,1,0,0.000000
B0,13,0,100,47,53,0,53,100.000000
B0,13,1,100,53,47,1,46,97.872340
B0,14,0,100,1,99,0,99,100.000000
B0,14,1,100,99,1,0,1,100.000000
B0,15,0,100,100,0,0,0,0.000000
B0,15,1,100,0,100,0,100,100.000000
B1,0,0,100,49,51,41,10,19.607843
B1,0,1,100,51,49,36,13,26.530612
B1,1,0,100,48,52,24,28,53.846154
B1,1,1,100,52,48,25,23,47.916667
B1,2,0,100,41,59,23,36,61.016949
B1,2,1,100,59,41,19,22,53.658537
B1,3,0,100,45,55,12,43,78.181818
B1,3,1,100,55,45,16,29,64.444444
B1,4,0,100,50,50,6,44,88.000000
B1,4,1,100,50,50,8,42,84.000000
B1,5,0,100,46,54,2,52,96.296296
B1,5,1,100,54,46,5,41,89.130435
B1,6,0,100,49,51,2,49,96.078431
B1,6,1,100,51,49,3,46,93.877551
B1,7,0,100,43,57,0,57,100.000000
B1,7,1,100,57,43,0,43,100.000000
B1,8,0,100,47,53,0,53,100.000000
B1,8,1,100,53,47,0,47,100.000000
B1,9,0,100,36,64,0,64,100.000000
B1,9,1,100,64,36,0,36,100.000000
B1,10,0,100,24,76,0,76,100.000000
B1,10,1,100,76,24,0,24,100.000000
B1,11,0,100,5,95,0,95,100.000000
B1,11,1,100,95,5,0,5,100.000000
B1,12,0,100,0,100,0,100,100.000000
B1,12,1,100,100,0,0,0,0.000000
B1,13,0,100,46,54,0,54,100.000000
B1,13,1,100,54,46,0,46,100.000000
B1,14,0,100,0,100,0,100,100.000000
B1,14,1,100,100,0,0,0,0.000000
B1,15,0,100,100,0,0,0,0.000000
B1,15,1,100,0,100,0,100,100.000000
B2,0,0,100,42,58,44,14,24.137931
B2,0,1,100,58,42,29,13,30.952381
B2,1,0,100,52,48,28,20,41.666667
B2,1,1,100,48,52,27,25,48.076923
B2,2,0,100,55,45,20,25,55.555556
B2,2,1,100,45,55,19,36,65.454545
B2,3,0,100,43,57,9,48,84.210526
B2,3,1,100,57,43,16,27,62.790698
B2,4,0,100,45,55,12,43,78.181818
B2,4,1,100,55,45,6,39,86.666667
B2,5,0,100,52,48,6,42,87.500000
B2,5,1,100,48,52,4,48,92.307692
B2,6,0,100,46,54,2,52,96.296296
B2,6,1,100,54,46,4,42,91.304348
B2,7,0,100,44,56,2,54,96.428571
B2,7,1,100,56,44,3,41,93.181818
B2,8,0,100,49,51,1,50,98.039216
B2,8,1,100,51,49,3,46,93.877551
B2,9,0,100,32,68,2,66,97.058824
B2,9,1,100,68,32,2,30,93.750000
B2,10,0,100,25,75,1,74,98.666667
B2,10,1,100,75,25,2,23,92.000000
B2,11,0,100,9,91,3,88,96.703297
B2,11,1,100,91,9,0,9,100.000000
B2,12,0,100,0,100,1,99,99.000000
B2,12,1,100,100,0,0,0,0.000000
B2,13,0,100,51,49,4,45,91.836735
B2,13,1,100,49,51,1,50,98.039216
B2,14,0,100,0,100,5,95,95.000000
B2,14,1,100,100,0,0,0,0.000000
B2,15,0,100,100,0,0,0,0.000000
B2,15,1,100,0,100,0,100,100.000000
B3,0,0,100,53,47,37,10,21.276596
B3,0,1,100,47,53,38,15,28.301887
B3,1,0,100,47,53,17,36,67.924528
B3,1,1,100,53,47,27,20,42.553191
B3,2,0,100,42,58,12,46,79.310345
B3,2,1,100,58,42,12,30,71.428571
B3,3,0,100,49,51,11,40,78.431373
B3,3,1,100,51,49,7,42,85.714286
B3,4,0,100,54,46,5,41,89.130435
B3,4,1,100,46,54,7,47,87.037037
B3,5,0,100,46,54,5,49,90.740741
B3,5,1,100,54,46,3,43,93.478261
B3,6,0,100,41,59,3,56,94.915254
B3,6,1,100,59,41,2,39,95.121951
B3,7,0,100,51,49,0,49,100.000000
B3,7,1,100,49,51,3,48,94.117647
B3,8,0,100,41,59,2,57,96.610169
B3,8,1,100,59,41,2,39,95.121951
B3,9,0,100,36,64,1,63,98.437500
B3,9,1,100,64,36,1,35,97.222222
B3,10,0,100,18,82,2,80,97.560976
B3,10,1,100,82,18,1,17,94.444444
B3,11,0,100,6,94,2,92,97.872340
B3,11,1,100,94,6,1,5,83.333333
B3,12,0,100,2,98,0,98,100.000000
B3,12,1,100,98,2,1,1,50.000000
B3,13,0,100,47,53,1,52,98.113208
B3,13,1,100,53,47,2,45,95.744681
B3,14,0,100,1,99,3,96,96.969697
B3,14,1,100,99,1,0,1,100.000000
B3,15,0,100,100,0,0,0,0.000000
B3,15,1,100,0,100,0,100,100.000000
C0,0,0,100,48,52,26,26,50.000000
C0,0,1,100,52,48,13,35,72.916667
C0,1,0,100,57,43,10,33,76.744186
C0,1,1,100,43,57,9,48,84.210526
C0,2,0,100,56,44,3,41,93.181818
C0,2,1,100,44,56,5,51,91.071429
C0,3,0,100,54,46,1,45,97.826087
C0,3,1,100,46,54,4,50,92.592593
C0,4,0,100,52,48,1,47,97.916667
C0,4,1,100,48,52,0,52,100.000000
C0,5,0,100,42,58,1,57,98.275862
C0,5,1,100,58,42,0,42,100.000000
C0,6,0,100,54,46,1,45,97.826087
C0,6,1,100,46,54,0,54,100.000000
C0,7,0,100,48,52,0,52,100.000000
C0,7,1,100,52,48,0,48,100.000000
C0,8,0,100,38,62,0,62,100.000000
C0,8,1,100,62,38,0,38,100.000000
C0,9,0,100,39,61,0,61,100.000000
C0,9,1,100,61,39,0,39,100.000000
C0,10,0,100,24,76,0,76,100.000000
C0,10,1,100,76,24,0,24,100.000000
C0,11,0,100,4,96,0,96,100.000000
C0,11,1,100,96,4,0,4,100.000000
C0,12,0,100,0,100,0,100,100.000000
C0,12,1,100,100,0,0,0,0.000000
C0,13,0,100,56,44,0,44,100.000000
C0,13,1,100,44,56,0,56,100.000000
C0,14,0,100,0,100,0,100,100.000000
C0,14,1,100,100,0,0,0,0.000000
C0,15,0,100,100,0,0,0,0.000000
C0,15,1,100,0,100,0,100,100.000000
