vector_id,label,original,posit8_hex,decoded_posit8,quantization_error
14,B0,-0.3849717492,E7,-0.390625,-0.0056532508
14,B1,-0.8841496670,C7,-0.890625,-0.006475333
14,B2,0.7560191984,30,0.75,-0.0060191984
14,B3,0.8938988906,39,0.890625,-0.0032738906
14,C0,-0.8286930959,CB,-0.828125,0.0005680959
15,A0,-0.0280190734,FE,-0.03125,-0.0032309266
15,A1,-0.8615749631,C9,-0.859375,0.0021999631
15,A2,0.5212043305,21,0.515625,-0.0055793305
15,A3,0.5316688586,22,0.53125,-0.0004188586
15,B0,-0.7432170710,D0,-0.75,-0.006782929
15,B1,-0.0494352438,FD,-0.046875,0.0025602438
15,B2,0.0996071870,06,0.09375,-0.005857187
15,B3,-0.4698867421,E2,-0.46875,0.0011367421
15,C0,0.7448660822,30,0.75,0.0051339178
16,A0,-0.1537241196,F6,-0.15625,-0.0025258804
16,A1,-0.5764035891,DB,-0.578125,-0.0017214109
16,A2,0.0785921776,05,0.078125,-0.0004671776
16,A3,0.4598621382,1D,0.453125,-0.0067371382
16,B0,-0.5976978732,DA,-0.59375,0.0039478732
16,B1,-0.3765674174,E8,-0.375,0.0015674174
16,B2,0.9902987133,3F,0.984375,-0.0059237133
16,B3,0.2997561153,13,0.296875,-0.0028811153
16,C0,-0.1237998322,F8,-0.125,-0.0012001678
17,A0,0.0351516821,02,0.03125,-0.0039016821
17,A1,-0.7579916083,CF,-0.765625,-0.0076333917
17,A2,-0.5506053259,DD,-0.546875,0.0037303259
17,A3,-0.3238288757,EB,-0.328125,-0.0042961243
17,B0,0.1766174369,0B,0.171875,-0.0047424369
17,B1,-0.5397705348,DD,-0.546875,-0.0071044652
17,B2,-0.5595652311,DC,-0.5625,-0.0029347689
17,B3,-0.8580138280,C9,-0.859375,-0.001361172
17,C0,0.2622059145,11,0.265625,0.0034190855
18,A0,-0.5421164324,DD,-0.546875,-0.0047585676
18,A1,0.8108400260,34,0.8125,0.001659974
18,A2,0.7192708005,2E,0.71875,-0.0005208005
18,A3,-0.8582853002,C9,-0.859375,-0.0010896998
18,B0,-0.5239907313,DE,-0.53125,-0.0072592687
18,B1,0.3379555566,16,0.34375,0.0057944434
18,B2,-0.5715263853,DB,-0.578125,-0.0065986147
18,B3,-0.7353763025,D1,-0.734375,0.0010013025
18,C0,0.8710284812,38,0.875,0.0039715188
19,A0,0.1420861867,09,0.140625,-0.0014611867
19,A1,-0.0546579474,FD,-0.046875,0.0077829474
19,A2,0.5692388486,24,0.5625,-0.0067388486
19,A3,0.6149939955,27,0.609375,-0.0056189955
19,B0,-0.6191801713,D8,-0.625,-0.0058198287
19,B1,-0.8061383715,CC,-0.8125,-0.0063616285
19,B2,-0.1378976352,F7,-0.140625,-0.0027273648
19,B3,-0.1528427540,F6,-0.15625,-0.003407246
19,C0,-0.0659506639,FC,-0.0625,0.0034506639
20,A0,0.4581516989,1D,0.453125,-0.0050266989
20,A1,0.3467290946,16,0.34375,-0.0029790946
20,A2,0.9683304227,3E,0.96875,0.0004195773
20,A3,-0.8031642577,CD,-0.796875,0.0062892577
20,B0,-0.1947574358,F4,-0.1875,0.0072574358
20,B1,-0.3213947892,EB,-0.328125,-0.0067302108
20,B2,0.7233450727,2E,0.71875,-0.0045950727
20,B3,-0.5026873322,E0,-0.5,0.0026873322
20,C0,-0.6195821831,D8,-0.625,-0.0054178169
21,A0,-0.1027729043,F9,-0.109375,-0.0066020957
21,A1,-0.1562367203,F6,-0.15625,-1.32797e-05
21,A2,-0.4429097107,E4,-0.4375,0.0054097107
21,A3,-0.5003871042,E0,-0.5,0.0003871042
21,B0,0.8465311986,36,0.84375,-0.0027811986
21,B1,-0.1137385099,F9,-0.109375,0.0043635099
21,B2,0.7226982095,2E,0.71875,-0.0039482095
21,B3,0.1006506249,06,0.09375,-0.0069006249
21,C0,-0.8988233410,C6,-0.90625,-0.007426659
22,A0,0.9985649368,40,1,0.0014350632
22,A1,0.6720551702,2B,0.671875,-0.0001801702
22,A2,0.9379925146,3C,0.9375,-0.0004925146
22,A3,0.8527339660,37,0.859375,0.006641034
22,B0,0.6973914688,2D,0.703125,0.0057335312
22,B1,-0.6673777788,D5,-0.671875,-0.0044972212
22,B2,-0.0287177491,FE,-0.03125,-0.0025322509
22,B3,-0.5725054016,DB,-0.578125,-0.0056195984
22,C0,-0.1979194149,F3,-0.203125,-0.0052055851
23,A0,-0.8827292001,C8,-0.875,0.0077292001
23,A1,-0.2420537620,F1,-0.234375,0.007678762
23,A2,0.9706176876,3E,0.96875,-0.0018676876
23,A3,-0.4695938837,E2,-0.46875,0.0008438837
23,B0,0.5681412039,24,0.5625,-0.0056412039
23,B1,-0.0899832653,FA,-0.09375,-0.0037667347
23,B2,-0.1539850280,F6,-0.15625,-0.002264972
23,B3,0.9146352817,3B,0.921875,0.0072397183
23,C0,0.9908453790,3F,0.984375,-0.006470379
24,A0,0.1115366468,07,0.109375,-0.0021616468
24,A1,0.4368165506,1C,0.4375,0.0006834494
24,A2,-0.6904063495,D4,-0.6875,0.0029063495
24,A3,-0.4065843490,E6,-0.40625,0.000334349
24,B0,0.9374187299,3C,0.9375,8.12701e-05
24,B1,0.1583605816,0A,0.15625,-0.0021105816
24,B2,0.0843904027,05,0.078125,-0.0062654027
24,B3,0.4959511208,20,0.5,0.0040488792
24,C0,-0.8856694542,C7,-0.890625,-0.0049555458
25,A0,0.1683551889,0B,0.171875,0.0035198111
25,A1,0.0057007658,00,0,-0.0057007658
25,A2,0.7054397841,2D,0.703125,-0.0023147841
25,A3,-0.6851345441,D4,-0.6875,-0.0023654559
25,B0,0.9215578065,3B,0.921875,0.0003171935
25,B1,-0.8397770695,CA,-0.84375,-0.0039729305
25,B2,-0.6283500780,D8,-0.625,0.003350078
25,B3,0.1900702129,0C,0.1875,-0.0025702129
25,C0,0.3504251072,16,0.34375,-0.0066751072
26,A0,-0.5295922100,DE,-0.53125,-0.00165779
26,A1,-0.7602267721,CF,-0.765625,-0.0053982279
26,A2,0.7805746283,32,0.78125,0.0006753717
26,A3,-0.5075693044,E0,-0.5,0.0075693044
26,B0,0.1890383071,0C,0.1875,-0.0015383071
26,B1,0.2387630207,0F,0.234375,-0.0043880207
26,B2,-0.1615501693,F6,-0.15625,0.0053001693
26,B3,0.1673445786,0B,0.171875,0.0045304214
26,C0,0.0455654311,03,0.046875,0.0013095689
27,A0,0.8694125155,38,0.875,0.0055874845
27,A1,-0.5914816012,DA,-0.59375,-0.0022683988
27,A2,0.4323836016,1C,0.4375,0.0051163984
27,A3,-0.5226280948,DF,-0.515625,0.0070030948
27,B0,-0.2084283064,F3,-0.203125,0.0053033064
27,B1,0.3433804459,16,0.34375,0.0003695541
27,B2,-0.4000058404,E6,-0.40625,-0.0062441596
27,B3,-0.3676456075,E8,-0.375,-0.0073543925
27,C0,0.5037289848,20,0.5,-0.0037289848
28,A0,-0.8549137710,C9,-0.859375,-0.004461229
28,A1,-0.0834289548,FB,-0.078125,0.0053039548
28,A2,0.9969088817,40,1,0.0030911183
28,A3,0.9921928957,40,1,0.0078071043
28,B0,-0.8534785578,C9,-0.859375,-0.0058964422
28,B1,-0.5736913755,DB,-0.578125,-0.0044336245
28,B2,-0.4695991705,E2,-0.46875,0.0008491705
28,B3,0.8665187560,37,0.859375,-0.007143756
28,C0,0.7617283474,31,0.765625,0.0038966526
29,A0,0.7585404850,31,0.765625,0.007084515
29,A1,-0.2609458225,EF,-0.265625,-0.0046791775
29,A2,-0.6845063353,D4,-0.6875,-0.0029936647
29,A3,0.6674899093,2B,0.671875,0.0043850907
29,B0,0.4070798502,1A,0.40625,-0.0008298502
29,B1,0.2233555315,0E,0.21875,-0.0046055315
29,B2,0.9744661273,3E,0.96875,-0.0057161273
29,B3,0.3079526354,14,0.3125,0.0045473646
29,C0,-0.9843537857,C1,-0.984375,-2.12143e-05
30,A0,0.6342082702,29,0.640625,0.0064167298
30,A1,-0.4012424956,E6,-0.40625,-0.0050075044
30,A2,0.3267774299,15,0.328125,0.0013475701
30,A3,0.8778600079,38,0.875,-0.0028600079
30,B0,-0.7314177712,D1,-0.734375,-0.0029572288
30,B1,-0.7691426592,CF,-0.765625,0.0035176592
30,B2,-0.7859280446,CE,-0.78125,0.0046780446
30,B3,0.1064472818,07,0.109375,0.0029277182
30,C0,-0.4553035754,E3,-0.453125,0.0021785754
31,A0,0.2096596541,0D,0.203125,-0.0065346541
31,A1,0.4352243743,1C,0.4375,0.0022756257
31,A2,-0.5928053753,DA,-0.59375,-0.0009446247
31,A3,0.2684759178,11,0.265625,-0.0028509178
31,B0,-0.4720321967,E2,-0.46875,0.0032821967
31,B1,-0.0229362957,FF,-0.015625,0.0073112957
31,B2,0.8106729822,34,0.8125,0.0018270178
31,B3,0.6922074266,2C,0.6875,-0.0047074266
31,C0,-0.8154030646,CC,-0.8125,0.0029030646
32,A0,-0.1528484549,F6,-0.15625,-0.0034015451
32,A1,-0.4466395521,E3,-0.453125,-0.0064854479
32,A2,-0.9929086218,C0,-1,-0.0070913782
32,A3,0.5422384460,23,0.546875,0.004636554
32,B0,0.2742267546,12,0.28125,0.0070232454
32,B1,-0.4760894751,E2,-0.46875,0.0073394751
32,B2,0.4824618167,1F,0.484375,0.0019131833
32,B3,0.1033608423,07,0.109375,0.0060141577
32,C0,-0.1446261620,F7,-0.140625,0.004001162
33,A0,-0.9806606008,C1,-0.984375,-0.0037143992
33,A1,-0.8495122799,CA,-0.84375,0.0057622799
33,A2,0.7662127866,31,0.765625,-0.0005877866
33,A3,0.8078571431,34,0.8125,0.0046428569
33,B0,0.0911805784,06,0.09375,0.0025694216
33,B1,0.6691900398,2B,0.671875,0.0026849602
33,B2,0.1650191330,0B,0.171875,0.006855867
33,B3,-0.7038124289,D3,-0.703125,0.0006874289
33,C0,-0.7451089614,D0,-0.75,-0.0048910386
34,A0,-0.3834833001,E7,-0.390625,-0.0071416999
34,A1,0.7979629775,33,0.796875,-0.0010879775
34,A2,0.5922446098,26,0.59375,0.0015053902
34,A3,0.7214051640,2E,0.71875,-0.002655164
34,B0,0.7978492731,33,0.796875,-0.0009742731
34,B1,-0.5798469233,DB,-0.578125,0.0017219233
34,B2,-0.5009405216,E0,-0.5,0.0009405216
34,B3,-0.7944127567,CD,-0.796875,-0.0024622433
34,C0,0.5602324837,24,0.5625,0.0022675163
35,A0,0.7682694029,31,0.765625,-0.0026444029
35,A1,-0.1872452203,F4,-0.1875,-0.0002547797
35,A2,0.2413230203,0F,0.234375,-0.0069480203
35,A3,-0.6908933233,D4,-0.6875,0.0033933233
35,B0,0.8597620314,37,0.859375,-0.0003870314
35,B1,0.7292113924,2F,0.734375,0.0051636076
35,B2,0.9524120659,3D,0.953125,0.0007129341
35,B3,0.6215434399,28,0.625,0.0034565601
35,C0,0.7628324093,31,0.765625,0.0027925907
36,A0,-0.9504272762,C3,-0.953125,-0.0026977238
36,A1,0.4731289435,1E,0.46875,-0.0043789435
36,A2,-0.3356290641,EB,-0.328125,0.0075040641
36,A3,0.8616317721,37,0.859375,-0.0022567721
36,B0,0.6044702779,27,0.609375,0.0049047221
36,B1,0.7281280568,2F,0.734375,0.0062469432
36,B2,0.6214986331,28,0.625,0.0035013669
36,B3,-0.4663885808,E2,-0.46875,-0.0023614192
36,C0,0.5747490183,25,0.578125,0.0033759817
37,A0,-0.7838087472,CE,-0.78125,0.0025587472
37,A1,0.7443335658,30,0.75,0.0056664342
37,A2,0.7171865027,2E,0.71875,0.0015634973
37,A3,-0.5551325649,DC,-0.5625,-0.0073674351
37,B0,0.6331732112,29,0.640625,0.0074517888
37,B1,-0.0793935306,FB,-0.078125,0.0012685306
37,B2,-0.3896182653,E7,-0.390625,-0.0010067347
37,B3,0.5906909983,26,0.59375,0.0030590017
37,C0,-0.5448090252,DD,-0.546875,-0.0020659748
38,A0,-0.9526711306,C3,-0.953125,-0.0004538694
38,A1,-0.6137404233,D9,-0.609375,0.0043654233
38,A2,-0.3434760976,EA,-0.34375,-0.0002739024
38,A3,0.7287058841,2F,0.734375,0.0056691159
38,B0,0.9337782081,3C,0.9375,0.0037217919
38,B1,-0.4417500146,E4,-0.4375,0.0042500146
38,B2,0.2829634772,12,0.28125,-0.0017134772
38,B3,-0.2006432313,F3,-0.203125,-0.0024817687
38,C0,0.9622993744,3E,0.96875,0.0064506256
39,A0,0.0724314650,05,0.078125,0.005693535
39,A1,0.8784742806,38,0.875,-0.0034742806
39,A2,-0.7693164963,CF,-0.765625,0.0036914963
39,A3,0.9408012220,3C,0.9375,-0.003301222
39,B0,-0.6428643677,D7,-0.640625,0.0022393677
39,B1,0.9250686315,3B,0.921875,-0.0031936315
39,B2,-0.4690672750,E2,-0.46875,0.000317275
39,B3,-0.7831949056,CE,-0.78125,0.0019449056
39,C0,-0.1308724829,F8,-0.125,0.0058724829
40,A0,0.4570901213,1D,0.453125,-0.0039651213
40,A1,-0.3726453716,E8,-0.375,-0.0023546284
40,A2,0.2124177066,0E,0.21875,0.0063322934
40,A3,0.0228461193,01,0.015625,-0.0072211193
40,B0,-0.2296091333,F1,-0.234375,-0.0047658667
40,B1,0.1531760870,0A,0.15625,0.003073913
40,B2,-0.4905549877,E1,-0.484375,0.0061799877
40,B3,0.4175705677,1B,0.421875,0.0043044323
40,C0,-0.9966174436,C0,-1,-0.0033825564
41,A0,0.8511503310,36,0.84375,-0.007400331
41,A1,0.0769039942,05,0.078125,0.0012210058
41,A2,0.4388599983,1C,0.4375,-0.0013599983
41,A3,0.4839001557,1F,0.484375,0.0004748443
41,B0,0.3412570089,16,0.34375,0.0024929911
41,B1,-0.2715570564,EF,-0.265625,0.0059320564
41,B2,-0.8600523777,C9,-0.859375,0.0006773777
41,B3,0.3284753698,15,0.328125,-0.0003503698
41,C0,-0.3395999279,EA,-0.34375,-0.0041500721
42,A0,-0.3721687099,E8,-0.375,-0.0028312901
42,A1,0.6960305590,2D,0.703125,0.007094441
42,A2,0.4395085260,1C,0.4375,-0.002008526
42,A3,-0.3993554636,E6,-0.40625,-0.0068945364
42,B0,-0.3814306756,E8,-0.375,0.0064306756
42,B1,-0.1832141828,F4,-0.1875,-0.0042858172
42,B2,-0.1951992259,F4,-0.1875,0.0076992259
42,B3,-0.4086895949,E6,-0.40625,0.0024395949
42,C0,-0.7454244019,D0,-0.75,-0.0045755981
43,A0,-0.1591073325,F6,-0.15625,0.0028573325
43,A1,0.8807273415,38,0.875,-0.0057273415
43,A2,0.3546358905,17,0.359375,0.0047391095
43,A3,0.8056110915,34,0.8125,0.0068889085
43,B0,0.2310298319,0F,0.234375,0.0033451681
43,B1,-0.3981002509,E7,-0.390625,0.0074752509
43,B2,0.0958744263,06,0.09375,-0.0021244263
43,B3,-0.9991881206,C0,-1,-0.0008118794
43,C0,-0.4261725663,E5,-0.421875,0.0042975663
44,A0,-0.1402237000,F7,-0.140625,-0.0004013
44,A1,0.1599695624,0A,0.15625,-0.0037195624
44,A2,0.3094112474,14,0.3125,0.0030887526
44,A3,-0.0700236195,FC,-0.0625,0.0075236195
44,B0,-0.1156804014,F9,-0.109375,0.0063054014
44,B1,-0.5725971980,DB,-0.578125,-0.005527802
44,B2,-0.0536276282,FD,-0.046875,0.0067526282
44,B3,0.8023616517,33,0.796875,-0.0054866517
44,C0,0.5920495203,26,0.59375,0.0017004797
45,A0,-0.6606172076,D6,-0.65625,0.0043672076
45,A1,-0.8304089265,CB,-0.828125,0.0022839265
45,A2,0.0309040198,02,0.03125,0.0003459802
45,A3,0.2658817115,11,0.265625,-0.0002567115
45,B0,-0.3296234892,EB,-0.328125,0.0014984892
45,B1,0.6368469291,29,0.640625,0.0037780709
45,B2,0.5022762751,20,0.5,-0.0022762751
45,B3,0.3455913411,16,0.34375,-0.0018413411
45,C0,-0.5507186680,DD,-0.546875,0.003843668
46,A0,-0.6017401345,D9,-0.609375,-0.0076348655
46,A1,-0.9511492245,C3,-0.953125,-0.0019757755
46,A2,-0.5103149118,DF,-0.515625,-0.0053100882
46,A3,-0.0497273116,FD,-0.046875,0.0028523116
46,B0,0.6994753892,2D,0.703125,0.0036496108
46,B1,-0.8543435416,C9,-0.859375,-0.0050314584
46,B2,-0.1711179780,F5,-0.171875,-0.000757022
46,B3,0.2595307615,11,0.265625,0.0060942385
46,C0,-0.6111295265,D9,-0.609375,0.0017545265
47,A0,0.3927085010,19,0.390625,-0.002083501
47,A1,-0.0112456620,FF,-0.015625,-0.004379338
47,A2,-0.5120311208,DF,-0.515625,-0.0035938792
47,A3,0.3121160222,14,0.3125,0.0003839778
47,B0,-0.9889103637,C1,-0.984375,0.0045353637
47,B1,0.5019289532,20,0.5,-0.0019289532
47,B2,0.5400923771,23,0.546875,0.0067826229
47,B3,-0.7868254069,CE,-0.78125,0.0055754069
47,C0,-0.1497076121,F6,-0.15625,-0.0065423879
48,A0,-0.6482266366,D7,-0.640625,0.0076016366
48,A1,0.9159320846,3B,0.921875,0.0059429154
48,A2,0.0359155009,02,0.03125,-0.0046655009
48,A3,-0.8995632297,C6,-0.90625,-0.0066867703
48,B0,-0.5016034407,E0,-0.5,0.0016034407
48,B1,0.6966726947,2D,0.703125,0.0064523053
48,B2,-0.0870763491,FA,-0.09375,-0.0066736509
48,B3,0.6028332034,27,0.609375,0.0065417966
48,C0,0.3351554652,15,0.328125,-0.0070304652
49,A0,0.9757849061,3E,0.96875,-0.0070349061
49,A1,0.1909046369,0C,0.1875,-0.0034046369
49,A2,0.9000792169,3A,0.90625,0.0061707831
49,A3,0.7828518516,32,0.78125,-0.0016018516
49,B0,0.2253046455,0E,0.21875,-0.0065546455
49,B1,0.4385479226,1C,0.4375,-0.0010479226
49,B2,0.0095563296,01,0.015625,0.0060686704
49,B3,0.6611383394,2A,0.65625,-0.0048883394
49,C0,0.0957439012,06,0.09375,-0.0019939012
50,A0,0.7944162065,33,0.796875,0.0024587935
50,A1,0.4873108843,1F,0.484375,-0.0029358843
50,A2,-0.0506511264,FD,-0.046875,0.0037761264
50,A3,-0.4816169031,E1,-0.484375,-0.0027580969
50,B0,-0.5055205250,E0,-0.5,0.005520525
50,B1,0.2753228736,12,0.28125,0.0059271264
50,B2,0.5316273686,22,0.53125,-0.0003773686
50,B3,0.0425996257,03,0.046875,0.0042753743
50,C0,0.2534968740,10,0.25,-0.003496874
51,A0,-0.4508051062,E3,-0.453125,-0.0023198938
51,A1,-0.8450332923,CA,-0.84375,0.0012832923
51,A2,-0.4285436983,E5,-0.421875,0.0066686983
51,A3,-0.4565697858,E3,-0.453125,0.0034447858
51,B0,-0.3605808632,E9,-0.359375,0.0012058632
51,B1,0.0803044450,05,0.078125,-0.002179445
51,B2,-0.7232518770,D2,-0.71875,0.004501877
51,B3,-0.5374770405,DE,-0.53125,0.0062270405
51,C0,0.3878996246,19,0.390625,0.0027253754
52,A0,0.4128382834,1A,0.40625,-0.0065882834
52,A1,-0.8715422986,C8,-0.875,-0.0034577014
52,A2,-0.1848012607,F4,-0.1875,-0.0026987393
52,A3,0.0852222810,05,0.078125,-0.007097281
52,B0,-0.1684515318,F5,-0.171875,-0.0034234682
52,B1,-0.5863312210,DA,-0.59375,-0.007418779
52,B2,-0.1597129645,F6,-0.15625,0.0034629645
52,B3,0.8096769567,34,0.8125,0.0028230433
52,C0,0.1681588284,0B,0.171875,0.0037161716
53,A0,0.3910459730,19,0.390625,-0.000420973
53,A1,0.7134640646,2E,0.71875,0.0052859354
53,A2,0.5311891522,22,0.53125,6.08478e-05
53,A3,-0.2392379421,F1,-0.234375,0.0048629421
53,B0,-0.9882078328,C1,-0.984375,0.0038328328
53,B1,-0.2964823947,ED,-0.296875,-0.0003926053
53,B2,0.5069502501,20,0.5,-0.0069502501
53,B3,0.7068959011,2D,0.703125,-0.0037709011
53,C0,0.9068606769,3A,0.90625,-0.0006106769
54,A0,-0.1619574347,F6,-0.15625,0.0057074347
54,A1,0.4950313380,20,0.5,0.004968662
54,A2,0.0922646195,06,0.09375,0.0014853805
54,A3,0.2065051779,0D,0.203125,-0.0033801779
54,B0,-0.5589226114,DC,-0.5625,-0.0035773886
54,B1,-0.5611567308,DC,-0.5625,-0.0013432692
54,B2,-0.1283280479,F8,-0.125,0.0033280479
54,B3,-0.9419503601,C4,-0.9375,0.0044503601
54,C0,-0.3277409126,EB,-0.328125,-0.0003840874
55,A0,0.3582837701,17,0.359375,0.0010912299
55,A1,-0.1913666617,F4,-0.1875,0.0038666617
55,A2,-0.6699105376,D5,-0.671875,-0.0019644624
55,A3,-0.0652197015,FC,-0.0625,0.0027197015
