target,bit,stuck_at,total_cases,not_activated,activated_cases,activated_masked,activated_sdc,activated_sdc_percent
B3,4,0,100,38,62,3,59,95.161290
B3,4,1,100,62,38,5,33,86.842105
B3,5,0,100,10,90,6,84,93.333333
B3,5,1,100,90,10,0,10,100.000000
B3,6,0,100,100,0,0,0,0.000000
B3,6,1,100,0,100,0,100,100.000000
B3,7,0,100,46,54,7,47,87.037037
B3,7,1,100,54,46,4,42,91.304348
C0,0,0,100,60,40,15,25,62.500000
C0,0,1,100,40,60,25,35,58.333333
C0,1,0,100,56,44,7,37,84.090909
C0,1,1,100,44,56,13,43,76.785714
C0,2,0,100,49,51,4,47,92.156863
C0,2,1,100,51,49,5,44,89.795918
C0,3,0,100,65,35,2,33,94.285714
C0,3,1,100,35,65,0,65,100.000000
C0,4,0,100,40,60,1,59,98.333333
C0,4,1,100,60,40,0,40,100.000000
C0,5,0,100,12,88,0,88,100.000000
C0,5,1,100,88,12,0,12,100.000000
C0,6,0,100,100,0,0,0,0.000000
C0,6,1,100,0,100,0,100,100.000000
C0,7,0,100,56,44,0,44,100.000000
C0,7,1,100,44,56,1,55,98.214286
