row,vector_id,target,operand_index,bit,stuck_at,original,faulty,activated,golden,faulty_result,class
38,0,A2,2,3,0,AE,A6,True,A7,93,SDC
39,0,A2,2,3,1,AE,AE,False,A7,A7,Not activated
40,0,A2,2,4,0,AE,AE,False,A7,A7,Not activated
41,0,A2,2,4,1,AE,BE,True,A7,BA,SDC
42,0,A2,2,5,0,AE,8E,True,A7,1A,SDC
43,0,A2,2,5,1,AE,AE,False,A7,A7,Not activated
44,0,A2,2,6,0,AE,AE,False,A7,A7,Not activated
45,0,A2,2,6,1,AE,EE,True,A7,EB,SDC
46,0,A2,2,7,0,AE,2E,True,A7,2F,SDC
47,0,A2,2,7,1,AE,AE,False,A7,A7,Not activated
48,0,A3,3,0,0,B1,B0,True,A7,A9,SDC
49,0,A3,3,0,1,B1,B1,False,A7,A7,Not activated
50,0,A3,3,1,0,B1,B1,False,A7,A7,Not activated
51,0,A3,3,1,1,B1,B3,True,A7,A0,SDC
52,0,A3,3,2,0,B1,B1,False,A7,A7,Not activated
53,0,A3,3,2,1,B1,B5,True,A7,8E,SDC
54,0,A3,3,3,0,B1,B1,False,A7,A7,Not activated
55,0,A3,3,3,1,B1,B9,True,A7,26,SDC
56,0,A3,3,4,0,B1,A1,True,A7,B1,SDC
57,0,A3,3,4,1,B1,B1,False,A7,A7,Not activated
58,0,A3,3,5,0,B1,91,True,A7,B3,SDC
59,0,A3,3,5,1,B1,B1,False,A7,A7,Not activated
60,0,A3,3,6,0,B1,B1,False,A7,A7,Not activated
61,0,A3,3,6,1,B1,F1,True,A7,6F,SDC
62,0,A3,3,7,0,B1,31,True,A7,B9,SDC
63,0,A3,3,7,1,B1,B1,False,A7,A7,Not activated
64,0,B0,4,0,0,2F,2E,True,A7,A7,Masked
65,0,B0,4,0,1,2F,2F,False,A7,A7,Not activated
66,0,B0,4,1,0,2F,2D,True,A7,A9,SDC
67,0,B0,4,1,1,2F,2F,False,A7,A7,Not activated
68,0,B0,4,2,0,2F,2B,True,A7,A9,SDC
69,0,B0,4,2,1,2F,2F,False,A7,A7,Not activated
70,0,B0,4,3,0,2F,27,True,A7,A9,SDC
71,0,B0,4,3,1,2F,2F,False,A7,A7,Not activated
72,0,B0,4,4,0,2F,2F,False,A7,A7,Not activated
73,0,B0,4,4,1,2F,3F,True,A7,21,SDC
74,0,B0,4,5,0,2F,0F,True,A7,AB,SDC
75,0,B0,4,5,1,2F,2F,False,A7,A7,Not activated
76,0,B0,4,6,0,2F,2F,False,A7,A7,Not activated
77,0,B0,4,6,1,2F,6F,True,A7,60,SDC
78,0,B0,4,7,0,2F,2F,False,A7,A7,Not activated
79,0,B0,4,7,1,2F,AF,True,A7,B1,SDC
80,0,B1,5,0,0,2B,2A,True,A7,A7,Masked
81,0,B1,5,0,1,2B,2B,False,A7,A7,Not activated
82,0,B1,5,1,0,2B,29,True,A7,A3,SDC
83,0,B1,5,1,1,2B,2B,False,A7,A7,Not activated
84,0,B1,5,2,0,2B,2B,False,A7,A7,Not activated
85,0,B1,5,2,1,2B,2F,True,A7,AB,SDC
86,0,B1,5,3,0,2B,23,True,A7,9E,SDC
87,0,B1,5,3,1,2B,2B,False,A7,A7,Not activated
88,0,B1,5,4,0,2B,2B,False,A7,A7,Not activated
89,0,B1,5,4,1,2B,3B,True,A7,B9,SDC
90,0,B1,5,5,0,2B,0B,True,A7,15,SDC
91,0,B1,5,5,1,2B,2B,False,A7,A7,Not activated
92,0,B1,5,6,0,2B,2B,False,A7,A7,Not activated
93,0,B1,5,6,1,2B,6B,True,A7,EA,SDC
94,0,B1,5,7,0,2B,2B,False,A7,A7,Not activated
95,0,B1,5,7,1,2B,AB,True,A7,2D,SDC
96,0,B2,6,0,0,35,34,True,A7,A7,Masked
97,0,B2,6,0,1,35,35,False,A7,A7,Not activated
98,0,B2,6,1,0,35,35,False,A7,A7,Not activated
99,0,B2,6,1,1,35,37,True,A7,A9,SDC
100,0,B2,6,2,0,35,31,True,A7,9E,SDC
101,0,B2,6,2,1,35,35,False,A7,A7,Not activated
102,0,B2,6,3,0,35,35,False,A7,A7,Not activated
103,0,B2,6,3,1,35,3D,True,A7,B1,SDC
104,0,B2,6,4,0,35,25,True,A7,0A,SDC
105,0,B2,6,4,1,35,35,False,A7,A7,Not activated
106,0,B2,6,5,0,35,15,True,A7,1A,SDC
107,0,B2,6,5,1,35,35,False,A7,A7,Not activated
108,0,B2,6,6,0,35,35,False,A7,A7,Not activated
109,0,B2,6,6,1,35,75,True,A7,EB,SDC
110,0,B2,6,7,0,35,35,False,A7,A7,Not activated
111,0,B2,6,7,1,35,B5,True,A7,2F,SDC
112,0,B3,7,0,0,B5,B4,True,A7,A8,SDC
113,0,B3,7,0,1,B5,B5,False,A7,A7,Not activated
114,0,B3,7,1,0,B5,B5,False,A7,A7,Not activated
115,0,B3,7,1,1,B5,B7,True,A7,A2,SDC
116,0,B3,7,2,0,B5,B1,True,A7,AC,SDC
117,0,B3,7,2,1,B5,B5,False,A7,A7,Not activated
118,0,B3,7,3,0,B5,B5,False,A7,A7,Not activated
119,0,B3,7,3,1,B5,BD,True,A7,26,SDC
120,0,B3,7,4,0,B5,A5,True,A7,B1,SDC
121,0,B3,7,4,1,B5,B5,False,A7,A7,Not activated
122,0,B3,7,5,0,B5,95,True,A7,B3,SDC
123,0,B3,7,5,1,B5,B5,False,A7,A7,Not activated
124,0,B3,7,6,0,B5,B5,False,A7,A7,Not activated
125,0,B3,7,6,1,B5,F5,True,A7,6F,SDC
126,0,B3,7,7,0,B5,35,True,A7,B9,SDC
127,0,B3,7,7,1,B5,B5,False,A7,A7,Not activated
128,0,C0,8,0,0,A2,A2,False,A7,A7,Not activated
129,0,C0,8,0,1,A2,A3,True,A7,A9,SDC
130,0,C0,8,1,0,A2,A0,True,A7,A7,Masked
131,0,C0,8,1,1,A2,A2,False,A7,A7,Not activated
132,0,C0,8,2,0,A2,A2,False,A7,A7,Not activated
133,0,C0,8,2,1,A2,A6,True,A7,A9,SDC
134,0,C0,8,3,0,A2,A2,False,A7,A7,Not activated
135,0,C0,8,3,1,A2,AA,True,A7,AD,SDC
136,0,C0,8,4,0,A2,A2,False,A7,A7,Not activated
137,0,C0,8,4,1,A2,B2,True,A7,B3,SDC
138,0,C0,8,5,0,A2,82,True,A7,9E,SDC
139,0,C0,8,5,1,A2,A2,False,A7,A7,Not activated
140,0,C0,8,6,0,A2,A2,False,A7,A7,Not activated
141,0,C0,8,6,1,A2,E2,True,A7,E2,SDC
142,0,C0,8,7,0,A2,22,True,A7,15,SDC
143,0,C0,8,7,1,A2,A2,False,A7,A7,Not activated
144,1,A0,0,0,0,B7,B6,True,39,39,Masked
145,1,A0,0,0,1,B7,B7,False,39,39,Not activated
146,1,A0,0,1,0,B7,B5,True,39,38,SDC
147,1,A0,0,1,1,B7,B7,False,39,39,Not activated
148,1,A0,0,2,0,B7,B3,True,39,37,SDC
149,1,A0,0,2,1,B7,B7,False,39,39,Not activated
150,1,A0,0,3,0,B7,B7,False,39,39,Not activated
151,1,A0,0,3,1,B7,BF,True,39,3E,SDC
152,1,A0,0,4,0,B7,A7,True,39,33,SDC
153,1,A0,0,4,1,B7,B7,False,39,39,Not activated
154,1,A0,0,5,0,B7,97,True,39,31,SDC
155,1,A0,0,5,1,B7,B7,False,39,39,Not activated
156,1,A0,0,6,0,B7,B7,False,39,39,Not activated
157,1,A0,0,6,1,B7,F7,True,39,71,SDC
158,1,A0,0,7,0,B7,37,True,39,91,SDC
159,1,A0,0,7,1,B7,B7,False,39,39,Not activated
160,1,A1,1,0,0,B1,B0,True,39,39,Masked
161,1,A1,1,0,1,B1,B1,False,39,39,Not activated
162,1,A1,1,1,0,B1,B1,False,39,39,Not activated
163,1,A1,1,1,1,B1,B3,True,39,39,Masked
164,1,A1,1,2,0,B1,B1,False,39,39,Not activated
165,1,A1,1,2,1,B1,B5,True,39,38,SDC
166,1,A1,1,3,0,B1,B1,False,39,39,Not activated
167,1,A1,1,3,1,B1,B9,True,39,37,SDC
168,1,A1,1,4,0,B1,A1,True,39,3A,SDC
169,1,A1,1,4,1,B1,B1,False,39,39,Not activated
170,1,A1,1,5,0,B1,91,True,39,3A,SDC
171,1,A1,1,5,1,B1,B1,False,39,39,Not activated
172,1,A1,1,6,0,B1,B1,False,39,39,Not activated
173,1,A1,1,6,1,B1,F1,True,39,E3,SDC
174,1,A1,1,7,0,B1,31,True,39,3C,SDC
175,1,A1,1,7,1,B1,B1,False,39,39,Not activated
176,1,A2,2,0,0,05,04,True,39,39,Masked
177,1,A2,2,0,1,05,05,False,39,39,Not activated
178,1,A2,2,1,0,05,05,False,39,39,Not activated
179,1,A2,2,1,1,05,07,True,39,39,Masked
180,1,A2,2,2,0,05,01,True,39,39,Masked
181,1,A2,2,2,1,05,05,False,39,39,Not activated
182,1,A2,2,3,0,05,05,False,39,39,Not activated
183,1,A2,2,3,1,05,0D,True,39,39,Masked
184,1,A2,2,4,0,05,05,False,39,39,Not activated
185,1,A2,2,4,1,05,15,True,39,39,Masked
186,1,A2,2,5,0,05,05,False,39,39,Not activated
187,1,A2,2,5,1,05,25,True,39,39,Masked
188,1,A2,2,6,0,05,05,False,39,39,Not activated
189,1,A2,2,6,1,05,45,True,39,3B,SDC
190,1,A2,2,7,0,05,05,False,39,39,Not activated
191,1,A2,2,7,1,05,85,True,39,39,Masked
192,1,A3,3,0,0,B7,B6,True,39,38,SDC
193,1,A3,3,0,1,B7,B7,False,39,39,Not activated
194,1,A3,3,1,0,B7,B5,True,39,38,SDC
195,1,A3,3,1,1,B7,B7,False,39,39,Not activated
196,1,A3,3,2,0,B7,B3,True,39,37,SDC
197,1,A3,3,2,1,B7,B7,False,39,39,Not activated
198,1,A3,3,3,0,B7,B7,False,39,39,Not activated
199,1,A3,3,3,1,B7,BF,True,39,3D,SDC
200,1,A3,3,4,0,B7,A7,True,39,33,SDC
201,1,A3,3,4,1,B7,B7,False,39,39,Not activated
202,1,A3,3,5,0,B7,97,True,39,32,SDC
203,1,A3,3,5,1,B7,B7,False,39,39,Not activated
204,1,A3,3,6,0,B7,B7,False,39,39,Not activated
205,1,A3,3,6,1,B7,F7,True,39,70,SDC
206,1,A3,3,7,0,B7,37,True,39,11,SDC
207,1,A3,3,7,1,B7,B7,False,39,39,Not activated
208,1,B0,4,0,0,B2,B2,False,39,39,Not activated
209,1,B0,4,0,1,B2,B3,True,39,39,Masked
210,1,B0,4,1,0,B2,B0,True,39,37,SDC
211,1,B0,4,1,1,B2,B2,False,39,39,Not activated
212,1,B0,4,2,0,B2,B2,False,39,39,Not activated
213,1,B0,4,2,1,B2,B6,True,39,3B,SDC
214,1,B0,4,3,0,B2,B2,False,39,39,Not activated
215,1,B0,4,3,1,B2,BA,True,39,3E,SDC
216,1,B0,4,4,0,B2,A2,True,39,33,SDC
217,1,B0,4,4,1,B2,B2,False,39,39,Not activated
218,1,B0,4,5,0,B2,92,True,39,31,SDC
219,1,B0,4,5,1,B2,B2,False,39,39,Not activated
220,1,B0,4,6,0,B2,B2,False,39,39,Not activated
221,1,B0,4,6,1,B2,F2,True,39,71,SDC
222,1,B0,4,7,0,B2,32,True,39,91,SDC
223,1,B0,4,7,1,B2,B2,False,39,39,Not activated
224,1,B1,5,0,0,2A,2A,False,39,39,Not activated
225,1,B1,5,0,1,2A,2B,True,39,39,Masked
226,1,B1,5,1,0,2A,28,True,39,39,Masked
227,1,B1,5,1,1,2A,2A,False,39,39,Not activated
228,1,B1,5,2,0,2A,2A,False,39,39,Not activated
229,1,B1,5,2,1,2A,2E,True,39,38,SDC
230,1,B1,5,3,0,2A,22,True,39,3A,SDC
231,1,B1,5,3,1,2A,2A,False,39,39,Not activated
232,1,B1,5,4,0,2A,2A,False,39,39,Not activated
233,1,B1,5,4,1,2A,3A,True,39,31,SDC
234,1,B1,5,5,0,2A,0A,True,39,3A,SDC
235,1,B1,5,5,1,2A,2A,False,39,39,Not activated
236,1,B1,5,6,0,2A,2A,False,39,39,Not activated
237,1,B1,5,6,1,2A,6A,True,39,E3,SDC
238,1,B1,5,7,0,2A,2A,False,39,39,Not activated
239,1,B1,5,7,1,2A,AA,True,39,3C,SDC
240,1,B2,6,0,0,1C,1C,False,39,39,Not activated
241,1,B2,6,0,1,1C,1D,True,39,39,Masked
242,1,B2,6,1,0,1C,1C,False,39,39,Not activated
243,1,B2,6,1,1,1C,1E,True,39,39,Masked
244,1,B2,6,2,0,1C,18,True,39,39,Masked
245,1,B2,6,2,1,1C,1C,False,39,39,Not activated
246,1,B2,6,3,0,1C,14,True,39,39,Masked
247,1,B2,6,3,1,1C,1C,False,39,39,Not activated
248,1,B2,6,4,0,1C,0C,True,39,39,Masked
249,1,B2,6,4,1,1C,1C,False,39,39,Not activated
250,1,B2,6,5,0,1C,1C,False,39,39,Not activated
251,1,B2,6,5,1,1C,3C,True,39,39,Masked
252,1,B2,6,6,0,1C,1C,False,39,39,Not activated
253,1,B2,6,6,1,1C,5C,True,39,3B,SDC
254,1,B2,6,7,0,1C,1C,False,39,39,Not activated
255,1,B2,6,7,1,1C,9C,True,39,39,Masked
256,1,B3,7,0,0,B1,B0,True,39,38,SDC
257,1,B3,7,0,1,B1,B1,False,39,39,Not activated
258,1,B3,7,1,0,B1,B1,False,39,39,Not activated
259,1,B3,7,1,1,B1,B3,True,39,3A,SDC
260,1,B3,7,2,0,B1,B1,False,39,39,Not activated
261,1,B3,7,2,1,B1,B5,True,39,3B,SDC
262,1,B3,7,3,0,B1,B1,False,39,39,Not activated
263,1,B3,7,3,1,B1,B9,True,39,3D,SDC
264,1,B3,7,4,0,B1,A1,True,39,33,SDC
265,1,B3,7,4,1,B1,B1,False,39,39,Not activated
266,1,B3,7,5,0,B1,91,True,39,32,SDC
267,1,B3,7,5,1,B1,B1,False,39,39,Not activated
268,1,B3,7,6,0,B1,B1,False,39,39,Not activated
269,1,B3,7,6,1,B1,F1,True,39,70,SDC
270,1,B3,7,7,0,B1,31,True,39,11,SDC
271,1,B3,7,7,1,B1,B1,False,39,39,Not activated
272,1,C0,8,0,0,23,22,True,39,39,Masked
273,1,C0,8,0,1,23,23,False,39,39,Not activated
274,1,C0,8,1,0,23,21,True,39,39,Masked
275,1,C0,8,1,1,23,23,False,39,39,Not activated
276,1,C0,8,2,0,23,23,False,39,39,Not activated
277,1,C0,8,2,1,23,27,True,39,39,Masked
278,1,C0,8,3,0,23,23,False,39,39,Not activated
279,1,C0,8,3,1,23,2B,True,39,3A,SDC
280,1,C0,8,4,0,23,23,False,39,39,Not activated
281,1,C0,8,4,1,23,33,True,39,3D,SDC
282,1,C0,8,5,0,23,03,True,39,36,SDC
283,1,C0,8,5,1,23,23,False,39,39,Not activated
284,1,C0,8,6,0,23,23,False,39,39,Not activated
285,1,C0,8,6,1,23,63,True,39,63,SDC
286,1,C0,8,7,0,23,23,False,39,39,Not activated
287,1,C0,8,7,1,23,A3,True,39,34,SDC
288,2,A0,0,0,0,32,32,False,22,22,Not activated
289,2,A0,0,0,1,32,33,True,22,22,Masked
290,2,A0,0,1,0,32,30,True,22,22,Masked
291,2,A0,0,1,1,32,32,False,22,22,Not activated
292,2,A0,0,2,0,32,32,False,22,22,Not activated
293,2,A0,0,2,1,32,36,True,22,0F,SDC
294,2,A0,0,3,0,32,32,False,22,22,Not activated
295,2,A0,0,3,1,32,3A,True,22,9D,SDC
296,2,A0,0,4,0,32,22,True,22,29,SDC
297,2,A0,0,4,1,32,32,False,22,22,Not activated
298,2,A0,0,5,0,32,12,True,22,2B,SDC
299,2,A0,0,5,1,32,32,False,22,22,Not activated
300,2,A0,0,6,0,32,32,False,22,22,Not activated
301,2,A0,0,6,1,32,72,True,22,E5,SDC
302,2,A0,0,7,0,32,32,False,22,22,Not activated
303,2,A0,0,7,1,32,B2,True,22,30,SDC
304,2,A1,1,0,0,B8,B8,False,22,22,Not activated
305,2,A1,1,0,1,B8,B9,True,22,28,SDC
306,2,A1,1,1,0,B8,B8,False,22,22,Not activated
307,2,A1,1,1,1,B8,BA,True,22,2A,SDC
308,2,A1,1,2,0,B8,B8,False,22,22,Not activated
309,2,A1,1,2,1,B8,BC,True,22,30,SDC
310,2,A1,1,3,0,B8,B0,True,22,A3,SDC
311,2,A1,1,3,1,B8,B8,False,22,22,Not activated
312,2,A1,1,4,0,B8,A8,True,22,AB,SDC
313,2,A1,1,4,1,B8,B8,False,22,22,Not activated
314,2,A1,1,5,0,B8,98,True,22,AF,SDC
315,2,A1,1,5,1,B8,B8,False,22,22,Not activated
316,2,A1,1,6,0,B8,B8,False,22,22,Not activated
317,2,A1,1,6,1,B8,F8,True,22,78,SDC
318,2,A1,1,7,0,B8,38,True,22,BA,SDC
319,2,A1,1,7,1,B8,B8,False,22,22,Not activated
320,2,A2,2,0,0,32,32,False,22,22,Not activated
321,2,A2,2,0,1,32,33,True,22,26,SDC
322,2,A2,2,1,0,32,30,True,22,0F,SDC
323,2,A2,2,1,1,32,32,False,22,22,Not activated
324,2,A2,2,2,0,32,32,False,22,22,Not activated
325,2,A2,2,2,1,32,36,True,22,2C,SDC
326,2,A2,2,3,0,32,32,False,22,22,Not activated
327,2,A2,2,3,1,32,3A,True,22,34,SDC
328,2,A2,2,4,0,32,22,True,22,AA,SDC
329,2,A2,2,4,1,32,32,False,22,22,Not activated
330,2,A2,2,5,0,32,12,True,22,AD,SDC
331,2,A2,2,5,1,32,32,False,22,22,Not activated
332,2,A2,2,6,0,32,32,False,22,22,Not activated
333,2,A2,2,6,1,32,72,True,22,71,SDC
334,2,A2,2,7,0,32,32,False,22,22,Not activated
335,2,A2,2,7,1,32,B2,True,22,B8,SDC
336,2,A3,3,0,0,2D,2C,True,22,22,Masked
337,2,A3,3,0,1,2D,2D,False,22,22,Not activated
338,2,A3,3,1,0,2D,2D,False,22,22,Not activated
339,2,A3,3,1,1,2D,2F,True,22,21,SDC
340,2,A3,3,2,0,2D,29,True,22,24,SDC
341,2,A3,3,2,1,2D,2D,False,22,22,Not activated
342,2,A3,3,3,0,2D,25,True,22,26,SDC
343,2,A3,3,3,1,2D,2D,False,22,22,Not activated
344,2,A3,3,4,0,2D,2D,False,22,22,Not activated
345,2,A3,3,4,1,2D,3D,True,22,A6,SDC
346,2,A3,3,5,0,2D,0D,True,22,29,SDC
347,2,A3,3,5,1,2D,2D,False,22,22,Not activated
348,2,A3,3,6,0,2D,2D,False,22,22,Not activated
349,2,A3,3,6,1,2D,6D,True,22,E0,SDC
350,2,A3,3,7,0,2D,2D,False,22,22,Not activated
351,2,A3,3,7,1,2D,AD,True,22,2D,SDC
352,2,B0,4,0,0,AA,AA,False,22,22,Not activated
353,2,B0,4,0,1,AA,AB,True,22,22,Masked
354,2,B0,4,1,0,AA,A8,True,22,22,Masked
355,2,B0,4,1,1,AA,AA,False,22,22,Not activated
356,2,B0,4,2,0,AA,AA,False,22,22,Not activated
357,2,B0,4,2,1,AA,AE,True,22,0F,SDC
358,2,B0,4,3,0,AA,A2,True,22,26,SDC
359,2,B0,4,3,1,AA,AA,False,22,22,Not activated
360,2,B0,4,4,0,AA,AA,False,22,22,Not activated
361,2,B0,4,4,1,AA,BA,True,22,AF,SDC
362,2,B0,4,5,0,AA,8A,True,22,2B,SDC
363,2,B0,4,5,1,AA,AA,False,22,22,Not activated
364,2,B0,4,6,0,AA,AA,False,22,22,Not activated
365,2,B0,4,6,1,AA,EA,True,22,E5,SDC
366,2,B0,4,7,0,AA,2A,True,22,30,SDC
367,2,B0,4,7,1,AA,AA,False,22,22,Not activated
368,2,B1,5,0,0,B3,B2,True,22,1C,SDC
369,2,B1,5,0,1,B3,B3,False,22,22,Not activated
370,2,B1,5,1,0,B3,B1,True,22,0F,SDC
371,2,B1,5,1,1,B3,B3,False,22,22,Not activated
372,2,B1,5,2,0,B3,B3,False,22,22,Not activated
373,2,B1,5,2,1,B3,B7,True,22,2C,SDC
374,2,B1,5,3,0,B3,B3,False,22,22,Not activated
375,2,B1,5,3,1,B3,BB,True,22,35,SDC
376,2,B1,5,4,0,B3,A3,True,22,AB,SDC
377,2,B1,5,4,1,B3,B3,False,22,22,Not activated
378,2,B1,5,5,0,B3,93,True,22,AF,SDC
379,2,B1,5,5,1,B3,B3,False,22,22,Not activated
380,2,B1,5,6,0,B3,B3,False,22,22,Not activated
381,2,B1,5,6,1,B3,F3,True,22,73,SDC
382,2,B1,5,7,0,B3,33,True,22,BA,SDC
383,2,B1,5,7,1,B3,B3,False,22,22,Not activated
384,2,B2,6,0,0,37,36,True,22,1E,SDC
385,2,B2,6,0,1,37,37,False,22,22,Not activated
386,2,B2,6,1,0,37,35,True,22,18,SDC
387,2,B2,6,1,1,37,37,False,22,22,Not activated
388,2,B2,6,2,0,37,33,True,22,85,SDC
389,2,B2,6,2,1,37,37,False,22,22,Not activated
390,2,B2,6,3,0,37,37,False,22,22,Not activated
391,2,B2,6,3,1,37,3F,True,22,34,SDC
392,2,B2,6,4,0,37,27,True,22,AA,SDC
393,2,B2,6,4,1,37,37,False,22,22,Not activated
394,2,B2,6,5,0,37,17,True,22,AD,SDC
395,2,B2,6,5,1,37,37,False,22,22,Not activated
396,2,B2,6,6,0,37,37,False,22,22,Not activated
397,2,B2,6,6,1,37,77,True,22,71,SDC
398,2,B2,6,7,0,37,37,False,22,22,Not activated
399,2,B2,6,7,1,37,B7,True,22,B8,SDC
400,2,B3,7,0,0,AA,AA,False,22,22,Not activated
401,2,B3,7,0,1,AA,AB,True,22,21,SDC
402,2,B3,7,1,0,AA,A8,True,22,24,SDC
403,2,B3,7,1,1,AA,AA,False,22,22,Not activated
404,2,B3,7,2,0,AA,AA,False,22,22,Not activated
405,2,B3,7,2,1,AA,AE,True,22,1D,SDC
406,2,B3,7,3,0,AA,A2,True,22,26,SDC
407,2,B3,7,3,1,AA,AA,False,22,22,Not activated
408,2,B3,7,4,0,AA,AA,False,22,22,Not activated
409,2,B3,7,4,1,AA,BA,True,22,A6,SDC
410,2,B3,7,5,0,AA,8A,True,22,29,SDC
411,2,B3,7,5,1,AA,AA,False,22,22,Not activated
412,2,B3,7,6,0,AA,AA,False,22,22,Not activated
413,2,B3,7,6,1,AA,EA,True,22,E0,SDC
414,2,B3,7,7,0,AA,2A,True,22,2D,SDC
415,2,B3,7,7,1,AA,AA,False,22,22,Not activated
416,2,C0,8,0,0,B5,B4,True,22,26,SDC
417,2,C0,8,0,1,B5,B5,False,22,22,Not activated
418,2,C0,8,1,0,B5,B5,False,22,22,Not activated
419,2,C0,8,1,1,B5,B7,True,22,0F,SDC
420,2,C0,8,2,0,B5,B1,True,22,2C,SDC
421,2,C0,8,2,1,B5,B5,False,22,22,Not activated
422,2,C0,8,3,0,B5,B5,False,22,22,Not activated
423,2,C0,8,3,1,B5,BD,True,22,B5,SDC
424,2,C0,8,4,0,B5,A5,True,22,34,SDC
425,2,C0,8,4,1,B5,B5,False,22,22,Not activated
426,2,C0,8,5,0,B5,95,True,22,36,SDC
427,2,C0,8,5,1,B5,B5,False,22,22,Not activated
428,2,C0,8,6,0,B5,B5,False,22,22,Not activated
429,2,C0,8,6,1,B5,F5,True,22,F5,SDC
430,2,C0,8,7,0,B5,35,True,22,3E,SDC
431,2,C0,8,7,1,B5,B5,False,22,22,Not activated
432,3,A0,0,0,0,B5,B4,True,A5,A3,SDC
433,3,A0,0,0,1,B5,B5,False,A5,A5,Not activated
434,3,A0,0,1,0,B5,B5,False,A5,A5,Not activated
435,3,A0,0,1,1,B5,B7,True,A5,A8,SDC
436,3,A0,0,2,0,B5,B1,True,A5,9A,SDC
437,3,A0,0,2,1,B5,B5,False,A5,A5,Not activated
438,3,A0,0,3,0,B5,B5,False,A5,A5,Not activated
439,3,A0,0,3,1,B5,BD,True,A5,B2,SDC
440,3,A0,0,4,0,B5,A5,True,A5,1C,SDC
441,3,A0,0,4,1,B5,B5,False,A5,A5,Not activated
442,3,A0,0,5,0,B5,95,True,A5,22,SDC
443,3,A0,0,5,1,B5,B5,False,A5,A5,Not activated
444,3,A0,0,6,0,B5,B5,False,A5,A5,Not activated
445,3,A0,0,6,1,B5,F5,True,A5,EC,SDC
446,3,A0,0,7,0,B5,35,True,A5,30,SDC
447,3,A0,0,7,1,B5,B5,False,A5,A5,Not activated
448,3,A1,1,0,0,33,32,True,A5,A5,Masked
449,3,A1,1,0,1,33,33,False,A5,A5,Not activated
450,3,A1,1,1,0,33,31,True,A5,A5,Masked
451,3,A1,1,1,1,33,33,False,A5,A5,Not activated
452,3,A1,1,2,0,33,33,False,A5,A5,Not activated
453,3,A1,1,2,1,33,37,True,A5,A4,SDC
454,3,A1,1,3,0,33,33,False,A5,A5,Not activated
455,3,A1,1,3,1,33,3B,True,A5,A2,SDC
456,3,A1,1,4,0,33,23,True,A5,A8,SDC
457,3,A1,1,4,1,33,33,False,A5,A5,Not activated
458,3,A1,1,5,0,33,13,True,A5,A8,SDC
459,3,A1,1,5,1,33,33,False,A5,A5,Not activated
460,3,A1,1,6,0,33,33,False,A5,A5,Not activated
461,3,A1,1,6,1,33,73,True,A5,54,SDC
462,3,A1,1,7,0,33,33,False,A5,A5,Not activated
463,3,A1,1,7,1,33,B3,True,A5,AA,SDC
464,3,A2,2,0,0,25,24,True,A5,A6,SDC
465,3,A2,2,0,1,25,25,False,A5,A5,Not activated
466,3,A2,2,1,0,25,25,False,A5,A5,Not activated
