vector_id,label,width_bits,fraction_bits,original,signed_raw,encoded_hex,decoded_fixed,quantization_error
13,A2,16,10,-0.6943214629,-711,FD39,-0.6943359375,-1.44746e-05
13,A3,16,10,0.5250216002,538,021A,0.525390625,0.0003690248
13,B0,16,10,0.0787580602,81,0051,0.0791015625,0.0003435023
13,B1,16,10,0.5572529573,571,023B,0.5576171875,0.0003642302
13,B2,16,10,0.0607073444,62,003E,0.060546875,-0.0001604694
13,B3,16,10,-0.9988562077,-1023,FC01,-0.9990234375,-0.0001672298
13,C0,32,20,-0.3516878860,-368771,FFFA5F7D,-0.351687431335,4.54664550786e-07
14,A0,16,10,-0.9610465152,-984,FC28,-0.9609375,0.0001090152
14,A1,16,10,0.8581972325,879,036F,0.8583984375,0.000201205
14,A2,16,10,0.7574437556,776,0308,0.7578125,0.0003687444
14,A3,16,10,0.6633310587,679,02A7,0.6630859375,-0.0002451212
14,B0,16,10,-0.3849717492,-394,FE76,-0.384765625,0.0002061242
14,B1,16,10,-0.8841496670,-905,FC77,-0.8837890625,0.0003606045
14,B2,16,10,0.7560191984,774,0306,0.755859375,-0.0001598234
14,B3,16,10,0.8938988906,915,0393,0.8935546875,-0.0003442031
14,C0,32,20,-0.8286930959,-868948,FFF2BDAC,-0.828693389893,-2.93992578171e-07
15,A0,16,10,-0.0280190734,-29,FFE3,-0.0283203125,-0.0003012391
15,A1,16,10,-0.8615749631,-882,FC8E,-0.861328125,0.0002468381
15,A2,16,10,0.5212043305,534,0216,0.521484375,0.0002800445
15,A3,16,10,0.5316688586,544,0220,0.53125,-0.0004188586
15,B0,16,10,-0.7432170710,-761,FD07,-0.7431640625,5.30085e-05
15,B1,16,10,-0.0494352438,-51,FFCD,-0.0498046875,-0.0003694437
15,B2,16,10,0.0996071870,102,0066,0.099609375,2.188e-06
15,B3,16,10,-0.4698867421,-481,FE1F,-0.4697265625,0.0001601796
15,C0,32,20,0.7448660822,781049,000BEAF9,0.744866371155,2.8895478521e-07
16,A0,16,10,-0.1537241196,-157,FF63,-0.1533203125,0.0004038071
16,A1,16,10,-0.5764035891,-590,FDB2,-0.576171875,0.0002317141
16,A2,16,10,0.0785921776,80,0050,0.078125,-0.0004671776
16,A3,16,10,0.4598621382,471,01D7,0.4599609375,9.87993e-05
16,B0,16,10,-0.5976978732,-612,FD9C,-0.59765625,4.16232e-05
16,B1,16,10,-0.3765674174,-386,FE7E,-0.376953125,-0.0003857076
16,B2,16,10,0.9902987133,1014,03F6,0.990234375,-6.43383e-05
16,B3,16,10,0.2997561153,307,0133,0.2998046875,4.85722e-05
16,C0,32,20,-0.1237998322,-129814,FFFE04EA,-0.12380027771,-4.45509960936e-07
17,A0,16,10,0.0351516821,36,0024,0.03515625,4.5679e-06
17,A1,16,10,-0.7579916083,-776,FCF8,-0.7578125,0.0001791083
17,A2,16,10,-0.5506053259,-564,FDCC,-0.55078125,-0.0001759241
17,A3,16,10,-0.3238288757,-332,FEB4,-0.32421875,-0.0003898743
17,B0,16,10,0.1766174369,181,00B5,0.1767578125,0.0001403756
17,B1,16,10,-0.5397705348,-553,FDD7,-0.5400390625,-0.0002685277
17,B2,16,10,-0.5595652311,-573,FDC3,-0.5595703125,-5.0814e-06
17,B3,16,10,-0.8580138280,-879,FC91,-0.8583984375,-0.0003846095
17,C0,32,20,0.2622059145,274943,000431FF,0.262206077576,1.63075683568e-07
18,A0,16,10,-0.5421164324,-555,FDD5,-0.5419921875,0.0001242449
18,A1,16,10,0.8108400260,830,033E,0.810546875,-0.000293151
18,A2,16,10,0.7192708005,737,02E1,0.7197265625,0.000455762
18,A3,16,10,-0.8582853002,-879,FC91,-0.8583984375,-0.0001131373
18,B0,16,10,-0.5239907313,-537,FDE7,-0.5244140625,-0.0004233312
18,B1,16,10,0.3379555566,346,015A,0.337890625,-6.49316e-05
18,B2,16,10,-0.5715263853,-585,FDB7,-0.5712890625,0.0002373228
18,B3,16,10,-0.7353763025,-753,FD0F,-0.7353515625,2.474e-05
18,C0,32,20,0.8710284812,913340,000DEFBC,0.871028900146,4.18946484393e-07
19,A0,16,10,0.1420861867,145,0091,0.1416015625,-0.0004846242
19,A1,16,10,-0.0546579474,-56,FFC8,-0.0546875,-2.95526e-05
19,A2,16,10,0.5692388486,583,0247,0.5693359375,9.70889e-05
19,A3,16,10,0.6149939955,630,0276,0.615234375,0.0002403795
19,B0,16,10,-0.6191801713,-634,FD86,-0.619140625,3.95463e-05
19,B1,16,10,-0.8061383715,-825,FCC7,-0.8056640625,0.000474309
19,B2,16,10,-0.1378976352,-141,FF73,-0.1376953125,0.0002023227
19,B3,16,10,-0.1528427540,-157,FF63,-0.1533203125,-0.0004775585
19,C0,32,20,-0.0659506639,-69154,FFFEF1DE,-0.0659503936768,2.70223242185e-07
20,A0,16,10,0.4581516989,469,01D5,0.4580078125,-0.0001438864
20,A1,16,10,0.3467290946,355,0163,0.3466796875,-4.94071e-05
20,A2,16,10,0.9683304227,992,03E0,0.96875,0.0004195773
20,A3,16,10,-0.8031642577,-822,FCCA,-0.802734375,0.0004298827
20,B0,16,10,-0.1947574358,-199,FF39,-0.1943359375,0.0004214983
20,B1,16,10,-0.3213947892,-329,FEB7,-0.3212890625,0.0001057267
20,B2,16,10,0.7233450727,741,02E5,0.7236328125,0.0002877398
20,B3,16,10,-0.5026873322,-515,FDFD,-0.5029296875,-0.0002423553
20,C0,32,20,-0.6195821831,-649679,FFF61631,-0.619582176208,6.89150392308e-09
21,A0,16,10,-0.1027729043,-105,FF97,-0.1025390625,0.0002338418
21,A1,16,10,-0.1562367203,-160,FF60,-0.15625,-1.32797e-05
21,A2,16,10,-0.4429097107,-454,FE3A,-0.443359375,-0.0004496643
21,A3,16,10,-0.5003871042,-512,FE00,-0.5,0.0003871042
21,B0,16,10,0.8465311986,867,0363,0.8466796875,0.0001484889
21,B1,16,10,-0.1137385099,-116,FF8C,-0.11328125,0.0004572599
21,B2,16,10,0.7226982095,740,02E4,0.72265625,-4.19595e-05
21,B3,16,10,0.1006506249,103,0067,0.1005859375,-6.46874e-05
21,C0,32,20,-0.8988233410,-942485,FFF19E6B,-0.898823738098,-3.97098144478e-07
22,A0,16,10,0.9985649368,1023,03FF,0.9990234375,0.0004585007
22,A1,16,10,0.6720551702,688,02B0,0.671875,-0.0001801702
22,A2,16,10,0.9379925146,961,03C1,0.9384765625,0.0004840479
22,A3,16,10,0.8527339660,873,0369,0.8525390625,-0.0001949035
22,B0,16,10,0.6973914688,714,02CA,0.697265625,-0.0001258438
22,B1,16,10,-0.6673777788,-683,FD55,-0.6669921875,0.0003855913
22,B2,16,10,-0.0287177491,-29,FFE3,-0.0283203125,0.0003974366
22,B3,16,10,-0.5725054016,-586,FDB6,-0.572265625,0.0002397766
22,C0,32,20,-0.1979194149,-207534,FFFCD552,-0.197919845581,-4.30681054681e-07
23,A0,16,10,-0.8827292001,-904,FC78,-0.8828125,-8.32999e-05
23,A1,16,10,-0.2420537620,-248,FF08,-0.2421875,-0.000133738
23,A2,16,10,0.9706176876,994,03E2,0.970703125,8.54374e-05
23,A3,16,10,-0.4695938837,-481,FE1F,-0.4697265625,-0.0001326788
23,B0,16,10,0.5681412039,582,0246,0.568359375,0.0002181711
23,B1,16,10,-0.0899832653,-92,FFA4,-0.08984375,0.0001395153
23,B2,16,10,-0.1539850280,-158,FF62,-0.154296875,-0.000311847
23,B3,16,10,0.9146352817,937,03A9,0.9150390625,0.0004037808
23,C0,32,20,0.9908453790,1038977,000FDA81,0.990845680237,3.0123681638e-07
24,A0,16,10,0.1115366468,114,0072,0.111328125,-0.0002085218
24,A1,16,10,0.4368165506,447,01BF,0.4365234375,-0.0002931131
24,A2,16,10,-0.6904063495,-707,FD3D,-0.6904296875,-2.3338e-05
24,A3,16,10,-0.4065843490,-416,FE60,-0.40625,0.000334349
24,B0,16,10,0.9374187299,960,03C0,0.9375,8.12701e-05
24,B1,16,10,0.1583605816,162,00A2,0.158203125,-0.0001574566
24,B2,16,10,0.0843904027,86,0056,0.083984375,-0.0004060277
24,B3,16,10,0.4959511208,508,01FC,0.49609375,0.0001426292
24,C0,32,20,-0.8856694542,-928692,FFF1D44C,-0.885669708252,-2.54051953141e-07
25,A0,16,10,0.1683551889,172,00AC,0.16796875,-0.0003864389
25,A1,16,10,0.0057007658,6,0006,0.005859375,0.0001586092
25,A2,16,10,0.7054397841,722,02D2,0.705078125,-0.0003616591
25,A3,16,10,-0.6851345441,-702,FD42,-0.685546875,-0.0004123309
25,B0,16,10,0.9215578065,944,03B0,0.921875,0.0003171935
25,B1,16,10,-0.8397770695,-860,FCA4,-0.83984375,-6.66805e-05
25,B2,16,10,-0.6283500780,-643,FD7D,-0.6279296875,0.0004203905
25,B3,16,10,0.1900702129,195,00C3,0.1904296875,0.0003594746
25,C0,32,20,0.3504251072,367447,00059B57,0.350424766541,-3.40659472631e-07
26,A0,16,10,-0.5295922100,-542,FDE2,-0.529296875,0.000295335
26,A1,16,10,-0.7602267721,-778,FCF6,-0.759765625,0.0004611471
26,A2,16,10,0.7805746283,799,031F,0.7802734375,-0.0003011908
26,A3,16,10,-0.5075693044,-520,FDF8,-0.5078125,-0.0002431956
26,B0,16,10,0.1890383071,194,00C2,0.189453125,0.0004148179
26,B1,16,10,0.2387630207,244,00F4,0.23828125,-0.0004817707
26,B2,16,10,-0.1615501693,-165,FF5B,-0.1611328125,0.0004173568
26,B3,16,10,0.1673445786,171,00AB,0.1669921875,-0.0003523911
26,C0,32,20,0.0455654311,47779,0000BAA3,0.0455656051636,1.74063574221e-07
27,A0,16,10,0.8694125155,890,037A,0.869140625,-0.0002718905
27,A1,16,10,-0.5914816012,-606,FDA2,-0.591796875,-0.0003152738
27,A2,16,10,0.4323836016,443,01BB,0.4326171875,0.0002335859
27,A3,16,10,-0.5226280948,-535,FDE9,-0.5224609375,0.0001671573
27,B0,16,10,-0.2084283064,-213,FF2B,-0.2080078125,0.0004204939
27,B1,16,10,0.3433804459,352,0160,0.34375,0.0003695541
27,B2,16,10,-0.4000058404,-410,FE66,-0.400390625,-0.0003847846
27,B3,16,10,-0.3676456075,-376,FE88,-0.3671875,0.0004581075
27,C0,32,20,0.5037289848,528198,00080F46,0.503728866577,-1.18222851508e-07
28,A0,16,10,-0.8549137710,-875,FC95,-0.8544921875,0.0004215835
28,A1,16,10,-0.0834289548,-85,FFAB,-0.0830078125,0.0004211423
28,A2,16,10,0.9969088817,1021,03FD,0.9970703125,0.0001614308
28,A3,16,10,0.9921928957,1016,03F8,0.9921875,-5.39570000002e-06
28,B0,16,10,-0.8534785578,-874,FC96,-0.853515625,-3.70672e-05
28,B1,16,10,-0.5736913755,-587,FDB5,-0.5732421875,0.000449188
28,B2,16,10,-0.4695991705,-481,FE1F,-0.4697265625,-0.000127392
28,B3,16,10,0.8665187560,887,0377,0.8662109375,-0.0003078185
28,C0,32,20,0.7617283474,798730,000C300A,0.761728286743,-6.06568358874e-08
29,A0,16,10,0.7585404850,777,0309,0.7587890625,0.0002485775
29,A1,16,10,-0.2609458225,-267,FEF5,-0.2607421875,0.000203635
29,A2,16,10,-0.6845063353,-701,FD43,-0.6845703125,-6.39772e-05
29,A3,16,10,0.6674899093,684,02AC,0.66796875,0.0004788407
29,B0,16,10,0.4070798502,417,01A1,0.4072265625,0.0001467123
29,B1,16,10,0.2233555315,229,00E5,0.2236328125,0.000277281
29,B2,16,10,0.9744661273,998,03E6,0.974609375,0.0001432477
29,B3,16,10,0.3079526354,315,013B,0.3076171875,-0.0003354479
29,C0,32,20,-0.9843537857,-1032170,FFF04016,-0.984354019165,-2.33465039079e-07
30,A0,16,10,0.6342082702,649,0289,0.6337890625,-0.0004192077
30,A1,16,10,-0.4012424956,-411,FE65,-0.4013671875,-0.0001246919
30,A2,16,10,0.3267774299,335,014F,0.3271484375,0.0003710076
30,A3,16,10,0.8778600079,899,0383,0.8779296875,6.96796e-05
30,B0,16,10,-0.7314177712,-749,FD13,-0.7314453125,-2.75413e-05
30,B1,16,10,-0.7691426592,-788,FCEC,-0.76953125,-0.0003885908
30,B2,16,10,-0.7859280446,-805,FCDB,-0.7861328125,-0.0002047679
30,B3,16,10,0.1064472818,109,006D,0.1064453125,-1.9693e-06
30,C0,32,20,-0.4553035754,-477420,FFF8B714,-0.455303192139,3.83261328119e-07
31,A0,16,10,0.2096596541,215,00D7,0.2099609375,0.0003012834
31,A1,16,10,0.4352243743,446,01BE,0.435546875,0.0003225007
31,A2,16,10,-0.5928053753,-607,FDA1,-0.5927734375,3.19378e-05
31,A3,16,10,0.2684759178,275,0113,0.2685546875,7.87697e-05
31,B0,16,10,-0.4720321967,-483,FE1D,-0.4716796875,0.0003525092
31,B1,16,10,-0.0229362957,-23,FFE9,-0.0224609375,0.0004753582
31,B2,16,10,0.8106729822,830,033E,0.810546875,-0.0001261072
31,B3,16,10,0.6922074266,709,02C5,0.6923828125,0.0001753859
31,C0,32,20,-0.8154030646,-855012,FFF2F41C,-0.815402984619,7.99808593799e-08
32,A0,16,10,-0.1528484549,-157,FF63,-0.1533203125,-0.0004718576
32,A1,16,10,-0.4466395521,-457,FE37,-0.4462890625,0.0003504896
32,A2,16,10,-0.9929086218,-1017,FC07,-0.9931640625,-0.0002554407
32,A3,16,10,0.5422384460,555,022B,0.5419921875,-0.0002462585
32,B0,16,10,0.2742267546,281,0119,0.2744140625,0.0001873079
32,B1,16,10,-0.4760894751,-488,FE18,-0.4765625,-0.0004730249
32,B2,16,10,0.4824618167,494,01EE,0.482421875,-3.99417e-05
32,B3,16,10,0.1033608423,106,006A,0.103515625,0.0001547827
32,C0,32,20,-0.1446261620,-151652,FFFDAF9C,-0.144626617432,-4.55431640622e-07
33,A0,16,10,-0.9806606008,-1004,FC14,-0.98046875,0.0001918508
33,A1,16,10,-0.8495122799,-870,FC9A,-0.849609375,-9.70951e-05
33,A2,16,10,0.7662127866,785,0311,0.7666015625,0.0003887759
33,A3,16,10,0.8078571431,827,033B,0.8076171875,-0.0002399556
33,B0,16,10,0.0911805784,93,005D,0.0908203125,-0.0003602659
33,B1,16,10,0.6691900398,685,02AD,0.6689453125,-0.0002447273
33,B2,16,10,0.1650191330,169,00A9,0.1650390625,1.99295e-05
33,B3,16,10,-0.7038124289,-721,FD2F,-0.7041015625,-0.0002891336
33,C0,32,20,-0.7451089614,-781303,FFF41409,-0.745108604431,3.56968847703e-07
34,A0,16,10,-0.3834833001,-393,FE77,-0.3837890625,-0.0003057624
34,A1,16,10,0.7979629775,817,0331,0.7978515625,-0.000111415
34,A2,16,10,0.5922446098,606,025E,0.591796875,-0.0004477348
34,A3,16,10,0.7214051640,739,02E3,0.7216796875,0.0002745235
34,B0,16,10,0.7978492731,817,0331,0.7978515625,2.28940000002e-06
34,B1,16,10,-0.5798469233,-594,FDAE,-0.580078125,-0.0002312017
34,B2,16,10,-0.5009405216,-513,FDFF,-0.5009765625,-3.60409e-05
34,B3,16,10,-0.7944127567,-813,FCD3,-0.7939453125,0.0004674442
34,C0,32,20,0.5602324837,587446,0008F6B6,0.560232162476,-3.21224414068e-07
35,A0,16,10,0.7682694029,787,0313,0.7685546875,0.0002852846
35,A1,16,10,-0.1872452203,-192,FF40,-0.1875,-0.0002547797
35,A2,16,10,0.2413230203,247,00F7,0.2412109375,-0.0001120828
35,A3,16,10,-0.6908933233,-707,FD3D,-0.6904296875,0.0004636358
35,B0,16,10,0.8597620314,880,0370,0.859375,-0.0003870314
35,B1,16,10,0.7292113924,747,02EB,0.7294921875,0.0002807951
35,B2,16,10,0.9524120659,975,03CF,0.9521484375,-0.0002636284
35,B3,16,10,0.6215434399,636,027C,0.62109375,-0.0004496899
35,C0,32,20,0.7628324093,799888,000C3490,0.762832641602,2.32301562542e-07
36,A0,16,10,-0.9504272762,-973,FC33,-0.9501953125,0.0002319637
36,A1,16,10,0.4731289435,484,01E4,0.47265625,-0.0004726935
36,A2,16,10,-0.3356290641,-344,FEA8,-0.3359375,-0.0003084359
36,A3,16,10,0.8616317721,882,0372,0.861328125,-0.0003036471
36,B0,16,10,0.6044702779,619,026B,0.6044921875,2.19096e-05
36,B1,16,10,0.7281280568,746,02EA,0.728515625,0.0003875682
36,B2,16,10,0.6214986331,636,027C,0.62109375,-0.0004048831
36,B3,16,10,-0.4663885808,-478,FE22,-0.466796875,-0.0004082942
36,C0,32,20,0.5747490183,602668,0009322C,0.57474899292,-2.53800781502e-08
37,A0,16,10,-0.7838087472,-803,FCDD,-0.7841796875,-0.0003709403
37,A1,16,10,0.7443335658,762,02FA,0.744140625,-0.0001929408
37,A2,16,10,0.7171865027,734,02DE,0.716796875,-0.0003896277
37,A3,16,10,-0.5551325649,-568,FDC8,-0.5546875,0.0004450649
37,B0,16,10,0.6331732112,648,0288,0.6328125,-0.0003607112
37,B1,16,10,-0.0793935306,-81,FFAF,-0.0791015625,0.0002919681
37,B2,16,10,-0.3896182653,-399,FE71,-0.3896484375,-3.01722e-05
37,B3,16,10,0.5906909983,605,025D,0.5908203125,0.0001293142
37,C0,32,20,-0.5448090252,-571274,FFF74876,-0.544809341431,-3.16230664099e-07
38,A0,16,10,-0.9526711306,-976,FC30,-0.953125,-0.0004538694
38,A1,16,10,-0.6137404233,-628,FD8C,-0.61328125,0.0004591733
38,A2,16,10,-0.3434760976,-352,FEA0,-0.34375,-0.0002739024
38,A3,16,10,0.7287058841,746,02EA,0.728515625,-0.0001902591
38,B0,16,10,0.9337782081,956,03BC,0.93359375,-0.0001844581
38,B1,16,10,-0.4417500146,-452,FE3C,-0.44140625,0.0003437646
38,B2,16,10,0.2829634772,290,0122,0.283203125,0.0002396478
38,B3,16,10,-0.2006432313,-205,FF33,-0.2001953125,0.0004479188
38,C0,32,20,0.9622993744,1009044,000F6594,0.962299346924,-2.74761718932e-08
39,A0,16,10,0.0724314650,74,004A,0.072265625,-0.00016584
39,A1,16,10,0.8784742806,900,0384,0.87890625,0.0004319694
39,A2,16,10,-0.7693164963,-788,FCEC,-0.76953125,-0.0002147537
39,A3,16,10,0.9408012220,963,03C3,0.9404296875,-0.0003715345
39,B0,16,10,-0.6428643677,-658,FD6E,-0.642578125,0.0002862427
39,B1,16,10,0.9250686315,947,03B3,0.9248046875,-0.000263944
39,B2,16,10,-0.4690672750,-480,FE20,-0.46875,0.000317275
39,B3,16,10,-0.7831949056,-802,FCDE,-0.783203125,-8.21939999995e-06
39,C0,32,20,-0.1308724829,-137230,FFFDE7F2,-0.13087272644,-2.43540429684e-07
40,A0,16,10,0.4570901213,468,01D4,0.45703125,-5.88713e-05
