vector_id,label,original,fp8_hex,decoded_fp8,quantization_error
11,B3,-0.7768956528,B4,-0.75,0.0268956528082
11,C0,-0.1304694987,A0,-0.125,0.00546949866179
12,A0,-0.0925525873,9C,-0.09375,-0.00119741265841
12,A1,0.9076318550,37,0.9375,0.0298681449578
12,A2,0.7517058808,34,0.75,-0.00170588075639
12,A3,-0.4732218985,AF,-0.46875,0.00447189849782
12,B0,0.0011722261,01,0.001953125,0.000780898899403
12,B1,-0.6426962389,B2,-0.625,0.0176962389397
12,B2,0.8252556787,35,0.8125,-0.0127556786896
12,B3,0.7410371397,34,0.75,0.00896286032647
12,C0,-0.4031104171,AD,-0.40625,-0.00313958289727
13,A0,0.2778989897,29,0.28125,0.00335101026799
13,A1,0.2179404229,26,0.21875,0.000809577123655
13,A2,-0.6943214629,B3,-0.6875,0.00682146290073
13,A3,0.5250216002,30,0.5,-0.0250216001503
13,B0,0.0787580602,1A,0.078125,-0.000633060239251
13,B1,0.5572529573,31,0.5625,0.00524704273888
13,B2,0.0607073444,18,0.0625,0.00179265560965
13,B3,-0.9988562077,B8,-1,-0.00114379225589
13,C0,-0.3516878860,AB,-0.34375,0.00793788599065
14,A0,-0.9610465152,B7,-0.9375,0.0235465152283
14,A1,0.8581972325,36,0.875,0.0168027674708
14,A2,0.7574437556,34,0.75,-0.00744375564637
14,A3,0.6633310587,33,0.6875,0.0241689412776
14,B0,-0.3849717492,AC,-0.375,0.00997174919468
14,B1,-0.8841496670,B6,-0.875,0.00914966701162
14,B2,0.7560191984,34,0.75,-0.00601919840808
14,B3,0.8938988906,36,0.875,-0.018898890596
14,C0,-0.8286930959,B5,-0.8125,0.0161930958642
15,A0,-0.0280190734,8E,-0.02734375,0.000675323366772
15,A1,-0.8615749631,B6,-0.875,-0.0134250369368
15,A2,0.5212043305,30,0.5,-0.0212043305145
15,A3,0.5316688586,31,0.5625,0.030831141386
15,B0,-0.7432170710,B4,-0.75,-0.00678292899953
15,B1,-0.0494352438,95,-0.05078125,-0.00134600619746
15,B2,0.0996071870,1D,0.1015625,0.00195531301011
15,B3,-0.4698867421,AF,-0.46875,0.00113674211988
15,C0,0.7448660822,34,0.75,0.00513391782949
16,A0,-0.1537241196,A2,-0.15625,-0.00252588040177
16,A1,-0.5764035891,B1,-0.5625,0.0139035891158
16,A2,0.0785921776,1A,0.078125,-0.000467177558917
16,A3,0.4598621382,2F,0.46875,0.00888786182005
16,B0,-0.5976978732,B2,-0.625,-0.0273021267794
16,B1,-0.3765674174,AC,-0.375,0.00156741739821
16,B2,0.9902987133,38,1,0.00970128667821
16,B3,0.2997561153,2A,0.3125,0.0127438847211
16,C0,-0.1237998322,A0,-0.125,-0.00120016782901
17,A0,0.0351516821,11,0.03515625,4.56792881876e-06
17,A1,-0.7579916083,B4,-0.75,0.00799160826347
17,A2,-0.5506053259,B1,-0.5625,-0.0118946740631
17,A3,-0.3238288757,AA,-0.3125,0.0113288757051
17,B0,0.1766174369,23,0.171875,-0.00474243691447
17,B1,-0.5397705348,B1,-0.5625,-0.0227294651932
17,B2,-0.5595652311,B1,-0.5625,-0.00293476890312
17,B3,-0.8580138280,B6,-0.875,-0.0169861720181
17,C0,0.2622059145,28,0.25,-0.0122059145402
18,A0,-0.5421164324,B1,-0.5625,-0.0203835676223
18,A1,0.8108400260,35,0.8125,0.00165997398774
18,A2,0.7192708005,34,0.75,0.0307291994925
18,A3,-0.8582853002,B6,-0.875,-0.0167146997773
18,B0,-0.5239907313,B0,-0.5,0.023990731262
18,B1,0.3379555566,2B,0.34375,0.00579444340744
18,B2,-0.5715263853,B1,-0.5625,0.00902638525912
18,B3,-0.7353763025,B4,-0.75,-0.01462369745
18,C0,0.8710284812,36,0.875,0.00397151883866
19,A0,0.1420861867,21,0.140625,-0.00146118665057
19,A1,-0.0546579474,96,-0.0546875,-2.95526235883e-05
19,A2,0.5692388486,31,0.5625,-0.00673884858151
19,A3,0.6149939955,32,0.625,0.0100060044667
19,B0,-0.6191801713,B2,-0.625,-0.00581982872376
19,B1,-0.8061383715,B5,-0.8125,-0.00636162845765
19,B2,-0.1378976352,A1,-0.140625,-0.00272736481276
19,B3,-0.1528427540,A2,-0.15625,-0.00340724603984
19,C0,-0.0659506639,98,-0.0625,0.00345066392665
20,A0,0.4581516989,2F,0.46875,0.0105983010803
20,A1,0.3467290946,2B,0.34375,-0.0029790945866
20,A2,0.9683304227,37,0.9375,-0.0308304227319
20,A3,-0.8031642577,B5,-0.8125,-0.00933574230392
20,B0,-0.1947574358,A4,-0.1875,0.00725743579546
20,B1,-0.3213947892,AA,-0.3125,0.00889478921007
20,B2,0.7233450727,34,0.75,0.0266549272944
20,B3,-0.5026873322,B0,-0.5,0.00268733215943
20,C0,-0.6195821831,B2,-0.625,-0.00541781688162
21,A0,-0.1027729043,9D,-0.1015625,0.00121040433374
21,A1,-0.1562367203,A2,-0.15625,-1.32796688084e-05
21,A2,-0.4429097107,AE,-0.4375,0.00540971066612
21,A3,-0.5003871042,B0,-0.5,0.000387104235799
21,B0,0.8465311986,36,0.875,0.028468801448
21,B1,-0.1137385099,9F,-0.1171875,-0.00344899010691
21,B2,0.7226982095,34,0.75,0.0273017904763
21,B3,0.1006506249,1D,0.1015625,0.000911875100304
21,C0,-0.8988233410,B6,-0.875,0.0238233409502
22,A0,0.9985649368,38,1,0.00143506317455
22,A1,0.6720551702,33,0.6875,0.0154448298401
22,A2,0.9379925146,37,0.9375,-0.000492514569503
22,A3,0.8527339660,36,0.875,0.0222660339837
22,B0,0.6973914688,33,0.6875,-0.00989146882861
22,B1,-0.6673777788,B3,-0.6875,-0.0201222212078
22,B2,-0.0287177491,8F,-0.029296875,-0.000579125901437
22,B3,-0.5725054016,B1,-0.5625,0.0100054016016
22,C0,-0.1979194149,A5,-0.203125,-0.00520558509891
23,A0,-0.8827292001,B6,-0.875,0.00772920005564
23,A1,-0.2420537620,A7,-0.234375,0.00767876204617
23,A2,0.9706176876,38,1,0.0293823124405
23,A3,-0.4695938837,AF,-0.46875,0.000843883655696
23,B0,0.5681412039,31,0.5625,-0.00564120389714
23,B1,-0.0899832653,9C,-0.09375,-0.00376673467829
23,B2,-0.1539850280,A2,-0.15625,-0.00226497198033
23,B3,0.9146352817,37,0.9375,0.0228647182807
23,C0,0.9908453790,38,1,0.00915462101457
24,A0,0.1115366468,1E,0.109375,-0.00216164681124
24,A1,0.4368165506,2E,0.4375,0.000683449407348
24,A2,-0.6904063495,B3,-0.6875,0.00290634945187
24,A3,-0.4065843490,AD,-0.40625,0.000334349010872
24,B0,0.9374187299,37,0.9375,8.12700616823e-05
24,B1,0.1583605816,22,0.15625,-0.00211058163251
24,B2,0.0843904027,1B,0.0859375,0.00154709725145
24,B3,0.4959511208,30,0.5,0.00404887924187
24,C0,-0.8856694542,B6,-0.875,0.010669454185
25,A0,0.1683551889,23,0.171875,0.00351981108206
25,A1,0.0057007658,03,0.005859375,0.000158609160973
25,A2,0.7054397841,33,0.6875,-0.0179397840966
25,A3,-0.6851345441,B3,-0.6875,-0.00236545587897
25,B0,0.9215578065,37,0.9375,0.0159421934511
25,B1,-0.8397770695,B5,-0.8125,0.0272770695188
25,B2,-0.6283500780,B2,-0.625,0.00335007803855
25,B3,0.1900702129,24,0.1875,-0.00257021290006
25,C0,0.3504251072,2B,0.34375,-0.00667510720818
26,A0,-0.5295922100,B0,-0.5,0.0295922099981
26,A1,-0.7602267721,B4,-0.75,0.0102267721058
26,A2,0.7805746283,34,0.75,-0.0305746282589
26,A3,-0.5075693044,B0,-0.5,0.00756930442275
26,B0,0.1890383071,24,0.1875,-0.00153830706688
26,B1,0.2387630207,27,0.234375,-0.00438802066421
26,B2,-0.1615501693,A2,-0.15625,0.00530016932826
26,B3,0.1673445786,23,0.171875,0.00453042141755
26,C0,0.0455654311,14,0.046875,0.00130956893608
27,A0,0.8694125155,36,0.875,0.00558748452715
27,A1,-0.5914816012,B1,-0.5625,0.0289816011529
27,A2,0.4323836016,2E,0.4375,0.00511639842117
27,A3,-0.5226280948,B0,-0.5,0.0226280947683
27,B0,-0.2084283064,A5,-0.203125,0.00530330641749
27,B1,0.3433804459,2B,0.34375,0.000369554080057
27,B2,-0.4000058404,AD,-0.40625,-0.00624415959752
27,B3,-0.3676456075,AC,-0.375,-0.00735439254371
27,C0,0.5037289848,30,0.5,-0.0037289848288
28,A0,-0.8549137710,B6,-0.875,-0.0200862289863
28,A1,-0.0834289548,9B,-0.0859375,-0.00250854523717
28,A2,0.9969088817,38,1,0.00309111829112
28,A3,0.9921928957,38,1,0.00780710428981
28,B0,-0.8534785578,B6,-0.875,-0.0215214421993
28,B1,-0.5736913755,B1,-0.5625,0.0111913754659
28,B2,-0.4695991705,AF,-0.46875,0.000849170499197
28,B3,0.8665187560,36,0.875,0.00848124401258
28,C0,0.7617283474,34,0.75,-0.0117283473729
29,A0,0.7585404850,34,0.75,-0.00854048496909
29,A1,-0.2609458225,A8,-0.25,0.0109458225222
29,A2,-0.6845063353,B3,-0.6875,-0.00299366471446
29,A3,0.6674899093,33,0.6875,0.0200100907204
29,B0,0.4070798502,2D,0.40625,-0.000829850174742
29,B1,0.2233555315,26,0.21875,-0.0046055314519
29,B2,0.9744661273,38,1,0.025533872737
29,B3,0.3079526354,2A,0.3125,0.00454736457853
29,C0,-0.9843537857,B8,-1,-0.0156462143043
30,A0,0.6342082702,32,0.625,-0.00920827023092
30,A1,-0.4012424956,AD,-0.40625,-0.00500750439996
30,A2,0.3267774299,2A,0.3125,-0.0142774299322
30,A3,0.8778600079,36,0.875,-0.00286000785421
30,B0,-0.7314177712,B4,-0.75,-0.0185822287867
30,B1,-0.7691426592,B4,-0.75,0.0191426591618
30,B2,-0.7859280446,B5,-0.8125,-0.0265719554188
30,B3,0.1064472818,1E,0.109375,0.00292771823037
30,C0,-0.4553035754,AF,-0.46875,-0.0134464246296
31,A0,0.2096596541,25,0.203125,-0.00653465406045
31,A1,0.4352243743,2E,0.4375,0.0022756257224
31,A2,-0.5928053753,B1,-0.5625,0.0303053753451
31,A3,0.2684759178,29,0.28125,0.0127740822298
31,B0,-0.4720321967,AF,-0.46875,0.00328219673918
31,B1,-0.0229362957,8C,-0.0234375,-0.000501204298753
31,B2,0.8106729822,35,0.8125,0.00182701784135
31,B3,0.6922074266,33,0.6875,-0.00470742658971
31,C0,-0.8154030646,B5,-0.8125,0.00290306457453
32,A0,-0.1528484549,A2,-0.15625,-0.00340154512745
32,A1,-0.4466395521,AE,-0.4375,0.0091395520555
32,A2,-0.9929086218,B8,-1,-0.00709137817556
32,A3,0.5422384460,31,0.5625,0.0202615539607
32,B0,0.2742267546,29,0.28125,0.00702324539724
32,B1,-0.4760894751,AF,-0.46875,0.0073394751313
32,B2,0.4824618167,2F,0.46875,-0.0137118166959
32,B3,0.1033608423,1D,0.1015625,-0.00179834225278
32,C0,-0.1446261620,A1,-0.140625,0.00400116203864
33,A0,-0.9806606008,B8,-1,-0.0193393992167
33,A1,-0.8495122799,B6,-0.875,-0.0254877201475
33,A2,0.7662127866,34,0.75,-0.0162127866003
33,A3,0.8078571431,35,0.8125,0.00464285688021
33,B0,0.0911805784,1C,0.09375,0.00256942158896
33,B1,0.6691900398,33,0.6875,0.018309960228
33,B2,0.1650191330,23,0.171875,0.00685586702041
33,B3,-0.7038124289,B3,-0.6875,0.016312428865
33,C0,-0.7451089614,B4,-0.75,-0.00489103856428
34,A0,-0.3834833001,AC,-0.375,0.00848330013973
34,A1,0.7979629775,35,0.8125,0.0145370225148
34,A2,0.5922446098,31,0.5625,-0.0297446097761
34,A3,0.7214051640,34,0.75,0.0285948359982
34,B0,0.7978492731,35,0.8125,0.0146507269471
34,B1,-0.5798469233,B1,-0.5625,0.0173469233205
34,B2,-0.5009405216,B0,-0.5,0.000940521554151
34,B3,-0.7944127567,B5,-0.8125,-0.0180872433436
34,C0,0.5602324837,31,0.5625,0.00226751625711
35,A0,0.7682694029,34,0.75,-0.018269402902
35,A1,-0.1872452203,A4,-0.1875,-0.000254779664234
35,A2,0.2413230203,27,0.234375,-0.00694802030143
35,A3,-0.6908933233,B3,-0.6875,0.00339332333559
35,B0,0.8597620314,36,0.875,0.0152379686127
35,B1,0.7292113924,34,0.75,0.0207886075601
35,B2,0.9524120659,37,0.9375,-0.0149120658619
35,B3,0.6215434399,32,0.625,0.00345656011921
35,C0,0.7628324093,34,0.75,-0.0128324093266
36,A0,-0.9504272762,B7,-0.9375,0.0129272762036
36,A1,0.4731289435,2F,0.46875,-0.00437894351016
36,A2,-0.3356290641,AB,-0.34375,-0.00812093589286
36,A3,0.8616317721,36,0.875,0.0133682279033
36,B0,0.6044702779,32,0.625,0.0205297221257
36,B1,0.7281280568,34,0.75,0.0218719432494
36,B2,0.6214986331,32,0.625,0.00350136685122
36,B3,-0.4663885808,AF,-0.46875,-0.00236141918894
36,C0,0.5747490183,31,0.5625,-0.0122490182709
37,A0,-0.7838087472,B5,-0.8125,-0.0286912528059
37,A1,0.7443335658,34,0.75,0.00566643418782
37,A2,0.7171865027,33,0.6875,-0.0296865026756
37,A3,-0.5551325649,B1,-0.5625,-0.00736743509133
37,B0,0.6331732112,32,0.625,-0.00817321119386
37,B1,-0.0793935306,9A,-0.078125,0.00126853064212
37,B2,-0.3896182653,AC,-0.375,0.0146182653228
37,B3,0.5906909983,31,0.5625,-0.0281909983057
37,C0,-0.5448090252,B1,-0.5625,-0.0176909748155
38,A0,-0.9526711306,B7,-0.9375,0.0151711305971
38,A1,-0.6137404233,B2,-0.625,-0.0112595766554
38,A2,-0.3434760976,AB,-0.34375,-0.000273902395413
38,A3,0.7287058841,34,0.75,0.0212941159394
38,B0,0.9337782081,37,0.9375,0.00372179190328
38,B1,-0.4417500146,AE,-0.4375,0.00425001455626
38,B2,0.2829634772,29,0.28125,-0.00171347721526
38,B3,-0.2006432313,A5,-0.203125,-0.00248176872012
38,C0,0.9622993744,37,0.9375,-0.0247993743965
39,A0,0.0724314650,19,0.0703125,-0.00211896495744
39,A1,0.8784742806,36,0.875,-0.00347428064943
39,A2,-0.7693164963,B4,-0.75,0.0193164962971
39,A3,0.9408012220,37,0.9375,-0.00330122204446
39,B0,-0.6428643677,B2,-0.625,0.0178643676551
39,B1,0.9250686315,37,0.9375,0.0124313684769
39,B2,-0.4690672750,AF,-0.46875,0.000317274954063
39,B3,-0.7831949056,B5,-0.8125,-0.0293050944294
39,C0,-0.1308724829,A0,-0.125,0.00587248287071
40,A0,0.4570901213,2F,0.46875,0.0116598786946
40,A1,-0.3726453716,AC,-0.375,-0.00235462838998
40,A2,0.2124177066,26,0.21875,0.00633229338771
40,A3,0.0228461193,0C,0.0234375,0.000591380661044
40,B0,-0.2296091333,A7,-0.234375,-0.00476586668945
40,B1,0.1531760870,22,0.15625,0.0030739130068
40,B2,-0.4905549877,B0,-0.5,-0.00944501227716
40,B3,0.4175705677,2D,0.40625,-0.0113205676683
40,C0,-0.9966174436,B8,-1,-0.00338255643726
41,A0,0.8511503310,36,0.875,0.0238496690018
41,A1,0.0769039942,1A,0.078125,0.00122100581442
41,A2,0.4388599983,2E,0.4375,-0.00135999828969
41,A3,0.4839001557,2F,0.46875,-0.015150155679
41,B0,0.3412570089,2B,0.34375,0.002492991134
41,B1,-0.2715570564,A9,-0.28125,-0.00969294356253
41,B2,-0.8600523777,B6,-0.875,-0.0149476222526
41,B3,0.3284753698,2B,0.34375,0.0152746301775
41,C0,-0.3395999279,AB,-0.34375,-0.00415007208519
42,A0,-0.3721687099,AC,-0.375,-0.00283129011672
42,A1,0.6960305590,33,0.6875,-0.00853055901267
42,A2,0.4395085260,2E,0.4375,-0.0020085260279
42,A3,-0.3993554636,AD,-0.40625,-0.00689453642253
42,B0,-0.3814306756,AC,-0.375,0.00643067558269
42,B1,-0.1832141828,A4,-0.1875,-0.00428581723843
42,B2,-0.1951992259,A4,-0.1875,0.00769922588455
42,B3,-0.4086895949,AD,-0.40625,0.00243959494811
42,C0,-0.7454244019,B4,-0.75,-0.00457559811831
43,A0,-0.1591073325,A2,-0.15625,0.00285733245418
43,A1,0.8807273415,36,0.875,-0.00572734146037
43,A2,0.3546358905,2B,0.34375,-0.0108858905455
43,A3,0.8056110915,35,0.8125,0.00688890853483
43,B0,0.2310298319,27,0.234375,0.00334516809724
43,B1,-0.3981002509,AD,-0.40625,-0.00814974913113
43,B2,0.0958744263,1C,0.09375,-0.0021244262714
43,B3,-0.9991881206,B8,-1,-0.000811879394575
43,C0,-0.4261725663,AE,-0.4375,-0.0113274337379
44,A0,-0.1402237000,A1,-0.140625,-0.000401299979669
44,A1,0.1599695624,22,0.15625,-0.00371956239136
44,A2,0.3094112474,2A,0.3125,0.00308875259386
44,A3,-0.0700236195,99,-0.0703125,-0.000288880494028
44,B0,-0.1156804014,9F,-0.1171875,-0.00150709860961
44,B1,-0.5725971980,B1,-0.5625,0.0100971980218
44,B2,-0.0536276282,96,-0.0546875,-0.00105987181865
44,B3,0.8023616517,35,0.8125,0.0101383483435
44,C0,0.5920495203,31,0.5625,-0.0295495202536
45,A0,-0.6606172076,B3,-0.6875,-0.0268827923961
45,A1,-0.8304089265,B5,-0.8125,0.0179089265498
45,A2,0.0309040198,10,0.03125,0.000345980169567
45,A3,0.2658817115,29,0.28125,0.0153682884684
45,B0,-0.3296234892,AB,-0.34375,-0.0141265108196
45,B1,0.6368469291,32,0.625,-0.0118469290733
45,B2,0.5022762751,30,0.5,-0.00227627508146
45,B3,0.3455913411,2B,0.34375,-0.00184134111433
45,C0,-0.5507186680,B1,-0.5625,-0.0117813319946
46,A0,-0.6017401345,B2,-0.625,-0.0232598654532
46,A1,-0.9511492245,B7,-0.9375,0.0136492245463
46,A2,-0.5103149118,B0,-0.5,0.0103149118433
46,A3,-0.0497273116,95,-0.05078125,-0.00105393843761
46,B0,0.6994753892,33,0.6875,-0.0119753892495
46,B1,-0.8543435416,B6,-0.875,-0.0206564583691
46,B2,-0.1711179780,A3,-0.171875,-0.000757021995439
46,B3,0.2595307615,28,0.25,-0.00953076147543
46,C0,-0.6111295265,B2,-0.625,-0.0138704734794
47,A0,0.3927085010,2D,0.40625,0.013541499019
47,A1,-0.0112456620,86,-0.01171875,-0.000473088020874
47,A2,-0.5120311208,B0,-0.5,0.0120311208431
47,A3,0.3121160222,2A,0.3125,0.000383977776432
47,B0,-0.9889103637,B8,-1,-0.0110896362761
47,B1,0.5019289532,30,0.5,-0.00192895323695
47,B2,0.5400923771,31,0.5625,0.0224076228519
47,B3,-0.7868254069,B5,-0.8125,-0.0256745931271
47,C0,-0.1497076121,A2,-0.15625,-0.00654238788547
48,A0,-0.6482266366,B2,-0.625,0.0232266365869
48,A1,0.9159320846,37,0.9375,0.0215679154409
48,A2,0.0359155009,11,0.03515625,-0.000759250887482
48,A3,-0.8995632297,B6,-0.875,0.0245632297187
48,B0,-0.5016034407,B0,-0.5,0.00160344068006
48,B1,0.6966726947,33,0.6875,-0.00917269470332
48,B2,-0.0870763491,9B,-0.0859375,0.00113884905965
48,B3,0.6028332034,32,0.625,0.0221667965555
48,C0,0.3351554652,2B,0.34375,0.00859453482729
49,A0,0.9757849061,38,1,0.0242150938671
49,A1,0.1909046369,24,0.1875,-0.00340463693884
49,A2,0.9000792169,36,0.875,-0.0250792168863
49,A3,0.7828518516,35,0.8125,0.0296481483791
49,B0,0.2253046455,26,0.21875,-0.00655464552353
49,B1,0.4385479226,2E,0.4375,-0.00104792255193
49,B2,0.0095563296,05,0.009765625,0.000209295351196
49,B3,0.6611383394,33,0.6875,0.0263616605572
49,C0,0.0957439012,1C,0.09375,-0.00199390122166
50,A0,0.7944162065,35,0.8125,0.0180837935335
50,A1,0.4873108843,30,0.5,0.0126891156808
50,A2,-0.0506511264,95,-0.05078125,-0.000130123646107
50,A3,-0.4816169031,AF,-0.46875,0.01286690307
50,B0,-0.5055205250,B0,-0.5,0.00552052498068
50,B1,0.2753228736,29,0.28125,0.00592712644769
50,B2,0.5316273686,31,0.5625,0.0308726314057
50,B3,0.0425996257,13,0.04296875,0.000369124344036
50,C0,0.2534968740,28,0.25,-0.00349687396356
51,A0,-0.4508051062,AE,-0.4375,0.0133051061649
51,A1,-0.8450332923,B6,-0.875,-0.0299667077295
51,A2,-0.4285436983,AE,-0.4375,-0.00895630172631
51,A3,-0.4565697858,AF,-0.46875,-0.0121802141644
51,B0,-0.3605808632,AC,-0.375,-0.0144191368375
51,B1,0.0803044450,1A,0.078125,-0.00217944503691
51,B2,-0.7232518770,B4,-0.75,-0.0267481230323
51,B3,-0.5374770405,B1,-0.5625,-0.0250229594564
51,C0,0.3878996246,2C,0.375,-0.0128996245981
52,A0,0.4128382834,2D,0.40625,-0.0065882833891
52,A1,-0.8715422986,B6,-0.875,-0.00345770142776
52,A2,-0.1848012607,A4,-0.1875,-0.00269873933317
52,A3,0.0852222810,1B,0.0859375,0.000715218992169
52,B0,-0.1684515318,A3,-0.171875,-0.00342346820631
52,B1,-0.5863312210,B1,-0.5625,0.0238312209712
52,B2,-0.1597129645,A2,-0.15625,0.00346296445315
52,B3,0.8096769567,35,0.8125,0.00282304331965
52,C0,0.1681588284,23,0.171875,0.00371617159155
53,A0,0.3910459730,2D,0.40625,0.0152040270041
53,A1,0.7134640646,33,0.6875,-0.0259640646079
53,A2,0.5311891522,30,0.5,-0.0311891522361
53,A3,-0.2392379421,A7,-0.234375,0.00486294214458
53,B0,-0.9882078328,B8,-1,-0.011792167168
53,B1,-0.2964823947,A9,-0.28125,0.0152323946564
53,B2,0.5069502501,30,0.5,-0.00695025011877
53,B3,0.7068959011,33,0.6875,-0.0193959011382
