test_id,reference_real,reference_rounded_lns16_hex,reference_rounded_lns16_real,hw_hex,hw_real,abs_error,rel_error,squared_error,exact_match_to_reference_rounded_lns16
48,1.6320336386663188,416A,1.632441451987275,416A,1.632441451987275,0.00040781332095618517,0.00024988046281291485,1.663117047493125e-07,1
49,-0.7813705448800867,7F4A,-0.7816156449856788,7F4A,-0.7816156449856788,0.0002451001055920887,0.0003136797351757137,6.007406176125304e-08,1
50,-1.1248840421743829,6057,-1.1249975620323833,6057,-1.1249975620323833,0.00011351985800045483,0.00010091694231969258,1.288675816044343e-08,1
51,-1.5812694733312822,6152,-1.5802537626528246,6153,-1.5823945638596693,0.0011250905283870516,0.0007115109393826518,1.265828697066255e-06,0
52,0.23179801983756876,5BC8,0.23174739063542318,5BC7,0.23143386257808124,0.00036415725948751865,0.0015710110886309552,1.3261050963746e-07,0
53,-0.7507219044292042,7F2C,-0.7505070348132128,7F2C,-0.7505070348132128,0.00021486961599137544,0.0002862173259147768,4.616895187628114e-08,1
54,-0.19280870348627432,7B40,-0.1927763531759926,7B40,-0.1927763531759926,3.23503102817313e-05,0.00016778449155452287,1.0465425753242897e-09,1
55,0.4587613918059241,5DC0,0.4585020216023356,5DC0,0.4585020216023356,0.0002593702035885159,0.0005653706005370233,6.72729025095482e-08,1
56,0.2878648164640607,5C68,0.28779730748824567,5C6C,0.2893600184084378,0.001495201944377078,0.005194111467817224,2.235628854468995e-06,0
57,0.9516919990341701,5FDB,0.9511431383790327,5FDC,0.9524316709088371,0.0007396718746669473,0.0007772177084788013,5.471144821733162e-07,0
58,0.08513402770932199,58E4,0.08510056378988905,58E6,0.08533129482525074,0.00019726711592875368,0.0023171359471243877,3.891431502684834e-08,0
59,-1.7945540356390035,61B0,-1.7947090750031072,61B0,-1.7947090750031072,0.0001550393641036596,8.639436931106579e-05,2.403720442166713e-08,1
60,0.6697676770765394,5ED8,0.6698337620266515,5ED8,0.6698337620266515,6.608495011206639e-05,9.866846725198768e-05,4.367220631314303e-09,1
61,1.0097242805999374,4007,1.0095216669679448,4008,1.0108892860517005,0.0011650054517631236,0.001153785715711347,1.3572377026377998e-06,0
62,-1.3993737083263418,60F8,-1.3989796725383112,60F9,-1.4008748981293537,0.0015011898030119486,0.0010727583304443952,2.2535708246670532e-06,0
63,-0.8589146723218923,7F90,-0.859309649061239,7F90,-0.859309649061239,0.0003949767393466308,0.00045985562020834454,1.5600662462489632e-07,1
64,-0.9915132379310304,7FFA,-0.9919100824251097,7FF9,-0.99056814006128,0.0009450978697503887,0.0009531873439456081,8.932099834067226e-07,0
65,0.6836242850919924,5EE7,0.6835751586221589,5EE7,0.6835751586221589,4.912646983346036e-05,7.186179734216087e-05,2.413410038297891e-09,1
66,0.5380960875950929,5E36,0.5379219445313955,5E37,0.5386506780900537,0.0005545904949608715,0.0010306532750302961,3.0757061710094447e-07,0
67,0.45016975584796,5DB2,0.4498937562351338,5DB3,0.4505032362560408,0.0003334804080807885,0.0007407881221443449,1.1120918257372923e-07,0
68,0.6371730871489842,5EB3,0.6371077866062635,5EB3,0.6371077866062635,6.530054272069208e-05,0.0001024847785283553,4.2641608796169315e-09,1
69,2.0022275174665642,4201,2.0027094397842164,4201,2.0027094397842164,0.00048192231765220583,0.00024069308480086533,2.3224912025127358e-07,1
70,-1.797492738290274,61B1,-1.797140403087561,61B2,-1.7995750249405351,0.0020822866502612225,0.0011584395340822555,4.335917693856103e-06,0
71,1.2587468786637204,40AA,1.2587844395497165,40AA,1.2587844395497165,3.756088599615737e-05,2.9839903981356303e-05,1.4108201568163307e-09,1
72,-0.8404728217189585,7F80,-0.8408964152537145,7F80,-0.8408964152537145,0.0004235935347559616,0.0005039943277280713,1.7943148268705006e-07,1
73,-0.22827298650961625,7BBD,-0.22832181681856578,7BBC,-0.22801292317588168,0.0002600633337345726,0.0011392646046781234,6.763293755313968e-08,0
74,0.0540329386867745,5794,0.05399847596755743,5783,0.05276991152831359,0.001263027158460911,0.023375133560338053,1.595237603009843e-06,0
75,-0.22338957852699903,7BAD,-0.22342935110375403,7BAB,-0.2228252106695097,0.0005643678574893396,0.002526384002381426,3.185110785671075e-07,0
76,1.1654722586519224,4071,1.1653013799927043,4071,1.1653013799927043,0.00017087865921805445,0.00014661752602820958,2.9199516176159984e-08,1
77,0.013171762971760148,5382,0.013174629948815573,537B,0.013050368684393878,0.00012139428736627003,0.009216252040560981,1.4736573005164548e-08,0
78,0.3957176225607508,5D53,0.3955986409649173,5D53,0.3955986409649173,0.00011898159583351164,0.0003006729775226159,1.4156620147089116e-08,1
79,-0.572899792943051,7E65,-0.5732616304858879,7E65,-0.5732616304858879,0.000361837542836807,0.0006315895856376674,1.3092640740617817e-07,1
80,-1.3542459340381858,60E0,-1.3542555469368927,60E0,-1.3542555469368927,9.612898706823358e-06,7.098340460332002e-06,9.240782154764619e-11,1
81,0.2665654936390267,5C2F,0.26642417004630575,5C31,0.2671465192513232,0.0005810256122965041,0.0021796730115538052,3.3759076214452744e-07,0
82,-0.2850052813639963,7C61,-0.28508284359327585,7C61,-0.28508284359327585,7.75622292795708e-05,0.0002721431297987482,6.015899410816709e-09,1
83,-0.9894340603122551,7FF8,-0.9892280131939755,7FF8,-0.9892280131939755,0.00020604711827965083,0.0002082474482580724,4.245541495134842e-08,1
84,0.5868672952733203,5E76,0.5866080400818187,5E76,0.5866080400818187,0.00025925519150160614,0.0004417611844954895,6.721325432053448e-08,1
85,0.542838603937344,5E3D,0.5430438581419728,5E3D,0.5430438581419728,0.00020525420462880195,0.0003781127634255227,4.2129288517802105e-08,1
86,-0.4834951583579601,7DE7,-0.4833606301123984,7DE8,-0.4840154483730736,0.0005202900151135004,0.0010761018101618691,2.7070169982680647e-07,0
87,0.21491439907303775,5B90,0.21482741226530974,5B8F,0.21453677502858975,0.0003776240444479939,0.0017570904791710117,1.4259991894526049e-07,0
88,0.5541150067777314,5E4C,0.5541842058618394,5E4C,0.5541842058618394,6.91990841079626e-05,0.00012488216933586856,4.7885132413808825e-09,1
89,-0.5423040674266086,7E3C,-0.5423091811066546,7E3C,-0.5423091811066546,5.113680045965019e-06,9.429543964571252e-06,2.6149723612500796e-11,1
90,-0.5489397527811191,7E45,-0.5489572180518997,7E45,-0.5489572180518997,1.746527078061444e-05,3.181637090797182e-05,3.050356834401845e-10,1
91,0.18622809075750968,5B26,0.18610887369054963,5B29,0.18686627501098288,0.0006381842534732007,0.003426895753896708,4.0727914138114655e-07,0
92,0.5601336065700007,5E54,0.5602188762048034,5E54,0.5602188762048034,8.526963480270933e-05,0.0001522308852790697,7.270910619387418e-09,1
93,-0.333342018596385,7CD5,-0.33355940498989683,7CD5,-0.33355940498989683,0.00021738639351182032,0.0006521421884560994,4.7256844084075995e-08,1
94,-0.6589700729425249,7ECC,-0.659039800633032,7ECC,-0.659039800633032,6.972769050717087e-05,0.00010581313684825335,4.861950823463807e-09,1
95,-0.4517673554136044,7DB5,-0.45172467444053727,7DB5,-0.45172467444053727,4.2680973067144024e-05,9.447555817322949e-05,1.8216654619582736e-09,1
96,0.9619850085136613,5FE3,0.9615004080889542,5FE4,0.9628029718180625,0.0008179633044012036,0.0008502869557863672,6.69063967346936e-07,0
97,-1.1162632029138804,6051,-1.115896424483589,6051,-1.115896424483589,0.00036677843029142565,0.00032857701421491953,1.345264169270422e-07,1
98,-0.9389356757635531,7FD1,-0.9383533031426873,7FD2,-0.9396245090282801,0.0006888332647270179,0.0007336320075034436,4.744912665944819e-07,0
99,-0.7326697241498462,7F1A,-0.7324393720732029,7F1A,-0.7324393720732029,0.00023035207664334756,0.0003144009763889681,5.306207921390267e-08,1
100,0.5346495231974424,5E31,0.5342930385026464,5E31,0.5342930385026464,0.00035648469479598877,0.0006667633268688831,1.2708133762378926e-07,1
101,-0.9197308681257057,7FC2,-0.9194902933879469,7FC2,-0.9194902933879469,0.0002405747377588474,0.0002615707986936527,5.78762044477382e-08,1
102,-2.126831139469788,622D,-2.125630192264203,622E,-2.128509825768929,0.001678686299141141,0.0007892898820165066,2.8179876909241807e-06,0
103,-0.05704278664240192,77BD,-0.057080454204641445,77BA,-0.056849097254956515,0.00019368938744540598,0.0033955106131058088,3.751557880897659e-08,0
104,-0.6172463175052301,7E9C,-0.6175755319684667,7E9C,-0.6175755319684667,0.00032921446323663783,0.0005333599470746916,1.0838216280418756e-07,1
105,0.9663641910440169,5FE7,0.9667212602247968,5FE7,0.9667212602247968,0.0003570691807798232,0.00036949752907758463,1.2749839986277406e-07,1
106,-0.7079544890375042,7F01,-0.7080647128088655,7F02,-0.7090239421602076,0.0010694531227033455,0.0015106241139275984,1.1437299816599369e-06,0
107,1.215152598675341,4090,1.215247359980469,4090,1.215247359980469,9.476130512786618e-05,7.798304939739019e-05,8.979704949536557e-09,1
108,0.9366205288805414,5FD0,0.93708381705515,5FD0,0.93708381705515,0.0004632881746086115,0.0004946380741433655,2.1463593273217929e-07,1
109,-0.5358660548986238,7E33,-0.5357416538874356,7E33,-0.5357416538874356,0.00012440101118826874,0.00023214945236977767,1.5475611584663765e-08,1
110,1.0393358783319697,401C,1.0386341019613787,401D,1.0400411602399278,0.0007052819079580441,0.0006785890131012808,4.97422569692939e-07,0
111,-0.11169863952607184,79AD,-0.11171467555187702,79B3,-0.1126258090640102,0.0009271695379383521,0.008300634115798153,8.596433520808173e-07,0
112,1.0206917230841808,400F,1.0205146371749483,400F,1.0205146371749483,0.00017708590923248835,0.00017349597848936738,3.13594192486971e-08,1
113,-0.7167896260641828,7F0A,-0.7167447066838945,7F0F,-0.7216128202465351,0.0048231941823522195,0.006728883910940336,2.3263202120676296e-05,0
114,0.7145737171453133,5F08,0.714806669195985,5F08,0.714806669195985,0.00023295205067175306,0.0003260014258604207,5.426665791217501e-08,1
115,0.4776837791489634,5DDE,0.47750698756759746,5DDF,0.4781538757822759,0.00047009663331248897,0.0009841168024378143,2.209908446517367e-07,0
116,-0.3889232578369208,7D46,-0.38869723494427216,7D47,-0.3892238108204586,0.00030055298353781623,0.0007727822326939392,9.033209591348283e-08,0
117,0.03825554034410841,5695,0.038234415378084974,568D,0.03782255476009618,0.00043298558401223125,0.011318245151356585,1.8747651596241296e-07,0
118,0.6492413724210808,5EC1,0.6492982044962841,5EC1,0.6492982044962841,5.6832075203239185e-05,8.753612695892614e-05,3.2298847719066343e-09,1
119,0.7954077836212413,5F57,0.795493404931432,5F57,0.795493404931432,8.562131019063113e-05,0.00010764454655048037,7.3310087587602736e-09,1
120,-0.46148627298582734,7DC5,-0.4616161567874942,7DC5,-0.4616161567874942,0.00012988380166684133,0.00028144672825583734,1.6869801935431375e-08,1
121,-0.5065401396234619,7E0A,-0.5068150424757447,7E09,-0.5061293789381168,0.0004107606853450685,0.0008109143841007519,1.6872434062515035e-07,0
122,0.8717573097754985,5F9B,0.8722021035599532,5F9B,0.8722021035599532,0.0004447937844547223,0.0005102266186552183,1.9784151068955396e-07,1
123,-0.705247010610173,7EFE,-0.7051948041086353,7EFF,-0.7061501455375727,0.0009031349273996847,0.0012805937690091036,8.156526970892338e-07,0
124,-2.053395208696736,6213,-2.052111861477952,6214,-2.0548918982375275,0.0014966895407915182,0.0007288852795860218,2.2400795815147257e-06,0
125,-0.46502612599854104,7DCA,-0.4647514431072051,7DCA,-0.4647514431072051,0.00027468289133592005,0.0005906827078717333,7.545069079266086e-08,1
126,-0.15959675626455538,7AB4,-0.159492722299549,7AB3,-0.1592769466515659,0.00031980961298949673,0.002003860357032349,1.0227818856049167e-07,0
127,-0.616053186027766,7E9A,-0.6159056423670379,7E9B,-0.6167400219924143,0.0006868359646482469,0.0011148971878173041,4.717436423342879e-07,0
128,0.8611036366805269,5F92,0.861639473873137,5F92,0.861639473873137,0.000535837192610078,0.0006222679475326334,2.871214969842498e-07,1
129,-0.028921385364458985,75C7,-0.028929232822260155,75C3,-0.028772998286843748,0.00014838707761523698,0.0051307043471571535,2.2018724803190365e-08,0
130,-1.162470809049268,606F,-1.1621504704176797,6070,-1.1637248587775775,0.0012540497283095586,0.0010787795431484331,1.5726407210732779e-06,0
131,-0.22860107446355166,7BBE,-0.22863112892561216,7BBF,-0.22894086006392286,0.0003397856003712063,0.0014863692183799512,1.1545425421962112e-07,0
132,1.5009502461164574,412C,1.5010140696264256,412C,1.5010140696264256,6.382350996814168e-05,4.252206902479142e-05,4.0734404246534805e-09,1
133,-0.3594626544974172,7D0C,-0.3593439993622456,7D0C,-0.3593439993622456,0.00011865513517161919,0.00033009029919260147,1.4079041102595221e-08,1
134,0.07621323775996913,5893,0.07626206332659559,5895,0.07646883075616995,0.0002555929962008152,0.0033536561851078444,6.532777970690993e-08,0
135,-1.012587892647967,6009,-1.0122587578762337,600A,-1.0136300849514894,0.0010421923035224268,0.0010292363863812777,1.0861647975213822e-06,0
136,-1.906660505443273,61DD,-1.9074438980785824,61DE,-1.9100279502703899,0.0033674448271168167,0.0017661480989946507,1.1339684663675807e-05,0
137,0.12018733707424178,59E3,0.12018755101111928,59E2,0.12002495082269046,0.00016238625155132191,0.0013511094887726244,2.6369294692889197e-08,0
138,0.7541632539833425,5F30,0.7545822137967114,5F30,0.7545822137967114,0.0004189598133689243,0.0005555293381851484,1.7552732521812387e-07,1
139,-0.6243373447552751,7EA4,-0.6243004885946024,7EA4,-0.6243004885946024,3.68561606727269e-05,5.9032446132424785e-05,1.358376579533861e-09,1
140,-0.1787790422640843,7B08,-0.17870166729899625,7B07,-0.1784599041169453,0.0003191381471390198,0.0017850982033319283,1.0184915695932664e-07,0
141,0.48148508066519785,5DE4,0.48140148590903126,5DE6,0.4827066977469068,0.0012216170817089256,0.002537185742123505,1.4923482943230318e-06,0
142,0.3428957905441078,5CE9,0.34271425944733463,5CEB,0.3436434520683228,0.0007476615242150153,0.0021804336618674275,5.5899775479152e-07,0
143,2.0562653050906414,4214,2.0548918982375275,4215,2.057675701168202,0.0014103960775604385,0.0006859018017124339,1.9892170955978704e-06,0
144,-1.5260282798759703,6138,-1.5255981507445384,6139,-1.5276649089067154,0.0016366290307450182,0.0010724762131394034,2.6785545842773775e-06,0
145,1.2259746618133291,4096,1.2251587936371455,4097,1.226818540625877,0.0008438788125477714,0.0006883329964581789,7.121314502670367e-07,0
146,0.959758396391144,5FE2,0.9601996065815237,5FE2,0.9601996065815237,0.0004412101903796817,0.00045970964363396827,1.9466643209487495e-07,1
147,1.2315977848932504,409A,1.2318112847340759,409A,1.2318112847340759,0.00021349984082541518,0.00017335192011888882,4.5582182032477615e-08,1
148,-0.7042020834634324,7EFD,-0.7042407551488019,7EFD,-0.7042407551488019,3.867168536952903e-05,5.491560771779109e-05,1.4954992493198456e-09,1
149,-0.6914868454211619,7EF0,-0.691954940981916,7EEF,-0.691018804062232,0.00046804135892986043,0.0006768622744295184,2.1906271366891044e-07,0
150,0.42435077206703176,5D87,0.4244515754371495,5D86,0.42387734037233316,0.0004734316946986006,0.0011156612073367827,2.2413756954518896e-07,0
151,1.070409558323907,4032,1.0700337118202419,4033,1.071483307774871,0.0010737494509640566,0.001003120200687837,1.152937883445613e-06,0
152,-0.11172079012621217,79AD,-0.11171467555187702,79B0,-0.1121693171876942,0.0004485270614820319,0.0040147143694143775,2.0117652488170645e-07,0
153,0.05549765130688533,57A8,0.05548051539145379,57A9,0.05555567594927901,5.802464239367672e-05,0.0010455332978474689,3.3668591249140653e-09,0
154,1.0050458846844035,4004,1.0054299011128027,4004,1.0054299011128027,0.00038401642839924754,0.00038208845412051343,1.474686172805144e-07,1
155,-0.058569395887774434,77D0,-0.058567738565946874,77C8,-0.057936847658855796,0.0006325482289186377,0.010799978714663053,4.001172619081052e-07,0
156,0.3206511453452475,5CB8,0.32071750401969457,5CB9,0.3211519864021373,0.0005008410568898003,0.0015619500013029453,2.5084176426649216e-07,0
157,-0.04184265685632017,76D8,-0.041864610126665716,76D8,-0.041864610126665716,2.195327034554273e-05,0.0005246624376871225,4.819460788644858e-10,1
158,-1.934699188116911,61E7,-1.9334425204495935,61E7,-1.9334425204495935,0.0012566676673175792,0.0006495416316066808,1.579213626081406e-06,1
159,-0.480922849951235,7DE3,-0.4807502040444771,7DE3,-0.4807502040444771,0.0001726459067579178,0.000358988779126265,2.9806609120263645e-08,1
160,-0.24847736994182446,7BFB,-0.2483134606862384,7BFC,-0.2486498558709083,0.00017248592908383764,0.0006941715824029425,2.9751395731914668e-08,0
161,1.17403938769532,4077,1.1748054593251762,4077,1.1748054593251762,0.000766071629856313,0.0006525093092150326,5.86865742070708e-07,1
162,-0.5345064982005236,7E31,-0.5342930385026464,7E31,-0.5342930385026464,0.0002134596978772274,0.0003993584710304992,4.5565042617837205e-08,1
163,-0.08836863406118238,7900,-0.08838834764831845,78FF,-0.08826876819219659,9.986586898579064e-05,0.0011301053823763768,9.9731917882871e-09,0
164,-0.5821492341297856,7E70,-0.5818624293887887,7E70,-0.5818624293887887,0.00028680474099684883,0.0004926653239105833,8.225695945826954e-08,1
165,0.670352534281007,5ED9,0.6707411991484746,5ED9,0.6707411991484746,0.0003886648674675808,0.0005797917477621636,1.5106037920359213e-07,1
166,-0.3376340000544926,7CDE,-0.3376484289730086,7CDE,-0.3376484289730086,1.4428918515996259e-05,4.2735383621517666e-05,2.0819368954125967e-10,1
167,0.5457125871945462,5E41,0.5459925325915985,5E41,0.5459925325915985,0.0002799453970523391,0.0005129905441461602,7.83694253307918e-08,1
168,-1.1333247892097393,605C,-1.1326385195987192,605C,-1.1326385195987192,0.0006862696110201405,0.0006055365748230675,4.7096597900973496e-07,1
169,-0.07337503112685201,7876,-0.07332600501022733,7872,-0.0729300023095301,0.0004450288173219047,0.006065126112894334,1.980506482469332e-07,0
170,0.9736246929070381,5FEC,0.9732872087896166,5FED,0.9746057403320985,0.000981047425060333,0.0010076238125505343,9.624540502175097e-07,0
171,0.23274040046905287,5BCB,0.2326905255660342,5BCB,0.2326905255660342,4.987490301866515e-05,0.00021429413594781943,2.4875059511212543e-09,1
172,0.880783888259649,5FA2,0.880506921518792,5FA2,0.880506921518792,0.0002769667408570875,0.00031445482206123146,7.671057554099707e-08,1
173,0.9342922318271608,5FCE,0.9345499949706193,5FCE,0.9345499949706193,0.0002577631434584893,0.00027589134820739267,6.644183812560173e-08,1
174,-1.3462615121039039,60DC,-1.3469417862329458,60DC,-1.3469417862329458,0.0006802741290419245,0.0005053060812670854,4.6277289064374897e-07,1
175,-1.0526994690312468,6026,-1.0527907730046264,6026,-1.0527907730046264,9.130397337964169e-05,8.673318080388578e-05,8.336415554910318e-09,1
176,0.9605885198277504,5FE2,0.9601996065815237,5FE3,0.9615004080889542,0.0009118882612038082,0.0009493016441288773,8.315402009213046e-07,0
177,0.053082594113161574,5787,0.05305644692964369,5789,0.053200297550456424,0.00011770343729484989,0.0022173640768936324,1.385409915102266e-08,0
178,-0.2586204931649475,7C19,-0.2586060845934703,7C1A,-0.2589564234004893,0.0003359302355417926,0.001298931230973785,1.1284912315116424e-07,0
179,0.4653597220438441,5DCB,0.4653810511320684,5DCB,0.4653810511320684,2.1329088224275594e-05,4.5833550292231914e-05,4.549300044789318e-10,1
180,-0.6383461230685498,7EB4,-0.637970889198196,7EB5,-0.6388351610523788,0.0004890379838290437,0.0007661015962284268,2.39158149627576e-07,0
181,-1.3360606277071132,60D6,-1.3360451382041458,60D6,-1.3360451382041458,1.5489502967369617e-05,1.1593413237505547e-05,2.3992470217615217e-10,1
182,0.7492051808525353,5F2B,0.7494916835205777,5F2B,0.7494916835205777,0.00028650266804242097,0.00038240881852472504,8.208377879542566e-08,1
183,0.23329641795815687,5BCD,0.2333214135824199,5BCE,0.23363749874265483,0.0003410807844979602,0.0014620060928630936,1.1633610155374396e-07,0
184,0.07250307862265282,586E,0.07253613825171867,5868,0.07194932687206142,0.0005537517505913997,0.007637630858041742,3.0664100128303974e-07,0
185,1.0852005250264574,403C,1.0846183622133092,403D,1.0860877162839455,0.0008871912574881513,0.0008175367013082872,7.871083273634072e-07,0
186,-0.051059437887823966,776B,-0.05108290477796826,7777,-0.05191955667898805,0.0008601187911640856,0.016845441836898803,7.39804334913568e-07,0
187,1.1668804158625647,4072,1.1668800369524817,4072,1.1668800369524817,3.789100830875469e-07,3.247205779929509e-07,1.435728510654117e-13,1
188,1.7364704982887407,4198,1.7373338352737062,4198,1.7373338352737062,0.0008633369849655459,0.0004971791837617446,7.453507496093992e-07,1
189,0.7184507451696704,5F0C,0.7186879987244912,5F0C,0.7186879987244912,0.00023725355482073773,0.00033022939486924405,5.628924927507681e-08,1
190,0.4299666807180739,5D91,0.4302368864681514,5D90,0.4296548245306195,0.0003118561874544401,0.0007253031489175367,9.725428165361888e-08,0
