test_id,reference_real,reference_rounded_fp8_hex,reference_rounded_fp8_real,hw_hex,hw_real,abs_error,rel_error,squared_error,exact_match_to_reference_rounded_fp8
72,0.2863596250988214,29,0.28125,28,0.25,0.0363596250988214,0.12697189796317782,0.0013220223373268433,0
73,-1.170819347447572,B9,-1.125,BA,-1.25,0.0791806525524279,0.06762841144113696,0.006269575738628306,0
74,0.2516593140976302,28,0.25,2A,0.3125,0.060840685902369795,0.24175813289694853,0.003701589061070819,0
75,0.022493248214492112,0C,0.0234375,0D,0.025390625,0.002897376785507888,0.1288109550865644,8.394792237200023e-06,0
76,-0.9893515343595501,B8,-1.0,B8,-1.0,0.010648465640449856,0.010763075884188188,0.00011338982049584116,1
77,0.22134208526358168,26,0.21875,26,0.21875,0.0025920852635816782,0.011710765535144095,6.718906013677298e-06,1
78,0.30732601331111165,2A,0.3125,28,0.25,0.057326013311111645,0.18653160106261324,0.0032862718021457495,0
79,-1.4508908425981475,BC,-1.5,BC,-1.5,0.04910915740185251,0.03384758932926441,0.002411709340719925,1
80,1.2724784348968776,3A,1.25,3B,1.375,0.10252156510312238,0.08056841066342377,0.010510671311193761,0
81,1.831750641880792,3F,1.875,3E,1.75,0.08175064188079206,0.04462978748944382,0.0066831674479215135,0
82,-0.8137752639457355,B5,-0.8125,B6,-0.875,0.061224736054264484,0.07523543509716105,0.0037484683049143533,0
83,-0.8028591867620138,B5,-0.8125,B6,-0.875,0.07214081323798616,0.08985487670501101,0.005204296934637999,0
84,-1.2354702308686971,BA,-1.25,BA,-1.25,0.014529769131302883,0.01176051738704101,0.00021111419100896213,1
85,0.42696183506116164,2E,0.4375,30,0.5,0.07303816493883836,0.1710648562496827,0.005334573537632957,0
86,-0.8483224934853926,B6,-0.875,B6,-0.875,0.02667750651460743,0.031447364321321974,0.0007116893538369218,1
87,-0.4727613282603497,AF,-0.46875,B0,-0.5,0.027238671739650278,0.05761611644480772,0.0007419452381404227,0
88,-1.3063292833410696,BA,-1.25,BB,-1.375,0.06867071665893043,0.05256769295050794,0.0047156673264511055,0
89,0.3905910015666926,2C,0.375,2D,0.40625,0.015658998433307425,0.04009052530779741,0.0002452042319343244,0
90,0.8261624709662259,35,0.8125,35,0.8125,0.01366247096622586,0.016537268934822377,0.00018666311290296456,1
91,2.045202750599115,40,2.0,40,2.0,0.04520275059911505,0.022101843245552796,0.002043288661725796,1
92,0.02609932560349526,0D,0.025390625,00,0.0,0.02609932560349526,1.0,0.0006811747969572632,0
93,0.020742411470641264,0B,0.021484375,10,0.03125,0.010507588529358736,0.5065750693563832,0.00011040941670231128,0
94,-1.934277024881389,BF,-1.875,BF,-1.875,0.05927702488138897,0.030645571507537227,0.0035137656787888076,1
95,0.5429984528336602,31,0.5625,30,0.5,0.04299845283366022,0.07918706325823027,0.0018488669460885023,0
96,0.4649301604824736,2F,0.46875,2F,0.46875,0.003819839517526402,0.008215942612891422,1.4591173939656337e-05,1
97,-0.8126959019261593,B5,-0.8125,B5,-0.8125,0.00019590192615925872,0.0002410519429161071,3.837756467290766e-08,1
98,-0.8405546025839696,B5,-0.8125,B6,-0.875,0.034445397416030366,0.040979369228531876,0.0011864854031482714,0
99,-1.5768715315676847,BD,-1.625,BD,-1.625,0.04812846843231533,0.030521489841640593,0.002316349473640373,1
100,-0.3595646653263861,AC,-0.375,AC,-0.375,0.01543533467361391,0.042927840697591514,0.00023824955648646783,1
101,0.7231692949504218,34,0.75,34,0.75,0.026830705049578185,0.03710155455565576,0.0007198867334574603,1
102,0.4617489315198595,2F,0.46875,2F,0.46875,0.007001068480140482,0.015162067526818675,4.9014959863616563e-05,1
103,-0.1935203125743501,A4,-0.1875,A5,-0.203125,0.009604687425649905,0.049631417487297644,9.22500205444374e-05,0
104,3.072662309712012,44,3.0,44,3.0,0.07266230971201182,0.023647997205010842,0.005279811252684327,1
105,-0.8075284148445998,B5,-0.8125,B5,-0.8125,0.004971585155400193,0.00615654516176613,2.4716658957395565e-05,1
106,0.6088727447527716,32,0.625,31,0.5625,0.046372744752771644,0.07616163665135144,0.00215043145590571,0
107,0.7660451381195073,34,0.75,35,0.8125,0.04645486188049275,0.06064246030531628,0.002158054192335658,0
108,0.9904786289120013,38,1.0,38,1.0,0.009521371087998665,0.009612899067249422,9.065650739537687e-05,1
109,0.7156317989752299,33,0.6875,33,0.6875,0.028131798975229882,0.03931043731638818,0.0007913981135827451,1
110,0.17071166524745623,23,0.171875,23,0.171875,0.0011633347525437654,0.006814617799301798,1.3533477464760639e-06,1
111,-1.5767804247531687,BD,-1.625,BD,-1.625,0.04821957524683129,0.030581033661918812,0.0023251274369848252,1
112,0.09191793922145192,1C,0.09375,18,0.0625,0.029417939221451916,0.3200456784673685,0.000865415148037039,0
113,-0.3024497572788808,AA,-0.3125,A8,-0.25,0.05244975727888079,0.17341643038753798,0.0027509770386135086,0
114,-0.36257767492864973,AC,-0.375,AD,-0.40625,0.04367232507135027,0.12044957009541302,0.0019072719771376894,0
115,-0.7026420694500185,B3,-0.6875,B3,-0.6875,0.015142069450018503,0.021550189076880506,0.00022928226722918364,1
116,0.6353451506861141,32,0.625,32,0.625,0.01034515068611408,0.016282725499584396,0.00010702214271840661,1
117,0.12333605574991535,20,0.125,21,0.140625,0.017288944250084648,0.14017753482518444,0.00029890759328253503,0
118,1.9249722163008773,3F,1.875,3F,1.875,0.04997221630087734,0.02595996756613269,0.0024972224020216706,1
119,1.3461830210937948,3B,1.375,3B,1.375,0.02881697890620516,0.021406434678392327,0.0008304182732806731,1
120,0.12306844704270475,20,0.125,1F,0.1171875,0.005880947042704754,0.0477859856366276,3.458553811909779e-05,0
121,1.0411205233565382,38,1.0,38,1.0,0.04112052335653815,0.03949641029452281,0.0016908974411155998,1
122,-1.3470864265370803,BB,-1.375,BA,-1.25,0.09708642653708033,0.07207141622431595,0.009425774217739895,0
123,-0.7989015260601242,B5,-0.8125,B4,-0.75,0.04890152606012421,0.061210955874984714,0.0023913592510090074,0
124,-1.6515831910737848,BD,-1.625,BD,-1.625,0.026583191073784818,0.016095581026409955,0.0007066660476653528,1
125,-0.19044696682760637,A4,-0.1875,A6,-0.21875,0.028303033172393632,0.14861372509026985,0.0008010616867576144,0
126,1.395443449656498,3B,1.375,3B,1.375,0.020443449656498025,0.014650145558768705,0.00041793463385776924,1
127,-0.3457881270700972,AB,-0.34375,AA,-0.3125,0.033288127070097207,0.09626740904076539,0.0011080994038349383,0
128,0.792078125539956,35,0.8125,33,0.6875,0.10457812553995605,0.13203006391404334,0.010936584341450808,0
129,-0.3862933390502076,AC,-0.375,AC,-0.375,0.011293339050207574,0.029235137934231242,0.0001275395069029433,1
130,0.9433339629181281,37,0.9375,37,0.9375,0.005833962918128099,0.00618440885991341,3.403512333009373e-05,1
131,1.854321265282032,3F,1.875,3F,1.875,0.020678734717967995,0.011151646214240482,0.0004276100695360949,1
132,0.8260633983645497,35,0.8125,37,0.9375,0.11143660163545033,0.13490078589134183,0.01241811618405805,0
133,0.12664226103192544,20,0.125,21,0.140625,0.01398273896807456,0.1104113181029643,0.0001955169890493108,0
134,1.3255247708921587,3B,1.375,3B,1.375,0.0494752291078413,0.03732501285097936,0.002447798295273387,1
135,0.32029844830465604,2A,0.3125,2A,0.3125,0.007798448304656036,0.02434744328588954,6.08157959603926e-05,1
136,-0.5591657932285519,B1,-0.5625,B2,-0.625,0.06583420677144813,0.11773647023600967,0.004334142781225787,0
137,0.32634339970603116,2A,0.3125,2B,0.34375,0.017406600293968844,0.05333829429260294,0.00030298973379399625,0
138,-0.1532039510680958,A2,-0.15625,A2,-0.15625,0.0030460489319041884,0.01988231315620761,9.278414095554646e-06,1
139,-0.7728037058176566,B4,-0.75,B5,-0.8125,0.03969629418234344,0.05136659397918286,0.0015757957718111535,0
140,0.0934726696871202,1C,0.09375,1C,0.09375,0.0002773303128797977,0.002966966855746195,7.691210244200648e-08,1
141,0.45589407277290955,2F,0.46875,2E,0.4375,0.018394072772909553,0.040347251415291004,0.00033834191317509254,0
142,-0.20804968378807542,A5,-0.203125,A7,-0.234375,0.026325316211924576,0.12653379583474972,0.0006930222736578189,0
143,-1.354675143291732,BB,-1.375,BB,-1.375,0.02032485670826789,0.015003491286390933,0.0004130998002116223,1
144,-1.6070283926374864,BD,-1.625,BE,-1.75,0.14297160736251358,0.08896644764805044,0.020440880511820747,0
145,0.2899036196488172,29,0.28125,29,0.28125,0.008653619648817223,0.029849988279898074,7.488513302639552e-05,1
146,1.3162317959836765,3B,1.375,3B,1.375,0.058768204016323544,0.04464882568226028,0.003453701803304227,1
147,-0.17002250016320844,A3,-0.171875,A3,-0.171875,0.0018524998367915602,0.010895615786224198,3.431755645312757e-06,1
148,1.5795673040989067,3D,1.625,3B,1.375,0.20456730409890667,0.1295084442227081,0.041847781906294554,0
149,-1.0648786303131244,B9,-1.125,B8,-1.0,0.06487863031312435,0.06092584494257997,0.004209236671307058,0
150,0.5169881449546332,30,0.5,30,0.5,0.01698814495463319,0.03285983464112883,0.00028859706899962906,1
151,2.0232684252628808,40,2.0,3F,1.875,0.14826842526288075,0.0732816384675288,0.021983525929934456,0
152,-2.3620130117631053,C1,-2.25,C2,-2.5,0.1379869882368947,0.05841923289571358,0.019040408922688917,0
153,1.0349946880923007,38,1.0,38,1.0,0.03499468809230066,0.033811466372646586,0.0012246281946774098,1
154,1.573894104668476,3D,1.625,3D,1.625,0.05110589533152399,0.03247098720297253,0.0026118125376366854,1
155,-0.9541577282331319,B7,-0.9375,B7,-0.9375,0.01665772823313194,0.017458044660999605,0.000277479909888881,1
156,0.047463379602053046,14,0.046875,12,0.0390625,0.008400879602053046,0.1769970801171028,7.057477808819094e-05,0
157,-0.20599478419219738,A5,-0.203125,A5,-0.203125,0.0028697841921973832,0.013931343958300495,8.235661309785988e-06,1
158,-1.4749744465969223,BC,-1.5,BC,-1.5,0.02502555340307766,0.016966770821567043,0.0006262783231302919,1
159,1.1806450882710173,39,1.125,39,1.125,0.05564508827101733,0.04713108860894527,0.0030963758486893104,1
160,-0.18932886351093886,A4,-0.1875,A4,-0.1875,0.0018288635109388607,0.009659718423404545,3.3447417416436163e-06,1
161,0.5214909055945468,30,0.5,30,0.5,0.021490905594546805,0.041210508877513846,0.0004618590232737232,1
162,-0.0657970801645289,98,-0.0625,98,-0.0625,0.0032970801645288983,0.050109824878009544,1.0870737611329908e-05,1
163,1.1774453228292083,39,1.125,3A,1.25,0.07255467717079167,0.06162042157206473,0.005264181179357798,0
164,-0.7038048911044092,B3,-0.6875,B2,-0.625,0.07880489110440925,0.11196979745444617,0.0062102108619778,0
165,-0.3762666901594597,AC,-0.375,AD,-0.40625,0.029983309840540318,0.07968632521745032,0.0008989988689938419,0
166,1.9591470313605897,40,2.0,40,2.0,0.04085296863941035,0.02085242607393216,0.0016689650466526454,1
167,0.86230758491356,36,0.875,36,0.875,0.012692415086440034,0.014719127267925349,0.00016109740072649058,1
168,0.5618794524801513,31,0.5625,31,0.5625,0.0006205475198487465,0.0011044139754704193,3.8507922439043036e-07,1
169,0.9316832422499439,37,0.9375,38,1.0,0.06831675775005608,0.07332616349852587,0.004667179389479847,0
170,-1.5519754050393781,BC,-1.5,BD,-1.625,0.07302459496062186,0.04705267539904668,0.005332591469162879,0
171,-0.009480932046552426,85,-0.009765625,97,-0.05859375,0.049112817953447574,5.18016770000019,0.0024120688873284822,0
172,-0.42363991351363844,AE,-0.4375,B0,-0.5,0.07636008648636156,0.1802476207990805,0.005830862808204617,0
173,-0.32850092207208714,AB,-0.34375,AA,-0.3125,0.016000922072087143,0.048708910681766235,0.0002560295071570055,0
174,0.20435160264199692,25,0.203125,21,0.140625,0.06372660264199692,0.31184782413299394,0.004061079884290969,0
175,-0.3868984313610456,AC,-0.375,AD,-0.40625,0.019351568638954375,0.050017180402822284,0.0003744832087881625,0
176,0.36206375203781804,2C,0.375,2A,0.3125,0.04956375203781804,0.13689233390212738,0.002456565516066312,0
177,-0.205072181366719,A5,-0.203125,A2,-0.15625,0.04882218136671901,0.23807315571200297,0.002383605393404805,0
178,-1.0959500022824087,B9,-1.125,B8,-1.0,0.09595000228240869,0.08754961638996732,0.009206402937994232,0
179,-0.2691934606581924,A9,-0.28125,AB,-0.34375,0.07455653934180761,0.2769626690021106,0.005558677558626507,0
180,0.1947810059171417,24,0.1875,22,0.15625,0.0385310059171417,0.19781705991154233,0.001484638416986809,0
181,0.5246354575832846,30,0.5,30,0.5,0.02463545758328456,0.04695728667819548,0.0006069057703378127,1
182,0.6685150672438961,33,0.6875,32,0.625,0.04351506724389609,0.06509212637988362,0.0018935610772407984,0
183,-0.0069100580326696415,84,-0.0078125,92,-0.0390625,0.03215244196733036,4.652991597945891,0.0010337795244625466,0
184,1.0858856855117596,39,1.125,39,1.125,0.03911431448824043,0.0360206557744672,0.0015299295978849752,1
185,0.23668170857249582,27,0.234375,27,0.234375,0.002306708572495819,0.009746036507883634,5.3209044384257e-06,1
186,0.439482754750222,2E,0.4375,2D,0.40625,0.03323275475022203,0.07561788122746638,0.0011044159882884048,0
187,-0.17107935881954964,A3,-0.171875,A3,-0.171875,0.0007956411804503627,0.004650714065918295,6.330448880284467e-07,1
188,1.0222602588179233,38,1.0,38,1.0,0.022260258817923262,0.021775529886746855,0.0004955191226409303,1
189,0.9266829260584618,37,0.9375,37,0.9375,0.010817073941538191,0.011672896561877274,0.00011700908865670458,1
190,0.16553172595881338,23,0.171875,22,0.15625,0.00928172595881338,0.05607218740124056,8.615043677451016e-05,0
191,0.8134468489420548,35,0.8125,35,0.8125,0.0009468489420547677,0.0011639960782763026,8.965229190702327e-07,1
192,0.7898171391718236,35,0.8125,35,0.8125,0.022682860828176388,0.028719129660772988,0.0005145121753504188,1
193,-0.12449994734746325,A0,-0.125,A3,-0.171875,0.04737505265253675,0.38052267219293756,0.0022443956138306293,0
194,-0.15319871011337588,A2,-0.15625,A3,-0.171875,0.01867628988662412,0.12190892385975435,0.0003488038039292184,0
195,-0.2395879156323299,A7,-0.234375,A6,-0.21875,0.020837915632329895,0.08697398438203215,0.00043421872790009864,0
196,1.2223860767237906,3A,1.25,3A,1.25,0.027613923276209373,0.02259018145087151,0.0007625287587043778,1
197,0.9035966571435747,36,0.875,37,0.9375,0.03390334285642527,0.03752043855894686,0.0011494366568403221,0
198,-0.29940610035436843,AA,-0.3125,AA,-0.3125,0.013093899645631568,0.04373290868200082,0.0001714502079298705,1
199,-0.029544780215918484,8F,-0.029296875,93,-0.04296875,0.013423969784081516,0.45436011660864517,0.00018020296476393353,0
200,0.33010210282258484,2B,0.34375,2A,0.3125,0.017602102822584842,0.05332320718976209,0.00030983402377684924,0
201,0.6405632930181675,32,0.625,33,0.6875,0.0469367069818325,0.07327411279013343,0.002203054462298404,0
202,0.9071883270995875,37,0.9375,36,0.875,0.03218832709958752,0.03548141674452345,0.0010360884014700405,0
203,0.2707538607258687,29,0.28125,28,0.25,0.02075386072586871,0.07665213219944243,0.00043072273502875577,0
204,0.23685249275971237,27,0.234375,28,0.25,0.013147507240287626,0.0555092626938312,0.00017285694663341555,0
205,-0.32711312807857396,AA,-0.3125,AA,-0.3125,0.014613128078573956,0.04467301011246427,0.00021354351224080656,1
206,-0.514548125879705,B0,-0.5,B0,-0.5,0.014548125879704998,0.028273596089447562,0.00021164796661174234,1
207,-0.16293642024434818,A2,-0.15625,A7,-0.234375,0.07143857975565182,0.4384445150354887,0.005103470677504626,0
208,-1.1200274311548266,B9,-1.125,B9,-1.125,0.004972568845173386,0.004439684874544832,2.4726440919988983e-05,1
209,-0.2802752922681093,A9,-0.28125,A9,-0.28125,0.0009747077318906783,0.0034776798340050608,9.500551626074703e-07,1
210,0.5122638844868213,30,0.5,2F,0.46875,0.04351388448682125,0.08494427541073454,0.0018934581431324232,0
211,-1.3567594884980867,BB,-1.375,BB,-1.375,0.018240511501913304,0.013444174635627784,0.00033271625985143154,1
212,-0.20464790707115946,A5,-0.203125,A5,-0.203125,0.0015229070711594572,0.007441596119670636,2.319245947387476e-06,1
213,-1.5809679891270099,BD,-1.625,BD,-1.625,0.044032010872990135,0.02785129817669746,0.0019388179815191214,1
214,0.38069451418294875,2C,0.375,2D,0.40625,0.02555548581705125,0.06712858963018878,0.0006530828553455076,0
215,-0.9331834633949001,B7,-0.9375,B6,-0.875,0.0581834633949001,0.06234943682266935,0.0033853154126256804,0
216,-1.5078066154299123,BC,-1.5,BD,-1.625,0.11719338457008766,0.07772441331057098,0.013734289386992459,0
217,-1.2658241612163867,BA,-1.25,BA,-1.25,0.015824161216386745,0.012501073767766137,0.00025040407820219843,1
218,1.193117480932123,3A,1.25,39,1.125,0.068117480932123,0.05709201484409249,0.00463999120853814,0
219,-0.36547357414006404,AC,-0.375,AE,-0.4375,0.07202642585993596,0.19707697342936364,0.0051878060221568515,0
220,0.5857162389170243,31,0.5625,33,0.6875,0.10178376108297571,0.17377657356943274,0.01035993402019628,0
221,-0.6701242596170807,B3,-0.6875,B3,-0.6875,0.017375740382919336,0.02592913199836714,0.0003019163538546138,1
222,0.12986039304954594,20,0.125,20,0.125,0.004860393049545941,0.037427832577801794,2.3623420596074496e-05,1
223,1.0942642000054428,39,1.125,38,1.0,0.09426420000544278,0.0861439129645052,0.008885739402666118,0
224,-0.8451262408886104,B6,-0.875,B6,-0.875,0.029873759111389564,0.03534828013383978,0.000892441483445331,1
225,-1.0394081501883823,B8,-1.0,B8,-1.0,0.039408150188382285,0.03791402846056186,0.0015530023012700948,1
226,0.9117073184728193,37,0.9375,38,1.0,0.08829268152718073,0.09684322999082408,0.007795597611260161,0
227,-1.4185136728707302,BB,-1.375,BC,-1.5,0.08148632712926984,0.05744486548681701,0.006640021509018378,0
228,-0.23847190758346326,A7,-0.234375,A6,-0.21875,0.01972190758346326,0.08270117760751652,0.0003889536387306657,0
229,0.3171356685464588,2A,0.3125,2A,0.3125,0.004635668546458804,0.014617304220952686,2.1489422872627482e-05,1
230,0.10753434510047555,1E,0.109375,1D,0.1015625,0.005971845100475548,0.05553430482973331,3.566293390407381e-05,0
231,-0.9683495001309235,B7,-0.9375,B7,-0.9375,0.03084950013092347,0.03185781592983993,0.000951691658327847,1
232,-0.8256848031044475,B5,-0.8125,B5,-0.8125,0.013184803104447473,0.01596832478310688,0.00017383903290304773,1
233,-1.0836653928972493,B9,-1.125,B9,-1.125,0.04133460710275072,0.03814333038009084,0.0017085497443387703,1
234,-0.03599979626224137,91,-0.03515625,84,-0.0078125,0.028187296262241368,0.7829848829396239,0.0007945236705753662,0
235,-0.7378819457024279,B4,-0.75,B5,-0.8125,0.07461805429757207,0.10112465108024737,0.005567854027155413,0
236,0.044655819753872006,13,0.04296875,13,0.04296875,0.0016870697538720059,0.037779392768301466,2.8462043544297505e-06,1
237,-0.4891815279628997,B0,-0.5,B0,-0.5,0.01081847203710029,0.022115454935822475,0.00011703933721752092,1
238,1.083105257156195,39,1.125,38,1.0,0.08310525715619499,0.07672869890263154,0.006906483766997299,0
239,-0.44074375265726173,AE,-0.4375,AE,-0.4375,0.0032437526572617337,0.007359724642051121,1.0521931301492558e-05,1
240,-0.2082570640594809,A5,-0.203125,A5,-0.203125,0.005132064059480912,0.024642929077378754,2.63380815106157e-05,1
241,0.2287016583788446,27,0.234375,23,0.171875,0.0568266583788446,0.248475060398168,0.0032292691025059086,0
242,-0.431020031767773,AE,-0.4375,AE,-0.4375,0.006479968232227018,0.015034030334159332,4.1989988290671346e-05,1
