test_id,reference_real,reference_rounded_posit8_hex,reference_rounded_posit8_real,hw_hex,hw_real,abs_error,rel_error,squared_error,exact_match_to_reference_rounded_posit8
102,0.4833984375,1F,0.484375,1E,0.46875,0.0146484375,0.030303030303030304,0.00021457672119140625,0
103,-0.207763671875,F3,-0.203125,F2,-0.21875,0.010986328125,0.052878965922444184,0.00012069940567016602,0
104,3.072998046875,69,3.125,69,3.125,0.052001953125,0.01692222133947724,0.0027042031288146973,1
105,-0.802734375,CD,-0.796875,CD,-0.796875,0.005859375,0.0072992700729927005,3.4332275390625e-05,1
106,0.606201171875,27,0.609375,27,0.609375,0.003173828125,0.005235602094240838,1.0073184967041016e-05,1
107,0.7744140625,32,0.78125,32,0.78125,0.0068359375,0.008827238335435058,4.673004150390625e-05,1
108,0.97900390625,3F,0.984375,3F,0.984375,0.00537109375,0.005486284289276808,2.8848648071289062e-05,1
109,0.716552734375,2E,0.71875,2E,0.71875,0.002197265625,0.0030664395229982964,4.827976226806641e-06,1
110,0.17626953125,0B,0.171875,0B,0.171875,0.00439453125,0.024930747922437674,1.9311904907226562e-05,1
111,-1.582763671875,AD,-1.59375,AE,-1.5625,0.020263671875,0.012802714792534321,0.000410616397857666,0
112,0.091552734375,06,0.09375,05,0.078125,0.013427734375,0.14666666666666667,0.00018030405044555664,0
113,-0.304443359375,ED,-0.296875,EE,-0.28125,0.023193359375,0.07618283881315156,0.0005379319190979004,0
114,-0.341552734375,EA,-0.34375,EA,-0.34375,0.002197265625,0.006433166547533953,4.827976226806641e-06,1
115,-0.694091796875,D4,-0.6875,D3,-0.703125,0.009033203125,0.013014421385860007,8.159875869750977e-05,0
116,0.632080078125,28,0.625,29,0.640625,0.008544921875,0.013518733101583623,7.301568984985352e-05,0
117,0.13134765625,08,0.125,08,0.125,0.00634765625,0.048327137546468404,4.029273986816406e-05,1
118,1.908447265625,5D,1.90625,5C,1.875,0.033447265625,0.017525905078674683,0.0011187195777893066,0
119,1.332763671875,4B,1.34375,4A,1.3125,0.020263671875,0.0152042498626122,0.000410616397857666,0
120,0.13330078125,09,0.140625,08,0.125,0.00830078125,0.06227106227106227,6.890296936035156e-05,0
121,1.029541015625,41,1.03125,40,1.0,0.029541015625,0.02869338392221959,0.0008726716041564941,0
122,-1.342529296875,B5,-1.34375,B5,-1.34375,0.001220703125,0.0009092562284051646,1.4901161193847656e-06,1
123,-0.81201171875,CC,-0.8125,CC,-0.8125,0.00048828125,0.0006013229104028864,2.384185791015625e-07,1
124,-1.636962890625,AC,-1.625,AC,-1.625,0.011962890625,0.007307979120059657,0.0001431107521057129,1
125,-0.1923828125,F4,-0.1875,F4,-0.1875,0.0048828125,0.025380710659898477,2.384185791015625e-05,1
126,1.397216796875,4D,1.40625,4C,1.375,0.022216796875,0.015900751354184867,0.0004935860633850098,0
127,-0.33837890625,EA,-0.34375,EA,-0.34375,0.00537109375,0.015873015873015872,2.8848648071289062e-05,1
128,0.787353515625,32,0.78125,33,0.796875,0.009521484375,0.012093023255813953,9.065866470336914e-05,0
129,-0.381103515625,E8,-0.375,E9,-0.359375,0.021728515625,0.057014734144778985,0.00047212839126586914,0
130,0.951416015625,3D,0.953125,3E,0.96875,0.017333984375,0.01821914293045933,0.00030046701431274414,0
131,1.84033203125,5B,1.84375,5C,1.875,0.03466796875,0.01883788803396126,0.0012018680572509766,0
132,0.8388671875,36,0.84375,35,0.828125,0.0107421875,0.012805587892898719,0.00011539459228515625,0
133,0.12548828125,08,0.125,07,0.109375,0.01611328125,0.12840466926070038,0.00025963783264160156,0
134,1.330322265625,4B,1.34375,4A,1.3125,0.017822265625,0.013396953569462286,0.00031763315200805664,0
135,0.31982421875,14,0.3125,14,0.3125,0.00732421875,0.022900763358778626,5.364418029785156e-05,1
136,-0.56591796875,DC,-0.5625,DC,-0.5625,0.00341796875,0.0060396893874029335,1.1682510375976562e-05,1
137,0.34033203125,16,0.34375,16,0.34375,0.00341796875,0.010043041606886656,1.1682510375976562e-05,1
138,-0.15185546875,F6,-0.15625,F6,-0.15625,0.00439453125,0.028938906752411574,1.9311904907226562e-05,1
139,-0.771484375,CF,-0.765625,CE,-0.78125,0.009765625,0.012658227848101266,9.5367431640625e-05,0
140,0.090576171875,06,0.09375,05,0.078125,0.012451171875,0.13746630727762804,0.00015503168106079102,0
141,0.447265625,1D,0.453125,1C,0.4375,0.009765625,0.021834061135371178,9.5367431640625e-05,0
142,-0.21875,F2,-0.21875,F2,-0.21875,0.0,0.0,0.0,1
143,-1.349609375,B5,-1.34375,B4,-1.375,0.025390625,0.01881331403762663,0.000644683837890625,0
144,-1.60595703125,AD,-1.59375,AC,-1.625,0.01904296875,0.011857707509881422,0.00036263465881347656,0
145,0.300537109375,13,0.296875,14,0.3125,0.011962890625,0.039805036555645816,0.0001431107521057129,0
146,1.31005859375,4A,1.3125,4A,1.3125,0.00244140625,0.0018635855385762206,5.9604644775390625e-06,1
147,-0.155517578125,F6,-0.15625,F6,-0.15625,0.000732421875,0.004709576138147566,5.364418029785156e-07,1
148,1.564697265625,52,1.5625,52,1.5625,0.002197265625,0.0014042752379466376,4.827976226806641e-06,1
149,-1.0751953125,BE,-1.0625,BE,-1.0625,0.0126953125,0.011807447774750226,0.00016117095947265625,1
150,0.5,20,0.5,20,0.5,0.0,0.0,0.0,1
151,2.0341796875,60,2.0,60,2.0,0.0341796875,0.016802688430148822,0.0011682510375976562,1
152,-2.3427734375,9D,-2.375,9D,-2.375,0.0322265625,0.013755731554814505,0.0010385513305664062,1
153,1.04296875,41,1.03125,42,1.0625,0.01953125,0.018726591760299626,0.0003814697265625,0
154,1.56591796875,52,1.5625,52,1.5625,0.00341796875,0.002182725288431556,1.1682510375976562e-05,1
155,-0.953125,C3,-0.953125,C3,-0.953125,0.0,0.0,0.0,1
156,0.049560546875,03,0.046875,03,0.046875,0.002685546875,0.054187192118226604,7.212162017822266e-06,1
157,-0.20458984375,F3,-0.203125,F3,-0.203125,0.00146484375,0.007159904534606206,2.1457672119140625e-06,1
158,-1.48388671875,B1,-1.46875,B2,-1.4375,0.04638671875,0.03126028298782494,0.0021517276763916016,0
159,1.185546875,46,1.1875,46,1.1875,0.001953125,0.0016474464579901153,3.814697265625e-06,1
160,-0.19384765625,F4,-0.1875,F3,-0.203125,0.00927734375,0.04785894206549118,8.606910705566406e-05,0
161,0.50244140625,20,0.5,21,0.515625,0.01318359375,0.026239067055393587,0.00017380714416503906,0
162,-0.06103515625,FC,-0.0625,FC,-0.0625,0.00146484375,0.024,2.1457672119140625e-06,1
163,1.17822265625,46,1.1875,46,1.1875,0.00927734375,0.007874015748031496,8.606910705566406e-05,1
164,-0.708984375,D3,-0.703125,D3,-0.703125,0.005859375,0.008264462809917356,3.4332275390625e-05,1
165,-0.37744140625,E8,-0.375,E8,-0.375,0.00244140625,0.00646830530401035,5.9604644775390625e-06,1
166,1.95703125,5F,1.96875,5E,1.9375,0.01953125,0.00998003992015968,0.0003814697265625,0
167,0.85986328125,37,0.859375,37,0.859375,0.00048828125,0.0005678591709256105,2.384185791015625e-07,1
168,0.574951171875,25,0.578125,25,0.578125,0.003173828125,0.005520169851380042,1.0073184967041016e-05,1
169,0.9443359375,3C,0.9375,3B,0.921875,0.0224609375,0.023784901758014478,0.0005044937133789062,0
170,-1.543212890625,AF,-1.53125,AF,-1.53125,0.011962890625,0.007751937984496124,0.0001431107521057129,1
171,-0.01318359375,FF,-0.015625,FF,-0.015625,0.00244140625,0.18518518518518517,5.9604644775390625e-06,1
172,-0.4296875,E4,-0.4375,E5,-0.421875,0.0078125,0.01818181818181818,6.103515625e-05,0
173,-0.3251953125,EB,-0.328125,EB,-0.328125,0.0029296875,0.009009009009009009,8.58306884765625e-06,1
174,0.20361328125,0D,0.203125,0D,0.203125,0.00048828125,0.002398081534772182,2.384185791015625e-07,1
175,-0.393310546875,E7,-0.390625,E6,-0.40625,0.012939453125,0.032898820608317815,0.00016742944717407227,0
176,0.364013671875,17,0.359375,18,0.375,0.010986328125,0.030181086519114688,0.00012069940567016602,0
177,-0.190673828125,F4,-0.1875,F3,-0.203125,0.012451171875,0.06530089628681178,0.00015503168106079102,0
178,-1.08837890625,BD,-1.09375,BD,-1.09375,0.00537109375,0.00493494840735756,2.8848648071289062e-05,1
179,-0.276123046875,EE,-0.28125,ED,-0.296875,0.020751953125,0.07515473032714412,0.00043064355850219727,0
180,0.18359375,0C,0.1875,0C,0.1875,0.00390625,0.02127659574468085,1.52587890625e-05,1
181,0.54541015625,23,0.546875,22,0.53125,0.01416015625,0.025962399283795883,0.00020051002502441406,0
182,0.6640625,2A,0.65625,2A,0.65625,0.0078125,0.011764705882352941,6.103515625e-05,1
183,-0.00341796875,FF,-0.015625,FF,-0.015625,0.01220703125,3.5714285714285716,0.00014901161193847656,1
184,1.079833984375,43,1.09375,42,1.0625,0.017333984375,0.016052453086140627,0.00030046701431274414,0
185,0.240234375,0F,0.234375,10,0.25,0.009765625,0.04065040650406504,9.5367431640625e-05,0
186,0.462158203125,1E,0.46875,1D,0.453125,0.009033203125,0.01954569466455362,8.159875869750977e-05,0
187,-0.1728515625,F5,-0.171875,F5,-0.171875,0.0009765625,0.005649717514124294,9.5367431640625e-07,1
188,1.02392578125,41,1.03125,40,1.0,0.02392578125,0.023366714353838816,0.0005724430084228516,0
189,0.916748046875,3B,0.921875,3A,0.90625,0.010498046875,0.011451398135818908,0.00011020898818969727,0
190,0.1728515625,0B,0.171875,0C,0.1875,0.0146484375,0.0847457627118644,0.00021457672119140625,0
191,0.82421875,35,0.828125,34,0.8125,0.01171875,0.014218009478672985,0.0001373291015625,0
192,0.797119140625,33,0.796875,31,0.765625,0.031494140625,0.03950995405819296,0.0009918808937072754,0
193,-0.141845703125,F7,-0.140625,F8,-0.125,0.016845703125,0.11876075731497418,0.00028377771377563477,0
194,-0.14599609375,F7,-0.140625,F6,-0.15625,0.01025390625,0.07023411371237458,0.00010514259338378906,0
195,-0.24267578125,F0,-0.25,EF,-0.265625,0.02294921875,0.09456740442655935,0.0005266666412353516,0
196,1.2294921875,47,1.21875,48,1.25,0.0205078125,0.016679904686258934,0.00042057037353515625,0
197,0.90380859375,3A,0.90625,3A,0.90625,0.00244140625,0.002701242571582928,5.9604644775390625e-06,1
198,-0.29296875,ED,-0.296875,EE,-0.28125,0.01171875,0.04,0.0001373291015625,0
199,-0.0400390625,FD,-0.046875,FD,-0.046875,0.0068359375,0.17073170731707318,4.673004150390625e-05,1
200,0.323486328125,15,0.328125,16,0.34375,0.020263671875,0.06264150943396227,0.000410616397857666,0
201,0.641845703125,29,0.640625,2A,0.65625,0.014404296875,0.022441993153290225,0.00020748376846313477,0
202,0.903564453125,3A,0.90625,3B,0.921875,0.018310546875,0.02026479329910835,0.00033527612686157227,0
203,0.277099609375,12,0.28125,12,0.28125,0.004150390625,0.014977973568281937,1.722574234008789e-05,1
204,0.237060546875,0F,0.234375,0F,0.234375,0.002685546875,0.01132852729145211,7.212162017822266e-06,1
205,-0.333984375,EB,-0.328125,EA,-0.34375,0.009765625,0.029239766081871343,9.5367431640625e-05,0
206,-0.515380859375,DF,-0.515625,DF,-0.515625,0.000244140625,0.0004737091425864519,5.960464477539063e-08,1
207,-0.170166015625,F5,-0.171875,F6,-0.15625,0.013916015625,0.08177905308464849,0.00019365549087524414,0
208,-1.117919921875,BC,-1.125,BC,-1.125,0.007080078125,0.0063332605372352045,5.0127506256103516e-05,1
209,-0.271240234375,EF,-0.265625,F0,-0.25,0.021240234375,0.0783078307830783,0.00045114755630493164,0
210,0.503662109375,20,0.5,21,0.515625,0.011962890625,0.02375181774115366,0.0001431107521057129,0
211,-1.353759765625,B5,-1.34375,B5,-1.34375,0.010009765625,0.00739404869251578,0.00010019540786743164,1
212,-0.20654296875,F3,-0.203125,F3,-0.203125,0.00341796875,0.016548463356973995,1.1682510375976562e-05,1
213,-1.583984375,AD,-1.59375,AE,-1.5625,0.021484375,0.013563501849568433,0.000461578369140625,0
214,0.37841796875,18,0.375,19,0.390625,0.01220703125,0.03225806451612903,0.00014901161193847656,0
215,-0.93310546875,C4,-0.9375,C4,-0.9375,0.00439453125,0.004709576138147566,1.9311904907226562e-05,1
216,-1.497802734375,B0,-1.5,AF,-1.53125,0.033447265625,0.022330888345558273,0.0011187195777893066,0
217,-1.251953125,B8,-1.25,B8,-1.25,0.001953125,0.0015600624024961,3.814697265625e-06,1
218,1.176513671875,46,1.1875,46,1.1875,0.010986328125,0.009338036937123885,0.00012069940567016602,1
219,-0.36474609375,E9,-0.359375,E8,-0.375,0.01025390625,0.028112449799196786,0.00010514259338378906,0
220,0.580810546875,25,0.578125,26,0.59375,0.012939453125,0.022278268179907523,0.00016742944717407227,0
221,-0.66259765625,D6,-0.65625,D5,-0.671875,0.00927734375,0.01400147383935151,8.606910705566406e-05,0
222,0.11279296875,07,0.109375,07,0.109375,0.00341796875,0.030303030303030304,1.1682510375976562e-05,1
223,1.1015625,43,1.09375,43,1.09375,0.0078125,0.0070921985815602835,6.103515625e-05,1
224,-0.833740234375,CB,-0.828125,CA,-0.84375,0.010009765625,0.012005856515373352,0.00010019540786743164,0
225,-1.01904296875,BF,-1.03125,C0,-1.0,0.01904296875,0.018687110685194058,0.00036263465881347656,0
226,0.91748046875,3B,0.921875,3A,0.90625,0.01123046875,0.012240553485896753,0.00012612342834472656,0
227,-1.41845703125,B3,-1.40625,B4,-1.375,0.04345703125,0.0306368330464716,0.0018885135650634766,0
228,-0.248779296875,F0,-0.25,F0,-0.25,0.001220703125,0.004906771344455349,1.4901161193847656e-06,1
229,0.3232421875,15,0.328125,15,0.328125,0.0048828125,0.015105740181268883,2.384185791015625e-05,1
230,0.093017578125,06,0.09375,06,0.09375,0.000732421875,0.007874015748031496,5.364418029785156e-07,1
231,-0.98193359375,C1,-0.984375,C0,-1.0,0.01806640625,0.018398806563898557,0.00032639503479003906,0
232,-0.835205078125,CB,-0.828125,CB,-0.828125,0.007080078125,0.008477053493130663,5.0127506256103516e-05,1
233,-1.079833984375,BD,-1.09375,BE,-1.0625,0.017333984375,0.016052453086140627,0.00030046701431274414,0
234,-0.04638671875,FD,-0.046875,FD,-0.046875,0.00048828125,0.010526315789473684,2.384185791015625e-07,1
235,-0.74609375,D0,-0.75,D0,-0.75,0.00390625,0.005235602094240838,1.52587890625e-05,1
236,0.052490234375,03,0.046875,04,0.0625,0.010009765625,0.19069767441860466,0.00010019540786743164,0
237,-0.4736328125,E2,-0.46875,E2,-0.46875,0.0048828125,0.010309278350515464,2.384185791015625e-05,1
238,1.083740234375,43,1.09375,42,1.0625,0.021240234375,0.01959900878576256,0.00045114755630493164,0
239,-0.453125,E3,-0.453125,E3,-0.453125,0.0,0.0,0.0,1
240,-0.21630859375,F2,-0.21875,F2,-0.21875,0.00244140625,0.011286681715575621,5.9604644775390625e-06,1
241,0.232421875,0F,0.234375,10,0.25,0.017578125,0.07563025210084033,0.000308990478515625,0
242,-0.424072265625,E5,-0.421875,E5,-0.421875,0.002197265625,0.0051813471502590676,4.827976226806641e-06,1
243,-0.956787109375,C3,-0.953125,C2,-0.96875,0.011962890625,0.012503189589180914,0.0001431107521057129,0
244,0.47998046875,1F,0.484375,1F,0.484375,0.00439453125,0.009155645981688708,1.9311904907226562e-05,1
245,0.37841796875,18,0.375,19,0.390625,0.01220703125,0.03225806451612903,0.00014901161193847656,0
246,-0.6904296875,D4,-0.6875,D4,-0.6875,0.0029296875,0.004243281471004243,8.58306884765625e-06,1
247,-0.500244140625,E0,-0.5,E0,-0.5,0.000244140625,0.0004880429477794046,5.960464477539063e-08,1
248,0.869384765625,38,0.875,37,0.859375,0.010009765625,0.011513619769727604,0.00010019540786743164,0
249,-0.1201171875,F8,-0.125,F9,-0.109375,0.0107421875,0.08943089430894309,0.00011539459228515625,0
250,-0.853271484375,C9,-0.859375,CA,-0.84375,0.009521484375,0.011158798283261802,9.065866470336914e-05,0
251,0.782958984375,32,0.78125,33,0.796875,0.013916015625,0.01777362020579981,0.00019365549087524414,0
252,2.095458984375,61,2.125,61,2.125,0.029541015625,0.014097634859606198,0.0008726716041564941,1
253,-0.925537109375,C5,-0.921875,C5,-0.921875,0.003662109375,0.003956739646531258,1.341104507446289e-05,1
254,-0.58544921875,DB,-0.578125,DA,-0.59375,0.00830078125,0.014178482068390326,6.890296936035156e-05,0
255,-1.06982421875,BE,-1.0625,BE,-1.0625,0.00732421875,0.006846188954815153,5.364418029785156e-05,1
256,-1.490478515625,B0,-1.5,B0,-1.5,0.009521484375,0.0063882063882063885,9.065866470336914e-05,1
257,0.580322265625,25,0.578125,26,0.59375,0.013427734375,0.023138409760201935,0.00018030405044555664,0
