test_id,reference_int,reference_hex,hw_hex,hw_int,abs_error_int,rel_error,squared_error,exact_match
61,-370723,FFFA57DD,FFFA57DD,-370723,0,0.0,0,1
62,45215,0000B09F,0000B09F,45215,0,0.0,0,1
63,-979843,FFF10C7D,FFF10C7D,-979843,0,0.0,0,1
64,-145095,FFFDC939,FFFDC939,-145095,0,0.0,0,1
65,-342562,FFFAC5DE,FFFAC5DE,-342562,0,0.0,0,1
66,-1293681,FFEC428F,FFEC428F,-1293681,0,0.0,0,1
67,-403057,FFF9D98F,FFF9D98F,-403057,0,0.0,0,1
68,430868,00069314,00069314,430868,0,0.0,0,1
69,-960618,FFF15796,FFF15796,-960618,0,0.0,0,1
70,-893111,FFF25F49,FFF25F49,-893111,0,0.0,0,1
71,-26873,FFFF9707,FFFF9707,-26873,0,0.0,0,1
72,150829,00024D2D,00024D2D,150829,0,0.0,0,1
73,763805,000BA79D,000BA79D,763805,0,0.0,0,1
74,813417,000C6969,000C6969,813417,0,0.0,0,1
75,279561,00044409,00044409,279561,0,0.0,0,1
76,605165,00093BED,00093BED,605165,0,0.0,0,1
77,222887,000366A7,000366A7,222887,0,0.0,0,1
78,-987114,FFF0F016,FFF0F016,-987114,0,0.0,0,1
79,416461,00065ACD,00065ACD,416461,0,0.0,0,1
80,-143509,FFFDCF6B,FFFDCF6B,-143509,0,0.0,0,1
81,374807,0005B817,0005B817,374807,0,0.0,0,1
82,-167316,FFFD726C,FFFD726C,-167316,0,0.0,0,1
83,-93087,FFFE9461,FFFE9461,-93087,0,0.0,0,1
84,610366,0009503E,0009503E,610366,0,0.0,0,1
85,52191,0000CBDF,0000CBDF,52191,0,0.0,0,1
86,515567,0007DDEF,0007DDEF,515567,0,0.0,0,1
87,274007,00042E57,00042E57,274007,0,0.0,0,1
88,752190,000B7A3E,000B7A3E,752190,0,0.0,0,1
89,-141015,FFFDD929,FFFDD929,-141015,0,0.0,0,1
90,-322830,FFFB12F2,FFFB12F2,-322830,0,0.0,0,1
91,129825,0001FB21,0001FB21,129825,0,0.0,0,1
92,694899,000A9A73,000A9A73,694899,0,0.0,0,1
93,-649411,FFF6173D,FFF6173D,-649411,0,0.0,0,1
94,-435559,FFF95A99,FFF95A99,-435559,0,0.0,0,1
95,750762,000B74AA,000B74AA,750762,0,0.0,0,1
96,545528,000852F8,000852F8,545528,0,0.0,0,1
97,485111,000766F7,000766F7,485111,0,0.0,0,1
98,-291962,FFFB8B86,FFFB8B86,-291962,0,0.0,0,1
99,438978,0006B2C2,0006B2C2,438978,0,0.0,0,1
100,-31833,FFFF83A7,FFFF83A7,-31833,0,0.0,0,1
101,-802541,FFF3C113,FFF3C113,-802541,0,0.0,0,1
102,152477,0002539D,0002539D,152477,0,0.0,0,1
103,92556,0001698C,0001698C,92556,0,0.0,0,1
104,1667050,00196FEA,00196FEA,1667050,0,0.0,0,1
105,-705680,FFF53B70,FFF53B70,-705680,0,0.0,0,1
106,-2409985,FFDB39FF,FFDB39FF,-2409985,0,0.0,0,1
107,633109,0009A915,0009A915,633109,0,0.0,0,1
108,1260778,00133CEA,00133CEA,1260778,0,0.0,0,1
109,1600125,00186A7D,00186A7D,1600125,0,0.0,0,1
110,-331078,FFFAF2BA,FFFAF2BA,-331078,0,0.0,0,1
111,-3583,FFFFF201,FFFFF201,-3583,0,0.0,0,1
112,-453223,FFF91599,FFF91599,-453223,0,0.0,0,1
113,437783,0006AE17,0006AE17,437783,0,0.0,0,1
114,853463,000D05D7,000D05D7,853463,0,0.0,0,1
115,-228967,FFFC8199,FFFC8199,-228967,0,0.0,0,1
116,464488,00071668,00071668,464488,0,0.0,0,1
117,41809,0000A351,0000A351,41809,0,0.0,0,1
118,640824,0009C738,0009C738,640824,0,0.0,0,1
119,-398408,FFF9EBB8,FFF9EBB8,-398408,0,0.0,0,1
120,-765138,FFF4532E,FFF4532E,-765138,0,0.0,0,1
121,84978,00014BF2,00014BF2,84978,0,0.0,0,1
122,595,00000253,00000253,595,0,0.0,0,1
123,-88455,FFFEA679,FFFEA679,-88455,0,0.0,0,1
124,119949,0001D48D,0001D48D,119949,0,0.0,0,1
125,-609388,FFF6B394,FFF6B394,-609388,0,0.0,0,1
126,792124,000C163C,000C163C,792124,0,0.0,0,1
127,-164940,FFFD7BB4,FFFD7BB4,-164940,0,0.0,0,1
128,755810,000B8862,000B8862,755810,0,0.0,0,1
129,-568589,FFF752F3,FFF752F3,-568589,0,0.0,0,1
130,-960103,FFF15999,FFF15999,-960103,0,0.0,0,1
131,918920,000E0588,000E0588,918920,0,0.0,0,1
132,-318548,FFFB23AC,FFFB23AC,-318548,0,0.0,0,1
133,397509,000610C5,000610C5,397509,0,0.0,0,1
134,662911,000A1D7F,000A1D7F,662911,0,0.0,0,1
135,1115031,00110397,00110397,1115031,0,0.0,0,1
136,574780,0008C53C,0008C53C,574780,0,0.0,0,1
137,-502508,FFF85514,FFF85514,-502508,0,0.0,0,1
138,-952771,FFF1763D,FFF1763D,-952771,0,0.0,0,1
139,-200514,FFFCF0BE,FFFCF0BE,-200514,0,0.0,0,1
140,-180633,FFFD3E67,FFFD3E67,-180633,0,0.0,0,1
141,315803,0004D19B,0004D19B,315803,0,0.0,0,1
142,-666032,FFF5D650,FFF5D650,-666032,0,0.0,0,1
143,450202,0006DE9A,0006DE9A,450202,0,0.0,0,1
144,-1179144,FFEE01F8,FFEE01F8,-1179144,0,0.0,0,1
145,550808,00086798,00086798,550808,0,0.0,0,1
146,-53346,FFFF2F9E,FFFF2F9E,-53346,0,0.0,0,1
147,-1148284,FFEE7A84,FFEE7A84,-1148284,0,0.0,0,1
148,-1563255,FFE82589,FFE82589,-1563255,0,0.0,0,1
149,-817532,FFF38684,FFF38684,-817532,0,0.0,0,1
150,-689614,FFF57A32,FFF57A32,-689614,0,0.0,0,1
151,-832743,FFF34B19,FFF34B19,-832743,0,0.0,0,1
152,-826625,FFF362FF,FFF362FF,-826625,0,0.0,0,1
153,-120413,FFFE29A3,FFFE29A3,-120413,0,0.0,0,1
154,940158,000E587E,000E587E,940158,0,0.0,0,1
155,1271192,00136598,00136598,1271192,0,0.0,0,1
156,367473,00059B71,00059B71,367473,0,0.0,0,1
157,616225,00096721,00096721,616225,0,0.0,0,1
158,178765,0002BA4D,0002BA4D,178765,0,0.0,0,1
159,196491,0002FF8B,0002FF8B,196491,0,0.0,0,1
160,-977521,FFF1158F,FFF1158F,-977521,0,0.0,0,1
161,-910800,FFF21A30,FFF21A30,-910800,0,0.0,0,1
162,-301777,FFFB652F,FFFB652F,-301777,0,0.0,0,1
163,-489030,FFF889BA,FFF889BA,-489030,0,0.0,0,1
164,-177864,FFFD4938,FFFD4938,-177864,0,0.0,0,1
165,579273,0008D6C9,0008D6C9,579273,0,0.0,0,1
166,558214,00088486,00088486,558214,0,0.0,0,1
167,620266,000976EA,000976EA,620266,0,0.0,0,1
168,19609,00004C99,00004C99,19609,0,0.0,0,1
169,-655195,FFF600A5,FFF600A5,-655195,0,0.0,0,1
170,1108505,0010EA19,0010EA19,1108505,0,0.0,0,1
171,643213,0009D08D,0009D08D,643213,0,0.0,0,1
172,865754,000D35DA,000D35DA,865754,0,0.0,0,1
173,1041038,000FE28E,000FE28E,1041038,0,0.0,0,1
174,-609766,FFF6B21A,FFF6B21A,-609766,0,0.0,0,1
175,84285,0001493D,0001493D,84285,0,0.0,0,1
176,17334,000043B6,000043B6,17334,0,0.0,0,1
177,-1168012,FFEE2D74,FFEE2D74,-1168012,0,0.0,0,1
178,-570419,FFF74BCD,FFF74BCD,-570419,0,0.0,0,1
179,-249881,FFFC2FE7,FFFC2FE7,-249881,0,0.0,0,1
180,1410104,00158438,00158438,1410104,0,0.0,0,1
181,-179193,FFFD4407,FFFD4407,-179193,0,0.0,0,1
182,-208615,FFFCD119,FFFCD119,-208615,0,0.0,0,1
183,-595167,FFF6EB21,FFF6EB21,-595167,0,0.0,0,1
184,-871674,FFF2B306,FFF2B306,-871674,0,0.0,0,1
185,-586181,FFF70E3B,FFF70E3B,-586181,0,0.0,0,1
186,-505008,FFF84B50,FFF84B50,-505008,0,0.0,0,1
187,-438899,FFF94D8D,FFF94D8D,-438899,0,0.0,0,1
188,-471647,FFF8CDA1,FFF8CDA1,-471647,0,0.0,0,1
189,-817839,FFF38551,FFF38551,-817839,0,0.0,0,1
190,350526,0005593E,0005593E,350526,0,0.0,0,1
191,-1095060,FFEF4A6C,FFEF4A6C,-1095060,0,0.0,0,1
192,-869019,FFF2BD65,FFF2BD65,-869019,0,0.0,0,1
193,487225,00076F39,00076F39,487225,0,0.0,0,1
194,-306372,FFFB533C,FFFB533C,-306372,0,0.0,0,1
195,-169289,FFFD6AB7,FFFD6AB7,-169289,0,0.0,0,1
196,-479947,FFF8AD35,FFF8AD35,-479947,0,0.0,0,1
197,-157999,FFFD96D1,FFFD96D1,-157999,0,0.0,0,1
198,-353952,FFFA9960,FFFA9960,-353952,0,0.0,0,1
199,-660007,FFF5EDD9,FFF5EDD9,-660007,0,0.0,0,1
200,-185015,FFFD2D49,FFFD2D49,-185015,0,0.0,0,1
201,845584,000CE710,000CE710,845584,0,0.0,0,1
202,-617291,FFF694B5,FFF694B5,-617291,0,0.0,0,1
203,396818,00060E12,00060E12,396818,0,0.0,0,1
204,-734444,FFF4CB14,FFF4CB14,-734444,0,0.0,0,1
205,-53226,FFFF3016,FFFF3016,-53226,0,0.0,0,1
206,285256,00045A48,00045A48,285256,0,0.0,0,1
207,54039,0000D317,0000D317,54039,0,0.0,0,1
208,372869,0005B085,0005B085,372869,0,0.0,0,1
209,-636759,FFF648A9,FFF648A9,-636759,0,0.0,0,1
210,395016,00060708,00060708,395016,0,0.0,0,1
211,-806825,FFF3B057,FFF3B057,-806825,0,0.0,0,1
212,-910490,FFF21B66,FFF21B66,-910490,0,0.0,0,1
213,1398488,001556D8,001556D8,1398488,0,0.0,0,1
214,-359019,FFFA8595,FFFA8595,-359019,0,0.0,0,1
215,-158725,FFFD93FB,FFFD93FB,-158725,0,0.0,0,1
216,265468,00040CFC,00040CFC,265468,0,0.0,0,1
217,-110763,FFFE4F55,FFFE4F55,-110763,0,0.0,0,1
218,-798197,FFF3D20B,FFF3D20B,-798197,0,0.0,0,1
219,-1502278,FFE913BA,FFE913BA,-1502278,0,0.0,0,1
220,-94366,FFFE8F62,FFFE8F62,-94366,0,0.0,0,1
221,676378,000A521A,000A521A,676378,0,0.0,0,1
222,-319063,FFFB21A9,FFFB21A9,-319063,0,0.0,0,1
223,1376841,00150249,00150249,1376841,0,0.0,0,1
224,-34353,FFFF79CF,FFFF79CF,-34353,0,0.0,0,1
225,-2040014,FFE0DF32,FFE0DF32,-2040014,0,0.0,0,1
226,424341,00067995,00067995,424341,0,0.0,0,1
227,1130533,00114025,00114025,1130533,0,0.0,0,1
228,-336656,FFFADCF0,FFFADCF0,-336656,0,0.0,0,1
229,80211,00013953,00013953,80211,0,0.0,0,1
230,1534313,00176969,00176969,1534313,0,0.0,0,1
231,-151648,FFFDAFA0,FFFDAFA0,-151648,0,0.0,0,1
232,845764,000CE7C4,000CE7C4,845764,0,0.0,0,1
233,-102302,FFFE7062,FFFE7062,-102302,0,0.0,0,1
234,-461018,FFF8F726,FFF8F726,-461018,0,0.0,0,1
235,-665659,FFF5D7C5,FFF5D7C5,-665659,0,0.0,0,1
236,462465,00070E81,00070E81,462465,0,0.0,0,1
237,-760463,FFF46571,FFF46571,-760463,0,0.0,0,1
238,210155,000334EB,000334EB,210155,0,0.0,0,1
239,594480,00091230,00091230,594480,0,0.0,0,1
240,1223506,0012AB52,0012AB52,1223506,0,0.0,0,1
241,-233152,FFFC7140,FFFC7140,-233152,0,0.0,0,1
242,-816243,FFF38B8D,FFF38B8D,-816243,0,0.0,0,1
243,-334074,FFFAE706,FFFAE706,-334074,0,0.0,0,1
244,-725217,FFF4EF1F,FFF4EF1F,-725217,0,0.0,0,1
245,-18721,FFFFB6DF,FFFFB6DF,-18721,0,0.0,0,1
246,494953,00078D69,00078D69,494953,0,0.0,0,1
247,-366914,FFFA66BE,FFFA66BE,-366914,0,0.0,0,1
248,-1175596,FFEE0FD4,FFEE0FD4,-1175596,0,0.0,0,1
249,-593821,FFF6F063,FFF6F063,-593821,0,0.0,0,1
250,-393930,FFF9FD36,FFF9FD36,-393930,0,0.0,0,1
251,-541641,FFF7BC37,FFF7BC37,-541641,0,0.0,0,1
252,-296167,FFFB7B19,FFFB7B19,-296167,0,0.0,0,1
253,-590201,FFF6FE87,FFF6FE87,-590201,0,0.0,0,1
254,770669,000BC26D,000BC26D,770669,0,0.0,0,1
255,-123857,FFFE1C2F,FFFE1C2F,-123857,0,0.0,0,1
256,-190350,FFFD1872,FFFD1872,-190350,0,0.0,0,1
257,-780028,FFF41904,FFF41904,-780028,0,0.0,0,1
258,-175655,FFFD51D9,FFFD51D9,-175655,0,0.0,0,1
259,1274289,001371B1,001371B1,1274289,0,0.0,0,1
260,229322,00037FCA,00037FCA,229322,0,0.0,0,1
261,-207348,FFFCD60C,FFFCD60C,-207348,0,0.0,0,1
262,4933,00001345,00001345,4933,0,0.0,0,1
263,-879482,FFF29486,FFF29486,-879482,0,0.0,0,1
264,34587,0000871B,0000871B,34587,0,0.0,0,1
265,1219309,00129AED,00129AED,1219309,0,0.0,0,1
266,-266415,FFFBEF51,FFFBEF51,-266415,0,0.0,0,1
267,244786,0003BC32,0003BC32,244786,0,0.0,0,1
268,239697,0003A851,0003A851,239697,0,0.0,0,1
269,494475,00078B8B,00078B8B,494475,0,0.0,0,1
270,-546619,FFF7A8C5,FFF7A8C5,-546619,0,0.0,0,1
271,-187536,FFFD2370,FFFD2370,-187536,0,0.0,0,1
272,192260,0002EF04,0002EF04,192260,0,0.0,0,1
273,318506,0004DC2A,0004DC2A,318506,0,0.0,0,1
274,-655683,FFF5FEBD,FFF5FEBD,-655683,0,0.0,0,1
275,-428590,FFF975D2,FFF975D2,-428590,0,0.0,0,1
276,214774,000346F6,000346F6,214774,0,0.0,0,1
277,573839,0008C18F,0008C18F,573839,0,0.0,0,1
278,-478033,FFF8B4AF,FFF8B4AF,-478033,0,0.0,0,1
279,1525785,00174819,00174819,1525785,0,0.0,0,1
280,-236842,FFFC62D6,FFFC62D6,-236842,0,0.0,0,1
281,-1270509,FFEC9D13,FFEC9D13,-1270509,0,0.0,0,1
282,-624465,FFF678AF,FFF678AF,-624465,0,0.0,0,1
283,-425799,FFF980B9,FFF980B9,-425799,0,0.0,0,1
284,220577,00035DA1,00035DA1,220577,0,0.0,0,1
285,-1033973,FFF0390B,FFF0390B,-1033973,0,0.0,0,1
286,668872,000A34C8,000A34C8,668872,0,0.0,0,1
287,1372575,0014F19F,0014F19F,1372575,0,0.0,0,1
288,296560,00048670,00048670,296560,0,0.0,0,1
289,-537432,FFF7CCA8,FFF7CCA8,-537432,0,0.0,0,1
290,75720,000127C8,000127C8,75720,0,0.0,0,1
291,-131503,FFFDFE51,FFFDFE51,-131503,0,0.0,0,1
292,1183053,00120D4D,00120D4D,1183053,0,0.0,0,1
293,-616338,FFF6986E,FFF6986E,-616338,0,0.0,0,1
294,674648,000A4B58,000A4B58,674648,0,0.0,0,1
295,-845653,FFF318AB,FFF318AB,-845653,0,0.0,0,1
296,-101005,FFFE7573,FFFE7573,-101005,0,0.0,0,1
297,565351,0008A067,0008A067,565351,0,0.0,0,1
298,1140245,00116615,00116615,1140245,0,0.0,0,1
299,-961211,FFF15545,FFF15545,-961211,0,0.0,0,1
300,1214594,00128882,00128882,1214594,0,0.0,0,1
301,984719,000F068F,000F068F,984719,0,0.0,0,1
302,169706,000296EA,000296EA,169706,0,0.0,0,1
303,435362,0006A4A2,0006A4A2,435362,0,0.0,0,1
304,101308,00018BBC,00018BBC,101308,0,0.0,0,1
305,2030894,001EFD2E,001EFD2E,2030894,0,0.0,0,1
306,73894,000120A6,000120A6,73894,0,0.0,0,1
307,137563,0002195B,0002195B,137563,0,0.0,0,1
308,-787344,FFF3FC70,FFF3FC70,-787344,0,0.0,0,1
309,-12955,FFFFCD65,FFFFCD65,-12955,0,0.0,0,1
310,388645,0005EE25,0005EE25,388645,0,0.0,0,1
311,426191,000680CF,000680CF,426191,0,0.0,0,1
312,-104803,FFFE669D,FFFE669D,-104803,0,0.0,0,1
313,-219964,FFFCA4C4,FFFCA4C4,-219964,0,0.0,0,1
314,-69773,FFFEEF73,FFFEEF73,-69773,0,0.0,0,1
315,-2074900,FFE056EC,FFE056EC,-2074900,0,0.0,0,1
316,-377745,FFFA3C6F,FFFA3C6F,-377745,0,0.0,0,1
317,-98402,FFFE7F9E,FFFE7F9E,-98402,0,0.0,0,1
318,-413067,FFF9B275,FFF9B275,-413067,0,0.0,0,1
319,-256612,FFFC159C,FFFC159C,-256612,0,0.0,0,1
320,883838,000D7C7E,000D7C7E,883838,0,0.0,0,1
321,260757,0003FA95,0003FA95,260757,0,0.0,0,1
322,-852487,FFF2FDF9,FFF2FDF9,-852487,0,0.0,0,1
323,-512014,FFF82FF2,FFF82FF2,-512014,0,0.0,0,1
324,187138,0002DB02,0002DB02,187138,0,0.0,0,1
325,503994,0007B0BA,0007B0BA,503994,0,0.0,0,1
326,694933,000A9A95,000A9A95,694933,0,0.0,0,1
327,486592,00076CC0,00076CC0,486592,0,0.0,0,1
328,-389585,FFFA0E2F,FFFA0E2F,-389585,0,0.0,0,1
329,454088,0006EDC8,0006EDC8,454088,0,0.0,0,1
330,683475,000A6DD3,000A6DD3,683475,0,0.0,0,1
331,-263256,FFFBFBA8,FFFBFBA8,-263256,0,0.0,0,1
332,-917739,FFF1FF15,FFF1FF15,-917739,0,0.0,0,1
333,-609465,FFF6B347,FFF6B347,-609465,0,0.0,0,1
334,-929148,FFF1D284,FFF1D284,-929148,0,0.0,0,1
335,-860541,FFF2DE83,FFF2DE83,-860541,0,0.0,0,1
336,1307543,0013F397,0013F397,1307543,0,0.0,0,1
337,-846669,FFF314B3,FFF314B3,-846669,0,0.0,0,1
338,-313949,FFFB35A3,FFFB35A3,-313949,0,0.0,0,1
339,-64365,FFFF0493,FFFF0493,-64365,0,0.0,0,1
340,-156990,FFFD9AC2,FFFD9AC2,-156990,0,0.0,0,1
341,1093157,0010AE25,0010AE25,1093157,0,0.0,0,1
342,392113,0005FBB1,0005FBB1,392113,0,0.0,0,1
343,160714,000273CA,000273CA,160714,0,0.0,0,1
344,-695105,FFF564BF,FFF564BF,-695105,0,0.0,0,1
345,487695,0007710F,0007710F,487695,0,0.0,0,1
346,-124130,FFFE1B1E,FFFE1B1E,-124130,0,0.0,0,1
347,-746939,FFF49A45,FFF49A45,-746939,0,0.0,0,1
348,124536,0001E678,0001E678,124536,0,0.0,0,1
349,321532,0004E7FC,0004E7FC,321532,0,0.0,0,1
350,473517,000739AD,000739AD,473517,0,0.0,0,1
351,-942869,FFF19CEB,FFF19CEB,-942869,0,0.0,0,1
352,-485949,FFF895C3,FFF895C3,-485949,0,0.0,0,1
353,1149337,00118999,00118999,1149337,0,0.0,0,1
354,-41781,FFFF5CCB,FFFF5CCB,-41781,0,0.0,0,1
355,730012,000B239C,000B239C,730012,0,0.0,0,1
356,371108,0005A9A4,0005A9A4,371108,0,0.0,0,1
357,422195,00067133,00067133,422195,0,0.0,0,1
358,1085348,00108FA4,00108FA4,1085348,0,0.0,0,1
359,578600,0008D428,0008D428,578600,0,0.0,0,1
360,-108104,FFFE59B8,FFFE59B8,-108104,0,0.0,0,1
361,251098,0003D4DA,0003D4DA,251098,0,0.0,0,1
362,-376072,FFFA42F8,FFFA42F8,-376072,0,0.0,0,1
363,1293693,0013BD7D,0013BD7D,1293693,0,0.0,0,1
364,84154,000148BA,000148BA,84154,0,0.0,0,1
365,-884340,FFF2818C,FFF2818C,-884340,0,0.0,0,1
366,-440912,FFF945B0,FFF945B0,-440912,0,0.0,0,1
367,465120,000718E0,000718E0,465120,0,0.0,0,1
368,800573,000C373D,000C373D,800573,0,0.0,0,1
369,1242554,0012F5BA,0012F5BA,1242554,0,0.0,0,1
370,-648666,FFF61A26,FFF61A26,-648666,0,0.0,0,1
371,662627,000A1C63,000A1C63,662627,0,0.0,0,1
372,225384,00037068,00037068,225384,0,0.0,0,1
373,-597405,FFF6E263,FFF6E263,-597405,0,0.0,0,1
374,492064,00078220,00078220,492064,0,0.0,0,1
375,633147,0009A93B,0009A93B,633147,0,0.0,0,1
376,-319019,FFFB21D5,FFFB21D5,-319019,0,0.0,0,1
377,640374,0009C576,0009C576,640374,0,0.0,0,1
378,-1429214,FFEA3122,FFEA3122,-1429214,0,0.0,0,1
379,-475379,FFF8BF0D,FFF8BF0D,-475379,0,0.0,0,1
380,54643,0000D573,0000D573,54643,0,0.0,0,1
381,-53640,FFFF2E78,FFFF2E78,-53640,0,0.0,0,1
382,-1246391,FFECFB49,FFECFB49,-1246391,0,0.0,0,1
383,-760658,FFF464AE,FFF464AE,-760658,0,0.0,0,1
384,807779,000C5363,000C5363,807779,0,0.0,0,1
385,-265862,FFFBF17A,FFFBF17A,-265862,0,0.0,0,1
386,835251,000CBEB3,000CBEB3,835251,0,0.0,0,1
387,-185232,FFFD2C70,FFFD2C70,-185232,0,0.0,0,1
388,844083,000CE133,000CE133,844083,0,0.0,0,1
389,805649,000C4B11,000C4B11,805649,0,0.0,0,1
390,-651451,FFF60F45,FFF60F45,-651451,0,0.0,0,1
391,-805108,FFF3B70C,FFF3B70C,-805108,0,0.0,0,1
392,871036,000D4A7C,000D4A7C,871036,0,0.0,0,1
393,-408151,FFF9C5A9,FFF9C5A9,-408151,0,0.0,0,1
394,1060007,00102CA7,00102CA7,1060007,0,0.0,0,1
395,-621957,FFF6827B,FFF6827B,-621957,0,0.0,0,1
396,437377,0006AC81,0006AC81,437377,0,0.0,0,1
397,573486,0008C02E,0008C02E,573486,0,0.0,0,1
398,-501431,FFF85949,FFF85949,-501431,0,0.0,0,1
399,-402089,FFF9DD57,FFF9DD57,-402089,0,0.0,0,1
400,-271164,FFFBDCC4,FFFBDCC4,-271164,0,0.0,0,1
401,2005537,001E9A21,001E9A21,2005537,0,0.0,0,1
402,613425,00095C31,00095C31,613425,0,0.0,0,1
403,-64775,FFFF02F9,FFFF02F9,-64775,0,0.0,0,1
404,-146535,FFFDC399,FFFDC399,-146535,0,0.0,0,1
405,812613,000C6645,000C6645,812613,0,0.0,0,1
406,-38714,FFFF68C6,FFFF68C6,-38714,0,0.0,0,1
407,-1137544,FFEEA478,FFEEA478,-1137544,0,0.0,0,1
408,-456291,FFF9099D,FFF9099D,-456291,0,0.0,0,1
409,925542,000E1F66,000E1F66,925542,0,0.0,0,1
410,198817,000308A1,000308A1,198817,0,0.0,0,1
411,1612217,001899B9,001899B9,1612217,0,0.0,0,1
412,445976,0006CE18,0006CE18,445976,0,0.0,0,1
413,1143904,00117460,00117460,1143904,0,0.0,0,1
414,-356148,FFFA90CC,FFFA90CC,-356148,0,0.0,0,1
415,840904,000CD4C8,000CD4C8,840904,0,0.0,0,1
416,438289,0006B011,0006B011,438289,0,0.0,0,1
417,55797,0000D9F5,0000D9F5,55797,0,0.0,0,1
418,513607,0007D647,0007D647,513607,0,0.0,0,1
419,-361049,FFFA7DA7,FFFA7DA7,-361049,0,0.0,0,1
420,-601025,FFF6D43F,FFF6D43F,-601025,0,0.0,0,1
421,757711,000B8FCF,000B8FCF,757711,0,0.0,0,1
422,176323,0002B0C3,0002B0C3,176323,0,0.0,0,1
423,-727037,FFF4E803,FFF4E803,-727037,0,0.0,0,1
424,-200810,FFFCEF96,FFFCEF96,-200810,0,0.0,0,1
425,165907,00028813,00028813,165907,0,0.0,0,1
426,-287227,FFFB9E05,FFFB9E05,-287227,0,0.0,0,1
427,-117727,FFFE3421,FFFE3421,-117727,0,0.0,0,1
