test_id,reference_real,reference_rounded_posit32_hex,reference_rounded_posit32_real,hw_hex,hw_real,abs_error,rel_error,squared_error,exact_match_to_reference_rounded_posit32
84,-1.2354702312694639,BE1DC1C9,-1.2354702278971672,BE1DC1C9,-1.2354702278971672,3.372296664139185e-09,2.7295652932682163e-09,1.1372384790964275e-17,1
85,0.4269618332515414,35A9ABDD,0.4269618336111307,35A9ABDC,0.42696183174848557,1.5030558464523835e-09,3.520351772442548e-09,2.259176877554691e-18,0
86,-0.8483224931151525,C26D4565,-0.8483224920928478,C26D4564,-0.8483224958181381,2.7029856131122187e-09,3.186271300182667e-09,7.306131224691637e-18,0
87,-0.47276132746105826,C8DF23A3,-0.47276132740080357,C8DF23A3,-0.47276132740080357,6.025469012627127e-11,1.2745266295334722e-10,3.6306276822129726e-21,1
88,-1.3063292842647902,BD8CA33B,-1.3063292875885963,BD8CA33C,-1.3063292801380157,4.126774477697381e-09,3.1590614459967144e-09,1.7030267589774495e-17,0
89,0.3905909998732455,347FB8B2,0.39059099927544594,347FB8B2,0.39059099927544594,5.977995876094155e-10,1.5305001595106219e-09,3.573643469459873e-19,1
90,0.82616247087441,3D37F624,0.8261624723672867,3D37F624,0.8261624723672867,1.4928767111399566e-09,1.8070013632547319e-09,2.2286808746640533e-18,1
91,2.045202751440176,482E49A1,2.045202746987343,482E49A1,2.045202746987343,4.4528332132642845e-09,2.1772086948977165e-09,1.9827723625149533e-17,1
92,0.026099322580101614,1AAE71F9,0.02609932259656489,1AAE7208,0.026099326089024544,3.508922929995606e-09,1.3444498106134156e-07,1.2312540128648948e-17,0
93,0.020742410974550762,194F5FE9,0.020742411026731133,194F5FE8,0.02074241079390049,1.8065027251878973e-10,8.709222507471904e-09,3.2634520961113e-20,0
94,-1.9342770226386548,B88699C5,-1.934277020394802,B88699C4,-1.9342770278453827,5.206727937689948e-09,2.691821221443845e-09,2.7110015817121017e-17,0
95,0.54299845489092,38B01F26,0.5429984554648399,38B01F26,0.5429984554648399,5.739199115950555e-10,1.0569457544963864e-09,3.2938406492527633e-19,1
96,0.46493016176406554,36E0B538,0.4649301618337631,36E0B538,0.4649301618337631,6.969758103991808e-11,1.4990978596756852e-10,4.857752802815948e-21,1
97,-0.812695900625984,C2FF3295,-0.8126959018409252,C2FF3295,-0.8126959018409252,1.2149412587092456e-09,1.4949518728634287e-09,1.4760822621140061e-18,1
98,-0.840554604470935,C28D169D,-0.8405546061694622,C28D169E,-0.8405546024441719,2.0267630906900536e-09,2.4112212102695534e-09,4.107768625783498e-18,0
99,-1.5768715306361685,BB62912E,-1.5768715292215347,BB62912E,-1.5768715292215347,1.4146337434794987e-09,8.971141377058047e-10,2.00118862819082e-18,1
100,-0.3595646682228618,CC7E723D,-0.35956466756761074,CC7E723E,-0.3595646657049656,2.5178962248517678e-09,7.002624137951036e-09,6.339801399122784e-18,0
101,0.7231692931979096,3B9219F7,0.7231692932546139,3B9219F7,0.7231692932546139,5.670430791582248e-11,7.841083470935515e-11,3.2153785362124083e-21,1
102,0.46174893385166815,36C6A5B3,0.46174893341958523,36C6A5B3,0.46174893341958523,4.320829249948588e-10,9.357529456335697e-10,1.8669565407211276e-19,1
103,-0.19352031451682383,D39D5CF9,-0.19352031406015158,D39D5CF8,-0.19352031499147415,4.746503190489193e-10,2.452715727720953e-09,2.252929253732409e-19,0
104,3.072662308051907,4C4A67FD,3.0726623088121414,4C4A67FD,3.0726623088121414,7.602345419854828e-10,2.474188393541618e-10,5.779565588278768e-19,1
105,-0.8075284167829475,C3145D15,-0.807528417557478,C3145D16,-0.8075284138321877,2.950759858677543e-09,3.6540631850862366e-09,8.706983743582713e-18,0
106,0.6088727440332804,39BDF159,0.6088727451860905,39BDF158,0.6088727414608002,2.572480228835161e-09,4.224988314954942e-09,6.617654527747803e-18,0
107,0.7660451361518017,3C41B88B,0.7660451345145702,3C41B88B,0.7660451345145702,1.6372314615153982e-09,2.1372519506356602e-09,2.680526858575847e-18,1
108,0.9904786297222444,3FD9001F,0.9904786311089993,3FD9001E,0.990478627383709,2.33853547637608e-09,2.3610155799442794e-09,5.4687481742695e-18,0
109,0.7156317993424123,3B733A54,0.7156317979097366,3B733A54,0.7156317979097366,1.4326756447857747e-09,2.00197314610984e-09,2.0525595031623353e-18,1
110,0.17071166722429582,2AECF0A1,0.1707116672769189,2AECF0A0,0.1707116663455963,8.786995020493293e-10,5.147272686961798e-09,7.721128149017393e-19,0
111,-1.5767804235523308,BB62C0F2,-1.5767804235219955,BB62C0F2,-1.5767804235219955,3.033528983564793e-11,1.923875346404004e-11,9.202298094127644e-22,1
112,0.09191794249814994,23C3F796,0.09191794227808714,23C3F798,0.09191794320940971,7.112597733005543e-10,7.737986229564158e-09,5.05890465115556e-19,0
113,-0.30244975575393074,CE5254E4,-0.3024497553706169,CE5254E4,-0.3024497553706169,3.8331382512524215e-10,1.2673636458053594e-09,1.4692948853214472e-19,1
114,-0.362577675270157,CC65C381,-0.36257767491042614,CC65C381,-0.36257767491042614,3.597308562142132e-10,9.921483884692497e-10,1.2940628891261092e-19,1
115,-0.7026420695580526,C4C1FA64,-0.7026420682668686,C4C1FA64,-0.7026420682668686,1.2911840485685389e-09,1.8376127825375827e-09,1.667156247277843e-18,1
116,0.6353451504442313,3A2A5FAD,0.6353451497852802,3A2A5FAD,0.6353451497852802,6.58951115894979e-10,1.0371545536064019e-09,4.342165731392381e-19,1
117,0.12333605609508169,27C979D4,0.12333605624735355,27C979D4,0.12333605624735355,1.522718617863461e-10,1.2346094613967334e-09,2.3186719891880092e-20,1
118,1.9249722167064132,476657D5,1.9249722138047218,476657D6,1.9249722212553024,4.548889265265643e-09,2.3630934648234544e-09,2.0692393547649003e-17,0
119,1.3461830230754848,42C4FB9B,1.3461830243468285,42C4FB9B,1.3461830243468285,1.2713436969846725e-09,9.44406277001002e-10,1.6163147958626549e-18,1
120,0.12306844733052524,27C0B4F6,0.12306844722479582,27C0B4F8,0.12306844815611839,8.255931494005608e-10,6.70840631622875e-09,6.816040483371368e-19,0
121,1.0411205221636357,405436FF,1.041120521724224,40543700,1.0411205291748047,7.011168978721116e-09,6.7342529798093365e-09,4.91564904481813e-17,0
122,-1.3470864259792632,BD392AC0,-1.3470864295959473,BD392AC1,-1.3470864221453667,3.8338965335782405e-09,2.8460657457751405e-09,1.4698762630183248e-17,0
123,-0.7989015253082195,C337B309,-0.7989015243947506,C337B308,-0.7989015281200409,2.8118214423500376e-09,3.5196095554645804e-09,7.906339823659446e-18,0
124,-1.6515831915726435,BAC98EC0,-1.651583194732666,BAC98EC0,-1.651583194732666,3.160022465920065e-09,1.9133292722064335e-09,9.985741985119527e-18,1
125,-0.1904469669526986,D3CFB786,-0.19044696725904942,D3CFB785,-0.190446968190372,1.2376733804497775e-09,6.4987823132787354e-09,1.5318353966739796e-18,0
126,1.3954434508586986,4329DE42,1.3954434543848038,4329DE42,1.3954434543848038,3.5261051856139147e-09,2.5268707115606115e-09,1.243341778001334e-17,1
127,-0.34578812607122045,CCEF4DBD,-0.34578812681138515,CCEF4DBE,-0.34578812494874,1.1224804419285306e-09,3.246150915249583e-09,1.2599623425120693e-18,0
128,0.7920781251129358,3CAC5A1D,0.7920781262218952,3CAC5A1D,0.7920781262218952,1.1089593687785282e-09,1.4000631170320616e-09,1.2297908816016717e-18,1
129,-0.38629333610216987,CBA37C28,-0.38629333674907684,CBA37C29,-0.3862933348864317,1.2157381767963216e-09,3.1471891000334875e-09,1.478019314520044e-18,0
130,0.9433339641138914,3F17E55B,0.9433339647948742,3F17E55C,0.9433339685201645,4.4062731241467645e-09,4.670957785650961e-09,1.941524284457809e-17,0
131,1.8543212666163862,46D5A663,1.854321263730526,46D5A664,1.8543212711811066,4.564720379462983e-09,2.461666412202839e-09,2.083667214268468e-17,0
132,0.8260633973985201,3D378E41,0.8260633982717991,3D378E40,0.8260633945465088,2.8520112937968634e-09,3.4525331866519677e-09,8.133968419944858e-18,0
133,0.1266422605448042,281AE824,0.12664226070046425,281AE828,0.12664226442575455,3.880950338874811e-09,3.064498629588017e-08,1.5061775532812512e-17,0
134,1.325524771601978,429AACBB,1.3255247697234154,429AACBB,1.3255247697234154,1.878562638779613e-09,1.417221827178118e-09,3.528997587818622e-18,1
135,0.32029844852610134,323FE288,0.3202984482049942,323FE287,0.32029844634234905,2.183752290108032e-09,6.8178672115237435e-09,4.768774064552074e-18,0
136,-0.5591657904840897,C70DA82C,-0.5591657906770706,C70DA82C,-0.5591657906770706,1.9298096454178904e-10,3.451229811013985e-10,3.7241652675479237e-20,1
137,0.32634340026936753,327167B7,0.32634340040385723,327167B7,0.32634340040385723,1.3448969715668113e-10,4.1211097587900295e-10,1.8087478641295805e-20,1
138,-0.15320394946445703,D631E810,-0.15320394933223724,D631E810,-0.15320394933223724,1.3221979067168377e-10,8.630312151473514e-10,1.7482073045263874e-20,1
139,-0.7728037049150145,C3A29895,-0.7728037051856518,C3A29895,-0.7728037051856518,2.70637290356035e-10,3.5020185415104487e-10,7.32445429312568e-20,1
140,0.0934726701408054,23F6E997,0.09347267029806972,23F6E998,0.093472670763731,6.229255999912198e-10,6.66425383005382e-09,3.8803630312442114e-19,0
141,0.455894071300175,3696AF2A,0.4558940716087818,3696AF2A,0.4558940716087818,3.086068067759129e-10,6.769265629969478e-10,9.523816118842564e-20,1
142,-0.2080496849069391,D2AF5060,-0.2080496847629547,D2AF5060,-0.2080496847629547,1.439843799744267e-10,6.920672820957701e-10,2.073150167662009e-20,1
143,-1.3546751419240182,BD29A014,-1.354675143957138,BD29A014,-1.354675143957138,2.03311989466215e-09,1.5008173042686457e-09,4.133576506071031e-18,1
144,-1.6070283895512676,BB24CE4D,-1.6070283874869347,BB24CE4D,-1.6070283874869347,2.0643329268210664e-09,1.2845653133716527e-09,4.26147043275763e-18,1
145,0.2899036193440546,3146E3F5,0.28990362025797367,3146E3F4,0.2899036183953285,9.48726097682595e-10,3.2725569271236203e-09,9.00081208424045e-19,0
146,1.3162317973597397,4287A489,1.316231794655323,4287A489,1.316231794655323,2.7044166905909606e-09,2.0546659760201915e-09,7.313869636346963e-18,1
147,-0.17002250015823994,D51E59F3,-0.17002249974757433,D51E59F3,-0.17002249974757433,4.106656126268149e-10,2.4153603919752292e-09,1.6864624539415719e-19,1
148,1.5795673046709862,44A2F42F,1.5795673057436943,44A2F42F,1.5795673057436943,1.0727081445338627e-09,6.791151863942265e-10,1.1507027633492824e-18,1
149,-1.0648786312263825,BF7B20EA,-1.0648786276578903,BF7B20EA,-1.0648786276578903,3.5684921684264737e-09,3.351078765020169e-09,1.2734136356121076e-17,1
150,0.516988146249701,3845955D,0.5169881470501423,3845955D,0.5169881470501423,8.004412688222828e-10,1.5482777982992212e-09,6.407062248338261e-19,1
151,2.0232684249064623,4817D3AE,2.0232684314250946,4817D3AE,2.0232684314250946,6.518632300611671e-09,3.2218326645971523e-09,4.2492567070577805e-17,1
152,-2.362013012054784,B68D4C76,-2.3620130121707916,B68D4C76,-2.3620130121707916,1.1600764793229246e-10,4.911389028774825e-11,1.3457774378782718e-20,1
153,1.0349946867262538,4047AB4B,1.0349946841597557,4047AB4C,1.0349946916103363,4.884082471789952e-09,4.718944487762134e-09,2.385426159124585e-17,0
154,1.573894104650229,449755CB,1.5738941058516502,449755CB,1.5738941058516502,1.2014211847599654e-09,7.633430871938876e-10,1.443412863190039e-18,1
155,-0.9541577286025127,C0BBC51B,-0.9541577287018299,C0BBC51B,-0.9541577287018299,9.931722111389263e-11,1.0408889236725623e-10,9.86391040978584e-21,1
156,0.04746337995600758,1E1347B0,0.04746337980031967,1E1347B0,0.04746337980031967,1.5568790701081525e-10,3.280168988283553e-09,2.4238724389408257e-20,1
157,-0.20599478351950007,D2D0FB41,-0.20599478390067816,D2D0FB41,-0.20599478390067816,3.8117808909277073e-10,1.8504259310852273e-09,1.4529673560441626e-19,1
158,-1.4749744449477729,BC334099,-1.4749744459986687,BC33409A,-1.474974438548088,6.399684782110171e-09,4.338844516276875e-09,4.0955965310372507e-17,0
159,1.1806450900856529,4171F60E,1.1806450933218002,4171F60E,1.1806450933218002,3.236147350094143e-09,2.7409992869740123e-09,1.0472649671521343e-17,1
160,-0.18932886380478725,D3E20930,-0.1893288642168045,D3E20930,-0.1893288642168045,4.120172536481448e-10,2.1761988392481274e-09,1.6975821730375968e-19,1
161,0.5214909041417305,385806D9,0.5214909054338932,385806D8,0.5214909017086029,2.433127588297168e-09,4.6657143374372145e-09,5.920109860932794e-18,0
162,-0.06579708105749016,DF93F614,-0.06579708121716976,DF93F610,-0.06579708307981491,2.0223247521045096e-09,3.073578218975253e-08,4.089797402974566e-18,0
163,1.1774453241220433,416B6874,1.1774453222751617,416B6874,1.1774453222751617,1.8468815365935143e-09,1.5685497226553878e-09,3.4109714102100204e-18,1
164,-0.7038048924425513,C4BD3715,-0.7038048915565014,C4BD3714,-0.7038048952817917,2.8392403983446e-09,4.03412995395788e-09,8.061286039592004e-18,0
165,-0.3762666900418344,CBF59F8F,-0.37626668997108936,CBF59F8F,-0.37626668997108936,7.074502095250068e-11,1.8801829347326772e-10,5.0048579895697604e-21,1
166,1.9591470285992951,47AC5547,1.9591470286250114,47AC5546,1.9591470211744308,7.424864278959831e-09,3.789845361564459e-09,5.5128609560973687e-17,0
167,0.8623075827927409,3DCC0309,0.8623075820505619,3DCC0309,0.8623075820505619,7.421789849360039e-10,8.606893871121039e-10,5.508296456806371e-19,1
168,0.5618794521448732,38FD754F,0.5618794523179531,38FD754E,0.5618794485926628,3.5522104147034383e-09,6.3220151602688395e-09,1.2618198830327573e-17,0
169,0.9316832406479816,3EE82CB0,0.9316832423210144,3EE82CB0,0.9316832423210144,1.6730328233904856e-09,1.7957099048244107e-09,2.79903882814194e-18,1
170,-1.5519754065793976,BB958DEB,-1.5519754067063332,BB958DEB,-1.5519754067063332,1.2693557316367787e-10,8.178968083228061e-11,1.6112639734391418e-20,1
171,-0.009480933230596178,EB2550AC,-0.00948093319311738,EB255090,-0.009480936452746391,3.2221502133111812e-09,3.398558069065282e-07,1.038225199714129e-17,0
