test_id,reference_real,reference_rounded_fxp16_32_hex,reference_rounded_fxp16_32_real,hw_hex,hw_real,abs_error,rel_error,squared_error,exact_match_to_reference_rounded_fxp16_32
22,-1.5390109825196372,FFE76036,-1.539011001586914,FFE76368,-1.5382308959960938,0.000780086523543444,0.0005068752155792302,6.085349842140962e-07,0
23,0.20583504192733293,00034B1A,0.20583534240722656,00034D44,0.20636367797851562,0.000528636051182696,0.002568250994742301,2.7945607461003396e-07,0
24,0.4268258192949741,0006D447,0.42682552337646484,0006CF85,0.42566394805908203,0.0011618712358920646,0.002722120320207503,1.3499447687933537e-06,0
25,0.9674076180779614,000F7A80,0.9674072265625,000F7137,0.9651403427124023,0.0022672753655590405,0.002343660855249049,5.140537583270881e-06,0
26,0.18134563223715205,0002E6CB,0.18134593963623047,0002DDDD,0.17916584014892578,0.0021797920882262733,0.01202009699012592,4.7514935478938575e-06,0
27,0.4688023898047953,00078037,0.46880245208740234,00077E62,0.4683551788330078,0.000447210971787515,0.0009539434557356443,1.9999765328713356e-07,0
28,2.0482885603968963,0020C5CA,2.048288345336914,0020BCAD,2.0460634231567383,0.0022251372401580483,0.001086339729264945,4.951235737538176e-06,0
29,-0.33772158351329606,FFFA98B1,-0.3377218246459961,FFFA9C2C,-0.3368721008300781,0.0008494826832179392,0.0025153343010559915,7.216208290871496e-07,0
30,0.5815664380452509,00094E19,0.5815668106079102,00094C90,0.5811920166015625,0.0003744214436883775,0.0006438154253654581,1.4019141749368883e-07,0
31,-0.05319929959214187,FFFF2618,-0.05319976806640625,FFFF2374,-0.053844451904296875,0.0006451523121550062,0.012127082820659963,4.162215058789506e-07,0
32,-0.5564432427239194,FFF718CF,-0.5564432144165039,FFF714E4,-0.5573997497558594,0.000956507031939946,0.0017189660301338572,9.149057021505649e-07,0
33,0.18245116415690532,0002EB52,0.1824512481689453,0002EDE5,0.18307971954345703,0.0006285553865517102,0.0034450609808724586,3.9508187396316977e-07,0
34,1.8506878316971043,001D9C6B,1.8506879806518555,001D9887,1.8497381210327148,0.0009497106643894249,0.0005131663201775786,9.019503460550028e-07,0
35,-0.8250325042099921,FFF2CCAB,-0.8250322341918945,FFF2D13F,-0.8239145278930664,0.001117976316925673,0.0013550694199572033,1.2498710452066925e-06,0
36,-0.7714311317022587,FFF3A838,-0.7714309692382812,FFF3A8AC,-0.7713203430175781,0.00011078868468061831,0.00014361448498474426,1.227413265326147e-08,0
37,-0.2588591844114211,FFFBDBB6,-0.25885963439941406,FFFBD878,-0.25965118408203125,0.0007919996706101662,0.003059577246258304,6.272634782466117e-07,0
38,-0.060293570919555034,FFFF090A,-0.06029319763183594,FFFF0C8A,-0.05943870544433594,0.0008548654752190965,0.014178385227169183,7.307949807215717e-07,0
39,-0.7256365602197782,FFF463CB,-0.7256364822387695,FFF46546,-0.7252750396728516,0.00036152054692661917,0.0004982115934416578,1.3069710585012184e-07,0
40,-1.535513174864548,FFE76E8A,-1.535512924194336,FFE77094,-1.5350151062011719,0.0004980686633762055,0.00032436625847911824,2.4807239343735987e-07,0
41,-1.3595932017831056,FFEA3F1B,-1.359593391418457,FFEA437B,-1.358525276184082,0.001067925599023578,0.0007854743592590742,1.140465085049868e-06,0
42,-1.6527886239796485,FFE58E2E,-1.6527881622314453,FFE59028,-1.6523056030273438,0.00048302095230479125,0.00029224605330459904,2.3330924036542742e-07,0
43,0.020596382397152224,0000545D,0.02059650421142578,00005419,0.020531654357910156,6.472803924206794e-05,0.003142689720648108,4.189719064122687e-09,0
44,2.093564048971846,00217F3D,2.093564033508301,00217AE9,2.0925073623657227,0.001056686606123236,0.0005047309666222905,1.116586583560243e-06,0
45,-0.11121061552709466,FFFE387B,-0.11121082305908203,FFFE3756,-0.11149024963378906,0.00027963410669440414,0.002514455165714606,7.81952336267774e-08,0
46,-0.5117095473399382,FFF7D00A,-0.5117092132568359,FFF7D038,-0.5116653442382812,4.420310165698105e-05,8.638318727247842e-05,1.9539141960974008e-09,0
47,-0.4475283233923347,FFF8D6ED,-0.4475278854370117,FFF8D965,-0.44692516326904297,0.0006031601232917572,0.0013477585479276686,3.638021343293277e-07,0
48,-1.3919693619105424,FFE9BA7E,-1.3919696807861328,FFE9BFD4,-1.3906669616699219,0.0013024002406205604,0.00093565295060299,1.6962463867684936e-06,0
49,-1.2065298369302573,FFECB20E,-1.2065296173095703,FFECBA9D,-1.2044401168823242,0.0020897200479330635,0.0017320085952038154,4.366929878733365e-06,0
50,0.7402387052938789,000BD805,0.740239143371582,000BCF3E,0.7380962371826172,0.0021424681112617305,0.002894293551444542,4.590169607773407e-06,0
51,-1.34876876157705,FFEA6B71,-1.348769187927246,FFEA72F6,-1.346933364868164,0.0018353967088859946,0.0013607942007345677,3.3686810789895405e-06,0
52,-0.15068686308448564,FFFD96C9,-0.15068721771240234,FFFD9695,-0.15073680877685547,4.9945692369823824e-05,0.00033145352784881294,2.494572186301078e-09,0
53,-0.15244961244741945,FFFD8F91,-0.1524496078491211,FFFD93B3,-0.15144062042236328,0.0010089920250561657,0.006618527976935144,1.018064906626942e-06,0
54,1.9794748310650399,001FABEE,1.9794750213623047,001FA0DF,1.9767751693725586,0.002699661692481259,0.0013638272384745244,7.288173253850775e-06,0
55,1.4930268672564277,0017E370,1.4930267333984375,0017D684,1.4898719787597656,0.0031548884966621227,0.0021130821995584822,9.953321426370989e-06,0
56,1.769695527918384,001C50AC,1.7696952819824219,001C45B1,1.767014503479004,0.0026810244393800087,0.0015149636743070607,7.1878920445528895e-06,0
57,0.8350015095476861,000D5C2B,0.8350019454956055,000D57EA,0.8339633941650391,0.0010381153826470868,0.0012432497076675056,1.0776835476885076e-06,0
58,-1.15517546418337,FFED8467,-1.1551752090454102,FFED853F,-1.1549692153930664,0.0002062487903036203,0.0001785432574517362,4.2538563501706744e-08,0
59,-0.8570065135286471,FFF249B4,-0.8570060729980469,FFF248D5,-0.8572187423706055,0.00021222884195837288,0.0002476397070595645,4.5041081358992014e-08,0
60,-0.30701129606573396,FFFB167B,-0.30701160430908203,FFFB1729,-0.30684566497802734,0.00016563108770661916,0.0005394950929465344,2.743365721487777e-08,0
61,0.06290735488401189,000101AB,0.06290721893310547,0000F935,0.06084156036376953,0.002065794520242359,0.032838680374516704,4.267506999863358e-06,0
62,-0.007377668118847602,FFFFE1C8,-0.00737762451171875,FFFFDF88,-0.00792694091796875,0.0005492727991211477,0.07445073297861284,3.0170060785438063e-07,0
63,-1.5272552141897668,FFE7905D,-1.5272550582885742,FFE79550,-1.5260467529296875,0.001208461260079341,0.0007912634698192528,1.4603786171125485e-06,0
64,-0.4077591558429536,FFF979D2,-0.4077587127685547,FFF97754,-0.4083671569824219,0.0006080011394682949,0.001491079061637217,3.69665385594745e-07,0
65,-1.099627000880711,FFEE67EE,-1.0996265411376953,FFEE6EAD,-1.0979795455932617,0.001647455287449251,0.0014981946479395054,2.7141089241444942e-06,0
66,-0.4319687881347928,FFF916A8,-0.43196868896484375,FFF91192,-0.4332103729248047,0.001241584790011907,0.0028742465291832133,1.5415327907889112e-06,0
67,-0.07310139906800323,FFFED494,-0.07310104370117188,FFFED27D,-0.07361125946044922,0.0005098603924459932,0.006974700880508334,2.5995761978518223e-07,0
68,1.1043470765444252,0011AB68,1.1043472290039062,0011A887,1.1036443710327148,0.0007027055117103664,0.0006363085724002442,4.93795036188128e-07,0
69,1.074772797416402,00113245,1.074772834777832,00112AF4,1.0729866027832031,0.0017861946331989564,0.0016619276534470442,3.1904912676687545e-06,0
70,0.4699039272487282,000784BA,0.46990394592285156,00078AC0,0.47137451171875,0.0014705844700217963,0.0031295428378988427,2.1626186834692876e-06,0
71,-0.3953535564037791,FFF9ACA2,-0.3953533172607422,FFF9AF82,-0.3946514129638672,0.0007021434399119286,0.001775988677827452,4.930054102113561e-07,0
72,0.2863596250988214,000494EE,0.2863597869873047,00048FE5,0.28513050079345703,0.0012291243053643708,0.004292240237918336,1.510746558037447e-06,0
73,-1.170819347447572,FFED4453,-1.1708192825317383,FFED4A69,-1.1693334579467773,0.001485889500794757,0.0012691022778484563,2.2078676085720923e-06,0
74,0.2516593140976302,000406CC,0.2516593933105469,00040A52,0.2525196075439453,0.000860293446315108,0.003418484427647135,7.401048137727255e-07,0
75,0.022493248214492112,00005C22,0.022493362426757812,00005D80,0.0228271484375,0.000333900223007888,0.014844464428786251,1.1148935892471736e-07,0
76,-0.9893515343595501,FFF02B9E,-0.9893512725830078,FFF02E79,-0.9886541366577148,0.0006973977018353006,0.0007049038462216124,4.863635545251588e-07,0
77,0.22134208526358168,00038A9E,0.2213420867919922,00038D35,0.22197437286376953,0.000632287600187853,0.002856608129605825,3.997876093513143e-07,0
78,0.30732601331111165,0004EACF,0.3073263168334961,0004E884,0.3067665100097656,0.0005595033013460204,0.0018205530189845179,3.130439442170958e-07,0
79,-1.4508908425981475,FFE8C927,-1.4508905410766602,FFE8CCF8,-1.4499588012695312,0.0009320413286162399,0.0006423924538300962,8.687010382487257e-07,0
80,1.2724784348968776,00145C12,1.2724781036376953,00145AD4,1.2721748352050781,0.0003035996917994943,0.00023858926286958899,9.217277286074793e-08,0
81,1.831750641880792,001D4EDA,1.8317508697509766,001D4CA6,1.8312129974365234,0.0005376444442686257,0.0002935139925577353,2.8906154845291934e-07,0
82,-0.8137752639457355,FFF2FAC7,-0.8137750625610352,FFF2FEBD,-0.8128080368041992,0.0009672271415362976,0.0011885678815629307,9.355283433244771e-07,0
83,-0.8028591867620138,FFF3277D,-0.8028593063354492,FFF32B5F,-0.8019113540649414,0.0009478326970724371,0.0011805715282341245,8.983868216396104e-07,0
84,-1.2354702308686971,FFEC3B84,-1.2354698181152344,FFEC442F,-1.233353614807129,0.0021166160615682106,0.001713206849249579,4.480063552088523e-06,0
85,0.42696183506116164,0006D4D6,0.42696189880371094,0006D784,0.4276161193847656,0.0006542843236039819,0.0015324187547354358,4.2808797611392014e-07,0
86,-0.8483224934853926,FFF26D45,-0.848322868347168,FFF272A6,-0.8470096588134766,0.0013128346719160078,0.0015475655567284729,1.7235348757848117e-06,0
87,-0.4727613282603497,FFF86F92,-0.4727611541748047,FFF86B3E,-0.4738178253173828,0.00105649705703309,0.0022347366289894107,1.1161860315195802e-06,0
88,-1.3063292833410696,FFEB1946,-1.3063297271728516,FFEB1F14,-1.3049125671386719,0.0014167162023976942,0.0010845016034351606,2.0070847981361444e-06,0
89,0.3905910015666926,00063FDC,0.3905906677246094,00063AB6,0.38933372497558594,0.0012572765911066375,0.0032189082340955064,1.5807444265447269e-06,0
90,0.8261624709662259,000D37F6,0.8261623382568359,000D332E,0.8249950408935547,0.0011674300726711717,0.0014130756524268423,1.3628929745770173e-06,0
91,2.045202750599115,0020B927,2.04520320892334,0020AFF0,2.0429534912109375,0.002249259388177549,0.0010997733048807305,5.059167795304843e-06,0
92,0.02609932560349526,00006AE7,0.026099205017089844,00006B02,0.026124954223632812,2.5628620137552183e-05,0.0009819648418087845,6.568261701549453e-10,0
93,0.020742411470641264,000054F6,0.020742416381835938,0000554B,0.02082347869873047,8.106722808920441e-05,0.003908283672992732,6.571895470067093e-09,0
94,-1.934277024881389,FFE10D34,-1.9342765808105469,FFE1196A,-1.931295394897461,0.002981629983928036,0.0015414699888248277,8.8901173610587e-06,0
95,0.5429984528336602,0008B01F,0.5429983139038086,0008AAAD,0.5416688919067383,0.0013295609269219355,0.002448553803392194,1.7677322583975163e-06,0
96,0.4649301604824736,0007705B,0.46493053436279297,00076711,0.4626626968383789,0.0022674636440946916,0.004876998389912302,5.1413913772911786e-06,0
97,-0.8126959019261593,FFF2FF33,-0.8126955032348633,FFF30139,-0.8122014999389648,0.000494401987194415,0.000608348074627471,2.4443332494178646e-07,0
98,-0.8405546025839696,FFF28D17,-0.8405542373657227,FFF29003,-0.8398408889770508,0.0007137136069188532,0.0008490984461030951,5.093871127011193e-07,0
99,-1.5768715315676847,FFE6C522,-1.5768718719482422,FFE6CAC7,-1.5754938125610352,0.0013777190066495137,0.0008737040266557551,1.8981096612833229e-06,0
100,-0.3595646653263861,FFFA3F39,-0.35956478118896484,FFFA3B35,-0.36054515838623047,0.0009804930598443784,0.0027268893592599253,9.613666404029917e-07,0
101,0.7231692949504218,000B921A,0.7231693267822266,000B8E26,0.7222042083740234,0.0009650865763983774,0.0013345237182180703,9.313920999443411e-07,0
102,0.4617489315198595,00076353,0.4617490768432617,00075EBB,0.46062755584716797,0.0011213756726915491,0.0024285398322428375,1.2574833993044243e-06,0
103,-0.1935203125743501,FFFCE757,-0.19352054595947266,FFFCE8BD,-0.19317913055419922,0.0003411820201508764,0.001763029501204402,1.1640517087423303e-07,0
104,3.072662309712012,003129A0,3.072662353515625,00311E5A,3.0699100494384766,0.0027522602735352564,0.0008957249434264108,7.574936613280364e-06,0
105,-0.8075284148445998,FFF3145D,-0.8075284957885742,FFF3121E,-0.8080768585205078,0.0005484436759080058,0.0006791633158983612,3.007904656434857e-07,0
106,0.6088727447527716,0009BDF1,0.6088724136352539,0009BA3B,0.607966423034668,0.0009063217181036753,0.0014885240403915282,8.214190567063979e-07,0
107,0.7660451381195073,000C41B9,0.7660455703735352,000C37F5,0.7636613845825195,0.0023837535369877205,0.0031117664199780378,5.682280925101468e-06,0
108,0.9904786289120013,000FD900,0.990478515625,000FD56F,0.9896078109741211,0.0008708179378802416,0.0008791890228230346,7.583238809339964e-07,0
109,0.7156317989752299,000B733A,0.7156314849853516,000B6F85,0.714726448059082,0.0009053509161478512,0.0012651071646680532,8.196602813697536e-07,0
110,0.17071166524745623,0002BB3C,0.17071151733398438,0002BC04,0.17090225219726562,0.0001905869498093904,0.0011164260481738245,3.6323385437647095e-08,0
111,-1.5767804247531687,FFE6C582,-1.5767803192138672,FFE6C932,-1.5758800506591797,0.0009003740939890204,0.0005710205935173035,8.106735091265492e-07,0
112,0.09191793922145192,0001787F,0.0919179916381836,00017B2D,0.09257221221923828,0.0006542729977863648,0.007118012036911178,4.280731556323566e-07,0
113,-0.3024497572788808,FFFB292A,-0.30245018005371094,FFFB234B,-0.30388355255126953,0.0014337952723887382,0.004740606457378222,2.055768883124296e-06,0
114,-0.36257767492864973,FFFA32E2,-0.3625774383544922,FFFA3211,-0.3627767562866211,0.00019908135797136461,0.0005490723001920653,3.963338709172262e-08,0
115,-0.7026420694500185,FFF4C1FA,-0.7026424407958984,FFF4C2B2,-0.7024669647216797,0.00017510472833881519,0.0002492090012143388,3.0661665886610267e-08,0
116,0.6353451506861141,000A2A60,0.635345458984375,000A256A,0.6341342926025391,0.0012108580835750171,0.0019058272220499398,1.4661772985589632e-06,0
117,0.12333605574991535,0001F92F,0.1233358383178711,0001F52D,0.12235736846923828,0.0009786872806770708,0.007935127118557482,9.578287933590796e-07,0
118,1.9249722163008773,001ECCB0,1.9249725341796875,001EBE4A,1.921457290649414,0.0035149256514632743,0.0018259617576287573,1.2354702335314524e-05,0
119,1.3461830210937948,001589F7,1.3461828231811523,001580B8,1.3439254760742188,0.0022575450195760904,0.001676997097869946,5.096509515412811e-06,0
120,0.12306844704270475,0001F817,0.12306880950927734,0001F77A,0.12291908264160156,0.00014936440110319138,0.0012136693416742467,2.230972431691504e-08,0
121,1.0411205233565382,0010A86E,1.0411205291748047,00109B6A,1.037942886352539,0.0031776370039990898,0.0030521317491220834,1.0097376929184312e-05,0
122,-1.3470864265370803,FFEA7256,-1.347085952758789,FFEA7784,-1.3458213806152344,0.001265045921845953,0.0009390978165357759,1.6003411843790774e-06,0
123,-0.7989015260601242,FFF337B3,-0.7989015579223633,FFF3360E,-0.7993030548095703,0.0004015287494461006,0.0005026010545082901,1.6122533663174946e-07,0
124,-1.6515831910737848,FFE5931E,-1.6515827178955078,FFE596CE,-1.6506824493408203,0.0009007417329645051,0.000545380782410896,8.113356695038999e-07,0
125,-0.19044696682760637,FFFCF3EE,-0.1904468536376953,FFFCF293,-0.19077777862548828,0.0003308117978819136,0.0017370284410009337,1.0943644561786407e-07,0
126,1.395443449656498,001653BD,1.3954439163208008,00164A2B,1.3931074142456055,0.0023360354108925563,0.001674045201521849,5.457061440943954e-06,0
127,-0.3457881270700972,FFFA77A7,-0.34578800201416016,FFFA794D,-0.3453855514526367,0.00040257561746048776,0.001164226258638657,1.6206712777369297e-07,0
128,0.792078125539956,000CAC5A,0.7920780181884766,000CAD19,0.7922601699829102,0.00018204444295411015,0.0002298314232955383,3.314017921047227e-08,0
129,-0.3862933390502076,FFF9D1BE,-0.3862934112548828,FFF9D700,-0.385009765625,0.0012835734252075737,0.003322794610861111,1.6475607378991027e-06,0
130,0.9433339629181281,000F17E5,0.943333625793457,000F15F0,0.9428558349609375,0.0004781279571905994,0.000506849086310376,2.2860634344725566e-07,0
131,1.854321265282032,001DAB4D,1.8543214797973633,001DA321,1.8523263931274414,0.001994872154590599,0.0010757964069873242,3.979514913160939e-06,0
132,0.8260633983645497,000D378E,0.8260631561279297,000D379C,0.8260765075683594,1.3109203809702485e-05,1.586948875311053e-05,1.7185122452431817e-10,0
133,0.12664226103192544,000206BA,0.12664222717285156,000201D7,0.12544918060302734,0.0011930804288980967,0.009420871193995276,1.4234409098196664e-06,0
134,1.3255247708921587,00153559,1.3255243301391602,00152E76,1.323843002319336,0.0016817685728227616,0.001268756804665996,2.8283455325343085e-06,0
135,0.32029844830465604,00051FF1,0.3202981948852539,00051B70,0.3191986083984375,0.001099839906218536,0.0034337971727306307,1.2096478193107982e-06,0
136,-0.5591657932285519,FFF70DA8,-0.5591659545898438,FFF712EA,-0.5578823089599609,0.0012834842685909287,0.002295355481565234,1.6473318677203911e-06,0
137,0.32634339970603116,000538B4,0.3263435363769531,00053433,0.3252439498901367,0.0010994498158944377,0.00336899663631873,1.208789897670313e-06,0
138,-0.1532039510680958,FFFD8C7A,-0.15320396423339844,FFFD84C1,-0.1550893783569336,0.001885427288837782,0.012306649245617371,3.5548360614941896e-06,0
139,-0.7728037058176566,FFF3A299,-0.7728033065795898,FFF3A17B,-0.773076057434082,0.00027235161642547023,0.00035242017393965726,7.417540296956647e-08,0
140,0.0934726696871202,00017EDD,0.09347248077392578,00017BE0,0.092742919921875,0.0007297497652452023,0.007807092358524516,5.325347198754279e-07,0
141,0.45589407277290955,00074B58,0.45589447021484375,00074F4B,0.45685863494873047,0.0009645621758209155,0.0021157594130454603,9.303801910243787e-07,0
142,-0.20804968378807542,FFFCABD4,-0.20804977416992188,FFFCA654,-0.20939254760742188,0.0013428638193464515,0.0064545342963093656,1.803283237309739e-06,0
143,-1.354675143291732,FFEA5340,-1.35467529296875,FFEA574F,-1.353684425354004,0.0009907179377282027,0.0007313324841266756,9.81522032136423e-07,0
144,-1.6070283926374864,FFE6499D,-1.6070280075073242,FFE64F3A,-1.6056575775146484,0.0013708151228379872,0.0008530123855423479,1.879134101001326e-06,0
145,0.2899036196488172,0004A372,0.2899036407470703,00049F11,0.2888345718383789,0.0010690478104383172,0.0036875973184927386,1.1428632210029602e-06,0
146,1.3162317959836765,00150F49,1.3162317276000977,00150653,1.3140439987182617,0.002187797265414737,0.0016621671593791748,4.7864568745562015e-06,0
147,-0.17002250016320844,FFFD4796,-0.17002296447753906,FFFD494B,-0.16960620880126953,0.0004162913619389086,0.002448448655556183,1.732984980249514e-07,0
148,1.5795673040989067,001945E8,1.5795669555664062,00194206,1.5786190032958984,0.0009483008030082285,0.0006003547937130822,8.99274412986051e-07,0
149,-1.0648786303131244,FFEEF642,-1.0648784637451172,FFEEFDC0,-1.06304931640625,0.0018293139068743525,0.0017178614114328205,3.346389369883907e-06,0
150,0.5169881449546332,00084595,0.5169878005981445,0008405F,0.5157155990600586,0.0012725458945745949,0.0024614604938112527,1.619373053798656e-06,0
151,2.0232684252628808,00205F4F,2.023268699645996,002051B0,2.0199432373046875,0.003325187958193254,0.0016434734594156565,1.1056874957313423e-05,0
152,-2.3620130117631053,FFDA3532,-2.3620128631591797,FFDA3FA3,-2.359463691711426,0.0025493200516795156,0.0010792997494017175,6.499032725895248e-06,0
153,1.0349946880923007,00108F57,1.0349950790405273,0010865F,1.0328054428100586,0.0021892452822420694,0.0021152236890000665,4.792794905819158e-06,0
154,1.573894104668476,00192EAC,1.5738945007324219,00192551,1.571610450744629,0.0022836539238471065,0.0014509577976519162,5.215075243902286e-06,0
155,-0.9541577282331319,FFF0BBC5,-0.954157829284668,FFF0BDD6,-0.9536533355712891,0.0005043926618428785,0.0005286260823741281,2.5441195732094435e-07,0
156,0.047463379602053046,0000C269,0.047463417053222656,0000BC2C,0.045940399169921875,0.0015229804321311713,0.03208748396975285,2.3194693966544493e-06,0
157,-0.20599478419219738,FFFCB43F,-0.2059946060180664,FFFCB78B,-0.20518970489501953,0.000805079297177852,0.003908250882831559,6.481526747443842e-07,0
158,-1.4749744465969223,FFE86681,-1.4749746322631836,FFE86FDE,-1.4726886749267578,0.002285771670164527,0.0015497025561617595,5.224752128126731e-06,0
159,1.1806450882710173,0012E3EC,1.1806449890136719,0012DEF5,1.1794328689575195,0.0012122193134977977,0.0010267431978843184,1.4694756640170718e-06,0
160,-0.18932886351093886,FFFCF882,-0.1893291473388672,FFFCF6DC,-0.18973159790039062,0.0004027343894517643,0.002127168472801272,1.6219498844708536e-07,0
161,0.5214909055945468,00085807,0.5214910507202148,00085BC2,0.5224018096923828,0.0009109040978360072,0.0017467305528511454,8.297462754544302e-07,0
162,-0.0657970801645289,FFFEF27F,-0.0657968521118164,FFFEF63C,-0.06488418579101562,0.0009128943735132733,0.013874390341190448,8.333761371921918e-07,0
163,1.1774453228292083,0012D6D1,1.177445411682129,0012D128,1.1760635375976562,0.0013817852315520796,0.0011735451360338975,1.909330426135434e-06,0
164,-0.7038048911044092,FFF4BD37,-0.7038049697875977,FFF4BBD0,-0.7041473388671875,0.00034244776277825295,0.00048656632982599,1.172704702318306e-07,0
165,-0.3762666901594597,FFF9FAD0,-0.3762664794921875,FFF9FB26,-0.37618446350097656,8.222665848311994e-05,0.0002185329199570463,6.76122336529964e-09,0
166,1.9591470313605897,001F58AB,1.9591474533081055,001F5511,1.958268165588379,0.0008788657722107462,0.00044859612787734006,7.724050455635913e-07,0
167,0.86230758491356,000DCC03,0.8623075485229492,000DCBF4,0.8622932434082031,1.4341505356840756e-05,1.663154262788769e-05,2.056787759002921e-10,0
168,0.5618794524801513,0008FD75,0.5618791580200195,0008F8DC,0.5607566833496094,0.0011227691305418785,0.0019982384577082236,1.260610520497766e-06,0
169,0.9316832422499439,000EE82D,0.9316835403442383,000EE03A,0.9297428131103516,0.001940429139592359,0.002082713363939412,3.7652652457791426e-06,0
170,-1.5519754050393781,FFE72B1C,-1.5519752502441406,FFE72E25,-1.551234245300293,0.0007411597390851732,0.00047755894628134766,5.49317758840802e-07,0
171,-0.009480932046552426,FFFFD92B,-0.009480476379394531,FFFFD79C,-0.009860992431640625,0.00038006038508819895,0.0400868166992507,1.4444589631339008e-07,0
172,-0.42363991351363844,FFF938C5,-0.42364025115966797,FFF93894,-0.4236869812011719,4.7067687533430824e-05,0.00011110305245569254,2.2153672097446793e-09,0
173,-0.32850092207208714,FFFABE76,-0.32850074768066406,FFFAC0D7,-0.32791996002197266,0.0005809620501144863,0.0017685248688190849,3.3751690367322693e-07,0
174,0.20435160264199692,00034506,0.20435142517089844,00033EAB,0.20279979705810547,0.0015518055838914524,0.00759380187788425,2.4081005701966917e-06,0
175,-0.3868984313610456,FFF9CF44,-0.3868980407714844,FFF9CF4C,-0.3868904113769531,8.019984092499932e-06,2.0728913436756347e-05,6.432014484395195e-11,0
176,0.36206375203781804,0005CB03,0.3620634078979492,0005C014,0.3593940734863281,0.002669678551489918,0.00737350407618564,7.127183568285307e-06,0
177,-0.205072181366719,FFFCB806,-0.20507240295410156,FFFCB56C,-0.20570755004882812,0.0006353686821091165,0.003098268511480465,4.0369336220507547e-07,0
178,-1.0959500022824087,FFEE76FD,-1.0959501266479492,FFEE7DE0,-1.094268798828125,0.0016812034542836862,0.0015340147367876615,2.8264450546953987e-06,0
179,-0.2691934606581924,FFFBB162,-0.2691936492919922,FFFBB48B,-0.26842212677001953,0.0007713338881728538,0.002865351507005041,5.949559670438524e-07,0
180,0.1947810059171417,00031DD3,0.19478130340576172,00031F09,0.19507694244384766,0.0002959365267059533,0.001519329491664307,8.75784278387834e-08,0
