#FULL_A_16x16
2.19141 -0.488953 2.86865 1.57886 -3.24658 3.80518 2.08936 2.28857 -2.9751 -0.396912 -1.03369 3.41406 1.15088 2.58203 -0.452698 -2.18213
-3.02539 0.0506287 1.5542 0.648926 -2.40186 2.43311 1.72314 1.91187 -2.95166 -3.00977 3.42041 -0.819336 -1.59253 -0.0913391 1.30298 3.64502
-1.7085 3.39844 -3.80127 0.441589 1.07178 -3.15283 -2.87744 -0.647095 3.72998 0.768311 3.46436 2.43506 -0.260925 2.27832 -3.85742 -3.12695
2.63525 2.37451 -2.13867 0.246155 0.848145 2.94189 0.824829 -0.699463 -1.00659 -0.592896 1.21533 2.93994 -0.368835 -2.01709 -2.10693 1.96802
#FULL_A_16x16 encoded
5188 D0B5 56F3 4943 A607 5E71 50B7 524F A833 D699 BF76 5B50 426A 54A8 D307 AE8B
2BF3 A416 54F8 40DA 5085 BD61 5E20 5929 51D1 AC75 DEF6 A2CE A9E0 476E 4F54 5DEC
B9B5 BF6B E06A AC20 A851 E390 AE86 45BC CFE9 554B 49A2 B7FC 5544 5381 C332 B4E8
475C A8F2 ACCB A079 525D 451A 4A43 51F7 DAF7 3199 A8F2 A754 458E E134 30B3 50F6
413E 2B6F 2E50 B6E8 A1F9 CFCD ADBC C895 569E AEF9 A3BB B404 B594 44BA 2D33 522B
4508 C809 5419 AAB0 A174 A5C3 4C76 DC7B AA52 0624 A9BF 4921 D46F C18B B698 40AD
BE50 A59C A78D 5D90 5A26 4990 B208 5E07 51D7 4BC3 D613 B2D9 A62B 59C4 D95C ACF4
B72A 3448 AB50 56D3 508C 4C17 CE9E 404C 3587 432E A568 CA72 A2AA F1D9 BA39 A940
A69E 3670 AAEB 5B35 34C0 BC66 3746 A176 5D59 E6F0 5218 A54B EA57 EE7C 5C05 325D
E26D B22C BA71 1A96 D0B9 A162 54E2 595B A8FA 2BAB A6F3 460C B3FF 4468 4D0E 5132
A6E5 5AA0 AEBC A265 2C16 BF7A 551B 53BA B898 5CFC B53D 176B B0C3 5BE8 AA89 A2E0
CF63 5F83 5911 4FD2 5903 592E 19A8 B870 5169 44B1 BFD4 A60C 4F97 B198 5BF5 AF6C
A7DB 5531 A9CF AB79 3971 57F9 AC92 B7B9 51C1 5E32 0509 A936 A0E4 AEB3 A870 46BE
A7CC 0E7B 48DE 34C4 ACC9 5377 4B92 4E97 A863 A7EC 5B5D C5C8 B685 EC4F 44D9 5D29
B4AA 5B30 A197 2C43 4126 A6C7 A8FB CB4B 5DD7 3896 5BB7 537B DF4D 523A A124 A6FC
5515 52FF AEE4 1FC1 3B24 5789 3A65 C99E BFE5 CD07 4372 5785 D865 AFDD AF25 4F7D
#FULL_B_16x16
2.53271 -3.15771 -3.46729 0.755493 -2.83057 2.59717 -1.51733 -2.84912 3.36768 -2.67578 -1.72217 -2.771 -3.07617 -3.83105 -3.55664 -2.60303
-3.57275 0.729126 1.4458 -0.850952 -1.45605 0.0362244 3 2.80908 -3.65234 -2.54785 -2.10596 -2.00488 0.569824 -0.669922 -3.60596 -1.01099
0.190002 -3.18652 2.66748 -3.58447 3.39893 -3.20703 2.74854 3.22119 3.83643 2.41602 2.23584 1.13989 2.23193 -2.92334 0.288574 0.11377
2.86035 -0.297607 -0.919312 1.11646 -1.86841 -2.88184 -0.177002 -0.664917 -2.13965 -1.05981 -1.06885 -1.38013 -0.964233 1.48584 -1.625 3.59082
3.33057 -0.15271 -1.37305 0.283508 2.78857 1.2207 2.43506 0.26178 1.06323 -1.69482 1.87915 -2.38086 1.55835 2.88574 -2.94336 0.915039
-3.23926 1.80566 -3.32422 3.4873 -2.90088 3.6709 2.40723 0.749512 2.26123 2.36084 3.56836 -1.9729 0.720581 -3.23975 0.929321 -2.62988
0.519653 0.579468 -0.272095 0.18103 2.11133 2.39404 -0.0627747 0.796753 3.44971 -3.04199 -3.06299 -3.29834 1.26294 -0.651123 2.19434 1.36987
-1.33081 3.18701 2.1001 -1.83569 -1.08643 -1.48438 -2.73926 -2.81787 3.48926 -0.496765 -0.933472 1.8374 0.42395 3.48926 2.24219 -0.165039
-0.989136 3.89307 1.74219 3.60938 -3.05225 2.8042 1.09668 -3.02441 0.706055 1.48877 -3.90137 -0.365479 2.60303 -1.63721 -0.331604 -0.461487
-1.58447 3.34766 2.25049 -3.11523 3.97607 3.03369 -1.72876 2.69531 -3.14844 3.99268 1.32544 1.20093 -3.27637 3.17627 -3.76807 -2.07324
-2.85596 2.21436 -2.41455 3.28516 1.25024 -3.71094 -3.95654 -3.58691 0.847412 2.41162 -2.0918 2.79541 -3.54199 2.40771 3.42236 2.17676
1.58496 2.70361 -3.67871 -2.38574 -3.00049 0.0362549 1.96143 1.04004 2.80908 -2.7583 1.87695 -2.45557 -1.83398 1.6792 3.8418 0.892334
-3.56396 0.93042 -3.66113 3.07324 1.67651 -2.61475 -3.26611 -2.53174 3.84033 -0.331543 2.27246 1.09131 0.579346 -2.83887 3.56836 -1.58936
0.624146 1.59814 1.19385 3.5249 -2.8125 0.0668335 -0.7677 -0.206665 -3.04639 -2.92725 -1.77539 -1.56226 -0.576782 0.887939 1.07715 -0.705566
-0.729736 -2.25879 0.706421 -1.46362 -3.71143 -0.652832 -0.206909 -2.19531 0.579712 0.526123 1.61597 1.18359 1.21948 -1.47021 2.29932 0.393127
-0.548706 1.00806 -1.11475 0.101929 1.89355 3.09131 3.36865 0.029068 0.16217 2.39893 -1.48438 2.69922 -0.046875 -3.07324 -3.42334 2.73584
#FULL_B_16x16 encoded
5443 A6BD A443 382D A95B 54C7 B7B9 A935 5AF1 AA98 B472 A9D5 A764 A15A A38C AB2D
A36B 3755 4722 C4C5 B8B4 0CA3 5800 5679 A2C8 AB9E AF27 AFF6 323C CA90 A327 BFD3
1C29 A682 5557 A353 5B31 A658 55FD 59C5 5EB1 5354 51E3 423D 51DB A89D 2278 1690
56E2 DCF4 C295 41DD B21B A8F2 E4AC CAB9 AEE2 BF0B BEE6 B9EB C125 47C6 B600 5CBA
5AA5 E63A BA08 2225 564F 4388 537B 20C1 4103 B4E2 4E11 ACF4 48EF 5716 A874 3D48
A616 4CE4 A568 5BE6 A8CB 5D5E 5342 37FC 5217 52E3 5C8C B06F 370F A615 3DBD AAF6
30A1 328B DE96 1B96 50E4 5327 EFF7 397F 5B99 A7AA A77F A59D 4435 CB2A 518E 45EB
BAB5 597F 50CD B2A1 BE9E B840 AA16 A975 5BEA D035 C221 4D66 2B22 5BEA 51F0 E570
C059 5F25 4BE0 5CE0 A795 566F 418C A7CE 3698 47D2 A0CA D89C 54D3 B5CE DAC7 D277
B6A6 5AC8 5201 A714 5FCF 5845 B457 5590 A6D0 5FF1 4535 4337 A5CA 5969 A1DB AF6A
A927 51B7 ACAF 5A48 4401 A250 A059 A34E 3B1E 534B AF44 565D A3AA 5343 5B61 516A
495C 55A1 A292 ACEA A7FF 0CA4 4F62 40A4 5679 A9EF 4E08 AC5B B2A8 4ADE 5EBC 3C8E
A37D 3DC6 A2B6 5896 4AD3 AB15 A5DF ABBF 5EB9 DAC8 522E 4176 328A A94A 5C8C B692
33F9 4992 431A 5C33 A980 108E C76F E2C6 A7A1 A895 B398 B701 CD8B 3C6A 413C C96C
C8A6 ADEE 369B B895 A24F CB1C E2C2 AE70 328D 30D6 49DB 42F0 4383 B87A 5265 2929
CE71 4021 BE2A 150C 4E4C 58BB 5AF3 0B71 1A61 5331 B840 5598 F200 A76A A49D 55E3
#FULL_C_16x16
-3.55566 -1.75513 -1.3269 -2.61621 -1.48877 1.94165 -3.88232 2.61719 2.85254 -1.02197 -2.771 0.806763 -3.04248 -1.08057 3.66748 3.96387
2.17676 -1.51221 1.50122 1.64331 -0.897217 1.1272 -3.91406 -2.32764 0.200684 -2.68994 -2.67285 2.69043 3.91309 0.447754 2.7124 3.92236
-2.86719 -0.414062 -0.859375 -3.35938 2.04248 -0.529785 -0.245361 -2.79443 -2.55273 3.25684 -3.64258 -2.13721 -1.66357 -0.0784302 0.691528 -0.0536804
-3.32715 -2.05078 2.74854 1.10083 1.19312 1.36157 2.10303 -3.53516 -1.06714 0.316223 -1.29224 2.75586 -0.139404 2.14893 2.81592 0.0383301
3.27637 0.697021 2.80225 -1.27539 -0.00946045 0.251282 -3.16016 -0.811523 3.33887 1.04663 -2.58008 -1.28906 -2.46729 -3.80127 3.41992 -0.414368
-1.53979 0.787842 -3.94141 -1.77588 1.62427 1.07007 3.85449 0.962891 -0.179932 2.09131 3.22656 1.76562 3.70557 2.25586 2.93457 -3.0874
1.85938 -0.479309 0.424805 1.23291 3.7583 3.87646 -1.69409 1.87012 1.99976 -1.22803 -3.00928 -3.67236 2.21875 -0.0823975 3.88428 -0.280212
3.82324 -0.707397 2.34961 -3.32129 0.443665 2.4165 3.39746 2.58057 -3.7041 -1.01831 -3.61035 -3.12598 1.40234 1.70605 2.18994 2.92383
1.91553 2.40674 -3.6084 -2.12354 0.97522 2.86523 -3.96387 0.117035 1.41821 -3.76318 -0.789185 3.16504 1.3728 -2.09863 2.82227 -1.21582
2.82666 -1.6084 0.722534 -0.824463 -1.80151 3.09229 -2.49902 -3.32129 -1.26465 1.74121 2.45947 3.98975 -1.62915 -0.73645 -2.90527 0.598999
3.98047 1.60693 0.761719 -0.861084 3.32227 -0.0246735 -2.92529 -1.0769 -3.46289 -2.38428 -3.85889 -0.373779 1.07642 -1.25366 -0.636963 3.67383
2.01562 0.326843 -1.72363 3.17578 -2.11914 -1.39722 3.27246 0.236328 1.93848 0.725952 1.22754 -1.60498 -2.06885 -1.42017 -2.75635 2.99463
-1.73413 0.491943 2.33594 2.27051 -0.49292 -0.189941 3.95752 1.39673 2.51709 3.22021 2.30078 -2.51855 0.497375 -3.18506 1.22339 3.64258
0.101868 -0.536255 -3.71338 3.67822 -3.17578 -3.67139 -2.03125 -3.47559 -0.35907 0.128723 -1.49951 -3.59229 -3.10742 -0.92395 -3.51562 1.58545
-2.34375 -1.5835 -0.847046 -0.667114 -3.98682 -3.10352 2.90234 -3.99023 0.0653381 -0.0839844 -1.33521 -0.549438 2.24463 2.72949 -1.91724 -1.42017
-2.06006 -0.161072 1.46606 -2.17383 -1.354 3.44287 -3.61133 -0.313843 1.69238 -2.79639 -3.62109 -2.89453 3.35059 -3.92578 -2.49365 -3.74951
#FULL_C_16x16 encoded
A38E B3EB BAC5 AB12 B82E 4F11 A0F1 54F0 56D2 BFA6 A9D5 39D1 A7A9 BEB6 5D57 5FB6
516A B7CE 4805 4A4B C34A 4209 A0B0 AD61 1CD8 AA7B AA9E 5586 5F4E 2CA8 55B3 5F61
A910 D580 C480 A520 5057 CF0C E04C A9A5 AB94 5A0E A2DC AEE7 B562 EDF6 3621 F121
A562 AF98 55FD 419D 4317 45C9 50D3 A3B8 BEED 243D BB53 560C E714 5131 5687 0CE8
5A36 364E 566B BB98 F994 2015 A6B8 C608 5AB6 40BF AB5C BB60 AC43 A197 5B5C D57B
B75D 3936 A078 B396 49FD 411F 5ED6 3ED0 E47C 50BB 59D0 4C40 5DA5 520C 577A A74D
4DC0 D153 2B30 43BA 5E11 5F03 B4E5 4DEC 4FFF BC5A A7ED A29F 51C0 ED74 5F13 DE11
5E96 C95D 52CC A56E 2C65 5355 5B2E 54A5 A25E BFB5 A31E A6FE 4670 4B4C 5185 5764
4EA6 5341 A322 AF03 3F35 56EC A04A 16FB 46B1 A1E5 C6BF 5952 45F7 AF36 5694 BC8C
569D B644 371F C59E B32D 58BD AC02 A56E BBC4 4BDC 53AD 5FEB B5EF C86F A8C2 332B
5FD8 49B6 3860 C472 5A94 F5AF A899 BEC5 A44C ACED A121 D814 4139 BBF1 CB9E 5D64
5020 24EB B46C 5968 AF0C B9A5 5A2E 1F20 4F04 373B 43A4 B652 AF73 B947 A9F3 57F5
B441 2F7C 52B0 522A D074 E3D8 5FA9 4659 5423 59C3 5268 ABDA 2FD5 A685 4393 5D24
150A CED7 A24B 5D6D A698 A2A1 AFC0 A432 D905 183D B802 A343 A724 C26F A3E0 495E
AD40 B6AA C4E5 CAA7 A01B A72C 5738 A014 105D ED40 BAA3 CE6B 51F5 55D6 B153 B947
AF85 E5B1 4775 AE9C BA56 5B8B A31C DBEA 4B14 A9A1 A308 A8D8 5ACE A098 AC0D A201
#FULL_D_16x16_one_shot_reference
-5.32422 -4.7207 -22.5469 -8.50391 -30.1719 -9.39844 -11.0039 13.0781 43.7812 -24.7188 18.3438 -25.5312 -14.207 -17.0156 44.0938 -12.5508
31.6094 -15.1602 29.1094 5.81641 8.72266 10.5938 6.01172 -25.4688 31.1875 0.602539 -35.5625 12.3242 35.0938 -10.1289 -2.11719 34.5625
-39.0625 21.0469 13.4648 6.80859 13.8867 -18.5938 -43.25 -11.2773 -15.0703 27.5312 4.30859 29.0938 -16.8906 12.9844 25.8281 -23.8125
-3.51807 -2.11572 -0.762451 8.05469 17.8906 46.3438 -5.29492 -19.1719 25.9688 4.09766 6.42188 6.30469 14.3789 -12.3789 -8.33984 -20.75
2.01514 -14.3125 28.7969 2.2793 -32.2188 20.8906 19.1406 -1.68188 -13.8555 6.80859 -22.2188 7.36328 16.4219 -46.8438 -18.2969 -12.3828
11.1875 -26.125 8.98438 -48.7188 25.4062 0.214905 7.59766 28.4375 16.5312 -7.60352 2.91016 6.61719 -0.580078 -16.2812 5.02344 -7.25
28.9688 31.7188 20.0781 24.9219 -21.7656 14.3203 -19.7188 -20.8594 -27.7344 0.941772 -9.92969 -11.2305 -0.32605 57.0625 -7.38477 3.53076
26.3125 12 22.6875 -8.19531 -17.5469 24.1562 19.7656 21.7344 -42.625 -12.5195 -1.81104 -31.3594 9.46094 37.9062 -28.5625 -0.448425
-5.50391 8.50391 8.24609 34.5938 -6.12891 -1.89233 -5.46484 -19.4844 -44.5938 11.6914 -28.9375 13.0156 14.1484 1.09863 -4.85938 27.4062
34.9062 -7.76562 19.625 -41.8438 1.69434 8.25 -7.96094 0.526001 -1.18433 -25.0469 -7.52734 5.96094 -4.06445 23.5469 0.478088 19.4688
-10.1914 38.5938 44.0625 -22.4844 20.4531 17.875 -10.8164 37.5312 -44.5 -27.9844 -14.9023 -19.5469 -0.524536 54.6875 -2.36328 -19.4688
-20.9219 -14.5273 10.7695 7.30273 0.786133 -0.782959 28.4375 13.8164 1.94922 16.6406 22.5625 -14.5273 31.1094 -28.0781 -28.0781 -11.9766
-31.8438 35.1875 28.8281 5.78516 19.5781 50.6562 32.8438 32.2812 -56.6562 50.1562 -1.37842 8.55078 1.21118 12.4414 -56.25 -11.8789
-23.8281 -1.34424 -5.42773 6.27148 0.619385 -26.6562 5.63867 -3.96826 12.9023 19.1094 -4.4375 23.1406 2.18164 -8.75781 29.4688 32.75
-9.18359 49 3.21826 28.4375 -20.8438 -18.9844 -14.6641 -15.2031 -52.5 -19.8594 -36.7812 -9.1875 -19.5469 58.5 -3.32178 1.31738
-5.2793 11.3359 -44.375 7.9043 -13.6523 30.6406 15.3008 3.02832 15.3906 -17.3906 -5.45312 -28.1562 -16.3125 -15.1211 -18.0156 -4.55664
#FULL_D_16x16_one_shot_reference encoded
9D5A 9E8F 8E5D 977F 8C75 969A 94FF 6D14 7579 8DD2 7096 8D9E 91CB 8FBF 7583 9373
73E7 90D7 7347 63A2 68B9 6A98 6406 8DA2 73CC 3348 8B8E 6C53 7463 95DF AF10 7452
8B1E 7143 6D77 659E 6DE3 8F5A 8A98 94B9 90EE 72E2 609E 7346 8FC7 6CFC 7275 8E0C
A3DB AF13 C79A 680E 7079 75CB 9D69 8F35 727E 6032 64D8 649C 6E61 939F 97A9 8ED0
501F 91B0 7333 523C 8BF9 7139 70C9 B517 9225 659E 8E72 66BA 701B 8A25 8F6D 939E
6B30 8D78 68FC 89E9 725A 1DC1 6732 731C 7022 98CB 5748 653C CD70 8FEE 620C 9980
733E 73EE 7105 723B 8E8F 6E52 8F12 8EC9 8D11 3E23 9612 94C5 DB22 7722 993B 5C3F
7294 6C00 71AC 97CE 8F9D 720A 70F1 716F 8AAC 937B B306 8C29 6976 74BD 8CDC D34D
9CFE 6881 683F 7453 9BBE B1B9 9D12 8F21 8A6D 6BB1 8CC4 6D04 6E26 4194 9E48 72DA
745D 9878 70E8 8AC5 4B1C 6840 9814 30D5 BD0D 8DBD 98F2 63EC 9FDF 71E3 2E99 70DE
95CF 74D3 7582 8E61 711D 7078 952F 74B1 8A70 8D01 9119 8F1D CF37 76D6 AD18 8F22
8EC5 9179 6AC5 669B 3928 C6F2 731C 6DD1 4F30 7029 71A4 9179 73C7 8CFB 8CFB 9406
8C0A 7466 7335 6392 70E5 7655 741B 7409 88EB 7645 B9F2 688D 4361 6C71 88F8 941F
8E0B BA7E 9D25 648B 33D2 8D56 6347 A041 6CE7 70C7 9F20 71C9 5174 973E 735E 7418
96D1 7620 59BF 731C 8ECA 8F41 9156 90CC 8970 8F09 8B67 96D0 8F1D 7750 A56D 4514
9D71 6B56 8A74 67CF 9259 73A9 6F4D 583A 6F64 8FA7 9D18 8CF6 8FEC 90E1 8F7F 9EE3
