target,bit,stuck_at,total_cases,not_activated,activated_cases,activated_masked,activated_sdc,activated_sdc_percent
A3,10,1,100,43,57,0,57,100.000000
A3,11,0,100,47,53,0,53,100.000000
A3,11,1,100,53,47,0,47,100.000000
A3,12,0,100,12,88,0,88,100.000000
A3,12,1,100,88,12,0,12,100.000000
A3,13,0,100,0,100,0,100,100.000000
A3,13,1,100,100,0,0,0,0.000000
A3,14,0,100,100,0,0,0,0.000000
A3,14,1,100,0,100,0,100,100.000000
A3,15,0,100,48,52,0,52,100.000000
A3,15,1,100,52,48,0,48,100.000000
B0,0,0,100,48,52,38,14,26.923077
B0,0,1,100,52,48,30,18,37.500000
B0,1,0,100,49,51,24,27,52.941176
B0,1,1,100,51,49,30,19,38.775510
B0,2,0,100,55,45,13,32,71.111111
B0,2,1,100,45,55,16,39,70.909091
B0,3,0,100,55,45,6,39,86.666667
B0,3,1,100,45,55,6,49,89.090909
B0,4,0,100,46,54,2,52,96.296296
B0,4,1,100,54,46,7,39,84.782609
B0,5,0,100,49,51,4,47,92.156863
B0,5,1,100,51,49,3,46,93.877551
B0,6,0,100,49,51,2,49,96.078431
B0,6,1,100,51,49,1,48,97.959184
B0,7,0,100,52,48,3,45,93.750000
B0,7,1,100,48,52,0,52,100.000000
B0,8,0,100,49,51,0,51,100.000000
B0,8,1,100,51,49,0,49,100.000000
B0,9,0,100,52,48,0,48,100.000000
B0,9,1,100,48,52,0,52,100.000000
B0,10,0,100,72,28,1,27,96.428571
B0,10,1,100,28,72,0,72,100.000000
B0,11,0,100,35,65,0,65,100.000000
B0,11,1,100,65,35,0,35,100.000000
B0,12,0,100,8,92,1,91,98.913043
B0,12,1,100,92,8,0,8,100.000000
B0,13,0,100,1,99,0,99,100.000000
B0,13,1,100,99,1,0,1,100.000000
B0,14,0,100,100,0,0,0,0.000000
B0,14,1,100,0,100,0,100,100.000000
B0,15,0,100,47,53,0,53,100.000000
B0,15,1,100,53,47,1,46,97.872340
B1,0,0,100,44,56,33,23,41.071429
B1,0,1,100,56,44,31,13,29.545455
B1,1,0,100,46,54,22,32,59.259259
B1,1,1,100,54,46,27,19,41.304348
B1,2,0,100,44,56,21,35,62.500000
B1,2,1,100,56,44,17,27,61.363636
B1,3,0,100,63,37,7,30,81.081081
B1,3,1,100,37,63,18,45,71.428571
B1,4,0,100,44,56,5,51,91.071429
B1,4,1,100,56,44,5,39,88.636364
B1,5,0,100,50,50,4,46,92.000000
B1,5,1,100,50,50,5,45,90.000000
B1,6,0,100,49,51,2,49,96.078431
B1,6,1,100,51,49,3,46,93.877551
B1,7,0,100,50,50,1,49,98.000000
B1,7,1,100,50,50,1,49,98.000000
B1,8,0,100,39,61,0,61,100.000000
B1,8,1,100,61,39,0,39,100.000000
B1,9,0,100,60,40,0,40,100.000000
B1,9,1,100,40,60,0,60,100.000000
B1,10,0,100,64,36,0,36,100.000000
B1,10,1,100,36,64,0,64,100.000000
B1,11,0,100,40,60,0,60,100.000000
B1,11,1,100,60,40,0,40,100.000000
B1,12,0,100,15,85,0,85,100.000000
B1,12,1,100,85,15,0,15,100.000000
B1,13,0,100,0,100,0,100,100.000000
B1,13,1,100,100,0,0,0,0.000000
B1,14,0,100,100,0,0,0,0.000000
B1,14,1,100,0,100,0,100,100.000000
B1,15,0,100,46,54,0,54,100.000000
B1,15,1,100,54,46,0,46,100.000000
B2,0,0,100,45,55,37,18,32.727273
B2,0,1,100,55,45,26,19,42.222222
B2,1,0,100,56,44,19,25,56.818182
B2,1,1,100,44,56,26,30,53.571429
B2,2,0,100,54,46,22,24,52.173913
B2,2,1,100,46,54,15,39,72.222222
B2,3,0,100,48,52,12,40,76.923077
B2,3,1,100,52,48,11,37,77.083333
B2,4,0,100,52,48,9,39,81.250000
B2,4,1,100,48,52,6,46,88.461538
B2,5,0,100,53,47,5,42,89.361702
B2,5,1,100,47,53,4,49,92.452830
B2,6,0,100,44,56,3,53,94.642857
B2,6,1,100,56,44,2,42,95.454545
B2,7,0,100,52,48,4,44,91.666667
B2,7,1,100,48,52,1,51,98.076923
B2,8,0,100,53,47,2,45,95.744681
B2,8,1,100,47,53,2,51,96.226415
B2,9,0,100,54,46,0,46,100.000000
B2,9,1,100,46,54,2,52,96.296296
B2,10,0,100,68,32,0,32,100.000000
B2,10,1,100,32,68,1,67,98.529412
B2,11,0,100,39,61,0,61,100.000000
B2,11,1,100,61,39,0,39,100.000000
B2,12,0,100,18,82,1,81,98.780488
B2,12,1,100,82,18,0,18,100.000000
B2,13,0,100,0,100,1,99,99.000000
B2,13,1,100,100,0,0,0,0.000000
B2,14,0,100,100,0,0,0,0.000000
B2,14,1,100,0,100,0,100,100.000000
B2,15,0,100,51,49,1,48,97.959184
B2,15,1,100,49,51,0,51,100.000000
B3,0,0,100,48,52,30,22,42.307692
B3,0,1,100,52,48,26,22,45.833333
B3,1,0,100,49,51,18,33,64.705882
B3,1,1,100,51,49,21,28,57.142857
B3,2,0,100,53,47,11,36,76.595745
B3,2,1,100,47,53,12,41,77.358491
B3,3,0,100,44,56,7,49,87.500000
B3,3,1,100,56,44,10,34,77.272727
B3,4,0,100,53,47,2,45,95.744681
B3,4,1,100,47,53,6,47,88.679245
B3,5,0,100,47,53,6,47,88.679245
B3,5,1,100,53,47,1,46,97.872340
B3,6,0,100,51,49,0,49,100.000000
B3,6,1,100,49,51,4,47,92.156863
B3,7,0,100,47,53,1,52,98.113208
B3,7,1,100,53,47,2,45,95.744681
B3,8,0,100,54,46,0,46,100.000000
B3,8,1,100,46,54,1,53,98.148148
B3,9,0,100,48,52,0,52,100.000000
B3,9,1,100,52,48,0,48,100.000000
B3,10,0,100,65,35,0,35,100.000000
B3,10,1,100,35,65,0,65,100.000000
B3,11,0,100,40,60,0,60,100.000000
B3,11,1,100,60,40,0,40,100.000000
B3,12,0,100,9,91,0,91,100.000000
B3,12,1,100,91,9,0,9,100.000000
B3,13,0,100,1,99,0,99,100.000000
B3,13,1,100,99,1,0,1,100.000000
B3,14,0,100,100,0,0,0,0.000000
B3,14,1,100,0,100,0,100,100.000000
B3,15,0,100,46,54,0,54,100.000000
B3,15,1,100,54,46,0,46,100.000000
C0,0,0,100,46,54,27,27,50.000000
C0,0,1,100,54,46,21,25,54.347826
C0,1,0,100,57,43,9,34,79.069767
C0,1,1,100,43,57,10,47,82.456140
C0,2,0,100,50,50,2,48,96.000000
C0,2,1,100,50,50,4,46,92.000000
C0,3,0,100,43,57,2,55,96.491228
C0,3,1,100,57,43,2,41,95.348837
C0,4,0,100,42,58,3,55,94.827586
C0,4,1,100,58,42,0,42,100.000000
C0,5,0,100,45,55,1,54,98.181818
C0,5,1,100,55,45,0,45,100.000000
C0,6,0,100,47,53,0,53,100.000000
C0,6,1,100,53,47,0,47,100.000000
C0,7,0,100,43,57,0,57,100.000000
C0,7,1,100,57,43,0,43,100.000000
C0,8,0,100,59,41,0,41,100.000000
C0,8,1,100,41,59,0,59,100.000000
C0,9,0,100,47,53,0,53,100.000000
C0,9,1,100,53,47,0,47,100.000000
C0,10,0,100,61,39,0,39,100.000000
C0,10,1,100,39,61,0,61,100.000000
C0,11,0,100,41,59,0,59,100.000000
C0,11,1,100,59,41,0,41,100.000000
C0,12,0,100,13,87,0,87,100.000000
C0,12,1,100,87,13,0,13,100.000000
C0,13,0,100,1,99,0,99,100.000000
C0,13,1,100,99,1,0,1,100.000000
C0,14,0,100,100,0,0,0,0.000000
C0,14,1,100,0,100,0,100,100.000000
C0,15,0,100,56,44,0,44,100.000000
C0,15,1,100,44,56,0,56,100.000000
