row,vector_id,target,operand_index,bit,stuck_at,original,faulty,activated,golden,faulty_result,faulty_is_nar,class
97,0,B2,6,0,1,32,33,True,EE,EE,False,Masked
98,0,B2,6,1,0,32,30,True,EE,EF,False,SDC
99,0,B2,6,1,1,32,32,False,EE,EE,False,Not activated
100,0,B2,6,2,0,32,32,False,EE,EE,False,Not activated
101,0,B2,6,2,1,32,36,True,EE,ED,False,SDC
102,0,B2,6,3,0,32,32,False,EE,EE,False,Not activated
103,0,B2,6,3,1,32,3A,True,EE,EB,False,SDC
104,0,B2,6,4,0,32,22,True,EE,F6,False,SDC
105,0,B2,6,4,1,32,32,False,EE,EE,False,Not activated
106,0,B2,6,5,0,32,12,True,EE,FD,False,SDC
107,0,B2,6,5,1,32,32,False,EE,EE,False,Not activated
108,0,B2,6,6,0,32,32,False,EE,EE,False,Not activated
109,0,B2,6,6,1,32,72,True,EE,9F,False,SDC
110,0,B2,6,7,0,32,32,False,EE,EE,False,Not activated
111,0,B2,6,7,1,32,B2,True,EE,30,False,SDC
112,0,B3,7,0,0,CB,CA,True,EE,EF,False,SDC
113,0,B3,7,0,1,CB,CB,False,EE,EE,False,Not activated
114,0,B3,7,1,0,CB,C9,True,EE,EF,False,SDC
115,0,B3,7,1,1,CB,CB,False,EE,EE,False,Not activated
116,0,B3,7,2,0,CB,CB,False,EE,EE,False,Not activated
117,0,B3,7,2,1,CB,CF,True,EE,EC,False,SDC
118,0,B3,7,3,0,CB,C3,True,EE,F2,False,SDC
119,0,B3,7,3,1,CB,CB,False,EE,EE,False,Not activated
120,0,B3,7,4,0,CB,CB,False,EE,EE,False,Not activated
121,0,B3,7,4,1,CB,DB,True,EE,E5,False,SDC
122,0,B3,7,5,0,CB,CB,False,EE,EE,False,Not activated
123,0,B3,7,5,1,CB,EB,True,EE,DC,False,SDC
124,0,B3,7,6,0,CB,8B,True,EE,66,False,SDC
125,0,B3,7,6,1,CB,CB,False,EE,EE,False,Not activated
126,0,B3,7,7,0,CB,4B,True,EE,B1,False,SDC
127,0,B3,7,7,1,CB,CB,False,EE,EE,False,Not activated
128,0,C0,8,0,0,F6,F6,False,EE,EE,False,Not activated
129,0,C0,8,0,1,F6,F7,True,EE,EF,False,SDC
130,0,C0,8,1,0,F6,F4,True,EE,EC,False,SDC
131,0,C0,8,1,1,F6,F6,False,EE,EE,False,Not activated
132,0,C0,8,2,0,F6,F2,True,EE,EA,False,SDC
133,0,C0,8,2,1,F6,F6,False,EE,EE,False,Not activated
134,0,C0,8,3,0,F6,F6,False,EE,EE,False,Not activated
135,0,C0,8,3,1,F6,FE,True,EE,F6,False,SDC
136,0,C0,8,4,0,F6,E6,True,EE,DE,False,SDC
137,0,C0,8,4,1,F6,F6,False,EE,EE,False,Not activated
138,0,C0,8,5,0,F6,D6,True,EE,CE,False,SDC
139,0,C0,8,5,1,F6,F6,False,EE,EE,False,Not activated
140,0,C0,8,6,0,F6,B6,True,EE,B2,False,SDC
141,0,C0,8,6,1,F6,F6,False,EE,EE,False,Not activated
142,0,C0,8,7,0,F6,76,True,EE,76,False,SDC
143,0,C0,8,7,1,F6,F6,False,EE,EE,False,Not activated
144,1,A0,0,0,0,C4,C4,False,44,44,False,Not activated
145,1,A0,0,0,1,C4,C5,True,44,44,False,Masked
146,1,A0,0,1,0,C4,C4,False,44,44,False,Not activated
147,1,A0,0,1,1,C4,C6,True,44,43,False,SDC
148,1,A0,0,2,0,C4,C0,True,44,45,False,SDC
149,1,A0,0,2,1,C4,C4,False,44,44,False,Not activated
150,1,A0,0,3,0,C4,C4,False,44,44,False,Not activated
151,1,A0,0,3,1,C4,CC,True,44,42,False,SDC
152,1,A0,0,4,0,C4,C4,False,44,44,False,Not activated
153,1,A0,0,4,1,C4,D4,True,44,3E,False,SDC
154,1,A0,0,5,0,C4,C4,False,44,44,False,Not activated
155,1,A0,0,5,1,C4,E4,True,44,34,False,SDC
156,1,A0,0,6,0,C4,84,True,44,79,False,SDC
157,1,A0,0,6,1,C4,C4,False,44,44,False,Not activated
158,1,A0,0,7,0,C4,44,True,44,F7,False,SDC
159,1,A0,0,7,1,C4,C4,False,44,44,False,Not activated
160,1,A1,1,0,0,DC,DC,False,44,44,False,Not activated
161,1,A1,1,0,1,DC,DD,True,44,44,False,Masked
162,1,A1,1,1,0,DC,DC,False,44,44,False,Not activated
163,1,A1,1,1,1,DC,DE,True,44,44,False,Masked
164,1,A1,1,2,0,DC,D8,True,44,44,False,Masked
165,1,A1,1,2,1,DC,DC,False,44,44,False,Not activated
166,1,A1,1,3,0,DC,D4,True,44,43,False,SDC
167,1,A1,1,3,1,DC,DC,False,44,44,False,Not activated
168,1,A1,1,4,0,DC,CC,True,44,42,False,SDC
169,1,A1,1,4,1,DC,DC,False,44,44,False,Not activated
170,1,A1,1,5,0,DC,DC,False,44,44,False,Not activated
171,1,A1,1,5,1,DC,FC,True,44,4A,False,SDC
172,1,A1,1,6,0,DC,9C,True,44,23,False,SDC
173,1,A1,1,6,1,DC,DC,False,44,44,False,Not activated
174,1,A1,1,7,0,DC,5C,True,44,5C,False,SDC
175,1,A1,1,7,1,DC,DC,False,44,44,False,Not activated
176,1,A2,2,0,0,01,00,True,44,44,False,Masked
177,1,A2,2,0,1,01,01,False,44,44,False,Not activated
178,1,A2,2,1,0,01,01,False,44,44,False,Not activated
179,1,A2,2,1,1,01,03,True,44,44,False,Masked
180,1,A2,2,2,0,01,01,False,44,44,False,Not activated
181,1,A2,2,2,1,01,05,True,44,44,False,Masked
182,1,A2,2,3,0,01,01,False,44,44,False,Not activated
183,1,A2,2,3,1,01,09,True,44,44,False,Masked
184,1,A2,2,4,0,01,01,False,44,44,False,Not activated
185,1,A2,2,4,1,01,11,True,44,44,False,Masked
186,1,A2,2,5,0,01,01,False,44,44,False,Not activated
187,1,A2,2,5,1,01,21,True,44,45,False,SDC
188,1,A2,2,6,0,01,01,False,44,44,False,Not activated
189,1,A2,2,6,1,01,41,True,44,46,False,SDC
190,1,A2,2,7,0,01,01,False,44,44,False,Not activated
191,1,A2,2,7,1,01,81,True,44,8E,False,SDC
192,1,A3,3,0,0,C3,C2,True,44,44,False,Masked
193,1,A3,3,0,1,C3,C3,False,44,44,False,Not activated
194,1,A3,3,1,0,C3,C1,True,44,44,False,Masked
195,1,A3,3,1,1,C3,C3,False,44,44,False,Not activated
196,1,A3,3,2,0,C3,C3,False,44,44,False,Not activated
197,1,A3,3,2,1,C3,C7,True,44,43,False,SDC
198,1,A3,3,3,0,C3,C3,False,44,44,False,Not activated
199,1,A3,3,3,1,C3,CB,True,44,42,False,SDC
200,1,A3,3,4,0,C3,C3,False,44,44,False,Not activated
201,1,A3,3,4,1,C3,D3,True,44,3F,False,SDC
202,1,A3,3,5,0,C3,C3,False,44,44,False,Not activated
203,1,A3,3,5,1,C3,E3,True,44,36,False,SDC
204,1,A3,3,6,0,C3,83,True,44,7B,False,SDC
205,1,A3,3,6,1,C3,C3,False,44,44,False,Not activated
206,1,A3,3,7,0,C3,43,True,44,FF,False,SDC
207,1,A3,3,7,1,C3,C3,False,44,44,False,Not activated
208,1,B0,4,0,0,D9,D8,True,44,44,False,Masked
209,1,B0,4,0,1,D9,D9,False,44,44,False,Not activated
210,1,B0,4,1,0,D9,D9,False,44,44,False,Not activated
211,1,B0,4,1,1,D9,DB,True,44,43,False,SDC
212,1,B0,4,2,0,D9,D9,False,44,44,False,Not activated
213,1,B0,4,2,1,D9,DD,True,44,42,False,SDC
214,1,B0,4,3,0,D9,D1,True,44,48,False,SDC
215,1,B0,4,3,1,D9,D9,False,44,44,False,Not activated
216,1,B0,4,4,0,D9,C9,True,44,4C,False,SDC
217,1,B0,4,4,1,D9,D9,False,44,44,False,Not activated
218,1,B0,4,5,0,D9,D9,False,44,44,False,Not activated
219,1,B0,4,5,1,D9,F9,True,44,2A,False,SDC
220,1,B0,4,6,0,D9,99,True,44,6A,False,SDC
221,1,B0,4,6,1,D9,D9,False,44,44,False,Not activated
222,1,B0,4,7,0,D9,59,True,44,BE,False,SDC
223,1,B0,4,7,1,D9,D9,False,44,44,False,Not activated
224,1,B1,5,0,0,13,12,True,44,44,False,Masked
225,1,B1,5,0,1,13,13,False,44,44,False,Not activated
226,1,B1,5,1,0,13,11,True,44,44,False,Masked
227,1,B1,5,1,1,13,13,False,44,44,False,Not activated
228,1,B1,5,2,0,13,13,False,44,44,False,Not activated
229,1,B1,5,2,1,13,17,True,44,43,False,SDC
230,1,B1,5,3,0,13,13,False,44,44,False,Not activated
231,1,B1,5,3,1,13,1B,True,44,42,False,SDC
232,1,B1,5,4,0,13,03,True,44,48,False,SDC
233,1,B1,5,4,1,13,13,False,44,44,False,Not activated
234,1,B1,5,5,0,13,13,False,44,44,False,Not activated
235,1,B1,5,5,1,13,33,True,44,36,False,SDC
236,1,B1,5,6,0,13,13,False,44,44,False,Not activated
237,1,B1,5,6,1,13,53,True,44,1A,False,SDC
238,1,B1,5,7,0,13,13,False,44,44,False,Not activated
239,1,B1,5,7,1,13,93,True,44,6A,False,SDC
240,1,B2,6,0,0,06,06,False,44,44,False,Not activated
241,1,B2,6,0,1,06,07,True,44,44,False,Masked
242,1,B2,6,1,0,06,04,True,44,44,False,Masked
243,1,B2,6,1,1,06,06,False,44,44,False,Not activated
244,1,B2,6,2,0,06,02,True,44,44,False,Masked
245,1,B2,6,2,1,06,06,False,44,44,False,Not activated
246,1,B2,6,3,0,06,06,False,44,44,False,Not activated
247,1,B2,6,3,1,06,0E,True,44,44,False,Masked
248,1,B2,6,4,0,06,06,False,44,44,False,Not activated
249,1,B2,6,4,1,06,16,True,44,44,False,Masked
250,1,B2,6,5,0,06,06,False,44,44,False,Not activated
251,1,B2,6,5,1,06,26,True,44,44,False,Masked
252,1,B2,6,6,0,06,06,False,44,44,False,Not activated
253,1,B2,6,6,1,06,46,True,44,44,False,Masked
254,1,B2,6,7,0,06,06,False,44,44,False,Not activated
255,1,B2,6,7,1,06,86,True,44,3B,False,SDC
256,1,B3,7,0,0,DC,DC,False,44,44,False,Not activated
257,1,B3,7,0,1,DC,DD,True,44,44,False,Masked
258,1,B3,7,1,0,DC,DC,False,44,44,False,Not activated
259,1,B3,7,1,1,DC,DE,True,44,43,False,SDC
260,1,B3,7,2,0,DC,D8,True,44,46,False,SDC
261,1,B3,7,2,1,DC,DC,False,44,44,False,Not activated
262,1,B3,7,3,0,DC,D4,True,44,48,False,SDC
263,1,B3,7,3,1,DC,DC,False,44,44,False,Not activated
264,1,B3,7,4,0,DC,CC,True,44,4C,False,SDC
265,1,B3,7,4,1,DC,DC,False,44,44,False,Not activated
266,1,B3,7,5,0,DC,DC,False,44,44,False,Not activated
267,1,B3,7,5,1,DC,FC,True,44,2A,False,SDC
268,1,B3,7,6,0,DC,9C,True,44,67,False,SDC
269,1,B3,7,6,1,DC,DC,False,44,44,False,Not activated
270,1,B3,7,7,0,DC,5C,True,44,BA,False,SDC
271,1,B3,7,7,1,DC,DC,False,44,44,False,Not activated
272,1,C0,8,0,0,0B,0A,True,44,44,False,Masked
273,1,C0,8,0,1,0B,0B,False,44,44,False,Not activated
274,1,C0,8,1,0,0B,09,True,44,43,False,SDC
275,1,C0,8,1,1,0B,0B,False,44,44,False,Not activated
276,1,C0,8,2,0,0B,0B,False,44,44,False,Not activated
277,1,C0,8,2,1,0B,0F,True,44,46,False,SDC
278,1,C0,8,3,0,0B,03,True,44,40,False,SDC
279,1,C0,8,3,1,0B,0B,False,44,44,False,Not activated
280,1,C0,8,4,0,0B,0B,False,44,44,False,Not activated
281,1,C0,8,4,1,0B,1B,True,44,4C,False,SDC
282,1,C0,8,5,0,0B,0B,False,44,44,False,Not activated
283,1,C0,8,5,1,0B,2B,True,44,54,False,SDC
284,1,C0,8,6,0,0B,0B,False,44,44,False,Not activated
285,1,C0,8,6,1,0B,4B,True,44,62,False,SDC
286,1,C0,8,7,0,0B,0B,False,44,44,False,Not activated
287,1,C0,8,7,1,0B,8B,True,44,8D,False,SDC
288,2,A0,0,0,0,28,28,False,07,07,False,Not activated
289,2,A0,0,0,1,28,29,True,07,06,False,SDC
290,2,A0,0,1,0,28,28,False,07,07,False,Not activated
291,2,A0,0,1,1,28,2A,True,07,06,False,SDC
292,2,A0,0,2,0,28,28,False,07,07,False,Not activated
293,2,A0,0,2,1,28,2C,True,07,05,False,SDC
294,2,A0,0,3,0,28,20,True,07,09,False,SDC
295,2,A0,0,3,1,28,28,False,07,07,False,Not activated
296,2,A0,0,4,0,28,28,False,07,07,False,Not activated
297,2,A0,0,4,1,28,38,True,07,01,False,SDC
298,2,A0,0,5,0,28,08,True,07,10,False,SDC
299,2,A0,0,5,1,28,28,False,07,07,False,Not activated
300,2,A0,0,6,0,28,28,False,07,07,False,Not activated
301,2,A0,0,6,1,28,68,True,07,D7,False,SDC
302,2,A0,0,7,0,28,28,False,07,07,False,Not activated
303,2,A0,0,7,1,28,A8,True,07,36,False,SDC
304,2,A1,1,0,0,C1,C0,True,07,08,False,SDC
305,2,A1,1,0,1,C1,C1,False,07,07,False,Not activated
306,2,A1,1,1,0,C1,C1,False,07,07,False,Not activated
307,2,A1,1,1,1,C1,C3,True,07,06,False,SDC
308,2,A1,1,2,0,C1,C1,False,07,07,False,Not activated
309,2,A1,1,2,1,C1,C5,True,07,05,False,SDC
310,2,A1,1,3,0,C1,C1,False,07,07,False,Not activated
311,2,A1,1,3,1,C1,C9,True,07,02,False,SDC
312,2,A1,1,4,0,C1,C1,False,07,07,False,Not activated
313,2,A1,1,4,1,C1,D1,True,07,FC,False,SDC
314,2,A1,1,5,0,C1,C1,False,07,07,False,Not activated
315,2,A1,1,5,1,C1,E1,True,07,F1,False,SDC
316,2,A1,1,6,0,C1,81,True,07,7E,False,SDC
317,2,A1,1,6,1,C1,C1,False,07,07,False,Not activated
318,2,A1,1,7,0,C1,41,True,07,B8,False,SDC
319,2,A1,1,7,1,C1,C1,False,07,07,False,Not activated
320,2,A2,2,0,0,27,26,True,07,06,False,SDC
321,2,A2,2,0,1,27,27,False,07,07,False,Not activated
322,2,A2,2,1,0,27,25,True,07,05,False,SDC
323,2,A2,2,1,1,27,27,False,07,07,False,Not activated
324,2,A2,2,2,0,27,23,True,07,03,False,SDC
325,2,A2,2,2,1,27,27,False,07,07,False,Not activated
326,2,A2,2,3,0,27,27,False,07,07,False,Not activated
327,2,A2,2,3,1,27,2F,True,07,0E,False,SDC
328,2,A2,2,4,0,27,27,False,07,07,False,Not activated
329,2,A2,2,4,1,27,37,True,07,16,False,SDC
330,2,A2,2,5,0,27,07,True,07,E9,False,SDC
331,2,A2,2,5,1,27,27,False,07,07,False,Not activated
332,2,A2,2,6,0,27,27,False,07,07,False,Not activated
333,2,A2,2,6,1,27,67,True,07,62,False,SDC
334,2,A2,2,7,0,27,27,False,07,07,False,Not activated
335,2,A2,2,7,1,27,A7,True,07,9F,False,SDC
336,2,A3,3,0,0,19,18,True,07,07,False,Masked
337,2,A3,3,0,1,19,19,False,07,07,False,Not activated
338,2,A3,3,1,0,19,19,False,07,07,False,Not activated
339,2,A3,3,1,1,19,1B,True,07,06,False,SDC
340,2,A3,3,2,0,19,19,False,07,07,False,Not activated
341,2,A3,3,2,1,19,1D,True,07,05,False,SDC
342,2,A3,3,3,0,19,11,True,07,09,False,SDC
343,2,A3,3,3,1,19,19,False,07,07,False,Not activated
344,2,A3,3,4,0,19,09,True,07,0C,False,SDC
345,2,A3,3,4,1,19,19,False,07,07,False,Not activated
346,2,A3,3,5,0,19,19,False,07,07,False,Not activated
347,2,A3,3,5,1,19,39,True,07,FC,False,SDC
348,2,A3,3,6,0,19,19,False,07,07,False,Not activated
349,2,A3,3,6,1,19,59,True,07,EA,False,SDC
350,2,A3,3,7,0,19,19,False,07,07,False,Not activated
351,2,A3,3,7,1,19,99,True,07,46,False,SDC
352,2,B0,4,0,0,EC,EC,False,07,07,False,Not activated
353,2,B0,4,0,1,EC,ED,True,07,07,False,Masked
354,2,B0,4,1,0,EC,EC,False,07,07,False,Not activated
355,2,B0,4,1,1,EC,EE,True,07,08,False,SDC
356,2,B0,4,2,0,EC,E8,True,07,04,False,SDC
357,2,B0,4,2,1,EC,EC,False,07,07,False,Not activated
358,2,B0,4,3,0,EC,E4,True,07,01,False,SDC
359,2,B0,4,3,1,EC,EC,False,07,07,False,Not activated
360,2,B0,4,4,0,EC,EC,False,07,07,False,Not activated
361,2,B0,4,4,1,EC,FC,True,07,10,False,SDC
362,2,B0,4,5,0,EC,CC,True,07,F3,False,SDC
363,2,B0,4,5,1,EC,EC,False,07,07,False,Not activated
364,2,B0,4,6,0,EC,AC,True,07,D3,False,SDC
365,2,B0,4,6,1,EC,EC,False,07,07,False,Not activated
366,2,B0,4,7,0,EC,6C,True,07,64,False,SDC
367,2,B0,4,7,1,EC,EC,False,07,07,False,Not activated
368,2,B1,5,0,0,D4,D4,False,07,07,False,Not activated
369,2,B1,5,0,1,D4,D5,True,07,06,False,SDC
370,2,B1,5,1,0,D4,D4,False,07,07,False,Not activated
371,2,B1,5,1,1,D4,D6,True,07,05,False,SDC
372,2,B1,5,2,0,D4,D0,True,07,0B,False,SDC
373,2,B1,5,2,1,D4,D4,False,07,07,False,Not activated
374,2,B1,5,3,0,D4,D4,False,07,07,False,Not activated
375,2,B1,5,3,1,D4,DC,True,07,FF,False,SDC
376,2,B1,5,4,0,D4,C4,True,07,18,False,SDC
377,2,B1,5,4,1,D4,D4,False,07,07,False,Not activated
378,2,B1,5,5,0,D4,D4,False,07,07,False,Not activated
379,2,B1,5,5,1,D4,F4,True,07,E8,False,SDC
380,2,B1,5,6,0,D4,94,True,07,68,False,SDC
381,2,B1,5,6,1,D4,D4,False,07,07,False,Not activated
382,2,B1,5,7,0,D4,54,True,07,9F,False,SDC
383,2,B1,5,7,1,D4,D4,False,07,07,False,Not activated
384,2,B2,6,0,0,3B,3A,True,07,06,False,SDC
385,2,B2,6,0,1,3B,3B,False,07,07,False,Not activated
386,2,B2,6,1,0,3B,39,True,07,06,False,SDC
387,2,B2,6,1,1,3B,3B,False,07,07,False,Not activated
388,2,B2,6,2,0,3B,3B,False,07,07,False,Not activated
389,2,B2,6,2,1,3B,3F,True,07,09,False,SDC
390,2,B2,6,3,0,3B,33,True,07,02,False,SDC
391,2,B2,6,3,1,3B,3B,False,07,07,False,Not activated
392,2,B2,6,4,0,3B,2B,True,07,FD,False,SDC
393,2,B2,6,4,1,3B,3B,False,07,07,False,Not activated
394,2,B2,6,5,0,3B,1B,True,07,F3,False,SDC
395,2,B2,6,5,1,3B,3B,False,07,07,False,Not activated
396,2,B2,6,6,0,3B,3B,False,07,07,False,Not activated
397,2,B2,6,6,1,3B,7B,True,07,76,False,SDC
398,2,B2,6,7,0,3B,3B,False,07,07,False,Not activated
399,2,B2,6,7,1,3B,BB,True,07,BB,False,SDC
400,2,B3,7,0,0,EB,EA,True,07,06,False,SDC
401,2,B3,7,0,1,EB,EB,False,07,07,False,Not activated
402,2,B3,7,1,0,EB,E9,True,07,06,False,SDC
403,2,B3,7,1,1,EB,EB,False,07,07,False,Not activated
404,2,B3,7,2,0,EB,EB,False,07,07,False,Not activated
405,2,B3,7,2,1,EB,EF,True,07,08,False,SDC
406,2,B3,7,3,0,EB,E3,True,07,04,False,SDC
407,2,B3,7,3,1,EB,EB,False,07,07,False,Not activated
408,2,B3,7,4,0,EB,EB,False,07,07,False,Not activated
409,2,B3,7,4,1,EB,FB,True,07,0C,False,SDC
410,2,B3,7,5,0,EB,CB,True,07,FA,False,SDC
411,2,B3,7,5,1,EB,EB,False,07,07,False,Not activated
412,2,B3,7,6,0,EB,AB,True,07,E6,False,SDC
413,2,B3,7,6,1,EB,EB,False,07,07,False,Not activated
414,2,B3,7,7,0,EB,6B,True,07,52,False,SDC
415,2,B3,7,7,1,EB,EB,False,07,07,False,Not activated
416,2,C0,8,0,0,CC,CC,False,07,07,False,Not activated
417,2,C0,8,0,1,CC,CD,True,07,08,False,SDC
418,2,C0,8,1,0,CC,CC,False,07,07,False,Not activated
419,2,C0,8,1,1,CC,CE,True,07,09,False,SDC
420,2,C0,8,2,0,CC,C8,True,07,03,False,SDC
421,2,C0,8,2,1,CC,CC,False,07,07,False,Not activated
422,2,C0,8,3,0,CC,C4,True,07,FF,False,SDC
423,2,C0,8,3,1,CC,CC,False,07,07,False,Not activated
424,2,C0,8,4,0,CC,CC,False,07,07,False,Not activated
425,2,C0,8,4,1,CC,DC,True,07,17,False,SDC
426,2,C0,8,5,0,CC,CC,False,07,07,False,Not activated
427,2,C0,8,5,1,CC,EC,True,07,27,False,SDC
428,2,C0,8,6,0,CC,8C,True,07,8E,False,SDC
429,2,C0,8,6,1,CC,CC,False,07,07,False,Not activated
430,2,C0,8,7,0,CC,4C,True,07,62,False,SDC
431,2,C0,8,7,1,CC,CC,False,07,07,False,Not activated
432,3,A0,0,0,0,CC,CC,False,F4,F4,False,Not activated
433,3,A0,0,0,1,CC,CD,True,F4,F5,False,SDC
434,3,A0,0,1,0,CC,CC,False,F4,F4,False,Not activated
435,3,A0,0,1,1,CC,CE,True,F4,F5,False,SDC
436,3,A0,0,2,0,CC,C8,True,F4,F3,False,SDC
437,3,A0,0,2,1,CC,CC,False,F4,F4,False,Not activated
438,3,A0,0,3,0,CC,C4,True,F4,F1,False,SDC
