target,bit,stuck_at,total_cases,not_activated,activated_cases,activated_masked,activated_sdc,activated_sdc_percent
A2,15,0,100,57,43,0,43,100.000000
A2,15,1,100,43,57,0,57,100.000000
A2,16,0,100,40,60,0,60,100.000000
A2,16,1,100,60,40,0,40,100.000000
A2,17,0,100,49,51,0,51,100.000000
A2,17,1,100,51,49,0,49,100.000000
A2,18,0,100,49,51,0,51,100.000000
A2,18,1,100,51,49,0,49,100.000000
A2,19,0,100,51,49,0,49,100.000000
A2,19,1,100,49,51,0,51,100.000000
A2,20,0,100,49,51,0,51,100.000000
A2,20,1,100,51,49,0,49,100.000000
A2,21,0,100,46,54,0,54,100.000000
A2,21,1,100,54,46,0,46,100.000000
A2,22,0,100,55,45,0,45,100.000000
A2,22,1,100,45,55,0,55,100.000000
A2,23,0,100,69,31,0,31,100.000000
A2,23,1,100,31,69,0,69,100.000000
A2,24,0,100,41,59,0,59,100.000000
A2,24,1,100,59,41,0,41,100.000000
A2,25,0,100,9,91,0,91,100.000000
A2,25,1,100,91,9,0,9,100.000000
A2,26,0,100,1,99,0,99,100.000000
A2,26,1,100,99,1,0,1,100.000000
A2,27,0,100,0,100,0,100,100.000000
A2,27,1,100,100,0,0,0,0.000000
A2,28,0,100,0,100,0,100,100.000000
A2,28,1,100,100,0,0,0,0.000000
A2,29,0,100,0,100,0,100,100.000000
A2,29,1,100,100,0,0,0,0.000000
A2,30,0,100,100,0,0,0,0.000000
A2,30,1,100,0,100,0,100,100.000000
A2,31,0,100,64,36,0,36,100.000000
A2,31,1,100,36,64,0,64,100.000000
A3,0,0,100,51,49,32,17,34.693878
A3,0,1,100,49,51,31,20,39.215686
A3,1,0,100,53,47,14,33,70.212766
A3,1,1,100,47,53,25,28,52.830189
A3,2,0,100,56,44,10,34,77.272727
A3,2,1,100,44,56,11,45,80.357143
A3,3,0,100,44,56,14,42,75.000000
A3,3,1,100,56,44,1,43,97.727273
A3,4,0,100,45,55,6,49,89.090909
A3,4,1,100,55,45,2,43,95.555556
A3,5,0,100,53,47,2,45,95.744681
A3,5,1,100,47,53,6,47,88.679245
A3,6,0,100,50,50,2,48,96.000000
A3,6,1,100,50,50,2,48,96.000000
A3,7,0,100,48,52,1,51,98.076923
A3,7,1,100,52,48,1,47,97.916667
A3,8,0,100,54,46,2,44,95.652174
A3,8,1,100,46,54,1,53,98.148148
A3,9,0,100,56,44,1,43,97.727273
A3,9,1,100,44,56,0,56,100.000000
A3,10,0,100,64,36,0,36,100.000000
A3,10,1,100,36,64,0,64,100.000000
A3,11,0,100,50,50,0,50,100.000000
A3,11,1,100,50,50,0,50,100.000000
A3,12,0,100,51,49,0,49,100.000000
A3,12,1,100,49,51,0,51,100.000000
A3,13,0,100,51,49,0,49,100.000000
A3,13,1,100,49,51,0,51,100.000000
A3,14,0,100,51,49,0,49,100.000000
A3,14,1,100,49,51,0,51,100.000000
A3,15,0,100,45,55,0,55,100.000000
A3,15,1,100,55,45,0,45,100.000000
A3,16,0,100,57,43,0,43,100.000000
A3,16,1,100,43,57,0,57,100.000000
A3,17,0,100,54,46,0,46,100.000000
A3,17,1,100,46,54,0,54,100.000000
A3,18,0,100,46,54,0,54,100.000000
A3,18,1,100,54,46,0,46,100.000000
A3,19,0,100,47,53,0,53,100.000000
A3,19,1,100,53,47,0,47,100.000000
A3,20,0,100,56,44,0,44,100.000000
A3,20,1,100,44,56,0,56,100.000000
A3,21,0,100,62,38,0,38,100.000000
A3,21,1,100,38,62,0,62,100.000000
A3,22,0,100,51,49,0,49,100.000000
A3,22,1,100,49,51,0,51,100.000000
A3,23,0,100,57,43,0,43,100.000000
A3,23,1,100,43,57,0,57,100.000000
A3,24,0,100,47,53,0,53,100.000000
A3,24,1,100,53,47,0,47,100.000000
A3,25,0,100,12,88,0,88,100.000000
A3,25,1,100,88,12,0,12,100.000000
A3,26,0,100,0,100,0,100,100.000000
A3,26,1,100,100,0,0,0,0.000000
A3,27,0,100,0,100,0,100,100.000000
A3,27,1,100,100,0,0,0,0.000000
A3,28,0,100,0,100,0,100,100.000000
A3,28,1,100,100,0,0,0,0.000000
A3,29,0,100,0,100,0,100,100.000000
A3,29,1,100,100,0,0,0,0.000000
A3,30,0,100,100,0,0,0,0.000000
A3,30,1,100,0,100,0,100,100.000000
A3,31,0,100,48,52,0,52,100.000000
A3,31,1,100,52,48,0,48,100.000000
B0,0,0,100,53,47,27,20,42.553191
B0,0,1,100,47,53,37,16,30.188679
B0,1,0,100,47,53,25,28,52.830189
B0,1,1,100,53,47,27,20,42.553191
B0,2,0,100,56,44,10,34,77.272727
B0,2,1,100,44,56,18,38,67.857143
B0,3,0,100,56,44,4,40,90.909091
B0,3,1,100,44,56,6,50,89.285714
B0,4,0,100,45,55,8,47,85.454545
B0,4,1,100,55,45,3,42,93.333333
B0,5,0,100,56,44,5,39,88.636364
B0,5,1,100,44,56,1,55,98.214286
B0,6,0,100,49,51,2,49,96.078431
B0,6,1,100,51,49,1,48,97.959184
B0,7,0,100,51,49,0,49,100.000000
B0,7,1,100,49,51,1,50,98.039216
B0,8,0,100,47,53,1,52,98.113208
B0,8,1,100,53,47,0,47,100.000000
B0,9,0,100,47,53,0,53,100.000000
B0,9,1,100,53,47,1,46,97.872340
B0,10,0,100,47,53,1,52,98.113208
B0,10,1,100,53,47,0,47,100.000000
B0,11,0,100,43,57,0,57,100.000000
B0,11,1,100,57,43,1,42,97.674419
B0,12,0,100,42,58,0,58,100.000000
B0,12,1,100,58,42,0,42,100.000000
B0,13,0,100,48,52,0,52,100.000000
B0,13,1,100,52,48,0,48,100.000000
B0,14,0,100,54,46,0,46,100.000000
B0,14,1,100,46,54,0,54,100.000000
B0,15,0,100,57,43,0,43,100.000000
B0,15,1,100,43,57,0,57,100.000000
B0,16,0,100,54,46,0,46,100.000000
B0,16,1,100,46,54,0,54,100.000000
B0,17,0,100,45,55,0,55,100.000000
B0,17,1,100,55,45,0,45,100.000000
B0,18,0,100,49,51,0,51,100.000000
B0,18,1,100,51,49,0,49,100.000000
B0,19,0,100,48,52,0,52,100.000000
B0,19,1,100,52,48,0,48,100.000000
B0,20,0,100,53,47,0,47,100.000000
B0,20,1,100,47,53,0,53,100.000000
B0,21,0,100,49,51,0,51,100.000000
B0,21,1,100,51,49,0,49,100.000000
B0,22,0,100,52,48,0,48,100.000000
B0,22,1,100,48,52,0,52,100.000000
B0,23,0,100,72,28,0,28,100.000000
B0,23,1,100,28,72,0,72,100.000000
B0,24,0,100,35,65,0,65,100.000000
B0,24,1,100,65,35,0,35,100.000000
B0,25,0,100,8,92,0,92,100.000000
B0,25,1,100,92,8,0,8,100.000000
B0,26,0,100,1,99,0,99,100.000000
B0,26,1,100,99,1,0,1,100.000000
B0,27,0,100,0,100,0,100,100.000000
B0,27,1,100,100,0,0,0,0.000000
B0,28,0,100,0,100,0,100,100.000000
B0,28,1,100,100,0,0,0,0.000000
B0,29,0,100,0,100,0,100,100.000000
B0,29,1,100,100,0,0,0,0.000000
B0,30,0,100,100,0,0,0,0.000000
B0,30,1,100,0,100,0,100,100.000000
B0,31,0,100,47,53,0,53,100.000000
B0,31,1,100,53,47,0,47,100.000000
B1,0,0,100,64,36,26,10,27.777778
B1,0,1,100,36,64,35,29,45.312500
B1,1,0,100,51,49,20,29,59.183673
B1,1,1,100,49,51,25,26,50.980392
B1,2,0,100,49,51,19,32,62.745098
B1,2,1,100,51,49,19,30,61.224490
B1,3,0,100,55,45,9,36,80.000000
B1,3,1,100,45,55,11,44,80.000000
B1,4,0,100,58,42,5,37,88.095238
B1,4,1,100,42,58,6,52,89.655172
B1,5,0,100,58,42,5,37,88.095238
B1,5,1,100,42,58,4,54,93.103448
B1,6,0,100,47,53,3,50,94.339623
B1,6,1,100,53,47,1,46,97.872340
B1,7,0,100,52,48,1,47,97.916667
B1,7,1,100,48,52,1,51,98.076923
B1,8,0,100,44,56,0,56,100.000000
B1,8,1,100,56,44,0,44,100.000000
B1,9,0,100,54,46,0,46,100.000000
B1,9,1,100,46,54,0,54,100.000000
B1,10,0,100,49,51,0,51,100.000000
B1,10,1,100,51,49,0,49,100.000000
B1,11,0,100,45,55,0,55,100.000000
B1,11,1,100,55,45,0,45,100.000000
B1,12,0,100,50,50,0,50,100.000000
B1,12,1,100,50,50,0,50,100.000000
B1,13,0,100,50,50,0,50,100.000000
B1,13,1,100,50,50,0,50,100.000000
B1,14,0,100,40,60,0,60,100.000000
B1,14,1,100,60,40,0,40,100.000000
B1,15,0,100,46,54,0,54,100.000000
B1,15,1,100,54,46,0,46,100.000000
B1,16,0,100,67,33,0,33,100.000000
B1,16,1,100,33,67,0,67,100.000000
B1,17,0,100,45,55,0,55,100.000000
B1,17,1,100,55,45,0,45,100.000000
B1,18,0,100,50,50,0,50,100.000000
B1,18,1,100,50,50,0,50,100.000000
B1,19,0,100,49,51,0,51,100.000000
B1,19,1,100,51,49,0,49,100.000000
B1,20,0,100,50,50,0,50,100.000000
B1,20,1,100,50,50,0,50,100.000000
B1,21,0,100,39,61,0,61,100.000000
B1,21,1,100,61,39,0,39,100.000000
B1,22,0,100,60,40,0,40,100.000000
B1,22,1,100,40,60,0,60,100.000000
B1,23,0,100,64,36,0,36,100.000000
B1,23,1,100,36,64,0,64,100.000000
B1,24,0,100,40,60,0,60,100.000000
B1,24,1,100,60,40,0,40,100.000000
B1,25,0,100,15,85,0,85,100.000000
B1,25,1,100,85,15,0,15,100.000000
B1,26,0,100,0,100,0,100,100.000000
B1,26,1,100,100,0,0,0,0.000000
B1,27,0,100,0,100,0,100,100.000000
B1,27,1,100,100,0,0,0,0.000000
B1,28,0,100,0,100,0,100,100.000000
B1,28,1,100,100,0,0,0,0.000000
B1,29,0,100,0,100,0,100,100.000000
B1,29,1,100,100,0,0,0,0.000000
B1,30,0,100,100,0,0,0,0.000000
B1,30,1,100,0,100,0,100,100.000000
B1,31,0,100,46,54,0,54,100.000000
B1,31,1,100,54,46,0,46,100.000000
B2,0,0,100,44,56,34,22,39.285714
B2,0,1,100,56,44,32,12,27.272727
B2,1,0,100,51,49,22,27,55.102041
B2,1,1,100,49,51,19,32,62.745098
B2,2,0,100,43,57,17,40,70.175439
B2,2,1,100,57,43,12,31,72.093023
B2,3,0,100,51,49,9,40,81.632653
B2,3,1,100,49,51,12,39,76.470588
B2,4,0,100,54,46,5,41,89.130435
B2,4,1,100,46,54,9,45,83.333333
B2,5,0,100,60,40,2,38,95.000000
B2,5,1,100,40,60,7,53,88.333333
B2,6,0,100,49,51,1,50,98.039216
B2,6,1,100,51,49,4,45,91.836735
B2,7,0,100,53,47,3,44,93.617021
B2,7,1,100,47,53,0,53,100.000000
B2,8,0,100,51,49,2,47,95.918367
B2,8,1,100,49,51,2,49,96.078431
B2,9,0,100,56,44,0,44,100.000000
B2,9,1,100,44,56,2,54,96.428571
B2,10,0,100,50,50,1,49,98.000000
B2,10,1,100,50,50,0,50,100.000000
B2,11,0,100,54,46,0,46,100.000000
B2,11,1,100,46,54,1,53,98.148148
B2,12,0,100,50,50,0,50,100.000000
B2,12,1,100,50,50,0,50,100.000000
B2,13,0,100,51,49,0,49,100.000000
B2,13,1,100,49,51,0,51,100.000000
B2,14,0,100,58,42,0,42,100.000000
B2,14,1,100,42,58,0,58,100.000000
B2,15,0,100,56,44,0,44,100.000000
B2,15,1,100,44,56,0,56,100.000000
B2,16,0,100,50,50,0,50,100.000000
B2,16,1,100,50,50,0,50,100.000000
B2,17,0,100,51,49,0,49,100.000000
B2,17,1,100,49,51,0,51,100.000000
B2,18,0,100,54,46,0,46,100.000000
B2,18,1,100,46,54,0,54,100.000000
B2,19,0,100,44,56,0,56,100.000000
B2,19,1,100,56,44,0,44,100.000000
B2,20,0,100,52,48,0,48,100.000000
B2,20,1,100,48,52,0,52,100.000000
B2,21,0,100,53,47,0,47,100.000000
B2,21,1,100,47,53,0,53,100.000000
B2,22,0,100,54,46,0,46,100.000000
B2,22,1,100,46,54,0,54,100.000000
B2,23,0,100,68,32,0,32,100.000000
B2,23,1,100,32,68,0,68,100.000000
B2,24,0,100,39,61,0,61,100.000000
B2,24,1,100,61,39,0,39,100.000000
B2,25,0,100,18,82,0,82,100.000000
B2,25,1,100,82,18,0,18,100.000000
B2,26,0,100,0,100,0,100,100.000000
B2,26,1,100,100,0,0,0,0.000000
B2,27,0,100,0,100,0,100,100.000000
B2,27,1,100,100,0,0,0,0.000000
B2,28,0,100,0,100,0,100,100.000000
B2,28,1,100,100,0,0,0,0.000000
B2,29,0,100,0,100,0,100,100.000000
B2,29,1,100,100,0,0,0,0.000000
B2,30,0,100,100,0,0,0,0.000000
B2,30,1,100,0,100,0,100,100.000000
B2,31,0,100,51,49,0,49,100.000000
B2,31,1,100,49,51,0,51,100.000000
B3,0,0,100,50,50,36,14,28.000000
B3,0,1,100,50,50,31,19,38.000000
B3,1,0,100,49,51,22,29,56.862745
B3,1,1,100,51,49,20,29,59.183673
B3,2,0,100,50,50,16,34,68.000000
B3,2,1,100,50,50,10,40,80.000000
B3,3,0,100,46,54,8,46,85.185185
B3,3,1,100,54,46,7,39,84.782609
B3,4,0,100,56,44,5,39,88.636364
B3,4,1,100,44,56,3,53,94.642857
B3,5,0,100,58,42,1,41,97.619048
B3,5,1,100,42,58,6,52,89.655172
B3,6,0,100,50,50,2,48,96.000000
B3,6,1,100,50,50,1,49,98.000000
B3,7,0,100,51,49,0,49,100.000000
B3,7,1,100,49,51,1,50,98.039216
B3,8,0,100,42,58,1,57,98.275862
B3,8,1,100,58,42,0,42,100.000000
B3,9,0,100,57,43,0,43,100.000000
B3,9,1,100,43,57,0,57,100.000000
B3,10,0,100,47,53,0,53,100.000000
B3,10,1,100,53,47,0,47,100.000000
B3,11,0,100,53,47,0,47,100.000000
B3,11,1,100,47,53,0,53,100.000000
B3,12,0,100,57,43,0,43,100.000000
B3,12,1,100,43,57,0,57,100.000000
B3,13,0,100,45,55,0,55,100.000000
B3,13,1,100,55,45,0,45,100.000000
B3,14,0,100,42,58,0,58,100.000000
B3,14,1,100,58,42,0,42,100.000000
B3,15,0,100,52,48,0,48,100.000000
B3,15,1,100,48,52,0,52,100.000000
B3,16,0,100,40,60,0,60,100.000000
B3,16,1,100,60,40,0,40,100.000000
B3,17,0,100,51,49,0,49,100.000000
B3,17,1,100,49,51,0,51,100.000000
B3,18,0,100,47,53,0,53,100.000000
B3,18,1,100,53,47,0,47,100.000000
B3,19,0,100,51,49,0,49,100.000000
B3,19,1,100,49,51,0,51,100.000000
B3,20,0,100,46,54,0,54,100.000000
B3,20,1,100,54,46,0,46,100.000000
B3,21,0,100,53,47,0,47,100.000000
B3,21,1,100,47,53,0,53,100.000000
B3,22,0,100,47,53,0,53,100.000000
B3,22,1,100,53,47,0,47,100.000000
B3,23,0,100,66,34,0,34,100.000000
B3,23,1,100,34,66,0,66,100.000000
B3,24,0,100,40,60,0,60,100.000000
B3,24,1,100,60,40,0,40,100.000000
B3,25,0,100,9,91,0,91,100.000000
B3,25,1,100,91,9,0,9,100.000000
B3,26,0,100,1,99,0,99,100.000000
B3,26,1,100,99,1,0,1,100.000000
B3,27,0,100,0,100,0,100,100.000000
B3,27,1,100,100,0,0,0,0.000000
B3,28,0,100,0,100,0,100,100.000000
B3,28,1,100,100,0,0,0,0.000000
B3,29,0,100,0,100,0,100,100.000000
B3,29,1,100,100,0,0,0,0.000000
B3,30,0,100,100,0,0,0,0.000000
B3,30,1,100,0,100,0,100,100.000000
B3,31,0,100,46,54,0,54,100.000000
B3,31,1,100,54,46,0,46,100.000000
C0,0,0,100,46,54,29,25,46.296296
C0,0,1,100,54,46,21,25,54.347826
C0,1,0,100,52,48,9,39,81.250000
C0,1,1,100,48,52,12,40,76.923077
C0,2,0,100,51,49,3,46,93.877551
C0,2,1,100,49,51,4,47,92.156863
C0,3,0,100,45,55,2,53,96.363636
C0,3,1,100,55,45,0,45,100.000000
C0,4,0,100,51,49,2,47,95.918367
C0,4,1,100,49,51,1,50,98.039216
C0,5,0,100,45,55,0,55,100.000000
C0,5,1,100,55,45,0,45,100.000000
C0,6,0,100,42,58,0,58,100.000000
C0,6,1,100,58,42,0,42,100.000000
C0,7,0,100,43,57,0,57,100.000000
C0,7,1,100,57,43,0,43,100.000000
C0,8,0,100,43,57,0,57,100.000000
C0,8,1,100,57,43,0,43,100.000000
C0,9,0,100,55,45,0,45,100.000000
C0,9,1,100,45,55,0,55,100.000000
C0,10,0,100,56,44,0,44,100.000000
C0,10,1,100,44,56,0,56,100.000000
C0,11,0,100,47,53,0,53,100.000000
C0,11,1,100,53,47,0,47,100.000000
C0,12,0,100,44,56,0,56,100.000000
C0,12,1,100,56,44,0,44,100.000000
C0,13,0,100,48,52,0,52,100.000000
C0,13,1,100,52,48,0,48,100.000000
C0,14,0,100,56,44,0,44,100.000000
C0,14,1,100,44,56,0,56,100.000000
C0,15,0,100,48,52,0,52,100.000000
C0,15,1,100,52,48,0,48,100.000000
C0,16,0,100,43,57,0,57,100.000000
C0,16,1,100,57,43,0,43,100.000000
C0,17,0,100,42,58,0,58,100.000000
C0,17,1,100,58,42,0,42,100.000000
C0,18,0,100,45,55,0,55,100.000000
C0,18,1,100,55,45,0,45,100.000000
C0,19,0,100,48,52,0,52,100.000000
C0,19,1,100,52,48,0,48,100.000000
C0,20,0,100,43,57,0,57,100.000000
C0,20,1,100,57,43,0,43,100.000000
C0,21,0,100,59,41,0,41,100.000000
C0,21,1,100,41,59,0,59,100.000000
C0,22,0,100,47,53,0,53,100.000000
C0,22,1,100,53,47,0,47,100.000000
C0,23,0,100,61,39,0,39,100.000000
C0,23,1,100,39,61,0,61,100.000000
C0,24,0,100,41,59,0,59,100.000000
C0,24,1,100,59,41,0,41,100.000000
C0,25,0,100,13,87,0,87,100.000000
C0,25,1,100,87,13,0,13,100.000000
C0,26,0,100,1,99,0,99,100.000000
C0,26,1,100,99,1,0,1,100.000000
C0,27,0,100,0,100,0,100,100.000000
C0,27,1,100,100,0,0,0,0.000000
C0,28,0,100,0,100,0,100,100.000000
C0,28,1,100,100,0,0,0,0.000000
C0,29,0,100,0,100,0,100,100.000000
C0,29,1,100,100,0,0,0,0.000000
C0,30,0,100,100,0,0,0,0.000000
C0,30,1,100,0,100,0,100,100.000000
C0,31,0,100,56,44,0,44,100.000000
C0,31,1,100,44,56,0,56,100.000000
