#FULL_A_16x16
2.1914062500 -0.4892578125 2.8691406250 1.5791015625 -3.2460937500 3.8046875000 2.0888671875 2.2880859375 -2.9746093750 -0.3964843750 -1.0332031250 3.4140625000 1.1513671875 2.5820312500 -0.4531250000 -2.1816406250
#FULL_B_16x16
2.5322265625 -3.1582031250 -3.4677734375 0.7558593750 -2.8310546875 2.5976562500 -1.5175781250 -2.8486328125 3.3681640625 -2.6757812500 -1.7226562500 -2.7714843750 -3.0761718750 -3.8310546875 -3.5566406250 -2.6025390625
-3.5732421875 0.7294921875 1.4453125000 -0.8505859375 -1.4560546875 0.0361328125 3.0000000000 2.8085937500 -3.6523437500 -2.5478515625 -2.1064453125 -2.0048828125 0.5703125000 -0.6699218750 -3.6064453125 -1.0107421875
0.1904296875 -3.1865234375 2.6679687500 -3.5839843750 3.3984375000 -3.2070312500 2.7490234375 3.2216796875 3.8369140625 2.4160156250 2.2353515625 1.1396484375 2.2324218750 -2.9238281250 0.2880859375 0.1142578125
2.8603515625 -0.2978515625 -0.9189453125 1.1162109375 -1.8681640625 -2.8818359375 -0.1767578125 -0.6650390625 -2.1396484375 -1.0595703125 -1.0693359375 -1.3798828125 -0.9638671875 1.4863281250 -1.6250000000 3.5908203125
3.3310546875 -0.1523437500 -1.3730468750 0.2832031250 2.7880859375 1.2207031250 2.4355468750 0.2617187500 1.0634765625 -1.6943359375 1.8789062500 -2.3808593750 1.5585937500 2.8857421875 -2.9433593750 0.9150390625
-3.2392578125 1.8056640625 -3.3242187500 3.4873046875 -2.9003906250 3.6708984375 2.4072265625 0.7490234375 2.2607421875 2.3613281250 3.5683593750 -1.9726562500 0.7207031250 -3.2392578125 0.9296875000 -2.6298828125
0.5195312500 0.5791015625 -0.2724609375 0.1806640625 2.1113281250 2.3935546875 -0.0625000000 0.7968750000 3.4501953125 -3.0419921875 -3.0634765625 -3.2978515625 1.2626953125 -0.6513671875 2.1943359375 1.3701171875
-1.3310546875 3.1865234375 2.1005859375 -1.8359375000 -1.0869140625 -1.4843750000 -2.7392578125 -2.8173828125 3.4892578125 -0.4970703125 -0.9335937500 1.8378906250 0.4238281250 3.4892578125 2.2421875000 -0.1650390625
-0.9892578125 3.8925781250 1.7421875000 3.6093750000 -3.0517578125 2.8046875000 1.0966796875 -3.0244140625 0.7060546875 1.4892578125 -3.9013671875 -0.3652343750 2.6035156250 -1.6367187500 -0.3320312500 -0.4619140625
-1.5849609375 3.3476562500 2.2500000000 -3.1152343750 3.9765625000 3.0332031250 -1.7285156250 2.6953125000 -3.1484375000 3.9931640625 1.3251953125 1.2011718750 -3.2763671875 3.1757812500 -3.7675781250 -2.0732421875
-2.8554687500 2.2138671875 -2.4140625000 3.2851562500 1.2500000000 -3.7109375000 -3.9570312500 -3.5869140625 0.8476562500 2.4121093750 -2.0917968750 2.7949218750 -3.5419921875 2.4072265625 3.4228515625 2.1767578125
1.5849609375 2.7041015625 -3.6787109375 -2.3857421875 -3.0009765625 0.0361328125 1.9619140625 1.0400390625 2.8085937500 -2.7578125000 1.8769531250 -2.4560546875 -1.8339843750 1.6796875000 3.8417968750 0.8925781250
-3.5644531250 0.9306640625 -3.6611328125 3.0732421875 1.6767578125 -2.6152343750 -3.2666015625 -2.5312500000 3.8398437500 -0.3310546875 2.2724609375 1.0908203125 0.5791015625 -2.8388671875 3.5683593750 -1.5888671875
0.6240234375 1.5986328125 1.1943359375 3.5244140625 -2.8125000000 0.0664062500 -0.7675781250 -0.2070312500 -3.0458984375 -2.9267578125 -1.7753906250 -1.5625000000 -0.5771484375 0.8876953125 1.0771484375 -0.7050781250
-0.7294921875 -2.2587890625 0.7060546875 -1.4638671875 -3.7119140625 -0.6523437500 -0.2070312500 -2.1953125000 0.5800781250 0.5263671875 1.6162109375 1.1835937500 1.2197265625 -1.4707031250 2.2998046875 0.3935546875
-0.5488281250 1.0078125000 -1.1142578125 0.1015625000 1.8935546875 3.0908203125 3.3681640625 0.0292968750 0.1621093750 2.3994140625 -1.4843750000 2.6992187500 -0.0468750000 -3.0732421875 -3.4238281250 2.7363281250
#FULL_B_16x16 encoded
0A21 F35E F221 0306 F4AD 0A64 F9EE F49B 0D79 F54C F91C F4EA F3B2 F0AD F1C6 F597
F1B5 02EB 05C8 FC99 FA2D 0025 0C00 0B3C F164 F5CF F793 F7FB 0248 FD52 F193 FBF5
00C3 F341 0AAC F1AA 0D98 F32C 0AFF 0CE3 0F59 09AA 08F1 048F 08EE F44E 0127 0075
0B71 FECF FC53 0477 F887 F479 FF4B FD57 F771 FBC3 FBB9 FA7B FC25 05F2 F980 0E5D
0D53 FF64 FA82 0122 0B27 04E2 09BE 010C 0441 F939 0784 F67A 063C 0B8B F43A 03A9
F30B 0739 F2B4 0DF3 F466 0EAF 09A1 02FF 090B 0972 0E46 F81C 02E2 F30B 03B8 F57B
0214 0251 FEE9 00B9 0872 0993 FFC0 0330 0DCD F3D5 F3BF F2CF 050D FD65 08C7 057B
FAAD 0CBF 0867 F8A8 FBA7 FA10 F50B F4BB 0DF5 FE03 FC44 075A 01B2 0DF5 08F8 FF57
FC0B 0F92 06F8 0E70 F3CB 0B38 0463 F3E7 02D3 05F5 F065 FE8A 0A6A F974 FEAC FE27
F9A9 0D64 0900 F38A 0FE8 0C22 F916 0AC8 F368 0FF9 054D 04CE F2E5 0CB4 F0EE F7B5
F494 08DB F658 0D24 0500 F128 F02C F1A7 0364 09A6 F7A2 0B2E F1D5 09A1 0DB1 08B5
0657 0AD1 F149 F675 F3FF 0025 07D9 0429 0B3C F4F8 0782 F62D F8AA 06B8 0F5E 0392
F1BE 03B9 F15B 0C4B 06B5 F58A F2EF F5E0 0F5C FEAD 0917 045D 0251 F4A5 0E46 F9A5
027F 0665 04C7 0E19 F4C0 0044 FCEE FF2C F3D1 F44B F8E6 F9C0 FDB1 038D 044F FD2E
FD15 F6F7 02D3 FA25 F127 FD64 FF2C F738 0252 021B 0677 04BC 04E1 FA1E 0933 0193
FDCE 0408 FB8B 0068 0793 0C5D 0D79 001E 00A6 0999 FA10 0ACC FFD0 F3B5 F24E 0AF2
#FULL_C_16x16
-14.2218265533 -7.0204343796 -5.3078384399 -10.4641780853 -5.9554119110 7.7661619186 -15.5301494598 10.4695491791 11.4095363617 -4.0876293182 -11.0843868256 3.2268934250 -12.1704778671 -4.3225803375 14.6697340012 15.8548631668
8.7073564529 -6.0492315292 6.0052814484 6.5730037689 -3.5890655518 4.5084362030 -15.6567153931 -9.3101549149 0.8028259277 -10.7599582672 -10.6909799576 10.7617368698 15.6522560120 1.7910213470 10.8502311707 15.6902933121
-11.4689311981 -1.6561403275 -3.4376735687 -13.4384231567 8.1705656052 -2.1190710068 -0.9815378189 -11.1784648895 -10.2103471756 13.0273160934 -14.5712289810 -8.5487270355 -6.6541013718 -0.3136787415 2.7662458420 -0.2147207260
-13.3083095551 -8.2026414871 10.9948282242 4.4028387070 4.7727699280 5.4465045929 8.4128961563 -14.1405286789 -4.2685317993 1.2648782730 -5.1693925858 11.0233240128 -0.5576801300 8.5960826874 11.2644968033 0.1533269882
13.1056718826 2.7879657745 11.2087774277 -5.1010942459 -0.0378570557 1.0051536560 -12.6406488419 -3.2463197708 13.3548059464 4.1866321564 -10.3197889328 -5.1566200256 -9.8687038422 -15.2056598663 13.6787347794 -1.6573657990
-6.1588773727 3.1512699127 -15.7659378052 -7.1032924652 6.4970712662 4.2806329727 15.4177904129 3.8514471054 -0.7198123932 8.3658418655 12.9064922333 7.0622701645 14.8227596283 9.0241651535 11.7376461029 -12.3486700058
7.4372320175 -1.9171619415 1.6993217468 4.9312772751 15.0340833664 15.5064983368 -6.7766962051 7.4801120758 7.9994735718 -4.9122285843 -12.0361671448 -14.6896972656 8.8749799728 -0.3296079636 15.5372858047 -1.1208496094
15.2933435440 -2.8295679092 9.3978290558 -13.2857828140 1.7747745514 9.6659135818 13.5904531479 10.3226585388 -14.8169364929 -4.0735254288 -14.4416484833 -12.5029668808 5.6097803116 6.8242626190 8.7590618134 11.6946096420
7.6618070602 9.6278905869 -14.4331617355 -8.4948749542 3.9007291794 11.4600095749 -15.8559961319 0.4681386948 5.6731967926 -15.0525665283 -3.1566219330 12.6603164673 5.4916095734 -8.3949327469 11.2889957428 -4.8629941940
11.3070297241 -6.4338035583 2.8902482986 -3.2979173660 -7.2055988312 12.3698415756 -9.9970026016 -13.2860288620 -5.0583381653 6.9644527435 9.8378114700 15.9597873688 -6.5164146423 -2.9458580017 -11.6217193604 2.3959016800
15.9225616455 6.4281921387 3.0468111038 -3.4441890717 13.2895603180 -0.0986690521 -11.7002592087 -4.3078889847 -13.8506669998 -9.5366706848 -15.4345989227 -1.4950428009 4.3052883148 -5.0146408081 -2.5477828979 14.6946964264
8.0628194809 1.3074121475 -6.8946924210 12.7038974762 -8.4768924713 -5.5890321732 13.0900735855 0.9453458786 7.7541742325 2.9038333893 4.9100551605 -6.4197349548 -8.2760944366 -5.6802444458 -11.0258703232 11.9780597687
-6.9360980988 1.9676609039 9.3431816101 9.0823717117 -1.9716396332 -0.7597665787 15.8304557800 5.5871191025 10.0684299469 12.8817272186 9.2028751373 -10.0742607117 1.9894638062 -12.7393865585 4.8935079575 14.5711812973
0.4074258804 -2.1448802948 -14.8530321121 14.7127847672 -12.7039136887 -14.6854686737 -8.1258687973 -13.9030265808 -1.4362287521 0.5148096085 -5.9977617264 -14.3692646027 -12.4287881851 -3.6958599091 -14.0630893707 6.3420715332
-9.3753423691 -6.3337097168 -3.3879747391 -2.6684913635 -15.9468574524 -12.4137477875 11.6084661484 -15.9605417252 0.2613554001 -0.3359355927 -5.3409872055 -2.1975355148 8.9785966873 10.9185190201 -7.6688470840 -5.6803054810
-8.2405490875 -0.6443710327 5.8642673492 -8.6959075928 -5.4164562225 13.7723073959 -14.4457826614 -1.2553730011 6.7698574066 -11.1854715347 -14.4840316772 -11.5774278641 13.4023418427 -15.7036867142 -9.9736967087 -14.9989271164
#FULL_C_16x16 encoded
FF1C7366 FF8FAC4D FFAB1318 FF5892BA FFA0B6A2 007C4233 FF078482 00A78346 00B68D76 FFBE9912 FF4EA65A 0033A15B FF3D45B9 FFBAD6B6 00EAB73B 00FDAD85
008B5155 FF9F3659 006015A2 00692B06 FFC69330 0048228E FF057E18 FF6B099B 000CD860 FF53D736 FF54F1BF 00AC3013 00FA6FA4 001CA806 00AD9A8C 00FB0B71
FF487F42 FFE58073 FFC8FF4A FF28FC38 0082BAA3 FFDE1849 FFF04B9F FF4D2502 FF5CA26B 00D06FE3 FF16DC3F FF77386A FF9588CD FFFAFB2C 002C428B FFFC9081
FF2B112A FF7CC1FB 00AFEAD1 00467207 004C5D44 005724E2 00869B39 FF1DC065 FFBBB418 00143CF1 FFAD4A2B 00B05F89 FFF713BE 0089898E 00B43B61 00027407
00D1B0D5 002C9B82 00B35727 FFAE61EB FFFF64F0 0010151C FF35BFE7 FFCC0F13 00D5AD49 0042FC72 FF5AE225 FFAD7E7C FF6219CA FF0CB59E 00DADC19 FFE57B6E
FF9D753D 00326B9A FF03BEB8 FF8E58EA 0067F401 00447D79 00F6AF45 003D9F87 FFF47BA6 0085DA7D 00CE80FE 0070FF0F 00ED2A06 009062FB 00BBCD66 FF3A6BD9
0076FEE7 FFE1534E 001B306C 004EE683 00F08B9B 00F81A9E FF9392A7 0077AE8A 007FFDD8 FFB16783 FF3F6BDC FF14F700 008DFFEB FFFAB9ED 00F898B9 FFEE1100
00F4B189 FFD2BA17 00965D82 FF2B6D6F 001C657A 009AA795 00D9727F 00A5299C FF12EDD4 FFBED2D7 FF18EF02 FF37F3D9 0059C1A9 006D302E 008C251E 00BB1D1F
007A96C3 009A0BD7 FF1911C5 FF7814FE 003E6963 00B75C33 FF024DD7 00077D7F 005AC56A FF0F28B0 FFCD7E7A 00CA90A8 0057DDA2 FF79AE5B 00B49FBA FFB2312D
00B4E998 FF990F24 002E3E75 FFCB3BBB FF8CB5DE 00C5EADF FF600C47 FF2B6C6D FFAF110C 006F6E66 009D67AD 00FF5B4A FF97BCC4 FFD0DDC4 FF460D70 0026559D
00FEC2D0 0066D9E0 0030BFBD FFC8E49A 00D4A20A FFFE6BDA FF44CBBD FFBB12E3 FF2263AB FF6769CC FF090BE2 FFE8144E 0044E276 FFAFC408 FFD73C48 00EB1D7A
0081014F 0014EB29 FF91AF57 00CB432A FF785EA6 FFA69353 00D170F1 000F2023 007C1119 002E761A 004E8F96 FF9948C4 FF7B951E FFA51DB8 FF4F9609 00BFA622
FF9105BE 001F7B8A 00957DAC 00915165 FFE0742A FFF3D7FF 00FD498C 005964D7 00A1184A 00CE1B8E 00933EFA FF5ECFD4 001FD4D8 FF342B79 004E4BCF 00E9238F
000684D1 FFDDAE92 FF1259FB 00EB6791 FF34BCC5 FF150852 FF7DFC71 FF218D34 FFE90535 00083CA9 FFA0092B FF1A177E FF3923AF FFC4DDC2 FF1EFD96 00657920
FF69FE99 FF9AA920 FFC9CADB FFD54DDC FF00D9AC FF39614A 00B9BC47 FF00A19F 00042E83 FFFAA002 FFAA8B51 FFDCD6E5 008FA855 00AEB241 FF854C67 FFA51D78
FF7C26B6 FFF5B0A8 005DD40A FF74DD90 FFA95632 00DC5B5F FF18DE13 FFEBE9FE 006C5156 FF4D084F FF184168 FF46C2DB 00D66FFE FF04BDB3 FF606BBD FF100465
#FULL_D_16x16_one_shot_reference
-15.9912595749 -9.9834671021 -26.5240535736 -16.3468971252 -34.6249561310 -3.5786399841 -22.6484479904 20.9310340881 52.3483438492 -27.7856912613 10.0254249573 -23.1013765335 -23.3385295868 -20.2492189407 55.0845441818 -0.6511783600
38.1491880417 -19.7075405121 33.6291980743 10.7447204590 6.0212230682 13.9731950760 -5.7273111343 -32.4537277222 31.7981042862 -7.4711265564 -43.6005125046 20.3996944427 46.8294401169 -8.7936000824 6.0186605453 46.3204145432
-47.6668977737 19.8068227768 10.8875570297 -3.2670946121 20.0179996490 -20.1865243912 -43.9777812958 -19.6604394913 -22.7304992676 37.2975282669 -6.6186199188 22.6744232178 -21.8826150894 12.7428512573 27.9118099213 -23.9720535278
-13.5045175552 -8.2710638046 7.4831113815 11.3490695953 21.4734249115 50.4280958176 1.0075502396 -29.7766551971 22.7776412964 5.0440111160 2.5468206406 14.5797529221 13.9557189941 -5.9329423904 0.1133794785 -20.6344327927
11.8387269974 -12.2220306396 37.1984109879 -1.5420007706 -32.2631397247 21.6515560150 9.6609821320 -4.1215410233 -3.8329772949 9.9478902817 -29.9545249939 3.4978160858 9.0239276886 -58.2435855865 -8.0452957153 -13.6247215271
6.5624628067 -23.7531499863 -2.8450975418 -54.0255537033 30.2714452744 3.4257326126 19.1563701630 31.3204116821 15.9880409241 -1.3333044052 12.5889492035 11.9129018784 10.5315332413 -9.5154228210 13.8257884979 -16.5103693008
34.5518121719 30.2748918533 21.3539342880 28.6118936539 -10.4873437881 25.9533214569 -24.8020753860 -15.2500524521 -21.7342863083 -2.7373619080 -18.9550991058 -22.2389860153 6.3330430984 56.7993392944 4.2710599899 2.6821527481
37.7805500031 9.8857212067 29.7383995056 -18.1601343155 -16.2122011185 31.4085016251 29.9594259262 29.4693193436 -53.7337188721 -15.5718297958 -12.6425571442 -40.7327251434 13.6703720093 43.0201597214 -21.9872264862 8.3138275146
0.2438888550 15.7301568985 -2.5841073990 28.2255134583 -3.2051725388 6.7082357407 -17.3580513000 -19.1411857605 -40.3327941895 0.4062223434 -31.3119726181 22.5124950409 18.2716321945 -5.2000226974 3.6120653152 23.7530975342
43.3731555939 -12.5940694809 21.7902975082 -44.3243236542 -3.7141790390 17.5296010971 -15.4545240402 -9.4343547821 -4.9761962891 -19.8280401230 -0.1458053589 17.9320850372 -8.9545192719 21.3283805847 -8.2417383194 21.2647113800
1.7431325912 43.4078054428 46.3457975388 -25.0644254684 30.4174337387 17.7939319611 -19.5881357193 34.3019084930 -54.8837308884 -35.1344823837 -26.4807767868 -20.6689567566 2.7007675171 50.9285182953 -4.2737321854 -8.4616432190
-14.8802766800 -13.5485582352 5.5952491760 16.8314723969 -5.5679359436 -4.9801263809 38.2661457062 14.5269536972 7.7629213333 18.8179321289 26.2380828857 -19.3387470245 24.9111328125 -32.3461751938 -36.3486337662 -2.9926309586
-37.0359354019 36.6718006134 35.8315706253 12.5964021683 18.1081924438 50.0818433762 44.6984786987 36.4595527649 -49.1100349426 59.8211517334 5.5247936249 0.9988927841 2.7058067322 2.8855533600 -52.5680036545 -0.9582147598
-23.5177040100 -2.9521055222 -16.5592832565 17.3050746918 -8.9100961685 -37.6675567627 -0.4631710052 -14.4002485275 11.8256988525 19.4896306992 -8.9408063889 12.3582792282 -7.1410741806 -11.5232076645 18.9217329025 37.5241250992
-16.2134580612 44.2381582260 0.6764621735 26.4394845963 -32.7880735397 -28.2889642715 -5.9532709122 -27.1732730865 -52.3008871078 -20.1126050949 -40.7794952393 -10.8419733047 -12.8138952255 66.6844749451 -9.0800504684 -2.9524440765
-11.4680299759 10.8481121063 -39.9882946014 1.3818407059 -17.7184009552 40.9635238647 4.4624938965 2.0838298798 20.4682044983 -25.7684078217 -16.3199710846 -36.8473281860 -6.2627849579 -26.8988533020 -25.4961128235 -15.8074035645
#FULL_D_16x16_one_shot_reference encoded
FF0023CD FF6043B8 FE579D7A FEFA731C FDD6002E FFC6BDE4 FE959FF5 014EE584 034592D1 FE436DCF 00A06824 FE8E60C3 FE8A9562 FEBC0333 03715A4B FFF594C6
02626313 FEC4ADEA 021A1132 00ABEA60 006056EE 00DF9235 FFA45CEF FDF8BD88 01FCC509 FF887644 FD46644D 01466526 02ED4563 FF734D6A 00604C6F 02E5206B
FD055463 013CE8BF 00AE336F FFCBB9FB 014049BA FEBD03FF FD405B02 FEC56ED7 FE944FE0 0254C2AD FF961A22 016ACA70 FEA1E0CF 00CBE2B8 01BE96C6 FE807278
FF27ED7F FF7BA9B9 0077BAD3 00B595CA 01579326 0326D97B 00101EED FE2392D2 016C7138 0050B445 0028BFC7 00E946AB 00DF4AA0 FFA112AB 0001D067 FEB5D95D
00BD6B6D FF3C7290 02532CB1 FFE753F7 FDFBCA2E 015A6CC6 009A9362 FFBE0E2B FFC2AC20 009F2A8F FE20BA44 0037F70E 00906202 FC5C1A46 FF7F4678 FF260124
0068FFD9 FE83F319 FFD27A7B FC9F9755 01E457D7 0036CFCD 0132807E 01F52068 00FFCF04 FFEAAAC9 00C96C56 00BE9B3F 00A88129 FF67C0D4 00DD366E FEF7D587
0228D439 01E465F5 0155A9B7 01C9CA51 FF5833D7 019F40CE FE732AB3 FF0BFFC9 FEA4405D FFD433C4 FED0B7EA FE9C2D1D 00655425 038CCA18 00445643 002AEA19
025C7D22 009E2BEA 01DBD07C FEDD7017 FEFC9AD3 01F68939 01DF59CF 01D78255 FCA442B0 FF06D9C9 FF35B816 FD7446C2 00DAB9D8 02B05293 FEA03452 00850570
0003E6F8 00FBAEB9 FFD6A77F 01C39BB4 FFCCB79D 006B54EF FEEA456C FECDBDB4 FD7AACE0 00067FE3 FE0B0229 0168332E 0124589B FFACCCB5 0039CB05 017C0CB0
02B5F872 FF367EB1 015CA50F FD3ACF92 FFC492B9 0118793F FF08BA45 FF690CE2 FFB06180 FEC2C059 FFFDAAC8 011EE9D2 FF70BA4A 0155410C FF7C21D7 01543C42
001BE3DF 02B6865F 02E58863 FE6EF81D 01E6ADCF 011CB3F2 FEC696FF 0224D49E FC91DC3D FDCDD929 FE584EBD FEB54BF4 002B3658 032EDB36 FFBB9ECB FF789D1C
FF11EA63 FF27391B 00598624 010D4DB6 FFA6E9BC FFB05167 02644222 00E86E67 007C34ED 012D1640 01A3CF30 FECA947E 018E9400 FDFA7611 FDBA6BFF FFD01E2F
FDAF6CCF 024ABFB2 023D4E1D 00C98ADD 0121BB28 03214F3B 02CB2CF8 02475A54 FCEE3D4C 03BD2370 0058658E 000FFB77 002B4AFC 002E2B3A FCB6E975 FFF0AB27
FE87B77C FFD0C42D FEF70D2D 0114E196 FF71703F FDA551B0 FFF896DA FF199895 00BD3610 0137D587 FF70F275 00C5BB83 FF8DBE29 FF47A0F1 012EBF6B 025862D1
FEFC95AD 02C3CF7F 000AD2CA 01A70821 FDF3640D FE3B6067 FFA0BF67 FE4D3A46 FCBB2F91 FEBE32C5 FD738730 FF528747 FF32FA49 042AF39C FF6EB81D FFD0C2CA
FF4882F3 00AD91DE FD802FF2 00161C05 FEE4816E 028F6A98 00476660 0021575E 01477DC4 FE63B49A FEFAE166 FDB27158 FF9BCBA2 FE519E4C FE680FEC FF0314E0
