vector_id,label,width_bits,fraction_bits,original,signed_raw,encoded_hex,decoded_fixed,quantization_error
22,B2,8,5,-0.0287177491,-1,FF,-0.03125,-0.0025322509
22,B3,8,5,-0.5725054016,-18,EE,-0.5625,0.0100054016
22,C0,16,10,-0.1979194149,-203,FF35,-0.1982421875,-0.0003227726
23,A0,8,5,-0.8827292001,-28,E4,-0.875,0.0077292001
23,A1,8,5,-0.2420537620,-8,F8,-0.25,-0.007946238
23,A2,8,5,0.9706176876,31,1F,0.96875,-0.0018676876
23,A3,8,5,-0.4695938837,-15,F1,-0.46875,0.0008438837
23,B0,8,5,0.5681412039,18,12,0.5625,-0.0056412039
23,B1,8,5,-0.0899832653,-3,FD,-0.09375,-0.0037667347
23,B2,8,5,-0.1539850280,-5,FB,-0.15625,-0.002264972
23,B3,8,5,0.9146352817,29,1D,0.90625,-0.0083852817
23,C0,16,10,0.9908453790,1015,03F7,0.9912109375,0.0003655585
24,A0,8,5,0.1115366468,4,04,0.125,0.0134633532
24,A1,8,5,0.4368165506,14,0E,0.4375,0.0006834494
24,A2,8,5,-0.6904063495,-22,EA,-0.6875,0.0029063495
24,A3,8,5,-0.4065843490,-13,F3,-0.40625,0.000334349
24,B0,8,5,0.9374187299,30,1E,0.9375,8.12701e-05
24,B1,8,5,0.1583605816,5,05,0.15625,-0.0021105816
24,B2,8,5,0.0843904027,3,03,0.09375,0.0093595973
24,B3,8,5,0.4959511208,16,10,0.5,0.0040488792
24,C0,16,10,-0.8856694542,-907,FC75,-0.8857421875,-7.27333e-05
25,A0,8,5,0.1683551889,5,05,0.15625,-0.0121051889
25,A1,8,5,0.0057007658,0,00,0,-0.0057007658
25,A2,8,5,0.7054397841,23,17,0.71875,0.0133102159
25,A3,8,5,-0.6851345441,-22,EA,-0.6875,-0.0023654559
25,B0,8,5,0.9215578065,29,1D,0.90625,-0.0153078065
25,B1,8,5,-0.8397770695,-27,E5,-0.84375,-0.0039729305
25,B2,8,5,-0.6283500780,-20,EC,-0.625,0.003350078
25,B3,8,5,0.1900702129,6,06,0.1875,-0.0025702129
25,C0,16,10,0.3504251072,359,0167,0.3505859375,0.0001608303
26,A0,8,5,-0.5295922100,-17,EF,-0.53125,-0.00165779
26,A1,8,5,-0.7602267721,-24,E8,-0.75,0.0102267721
26,A2,8,5,0.7805746283,25,19,0.78125,0.0006753717
26,A3,8,5,-0.5075693044,-16,F0,-0.5,0.0075693044
26,B0,8,5,0.1890383071,6,06,0.1875,-0.0015383071
26,B1,8,5,0.2387630207,8,08,0.25,0.0112369793
26,B2,8,5,-0.1615501693,-5,FB,-0.15625,0.0053001693
26,B3,8,5,0.1673445786,5,05,0.15625,-0.0110945786
26,C0,16,10,0.0455654311,47,002F,0.0458984375,0.0003330064
27,A0,8,5,0.8694125155,28,1C,0.875,0.0055874845
27,A1,8,5,-0.5914816012,-19,ED,-0.59375,-0.0022683988
27,A2,8,5,0.4323836016,14,0E,0.4375,0.0051163984
27,A3,8,5,-0.5226280948,-17,EF,-0.53125,-0.0086219052
27,B0,8,5,-0.2084283064,-7,F9,-0.21875,-0.0103216936
27,B1,8,5,0.3433804459,11,0B,0.34375,0.0003695541
27,B2,8,5,-0.4000058404,-13,F3,-0.40625,-0.0062441596
27,B3,8,5,-0.3676456075,-12,F4,-0.375,-0.0073543925
27,C0,16,10,0.5037289848,516,0204,0.50390625,0.0001772652
28,A0,8,5,-0.8549137710,-27,E5,-0.84375,0.011163771
28,A1,8,5,-0.0834289548,-3,FD,-0.09375,-0.0103210452
28,A2,8,5,0.9969088817,32,20,1,0.0030911183
28,A3,8,5,0.9921928957,32,20,1,0.0078071043
28,B0,8,5,-0.8534785578,-27,E5,-0.84375,0.0097285578
28,B1,8,5,-0.5736913755,-18,EE,-0.5625,0.0111913755
28,B2,8,5,-0.4695991705,-15,F1,-0.46875,0.0008491705
28,B3,8,5,0.8665187560,28,1C,0.875,0.008481244
28,C0,16,10,0.7617283474,780,030C,0.76171875,-9.59739999995e-06
29,A0,8,5,0.7585404850,24,18,0.75,-0.008540485
29,A1,8,5,-0.2609458225,-8,F8,-0.25,0.0109458225
29,A2,8,5,-0.6845063353,-22,EA,-0.6875,-0.0029936647
29,A3,8,5,0.6674899093,21,15,0.65625,-0.0112399093
29,B0,8,5,0.4070798502,13,0D,0.40625,-0.0008298502
29,B1,8,5,0.2233555315,7,07,0.21875,-0.0046055315
29,B2,8,5,0.9744661273,31,1F,0.96875,-0.0057161273
29,B3,8,5,0.3079526354,10,0A,0.3125,0.0045473646
29,C0,16,10,-0.9843537857,-1008,FC10,-0.984375,-2.12143e-05
30,A0,8,5,0.6342082702,20,14,0.625,-0.0092082702
30,A1,8,5,-0.4012424956,-13,F3,-0.40625,-0.0050075044
30,A2,8,5,0.3267774299,10,0A,0.3125,-0.0142774299
30,A3,8,5,0.8778600079,28,1C,0.875,-0.0028600079
30,B0,8,5,-0.7314177712,-23,E9,-0.71875,0.0126677712
30,B1,8,5,-0.7691426592,-25,E7,-0.78125,-0.0121073408
30,B2,8,5,-0.7859280446,-25,E7,-0.78125,0.0046780446
30,B3,8,5,0.1064472818,3,03,0.09375,-0.0126972818
30,C0,16,10,-0.4553035754,-466,FE2E,-0.455078125,0.0002254504
31,A0,8,5,0.2096596541,7,07,0.21875,0.0090903459
31,A1,8,5,0.4352243743,14,0E,0.4375,0.0022756257
31,A2,8,5,-0.5928053753,-19,ED,-0.59375,-0.0009446247
31,A3,8,5,0.2684759178,9,09,0.28125,0.0127740822
31,B0,8,5,-0.4720321967,-15,F1,-0.46875,0.0032821967
31,B1,8,5,-0.0229362957,-1,FF,-0.03125,-0.0083137043
31,B2,8,5,0.8106729822,26,1A,0.8125,0.0018270178
31,B3,8,5,0.6922074266,22,16,0.6875,-0.0047074266
31,C0,16,10,-0.8154030646,-835,FCBD,-0.8154296875,-2.66229e-05
32,A0,8,5,-0.1528484549,-5,FB,-0.15625,-0.0034015451
32,A1,8,5,-0.4466395521,-14,F2,-0.4375,0.0091395521
32,A2,8,5,-0.9929086218,-32,E0,-1,-0.0070913782
32,A3,8,5,0.5422384460,17,11,0.53125,-0.010988446
32,B0,8,5,0.2742267546,9,09,0.28125,0.0070232454
32,B1,8,5,-0.4760894751,-15,F1,-0.46875,0.0073394751
32,B2,8,5,0.4824618167,15,0F,0.46875,-0.0137118167
32,B3,8,5,0.1033608423,3,03,0.09375,-0.0096108423
32,C0,16,10,-0.1446261620,-148,FF6C,-0.14453125,9.4912e-05
33,A0,8,5,-0.9806606008,-31,E1,-0.96875,0.0119106008
33,A1,8,5,-0.8495122799,-27,E5,-0.84375,0.0057622799
33,A2,8,5,0.7662127866,25,19,0.78125,0.0150372134
33,A3,8,5,0.8078571431,26,1A,0.8125,0.0046428569
33,B0,8,5,0.0911805784,3,03,0.09375,0.0025694216
33,B1,8,5,0.6691900398,21,15,0.65625,-0.0129400398
33,B2,8,5,0.1650191330,5,05,0.15625,-0.008769133
33,B3,8,5,-0.7038124289,-23,E9,-0.71875,-0.0149375711
33,C0,16,10,-0.7451089614,-763,FD05,-0.7451171875,-8.22609999995e-06
34,A0,8,5,-0.3834833001,-12,F4,-0.375,0.0084833001
34,A1,8,5,0.7979629775,26,1A,0.8125,0.0145370225
34,A2,8,5,0.5922446098,19,13,0.59375,0.0015053902
34,A3,8,5,0.7214051640,23,17,0.71875,-0.002655164
34,B0,8,5,0.7978492731,26,1A,0.8125,0.0146507269
34,B1,8,5,-0.5798469233,-19,ED,-0.59375,-0.0139030767
34,B2,8,5,-0.5009405216,-16,F0,-0.5,0.0009405216
34,B3,8,5,-0.7944127567,-25,E7,-0.78125,0.0131627567
34,C0,16,10,0.5602324837,574,023E,0.560546875,0.0003143913
35,A0,8,5,0.7682694029,25,19,0.78125,0.0129805971
35,A1,8,5,-0.1872452203,-6,FA,-0.1875,-0.0002547797
35,A2,8,5,0.2413230203,8,08,0.25,0.0086769797
35,A3,8,5,-0.6908933233,-22,EA,-0.6875,0.0033933233
35,B0,8,5,0.8597620314,28,1C,0.875,0.0152379686
35,B1,8,5,0.7292113924,23,17,0.71875,-0.0104613924
35,B2,8,5,0.9524120659,30,1E,0.9375,-0.0149120659
35,B3,8,5,0.6215434399,20,14,0.625,0.0034565601
35,C0,16,10,0.7628324093,781,030D,0.7626953125,-0.0001370968
36,A0,8,5,-0.9504272762,-30,E2,-0.9375,0.0129272762
36,A1,8,5,0.4731289435,15,0F,0.46875,-0.0043789435
36,A2,8,5,-0.3356290641,-11,F5,-0.34375,-0.0081209359
36,A3,8,5,0.8616317721,28,1C,0.875,0.0133682279
36,B0,8,5,0.6044702779,19,13,0.59375,-0.0107202779
36,B1,8,5,0.7281280568,23,17,0.71875,-0.0093780568
36,B2,8,5,0.6214986331,20,14,0.625,0.0035013669
36,B3,8,5,-0.4663885808,-15,F1,-0.46875,-0.0023614192
36,C0,16,10,0.5747490183,589,024D,0.5751953125,0.0004462942
37,A0,8,5,-0.7838087472,-25,E7,-0.78125,0.0025587472
37,A1,8,5,0.7443335658,24,18,0.75,0.0056664342
37,A2,8,5,0.7171865027,23,17,0.71875,0.0015634973
37,A3,8,5,-0.5551325649,-18,EE,-0.5625,-0.0073674351
37,B0,8,5,0.6331732112,20,14,0.625,-0.0081732112
37,B1,8,5,-0.0793935306,-3,FD,-0.09375,-0.0143564694
37,B2,8,5,-0.3896182653,-12,F4,-0.375,0.0146182653
37,B3,8,5,0.5906909983,19,13,0.59375,0.0030590017
37,C0,16,10,-0.5448090252,-558,FDD2,-0.544921875,-0.0001128498
38,A0,8,5,-0.9526711306,-30,E2,-0.9375,0.0151711306
38,A1,8,5,-0.6137404233,-20,EC,-0.625,-0.0112595767
38,A2,8,5,-0.3434760976,-11,F5,-0.34375,-0.0002739024
38,A3,8,5,0.7287058841,23,17,0.71875,-0.0099558841
38,B0,8,5,0.9337782081,30,1E,0.9375,0.0037217919
38,B1,8,5,-0.4417500146,-14,F2,-0.4375,0.0042500146
38,B2,8,5,0.2829634772,9,09,0.28125,-0.0017134772
38,B3,8,5,-0.2006432313,-6,FA,-0.1875,0.0131432313
38,C0,16,10,0.9622993744,985,03D9,0.9619140625,-0.0003853119
39,A0,8,5,0.0724314650,2,02,0.0625,-0.009931465
39,A1,8,5,0.8784742806,28,1C,0.875,-0.0034742806
39,A2,8,5,-0.7693164963,-25,E7,-0.78125,-0.0119335037
39,A3,8,5,0.9408012220,30,1E,0.9375,-0.003301222
39,B0,8,5,-0.6428643677,-21,EB,-0.65625,-0.0133856323
39,B1,8,5,0.9250686315,30,1E,0.9375,0.0124313685
39,B2,8,5,-0.4690672750,-15,F1,-0.46875,0.000317275
39,B3,8,5,-0.7831949056,-25,E7,-0.78125,0.0019449056
39,C0,16,10,-0.1308724829,-134,FF7A,-0.130859375,1.31079e-05
40,A0,8,5,0.4570901213,15,0F,0.46875,0.0116598787
40,A1,8,5,-0.3726453716,-12,F4,-0.375,-0.0023546284
40,A2,8,5,0.2124177066,7,07,0.21875,0.0063322934
40,A3,8,5,0.0228461193,1,01,0.03125,0.0084038807
40,B0,8,5,-0.2296091333,-7,F9,-0.21875,0.0108591333
40,B1,8,5,0.1531760870,5,05,0.15625,0.003073913
40,B2,8,5,-0.4905549877,-16,F0,-0.5,-0.0094450123
40,B3,8,5,0.4175705677,13,0D,0.40625,-0.0113205677
40,C0,16,10,-0.9966174436,-1021,FC03,-0.9970703125,-0.0004528689
41,A0,8,5,0.8511503310,27,1B,0.84375,-0.007400331
41,A1,8,5,0.0769039942,2,02,0.0625,-0.0144039942
41,A2,8,5,0.4388599983,14,0E,0.4375,-0.0013599983
41,A3,8,5,0.4839001557,15,0F,0.46875,-0.0151501557
41,B0,8,5,0.3412570089,11,0B,0.34375,0.0024929911
41,B1,8,5,-0.2715570564,-9,F7,-0.28125,-0.0096929436
41,B2,8,5,-0.8600523777,-28,E4,-0.875,-0.0149476223
41,B3,8,5,0.3284753698,11,0B,0.34375,0.0152746302
41,C0,16,10,-0.3395999279,-348,FEA4,-0.33984375,-0.0002438221
42,A0,8,5,-0.3721687099,-12,F4,-0.375,-0.0028312901
42,A1,8,5,0.6960305590,22,16,0.6875,-0.008530559
42,A2,8,5,0.4395085260,14,0E,0.4375,-0.002008526
42,A3,8,5,-0.3993554636,-13,F3,-0.40625,-0.0068945364
42,B0,8,5,-0.3814306756,-12,F4,-0.375,0.0064306756
42,B1,8,5,-0.1832141828,-6,FA,-0.1875,-0.0042858172
42,B2,8,5,-0.1951992259,-6,FA,-0.1875,0.0076992259
42,B3,8,5,-0.4086895949,-13,F3,-0.40625,0.0024395949
42,C0,16,10,-0.7454244019,-763,FD05,-0.7451171875,0.0003072144
43,A0,8,5,-0.1591073325,-5,FB,-0.15625,0.0028573325
43,A1,8,5,0.8807273415,28,1C,0.875,-0.0057273415
43,A2,8,5,0.3546358905,11,0B,0.34375,-0.0108858905
43,A3,8,5,0.8056110915,26,1A,0.8125,0.0068889085
43,B0,8,5,0.2310298319,7,07,0.21875,-0.0122798319
43,B1,8,5,-0.3981002509,-13,F3,-0.40625,-0.0081497491
43,B2,8,5,0.0958744263,3,03,0.09375,-0.0021244263
43,B3,8,5,-0.9991881206,-32,E0,-1,-0.0008118794
43,C0,16,10,-0.4261725663,-436,FE4C,-0.42578125,0.0003913163
44,A0,8,5,-0.1402237000,-4,FC,-0.125,0.0152237
44,A1,8,5,0.1599695624,5,05,0.15625,-0.0037195624
44,A2,8,5,0.3094112474,10,0A,0.3125,0.0030887526
44,A3,8,5,-0.0700236195,-2,FE,-0.0625,0.0075236195
44,B0,8,5,-0.1156804014,-4,FC,-0.125,-0.0093195986
