#FULL_A_16x16
2.19141 -0.489014 2.86914 1.5791 -3.24609 3.80469 2.08984 2.28906 -2.97461 -0.396973 -1.0332 3.41406 1.15137 2.58203 -0.452637 -2.18164
36FD C2FB 413E 3C37 4021 BCA8 4388 424A 4074 C0E3 B442 C34D C188 3DDC 3FD5 437B
BD93 BC25 B3CB C0F8 C1EC B238 C05F 3D6F B806 4153 3E69 BE01 4151 40E0 BB34 BEC6
3DD7 C1C4 C0CD C3E2 4097 3D46 3E91 407E B542 3866 C1C3 C22B 3D64 B366 382D 403D
3C50 36DC 3794 BE46 C382 B80D C091 B9DB 41A8 C042 C311 BEFF BE9B 3D2E 374D 408B
3D42 B9FE 4106 C154 C3A3 C28F 3F1E B4E1 C16B 2048 C190 3E48 B6E4 BB9D BE5A 3C2B
BC6C C299 C21D 4364 428A 3E64 BF7E 4382 4076 3EF1 B67B BF4A C275 4271 B5A9 C0C3
BE36 3912 C12C 41B5 4023 3F06 B859 3C13 3962 3CCC C2A6 B963 C356 AA27 BD72 C1B0
C258 399C C145 42CD 3930 BCE6 39D2 C3A3 4356 B088 4086 C2AD AED5 ACC2 4301 3897
B2C9 BF75 BD64 314B B7D2 C3A7 4138 4257 C1C2 36EB C243 3D83 BF00 3D1A 3F44 404C
C247 42A8 C051 C367 3705 BC21 4147 40EF BDDA 433F BEB1 2FB6 BFCF 42FA C15E C348
B827 43E1 4244 3FF5 4241 424C 30D4 BDE4 405A 3D2C BC0B C27D 3FE6 BF9A 42FD C025
C209 414C C18C C122 3A5C 41FE C0DB BE12 4070 438D 1E12 C1B3 C3C7 C053 C1E4 3DAF
C20D 2A7B 3E37 3931 C0CE 40DE 3EE5 3FA6 C1E7 C205 42D7 BA8E BE5F ADD8 3D36 434A
BED5 42CC C39A 3711 3C4A C24E C1C1 B92D 4376 3A26 42EE 40DF B42D 408E C3B7 C241
4145 40C0 C047 33E1 3AC9 41E2 3A99 B998 BC07 B8BE 3CDD 41E1 B5E7 C009 C037 3FDF
#FULL_B_16x16
2.5332 -3.1582 -3.4668 0.755371 -2.83008 2.59766 -1.51758 -2.84961 3.36719 -2.67578 -1.72266 -2.77148 -3.07617 -3.83008 -3.55664 -2.60352
-3.57227 0.729004 1.44531 -0.851074 -1.45605 0.0362244 3 2.80859 -3.65234 -2.54883 -2.10547 -2.00586 0.569824 -0.669922 -3.60547 -1.01074
0.190063 -3.1875 2.66797 -3.58398 3.39844 -3.20703 2.74805 3.2207 3.83594 2.41602 2.23633 1.13965 2.23242 -2.92383 0.288574 0.11377
2.86133 -0.297607 -0.919434 1.11621 -1.86816 -2.88281 -0.177002 -0.665039 -2.13867 -1.05957 -1.06934 -1.37988 -0.964355 1.48633 -1.625 3.5918
3.33008 -0.15271 -1.37305 0.283447 2.78906 1.2207 2.43555 0.261719 1.06348 -1.69434 1.87891 -2.38086 1.55859 2.88672 -2.94336 0.915039
-3.23828 1.80566 -3.32422 3.48828 -2.90039 3.67188 2.40625 0.749512 2.26172 2.36133 3.56836 -1.97266 0.720703 -3.24023 0.929199 -2.62891
0.519531 0.57959 -0.272217 0.18103 2.11133 2.39453 -0.0627441 0.796875 3.44922 -3.04297 -3.0625 -3.29883 1.2627 -0.651367 2.19531 1.37012
-1.33105 3.1875 2.09961 -1.83594 -1.08691 -1.48438 -2.73828 -2.81836 3.48828 -0.496826 -0.933594 1.83789 0.423828 3.48828 2.24219 -0.165039
-0.989258 3.89258 1.74219 3.60938 -3.05273 2.80469 1.09668 -3.02539 0.706055 1.48926 -3.90234 -0.365479 2.60352 -1.63672 -0.331543 -0.461426
-1.58496 3.34766 2.25 -3.11523 3.97656 3.0332 -1.72852 2.69531 -3.14844 3.99219 1.3252 1.20117 -3.27734 3.17578 -3.76758 -2.07422
-2.85547 2.21484 -2.41406 3.28516 1.25 -3.71094 -3.95703 -3.58594 0.847168 2.41211 -2.0918 2.79492 -3.54297 2.4082 3.42188 2.17773
1.58496 2.70312 -3.67969 -2.38672 -3 0.0362549 1.96191 1.04004 2.80859 -2.75781 1.87695 -2.45508 -1.83398 1.67969 3.8418 0.892578
-3.56445 0.930664 -3.66211 3.07227 1.67676 -2.61523 -3.26562 -2.53125 3.83984 -0.331543 2.27344 1.09082 0.579102 -2.83984 3.56836 -1.58887
0.624023 1.59863 1.19434 3.52539 -2.8125 0.0668335 -0.767578 -0.206665 -3.04688 -2.92773 -1.77539 -1.5625 -0.57666 0.887695 1.07715 -0.705566
-0.729492 -2.25977 0.706543 -1.46387 -3.71094 -0.652832 -0.206909 -2.19531 0.57959 0.526367 1.61621 1.18359 1.21973 -1.4707 2.29883 0.393066
-0.548828 1.00781 -1.11426 0.101929 1.89355 3.0918 3.36914 0.029068 0.162231 2.39844 -1.48438 2.69922 -0.046875 -3.07227 -3.42383 2.73633
#FULL_B_16x16 encoded
4111 C251 C2EF 3A0B C1A9 4132 BE12 C1B3 42BC C15A BEE4 C18B C227 C3A9 C31D C135
C325 39D5 3DC8 BACF BDD3 28A3 4200 419E C34E C119 C036 C003 388F B95C C336 BC0B
3215 C260 4156 C32B 42CC C26A 417F 4271 43AC 40D5 4079 3C8F 4077 C1D9 349E 2F48
41B9 B4C3 BB5B 3C77 BF79 C1C4 B1AA B952 C047 BC3D BC47 BD85 BBB7 3DF2 BE80 432F
42A9 B0E3 BD7E 3489 4194 3CE2 40DF 3430 3C41 BEC7 3F84 C0C3 3E3C 41C6 C1E3 3B52
C27A 3F39 C2A6 42FA C1CD 4358 40D0 39FF 4086 40B9 4323 BFE4 39C4 C27B 3B6F C142
3828 38A3 B45B 31CB 4039 40CA AC04 3A60 42E6 C216 C220 C299 3D0D B936 4064 3D7B
BD53 4260 4033 BF58 BC59 BDF0 C17A C1A3 42FA B7F3 BB78 3F5A 36C8 42FA 407C B148
BBEA 43C9 3EF8 4338 C21B 419C 3C63 C20D 39A6 3DF5 C3CE B5D9 4135 BE8C B54E B762
BE57 42B2 4080 C23B 43F4 4211 BEEA 4164 C24C 43FC 3D4D 3CCE C28E 425A C389 C026
C1B6 406E C0D4 4292 3D00 C36C C3EA C32C 3AC7 40D3 C02F 4197 C316 40D1 42D8 405B
3E57 4168 C35C C0C6 C200 28A4 3FD9 3C29 419E C184 3F82 C0E9 BF56 3EB8 43AF 3B24
C321 3B72 C353 4225 3EB5 C13B C288 C110 43AE B54E 408C 3C5D 38A2 C1AE 4323 BE5B
38FE 3E65 3CC7 430D C1A0 2C47 BA24 B29D C218 C1DB BF1A BE40 B89D 3B1A 3C4F B9A5
B9D6 C085 39A7 BDDB C36C B939 B29F C064 38A3 3836 3E77 3CBC 3CE1 BDE2 4099 364A
B864 3C08 BC75 2E86 3F93 422F 42BD 2771 3131 40CC BDF0 4166 AA00 C225 C2D9 4179
#FULL_C_16x16
-3.55469 -1.75488 -1.32715 -2.61523 -1.48926 1.94141 -3.88281 2.61719 2.85156 -1.02148 -2.77148 0.806641 -3.04297 -1.08105 3.66797 3.96289
2.17773 -1.5127 1.50098 1.64355 -0.897461 1.12695 -3.91406 -2.32812 0.200684 -2.68945 -2.67188 2.69141 3.91211 0.447754 2.71289 3.92188
-2.86719 -0.414062 -0.859375 -3.35938 2.04297 -0.529785 -0.245361 -2.79492 -2.55273 3.25586 -3.64258 -2.13672 -1.66309 -0.0784302 0.691406 -0.0536804
-3.32617 -2.05078 2.74805 1.10059 1.19336 1.36133 2.10352 -3.53516 -1.06738 0.316162 -1.29199 2.75586 -0.139404 2.14844 2.81641 0.0383301
3.27734 0.696777 2.80273 -1.27539 -0.00946808 0.251221 -3.16016 -0.811523 3.33789 1.04688 -2.58008 -1.28906 -2.4668 -3.80078 3.41992 -0.414307
-1.54004 0.787598 -3.94141 -1.77539 1.62402 1.07031 3.85352 0.962891 -0.179932 2.0918 3.22656 1.76562 3.70508 2.25586 2.93359 -3.08789
1.85938 -0.479248 0.424805 1.23242 3.75781 3.87695 -1.69434 1.87012 2 -1.22852 -3.00977 -3.67188 2.21875 -0.0823975 3.88477 -0.280273
3.82422 -0.70752 2.34961 -3.32227 0.443604 2.41602 3.39844 2.58008 -3.70508 -1.01855 -3.61133 -3.125 1.40234 1.70605 2.18945 2.92383
1.91504 2.40625 -3.60742 -2.12305 0.975098 2.86523 -3.96484 0.117004 1.41797 -3.76367 -0.789062 3.16602 1.37305 -2.09961 2.82227 -1.21582
2.82617 -1.6084 0.722656 -0.824707 -1.80176 3.0918 -2.5 -3.32227 -1.26465 1.74121 2.45898 3.99023 -1.62891 -0.736328 -2.90625 0.599121
3.98047 1.60742 0.761719 -0.86084 3.32227 -0.0246735 -2.92578 -1.07715 -3.46289 -2.38477 -3.85938 -0.373779 1.07617 -1.25391 -0.636719 3.67383
2.01562 0.326904 -1.72363 3.17578 -2.11914 -1.39746 3.27344 0.236328 1.93848 0.726074 1.22754 -1.60449 -2.06836 -1.41992 -2.75586 2.99414
-1.73438 0.491943 2.33594 2.27148 -0.49292 -0.189941 3.95703 1.39648 2.51758 3.2207 2.30078 -2.51953 0.497314 -3.18555 1.22363 3.64258
0.101868 -0.536133 -3.71289 3.67773 -3.17578 -3.67188 -2.03125 -3.47656 -0.359131 0.128662 -1.49902 -3.5918 -3.10742 -0.923828 -3.51562 1.58594
-2.34375 -1.58301 -0.847168 -0.666992 -3.98633 -3.10352 2.90234 -3.99023 0.0653687 -0.0839844 -1.33496 -0.549316 2.24414 2.73047 -1.91699 -1.41992
-2.06055 -0.161133 1.46582 -2.17383 -1.35449 3.44336 -3.61133 -0.313965 1.69238 -2.79688 -3.62109 -2.89453 3.34961 -3.92578 -2.49414 -3.75
#FULL_C_16x16 encoded
C31C BF05 BD4F C13B BDF5 3FC4 C3C4 413C 41B4 BC16 C18B 3A74 C216 BC53 4356 43ED
405B BE0D 3E01 3E93 BB2E 3C82 C3D4 C0A8 326C C161 C158 4162 43D3 372A 416D 43D8
C1BC B6A0 BAE0 C2B8 4016 B83D B3DA C197 C11B 4283 C349 C046 BEA7 AD05 3988 AADF
C2A7 C01A 417F 3C67 3CC6 3D72 4035 C312 BC45 350F BD2B 4183 B076 404C 41A2 28E8
428E 3993 419B BD1A A0D9 3405 C252 BA7E 42AD 3C30 C129 BD28 C0EF C39A 42D7 B6A1
BE29 3A4D C3E2 BF1A 3E7F 3C48 43B5 3BB4 B1C2 402F 4274 3F10 4369 4083 41DE C22D
3F70 B7AB 36CC 3CEE 4384 43C1 BEC7 3F7B 4000 BCEA C205 C358 4070 AD46 43C5 B47C
43A6 B9A9 40B3 C2A5 3719 40D5 42CC 4129 C369 BC13 C339 C240 3D9C 3ED3 4061 41D9
3FA9 40D0 C337 C03F 3BCD 41BB C3EE 2F7D 3DAC C387 BA50 4255 3D7E C033 41A5 BCDD
41A7 BE6F 39C8 BA99 BF35 422F C100 C2A5 BD0F 3EF7 40EB 43FB BE84 B9E4 C1D0 38CB
43F6 3E6E 3A18 BAE3 42A5 A651 C1DA BC4F C2ED C0C5 C3B8 B5FB 3C4E BD04 B918 4359
4008 353B BEE5 425A C03D BD97 428C 3390 3FC1 39CF 3CE9 BE6B C023 BDAE C183 41FD
BEF0 37DF 40AC 408B B7E3 B214 43EA 3D96 4109 4271 409A C10A 37F5 C25F 3CE5 4349
2E85 B84A C36D 435B C25A C358 C010 C2F4 B5BF 301E BDFF C32F C237 BB64 C308 3E58
C0B0 BE55 BAC7 B956 C3F9 C235 41CE C3FB 2C2F AD60 BD57 B865 407D 4176 BFAB BDAE
C01F B128 3DDD C059 BD6B 42E3 C339 B506 3EC5 C198 C33E C1CA 42B3 C3DA C0FD C380
#FULL_D_16x16_one_shot_reference
-5.31641 -4.71875 -22.5469 -8.5 -30.1562 -9.39844 -11.0078 13.0703 43.7812 -24.7344 18.3438 -25.5156 -14.2031 -17.0156 44.0938 -12.5391
31.6094 -15.1719 29.125 5.82812 8.71875 10.5938 6.00781 -25.4844 31.1875 0.602539 -35.5938 12.3281 35.0938 -10.1328 -2.11719 34.5625
-39.0625 21.0625 13.4609 6.80859 13.8906 -18.5938 -43.25 -11.2734 -15.0781 27.5312 4.31641 29.0938 -16.8906 12.9766 25.8281 -23.8125
-3.52734 -2.11328 -0.76123 8.05469 17.8906 46.3438 -5.30469 -19.1875 25.9844 4.09766 6.42188 6.3125 14.375 -12.375 -8.32031 -20.75
2.01367 -14.3125 28.7969 2.28906 -32.25 20.9062 19.1406 -1.69629 -13.8516 6.80859 -22.2188 7.36328 16.4375 -46.8438 -18.2969 -12.3828
11.1797 -26.125 8.98438 -48.6875 25.3906 0.219849 7.59375 28.4219 16.5156 -7.60938 2.91016 6.61719 -0.578613 -16.2812 5.03125 -7.26172
28.9688 31.7344 20.0781 24.9219 -21.7656 14.3203 -19.7188 -20.8594 -27.7344 0.947266 -9.94531 -11.2188 -0.324463 57.0625 -7.38672 3.5293
26.3281 12.0078 22.6875 -8.19531 -17.5469 24.1562 19.7656 21.7344 -42.625 -12.5156 -1.81934 -31.3594 9.46094 37.9062 -28.5625 -0.447998
-5.5 8.5 8.24219 34.5938 -6.12891 -1.89062 -5.46484 -19.4688 -44.5625 11.6875 -28.9375 13.0078 14.1484 1.09473 -4.86328 27.4062
34.875 -7.76562 19.625 -41.8438 1.68848 8.24219 -7.95703 0.521484 -1.18945 -25.0469 -7.51562 5.96875 -4.07031 23.5469 0.485596 19.4531
-10.2031 38.5938 44.0625 -22.4844 20.4531 17.875 -10.8125 37.5312 -44.5 -27.9844 -14.8984 -19.5469 -0.525391 54.6875 -2.34766 -19.4844
-20.9219 -14.5312 10.7578 7.3125 0.786621 -0.781738 28.4375 13.8125 1.9541 16.6406 22.5625 -14.5391 31.1094 -28.0938 -28.0781 -11.9766
-31.8438 35.1875 28.8281 5.79297 19.5938 50.6562 32.8125 32.2812 -56.6562 50.1562 -1.38672 8.55469 1.20605 12.4453 -56.25 -11.8906
-23.8281 -1.33789 -5.41797 6.27734 0.608887 -26.6406 5.63281 -3.96484 12.9062 19.1094 -4.43359 23.125 2.18164 -8.75781 29.4688 32.7812
-9.1875 49 3.20703 28.4375 -20.8438 -18.9844 -14.6562 -15.2031 -52.5 -19.8594 -36.7812 -9.1875 -19.5625 58.5 -3.32031 1.31836
-5.27734 11.3359 -44.375 7.89844 -13.6406 30.6406 15.2969 3.03125 15.3906 -17.375 -5.45703 -28.1562 -16.3125 -15.1094 -18.0156 -4.55078
#FULL_D_16x16_one_shot_reference encoded
C551 C4B8 CDA3 C840 CF8A C8B3 C981 4A89 5179 CE2F 4C96 CE61 CB1A CC41 5183 CA45
4FE7 CB96 4F48 45D4 485C 494C 4602 CE5F 4FCC 38D2 D073 4A2A 5063 C911 C03C 5052
D0E2 4D44 4ABB 46CF 4AF2 CCA6 D168 C9A3 CB8A 4EE2 4451 4F46 CC39 4A7D 4E75 CDF4
C30E C03A BA17 4807 4C79 51CB C54E CCCC 4E7F 4419 466C 4650 4B30 CA30 C829 CD30
4007 CB28 4F33 4094 D008 4D3A 4CC9 BEC9 CAED 46CF CD8E 475D 4C1C D1DB CC93 CA31
4997 CE88 487E D216 4E59 3309 4798 4F1B 4C21 C79C 41D2 469E B8A1 CC12 4508 C743
4F3E 4FEF 4D05 4E3B CD71 4B29 CCEE CD37 CEEF 3B94 C8F9 C99C B531 5322 C763 430F
4E95 4A01 4DAC C819 CC63 4E0A 4CF1 4D6F D154 CA42 BF47 CFD7 48BB 50BD CF24 B72B
C580 4840 481F 5053 C621 BF90 C577 CCDE D192 49D8 CF3C 4A81 4B13 3C61 C4DD 4EDA
505C C7C4 4CE8 D13B 3EC1 481F C7F5 382C BCC2 CE43 C784 45F8 C412 4DE3 37C5 4CDD
C91A 50D3 5182 CD9F 4D1D 4C78 C968 50B1 D190 CEFF CB73 CCE3 B834 52D6 C0B2 CCDF
CD3B CB44 4961 4750 3A4B BA41 4F1C 4AE8 3FD1 4C29 4DA4 CB45 4FC7 CF06 CF05 C9FD
CFF6 5066 4F35 45CB 4CE6 5255 501A 5009 D315 5245 BD8C 4847 3CD3 4A39 D308 C9F2
CDF5 BD5A C56B 4647 38DF CEA9 45A2 C3EE 4A74 4CC7 C46F 4DC8 405D C861 4F5E 5019
C898 5220 426A 4F1C CD36 CCBF CB54 CB9A D290 CCF7 D099 C898 CCE4 5350 C2A4 3D46
C547 49AB D18C 47E6 CAD2 4FA9 4BA6 4210 4BB2 CC58 C575 CF0A CC14 CB8E CC81 C48D
