row,vector_id,target,operand_index,width_bits,bit,stuck_at,original,faulty,activated,golden,faulty_result,class
30,0,A1,1,8,7,0,E2,62,True,FF13,0493,SDC
31,0,A1,1,8,7,1,E2,E2,False,FF13,FF13,Not activated
32,0,A2,2,8,0,0,F2,F2,False,FF13,FF13,Not activated
33,0,A2,2,8,0,1,F2,F3,True,FF13,FF2C,SDC
34,0,A2,2,8,1,0,F2,F0,True,FF13,FEE1,SDC
35,0,A2,2,8,1,1,F2,F2,False,FF13,FF13,Not activated
36,0,A2,2,8,2,0,F2,F2,False,FF13,FF13,Not activated
37,0,A2,2,8,2,1,F2,F6,True,FF13,FF77,SDC
38,0,A2,2,8,3,0,F2,F2,False,FF13,FF13,Not activated
39,0,A2,2,8,3,1,F2,FA,True,FF13,FFDB,SDC
40,0,A2,2,8,4,0,F2,E2,True,FF13,FD83,SDC
41,0,A2,2,8,4,1,F2,F2,False,FF13,FF13,Not activated
42,0,A2,2,8,5,0,F2,D2,True,FF13,FBF3,SDC
43,0,A2,2,8,5,1,F2,F2,False,FF13,FF13,Not activated
44,0,A2,2,8,6,0,F2,B2,True,FF13,F8D3,SDC
45,0,A2,2,8,6,1,F2,F2,False,FF13,FF13,Not activated
46,0,A2,2,8,7,0,F2,72,True,FF13,0B93,SDC
47,0,A2,2,8,7,1,F2,F2,False,FF13,FF13,Not activated
48,0,A3,3,8,0,0,EE,EE,False,FF13,FF13,Not activated
49,0,A3,3,8,0,1,EE,EF,True,FF13,FEF9,SDC
50,0,A3,3,8,1,0,EE,EC,True,FF13,FF47,SDC
51,0,A3,3,8,1,1,EE,EE,False,FF13,FF13,Not activated
52,0,A3,3,8,2,0,EE,EA,True,FF13,FF7B,SDC
53,0,A3,3,8,2,1,EE,EE,False,FF13,FF13,Not activated
54,0,A3,3,8,3,0,EE,E6,True,FF13,FFE3,SDC
55,0,A3,3,8,3,1,EE,EE,False,FF13,FF13,Not activated
56,0,A3,3,8,4,0,EE,EE,False,FF13,FF13,Not activated
57,0,A3,3,8,4,1,EE,FE,True,FF13,FD73,SDC
58,0,A3,3,8,5,0,EE,CE,True,FF13,0253,SDC
59,0,A3,3,8,5,1,EE,EE,False,FF13,FF13,Not activated
60,0,A3,3,8,6,0,EE,AE,True,FF13,0593,SDC
61,0,A3,3,8,6,1,EE,EE,False,FF13,FF13,Not activated
62,0,A3,3,8,7,0,EE,6E,True,FF13,F213,SDC
63,0,A3,3,8,7,1,EE,EE,False,FF13,FF13,Not activated
64,0,B0,4,8,0,0,0F,0E,True,FF13,FF0A,SDC
65,0,B0,4,8,0,1,0F,0F,False,FF13,FF13,Not activated
66,0,B0,4,8,1,0,0F,0D,True,FF13,FF01,SDC
67,0,B0,4,8,1,1,0F,0F,False,FF13,FF13,Not activated
68,0,B0,4,8,2,0,0F,0B,True,FF13,FEEF,SDC
69,0,B0,4,8,2,1,0F,0F,False,FF13,FF13,Not activated
70,0,B0,4,8,3,0,0F,07,True,FF13,FECB,SDC
71,0,B0,4,8,3,1,0F,0F,False,FF13,FF13,Not activated
72,0,B0,4,8,4,0,0F,0F,False,FF13,FF13,Not activated
73,0,B0,4,8,4,1,0F,1F,True,FF13,FFA3,SDC
74,0,B0,4,8,5,0,0F,0F,False,FF13,FF13,Not activated
75,0,B0,4,8,5,1,0F,2F,True,FF13,0033,SDC
76,0,B0,4,8,6,0,0F,0F,False,FF13,FF13,Not activated
77,0,B0,4,8,6,1,0F,4F,True,FF13,0153,SDC
78,0,B0,4,8,7,0,0F,0F,False,FF13,FF13,Not activated
79,0,B0,4,8,7,1,0F,8F,True,FF13,FA93,SDC
80,0,B1,5,8,0,0,0B,0A,True,FF13,FF31,SDC
81,0,B1,5,8,0,1,0B,0B,False,FF13,FF13,Not activated
82,0,B1,5,8,1,0,0B,09,True,FF13,FF4F,SDC
83,0,B1,5,8,1,1,0B,0B,False,FF13,FF13,Not activated
84,0,B1,5,8,2,0,0B,0B,False,FF13,FF13,Not activated
85,0,B1,5,8,2,1,0B,0F,True,FF13,FE9B,SDC
86,0,B1,5,8,3,0,0B,03,True,FF13,0003,SDC
87,0,B1,5,8,3,1,0B,0B,False,FF13,FF13,Not activated
88,0,B1,5,8,4,0,0B,0B,False,FF13,FF13,Not activated
89,0,B1,5,8,4,1,0B,1B,True,FF13,FD33,SDC
90,0,B1,5,8,5,0,0B,0B,False,FF13,FF13,Not activated
91,0,B1,5,8,5,1,0B,2B,True,FF13,FB53,SDC
92,0,B1,5,8,6,0,0B,0B,False,FF13,FF13,Not activated
93,0,B1,5,8,6,1,0B,4B,True,FF13,F793,SDC
94,0,B1,5,8,7,0,0B,0B,False,FF13,FF13,Not activated
95,0,B1,5,8,7,1,0B,8B,True,FF13,0E13,SDC
96,0,B2,6,8,0,0,19,18,True,FF13,FF21,SDC
97,0,B2,6,8,0,1,19,19,False,FF13,FF13,Not activated
98,0,B2,6,8,1,0,19,19,False,FF13,FF13,Not activated
99,0,B2,6,8,1,1,19,1B,True,FF13,FEF7,SDC
100,0,B2,6,8,2,0,19,19,False,FF13,FF13,Not activated
101,0,B2,6,8,2,1,19,1D,True,FF13,FEDB,SDC
102,0,B2,6,8,3,0,19,11,True,FF13,FF83,SDC
103,0,B2,6,8,3,1,19,19,False,FF13,FF13,Not activated
104,0,B2,6,8,4,0,19,09,True,FF13,FFF3,SDC
105,0,B2,6,8,4,1,19,19,False,FF13,FF13,Not activated
106,0,B2,6,8,5,0,19,19,False,FF13,FF13,Not activated
107,0,B2,6,8,5,1,19,39,True,FF13,FD53,SDC
108,0,B2,6,8,6,0,19,19,False,FF13,FF13,Not activated
109,0,B2,6,8,6,1,19,59,True,FF13,FB93,SDC
110,0,B2,6,8,7,0,19,19,False,FF13,FF13,Not activated
111,0,B2,6,8,7,1,19,99,True,FF13,0613,SDC
112,0,B3,7,8,0,0,E6,E6,False,FF13,FF13,Not activated
113,0,B3,7,8,0,1,E6,E7,True,FF13,FF01,SDC
114,0,B3,7,8,1,0,E6,E4,True,FF13,FF37,SDC
115,0,B3,7,8,1,1,E6,E6,False,FF13,FF13,Not activated
116,0,B3,7,8,2,0,E6,E2,True,FF13,FF5B,SDC
117,0,B3,7,8,2,1,E6,E6,False,FF13,FF13,Not activated
118,0,B3,7,8,3,0,E6,E6,False,FF13,FF13,Not activated
119,0,B3,7,8,3,1,E6,EE,True,FF13,FE83,SDC
120,0,B3,7,8,4,0,E6,E6,False,FF13,FF13,Not activated
121,0,B3,7,8,4,1,E6,F6,True,FF13,FDF3,SDC
122,0,B3,7,8,5,0,E6,C6,True,FF13,0153,SDC
123,0,B3,7,8,5,1,E6,E6,False,FF13,FF13,Not activated
124,0,B3,7,8,6,0,E6,A6,True,FF13,0393,SDC
125,0,B3,7,8,6,1,E6,E6,False,FF13,FF13,Not activated
126,0,B3,7,8,7,0,E6,66,True,FF13,F613,SDC
127,0,B3,7,8,7,1,E6,E6,False,FF13,FF13,Not activated
128,0,C0,8,16,0,0,FF60,FF60,False,FF13,FF13,Not activated
129,0,C0,8,16,0,1,FF60,FF61,True,FF13,FF14,SDC
130,0,C0,8,16,1,0,FF60,FF60,False,FF13,FF13,Not activated
131,0,C0,8,16,1,1,FF60,FF62,True,FF13,FF15,SDC
132,0,C0,8,16,2,0,FF60,FF60,False,FF13,FF13,Not activated
133,0,C0,8,16,2,1,FF60,FF64,True,FF13,FF17,SDC
134,0,C0,8,16,3,0,FF60,FF60,False,FF13,FF13,Not activated
135,0,C0,8,16,3,1,FF60,FF68,True,FF13,FF1B,SDC
136,0,C0,8,16,4,0,FF60,FF60,False,FF13,FF13,Not activated
137,0,C0,8,16,4,1,FF60,FF70,True,FF13,FF23,SDC
138,0,C0,8,16,5,0,FF60,FF40,True,FF13,FEF3,SDC
139,0,C0,8,16,5,1,FF60,FF60,False,FF13,FF13,Not activated
140,0,C0,8,16,6,0,FF60,FF20,True,FF13,FED3,SDC
141,0,C0,8,16,6,1,FF60,FF60,False,FF13,FF13,Not activated
142,0,C0,8,16,7,0,FF60,FF60,False,FF13,FF13,Not activated
143,0,C0,8,16,7,1,FF60,FFE0,True,FF13,FF93,SDC
144,0,C0,8,16,8,0,FF60,FE60,True,FF13,FE13,SDC
145,0,C0,8,16,8,1,FF60,FF60,False,FF13,FF13,Not activated
146,0,C0,8,16,9,0,FF60,FD60,True,FF13,FD13,SDC
147,0,C0,8,16,9,1,FF60,FF60,False,FF13,FF13,Not activated
148,0,C0,8,16,10,0,FF60,FB60,True,FF13,FB13,SDC
149,0,C0,8,16,10,1,FF60,FF60,False,FF13,FF13,Not activated
150,0,C0,8,16,11,0,FF60,F760,True,FF13,F713,SDC
151,0,C0,8,16,11,1,FF60,FF60,False,FF13,FF13,Not activated
152,0,C0,8,16,12,0,FF60,EF60,True,FF13,EF13,SDC
153,0,C0,8,16,12,1,FF60,FF60,False,FF13,FF13,Not activated
154,0,C0,8,16,13,0,FF60,DF60,True,FF13,DF13,SDC
155,0,C0,8,16,13,1,FF60,FF60,False,FF13,FF13,Not activated
156,0,C0,8,16,14,0,FF60,BF60,True,FF13,BF13,SDC
157,0,C0,8,16,14,1,FF60,FF60,False,FF13,FF13,Not activated
158,0,C0,8,16,15,0,FF60,7F60,True,FF13,7F13,SDC
159,0,C0,8,16,15,1,FF60,FF60,False,FF13,FF13,Not activated
160,1,A0,0,8,0,0,E2,E2,False,0459,0459,Not activated
161,1,A0,0,8,0,1,E2,E3,True,0459,0446,SDC
162,1,A0,0,8,1,0,E2,E0,True,0459,047F,SDC
163,1,A0,0,8,1,1,E2,E2,False,0459,0459,Not activated
164,1,A0,0,8,2,0,E2,E2,False,0459,0459,Not activated
165,1,A0,0,8,2,1,E2,E6,True,0459,040D,SDC
166,1,A0,0,8,3,0,E2,E2,False,0459,0459,Not activated
167,1,A0,0,8,3,1,E2,EA,True,0459,03C1,SDC
168,1,A0,0,8,4,0,E2,E2,False,0459,0459,Not activated
169,1,A0,0,8,4,1,E2,F2,True,0459,0329,SDC
170,1,A0,0,8,5,0,E2,C2,True,0459,06B9,SDC
171,1,A0,0,8,5,1,E2,E2,False,0459,0459,Not activated
172,1,A0,0,8,6,0,E2,A2,True,0459,0919,SDC
173,1,A0,0,8,6,1,E2,E2,False,0459,0459,Not activated
174,1,A0,0,8,7,0,E2,62,True,0459,FAD9,SDC
175,1,A0,0,8,7,1,E2,E2,False,0459,0459,Not activated
176,1,A1,1,8,0,0,EE,EE,False,0459,0459,Not activated
177,1,A1,1,8,0,1,EE,EF,True,0459,0463,SDC
178,1,A1,1,8,1,0,EE,EC,True,0459,0445,SDC
179,1,A1,1,8,1,1,EE,EE,False,0459,0459,Not activated
180,1,A1,1,8,2,0,EE,EA,True,0459,0431,SDC
181,1,A1,1,8,2,1,EE,EE,False,0459,0459,Not activated
182,1,A1,1,8,3,0,EE,E6,True,0459,0409,SDC
183,1,A1,1,8,3,1,EE,EE,False,0459,0459,Not activated
184,1,A1,1,8,4,0,EE,EE,False,0459,0459,Not activated
185,1,A1,1,8,4,1,EE,FE,True,0459,04F9,SDC
186,1,A1,1,8,5,0,EE,CE,True,0459,0319,SDC
187,1,A1,1,8,5,1,EE,EE,False,0459,0459,Not activated
188,1,A1,1,8,6,0,EE,AE,True,0459,01D9,SDC
189,1,A1,1,8,6,1,EE,EE,False,0459,0459,Not activated
190,1,A1,1,8,7,0,EE,6E,True,0459,0959,SDC
191,1,A1,1,8,7,1,EE,EE,False,0459,0459,Not activated
192,1,A2,2,8,0,0,00,00,False,0459,0459,Not activated
193,1,A2,2,8,0,1,00,01,True,0459,045C,SDC
194,1,A2,2,8,1,0,00,00,False,0459,0459,Not activated
195,1,A2,2,8,1,1,00,02,True,0459,045F,SDC
196,1,A2,2,8,2,0,00,00,False,0459,0459,Not activated
197,1,A2,2,8,2,1,00,04,True,0459,0465,SDC
198,1,A2,2,8,3,0,00,00,False,0459,0459,Not activated
199,1,A2,2,8,3,1,00,08,True,0459,0471,SDC
200,1,A2,2,8,4,0,00,00,False,0459,0459,Not activated
201,1,A2,2,8,4,1,00,10,True,0459,0489,SDC
202,1,A2,2,8,5,0,00,00,False,0459,0459,Not activated
203,1,A2,2,8,5,1,00,20,True,0459,04B9,SDC
204,1,A2,2,8,6,0,00,00,False,0459,0459,Not activated
205,1,A2,2,8,6,1,00,40,True,0459,0519,SDC
206,1,A2,2,8,7,0,00,00,False,0459,0459,Not activated
207,1,A2,2,8,7,1,00,80,True,0459,02D9,SDC
208,1,A3,3,8,0,0,E2,E2,False,0459,0459,Not activated
209,1,A3,3,8,0,1,E2,E3,True,0459,0447,SDC
210,1,A3,3,8,1,0,E2,E0,True,0459,047D,SDC
211,1,A3,3,8,1,1,E2,E2,False,0459,0459,Not activated
212,1,A3,3,8,2,0,E2,E2,False,0459,0459,Not activated
213,1,A3,3,8,2,1,E2,E6,True,0459,0411,SDC
214,1,A3,3,8,3,0,E2,E2,False,0459,0459,Not activated
215,1,A3,3,8,3,1,E2,EA,True,0459,03C9,SDC
216,1,A3,3,8,4,0,E2,E2,False,0459,0459,Not activated
217,1,A3,3,8,4,1,E2,F2,True,0459,0339,SDC
218,1,A3,3,8,5,0,E2,C2,True,0459,0699,SDC
219,1,A3,3,8,5,1,E2,E2,False,0459,0459,Not activated
220,1,A3,3,8,6,0,E2,A2,True,0459,08D9,SDC
221,1,A3,3,8,6,1,E2,E2,False,0459,0459,Not activated
222,1,A3,3,8,7,0,E2,62,True,0459,FB59,SDC
223,1,A3,3,8,7,1,E2,E2,False,0459,0459,Not activated
224,1,B0,4,8,0,0,ED,EC,True,0459,0477,SDC
225,1,B0,4,8,0,1,ED,ED,False,0459,0459,Not activated
226,1,B0,4,8,1,0,ED,ED,False,0459,0459,Not activated
227,1,B0,4,8,1,1,ED,EF,True,0459,041D,SDC
228,1,B0,4,8,2,0,ED,E9,True,0459,04D1,SDC
229,1,B0,4,8,2,1,ED,ED,False,0459,0459,Not activated
230,1,B0,4,8,3,0,ED,E5,True,0459,0549,SDC
231,1,B0,4,8,3,1,ED,ED,False,0459,0459,Not activated
232,1,B0,4,8,4,0,ED,ED,False,0459,0459,Not activated
233,1,B0,4,8,4,1,ED,FD,True,0459,0279,SDC
234,1,B0,4,8,5,0,ED,CD,True,0459,0819,SDC
235,1,B0,4,8,5,1,ED,ED,False,0459,0459,Not activated
236,1,B0,4,8,6,0,ED,AD,True,0459,0BD9,SDC
237,1,B0,4,8,6,1,ED,ED,False,0459,0459,Not activated
238,1,B0,4,8,7,0,ED,6D,True,0459,F559,SDC
239,1,B0,4,8,7,1,ED,ED,False,0459,0459,Not activated
240,1,B1,5,8,0,0,0A,0A,False,0459,0459,Not activated
241,1,B1,5,8,0,1,0A,0B,True,0459,0447,SDC
242,1,B1,5,8,1,0,0A,08,True,0459,047D,SDC
243,1,B1,5,8,1,1,0A,0A,False,0459,0459,Not activated
244,1,B1,5,8,2,0,0A,0A,False,0459,0459,Not activated
245,1,B1,5,8,2,1,0A,0E,True,0459,0411,SDC
246,1,B1,5,8,3,0,0A,02,True,0459,04E9,SDC
247,1,B1,5,8,3,1,0A,0A,False,0459,0459,Not activated
248,1,B1,5,8,4,0,0A,0A,False,0459,0459,Not activated
249,1,B1,5,8,4,1,0A,1A,True,0459,0339,SDC
250,1,B1,5,8,5,0,0A,0A,False,0459,0459,Not activated
251,1,B1,5,8,5,1,0A,2A,True,0459,0219,SDC
252,1,B1,5,8,6,0,0A,0A,False,0459,0459,Not activated
253,1,B1,5,8,6,1,0A,4A,True,0459,FFD9,SDC
254,1,B1,5,8,7,0,0A,0A,False,0459,0459,Not activated
255,1,B1,5,8,7,1,0A,8A,True,0459,0D59,SDC
256,1,B2,6,8,0,0,03,02,True,0459,0459,Masked
257,1,B2,6,8,0,1,03,03,False,0459,0459,Not activated
258,1,B2,6,8,1,0,03,01,True,0459,0459,Masked
259,1,B2,6,8,1,1,03,03,False,0459,0459,Not activated
260,1,B2,6,8,2,0,03,03,False,0459,0459,Not activated
261,1,B2,6,8,2,1,03,07,True,0459,0459,Masked
262,1,B2,6,8,3,0,03,03,False,0459,0459,Not activated
263,1,B2,6,8,3,1,03,0B,True,0459,0459,Masked
264,1,B2,6,8,4,0,03,03,False,0459,0459,Not activated
265,1,B2,6,8,4,1,03,13,True,0459,0459,Masked
266,1,B2,6,8,5,0,03,03,False,0459,0459,Not activated
267,1,B2,6,8,5,1,03,23,True,0459,0459,Masked
268,1,B2,6,8,6,0,03,03,False,0459,0459,Not activated
269,1,B2,6,8,6,1,03,43,True,0459,0459,Masked
270,1,B2,6,8,7,0,03,03,False,0459,0459,Not activated
271,1,B2,6,8,7,1,03,83,True,0459,0459,Masked
272,1,B3,7,8,0,0,EE,EE,False,0459,0459,Not activated
273,1,B3,7,8,0,1,EE,EF,True,0459,043B,SDC
274,1,B3,7,8,1,0,EE,EC,True,0459,0495,SDC
275,1,B3,7,8,1,1,EE,EE,False,0459,0459,Not activated
276,1,B3,7,8,2,0,EE,EA,True,0459,04D1,SDC
277,1,B3,7,8,2,1,EE,EE,False,0459,0459,Not activated
278,1,B3,7,8,3,0,EE,E6,True,0459,0549,SDC
279,1,B3,7,8,3,1,EE,EE,False,0459,0459,Not activated
280,1,B3,7,8,4,0,EE,EE,False,0459,0459,Not activated
281,1,B3,7,8,4,1,EE,FE,True,0459,0279,SDC
282,1,B3,7,8,5,0,EE,CE,True,0459,0819,SDC
283,1,B3,7,8,5,1,EE,EE,False,0459,0459,Not activated
284,1,B3,7,8,6,0,EE,AE,True,0459,0BD9,SDC
285,1,B3,7,8,6,1,EE,EE,False,0459,0459,Not activated
286,1,B3,7,8,7,0,EE,6E,True,0459,F559,SDC
287,1,B3,7,8,7,1,EE,EE,False,0459,0459,Not activated
288,1,C0,8,16,0,0,00B7,00B6,True,0459,0458,SDC
289,1,C0,8,16,0,1,00B7,00B7,False,0459,0459,Not activated
290,1,C0,8,16,1,0,00B7,00B5,True,0459,0457,SDC
291,1,C0,8,16,1,1,00B7,00B7,False,0459,0459,Not activated
292,1,C0,8,16,2,0,00B7,00B3,True,0459,0455,SDC
293,1,C0,8,16,2,1,00B7,00B7,False,0459,0459,Not activated
294,1,C0,8,16,3,0,00B7,00B7,False,0459,0459,Not activated
295,1,C0,8,16,3,1,00B7,00BF,True,0459,0461,SDC
296,1,C0,8,16,4,0,00B7,00A7,True,0459,0449,SDC
297,1,C0,8,16,4,1,00B7,00B7,False,0459,0459,Not activated
298,1,C0,8,16,5,0,00B7,0097,True,0459,0439,SDC
299,1,C0,8,16,5,1,00B7,00B7,False,0459,0459,Not activated
300,1,C0,8,16,6,0,00B7,00B7,False,0459,0459,Not activated
301,1,C0,8,16,6,1,00B7,00F7,True,0459,0499,SDC
302,1,C0,8,16,7,0,00B7,0037,True,0459,03D9,SDC
303,1,C0,8,16,7,1,00B7,00B7,False,0459,0459,Not activated
304,1,C0,8,16,8,0,00B7,00B7,False,0459,0459,Not activated
305,1,C0,8,16,8,1,00B7,01B7,True,0459,0559,SDC
306,1,C0,8,16,9,0,00B7,00B7,False,0459,0459,Not activated
307,1,C0,8,16,9,1,00B7,02B7,True,0459,0659,SDC
308,1,C0,8,16,10,0,00B7,00B7,False,0459,0459,Not activated
309,1,C0,8,16,10,1,00B7,04B7,True,0459,0859,SDC
310,1,C0,8,16,11,0,00B7,00B7,False,0459,0459,Not activated
311,1,C0,8,16,11,1,00B7,08B7,True,0459,0C59,SDC
312,1,C0,8,16,12,0,00B7,00B7,False,0459,0459,Not activated
313,1,C0,8,16,12,1,00B7,10B7,True,0459,1459,SDC
314,1,C0,8,16,13,0,00B7,00B7,False,0459,0459,Not activated
315,1,C0,8,16,13,1,00B7,20B7,True,0459,2459,SDC
316,1,C0,8,16,14,0,00B7,00B7,False,0459,0459,Not activated
317,1,C0,8,16,14,1,00B7,40B7,True,0459,4459,SDC
318,1,C0,8,16,15,0,00B7,00B7,False,0459,0459,Not activated
319,1,C0,8,16,15,1,00B7,80B7,True,0459,8459,SDC
320,2,A0,0,8,0,0,14,14,False,0078,0078,Not activated
321,2,A0,0,8,0,1,14,15,True,0078,006E,SDC
322,2,A0,0,8,1,0,14,14,False,0078,0078,Not activated
323,2,A0,0,8,1,1,14,16,True,0078,0064,SDC
324,2,A0,0,8,2,0,14,10,True,0078,00A0,SDC
325,2,A0,0,8,2,1,14,14,False,0078,0078,Not activated
326,2,A0,0,8,3,0,14,14,False,0078,0078,Not activated
327,2,A0,0,8,3,1,14,1C,True,0078,0028,SDC
328,2,A0,0,8,4,0,14,04,True,0078,0118,SDC
329,2,A0,0,8,4,1,14,14,False,0078,0078,Not activated
330,2,A0,0,8,5,0,14,14,False,0078,0078,Not activated
331,2,A0,0,8,5,1,14,34,True,0078,FF38,SDC
332,2,A0,0,8,6,0,14,14,False,0078,0078,Not activated
333,2,A0,0,8,6,1,14,54,True,0078,FDF8,SDC
334,2,A0,0,8,7,0,14,14,False,0078,0078,Not activated
335,2,A0,0,8,7,1,14,94,True,0078,0578,SDC
336,2,A1,1,8,0,0,E0,E0,False,0078,0078,Not activated
337,2,A1,1,8,0,1,E0,E1,True,0078,0062,SDC
338,2,A1,1,8,1,0,E0,E0,False,0078,0078,Not activated
339,2,A1,1,8,1,1,E0,E2,True,0078,004C,SDC
340,2,A1,1,8,2,0,E0,E0,False,0078,0078,Not activated
341,2,A1,1,8,2,1,E0,E4,True,0078,0020,SDC
342,2,A1,1,8,3,0,E0,E0,False,0078,0078,Not activated
343,2,A1,1,8,3,1,E0,E8,True,0078,FFC8,SDC
344,2,A1,1,8,4,0,E0,E0,False,0078,0078,Not activated
345,2,A1,1,8,4,1,E0,F0,True,0078,FF18,SDC
346,2,A1,1,8,5,0,E0,C0,True,0078,0338,SDC
347,2,A1,1,8,5,1,E0,E0,False,0078,0078,Not activated
348,2,A1,1,8,6,0,E0,A0,True,0078,05F8,SDC
349,2,A1,1,8,6,1,E0,E0,False,0078,0078,Not activated
350,2,A1,1,8,7,0,E0,60,True,0078,F578,SDC
351,2,A1,1,8,7,1,E0,E0,False,0078,0078,Not activated
352,2,A2,2,8,0,0,14,14,False,0078,0078,Not activated
353,2,A2,2,8,0,1,14,15,True,0078,0095,SDC
354,2,A2,2,8,1,0,14,14,False,0078,0078,Not activated
355,2,A2,2,8,1,1,14,16,True,0078,00B2,SDC
356,2,A2,2,8,2,0,14,10,True,0078,0004,SDC
357,2,A2,2,8,2,1,14,14,False,0078,0078,Not activated
358,2,A2,2,8,3,0,14,14,False,0078,0078,Not activated
359,2,A2,2,8,3,1,14,1C,True,0078,0160,SDC
360,2,A2,2,8,4,0,14,04,True,0078,FEA8,SDC
361,2,A2,2,8,4,1,14,14,False,0078,0078,Not activated
362,2,A2,2,8,5,0,14,14,False,0078,0078,Not activated
363,2,A2,2,8,5,1,14,34,True,0078,0418,SDC
364,2,A2,2,8,6,0,14,14,False,0078,0078,Not activated
365,2,A2,2,8,6,1,14,54,True,0078,07B8,SDC
366,2,A2,2,8,7,0,14,14,False,0078,0078,Not activated
367,2,A2,2,8,7,1,14,94,True,0078,F1F8,SDC
368,2,A3,3,8,0,0,0D,0C,True,0078,0082,SDC
369,2,A3,3,8,0,1,0D,0D,False,0078,0078,Not activated
370,2,A3,3,8,1,0,0D,0D,False,0078,0078,Not activated
371,2,A3,3,8,1,1,0D,0F,True,0078,0064,SDC
372,2,A3,3,8,2,0,0D,09,True,0078,00A0,SDC
373,2,A3,3,8,2,1,0D,0D,False,0078,0078,Not activated
374,2,A3,3,8,3,0,0D,05,True,0078,00C8,SDC
375,2,A3,3,8,3,1,0D,0D,False,0078,0078,Not activated
376,2,A3,3,8,4,0,0D,0D,False,0078,0078,Not activated
377,2,A3,3,8,4,1,0D,1D,True,0078,FFD8,SDC
378,2,A3,3,8,5,0,0D,0D,False,0078,0078,Not activated
379,2,A3,3,8,5,1,0D,2D,True,0078,FF38,SDC
380,2,A3,3,8,6,0,0D,0D,False,0078,0078,Not activated
381,2,A3,3,8,6,1,0D,4D,True,0078,FDF8,SDC
382,2,A3,3,8,7,0,0D,0D,False,0078,0078,Not activated
383,2,A3,3,8,7,1,0D,8D,True,0078,0578,SDC
384,2,B0,4,8,0,0,F6,F6,False,0078,0078,Not activated
385,2,B0,4,8,0,1,F6,F7,True,0078,008C,SDC
386,2,B0,4,8,1,0,F6,F4,True,0078,0050,SDC
387,2,B0,4,8,1,1,F6,F6,False,0078,0078,Not activated
388,2,B0,4,8,2,0,F6,F2,True,0078,0028,SDC
389,2,B0,4,8,2,1,F6,F6,False,0078,0078,Not activated
390,2,B0,4,8,3,0,F6,F6,False,0078,0078,Not activated
391,2,B0,4,8,3,1,F6,FE,True,0078,0118,SDC
392,2,B0,4,8,4,0,F6,E6,True,0078,FF38,SDC
393,2,B0,4,8,4,1,F6,F6,False,0078,0078,Not activated
394,2,B0,4,8,5,0,F6,D6,True,0078,FDF8,SDC
395,2,B0,4,8,5,1,F6,F6,False,0078,0078,Not activated
396,2,B0,4,8,6,0,F6,B6,True,0078,FB78,SDC
397,2,B0,4,8,6,1,F6,F6,False,0078,0078,Not activated
398,2,B0,4,8,7,0,F6,76,True,0078,0A78,SDC
399,2,B0,4,8,7,1,F6,F6,False,0078,0078,Not activated
400,2,B1,5,8,0,0,EA,EA,False,0078,0078,Not activated
401,2,B1,5,8,0,1,EA,EB,True,0078,0058,SDC
402,2,B1,5,8,1,0,EA,E8,True,0078,00B8,SDC
403,2,B1,5,8,1,1,EA,EA,False,0078,0078,Not activated
404,2,B1,5,8,2,0,EA,EA,False,0078,0078,Not activated
