vector_id,label,original,fp32_hex,decoded_fp32,quantization_error,class
8,C0,0.1227362683,3DFB5D27,0.12273626774549484,-5.5450516400767924e-10,Normal
9,A0,-0.4745167830,BEF2F3DD,-0.47451677918434143,3.8156585668858156e-09,Normal
9,A1,0.1691719804,3E2D3B6B,0.16917197406291962,-6.3370803882190074e-09,Normal
9,A2,0.7956457672,3F4BAF71,0.79564577341079712,6.2107970988378725e-09,Normal
9,A3,-0.2011989897,BE4E071C,-0.2011989951133728,-5.4133728055738572e-09,Normal
9,B0,-0.5613584817,BF0FB531,-0.56135851144790649,-2.9747906471477847e-08,Normal
9,B1,0.9950752130,3F7EBD40,0.99507522583007812,1.2830078111036869e-08,Normal
9,B2,0.0190525874,3C9C142C,0.019052587449550629,4.955062749001371e-11,Normal
9,B3,-0.8181811757,BF517452,-0.81818115711212158,1.8587878458653506e-08,Normal
9,C0,-0.9057672492,BF67E05D,-0.90576726198196411,-1.2781964153774084e-08,Normal
10,A0,-0.7807017393,BF47DC12,-0.78070175647735596,-1.7177355982056497e-08,Normal
10,A1,0.2548920834,3E828137,0.25489208102226257,-2.3777374513755944e-09,Normal
10,A2,0.5841587287,3F158B6D,0.58415871858596802,-1.0114031945285262e-08,Normal
10,A3,-0.1556800664,BE1F6A98,-0.15568006038665771,6.013342296329327e-09,Normal
10,B0,-0.8729445877,BF5F794C,-0.87294459342956543,-5.7295653776989752e-09,Normal
10,B1,-0.2367614270,BE727196,-0.2367614209651947,6.0348052943748343e-09,Normal
10,B2,0.9922427605,3F7E039F,0.99224275350570679,-6.9942932556799065e-09,Normal
10,B3,0.0582286902,3D6E8135,0.058228690177202225,-2.2797777554650622e-11,Normal
10,C0,0.9421567552,3F71312F,0.94215673208236694,-2.3117633030089735e-08,Normal
11,A0,0.7215594045,3F38B81E,0.72155940532684326,8.2684326052628876e-10,Normal
11,A1,-0.9770379561,BF7A1F29,-0.97703796625137329,-1.0151373297517807e-08,Normal
11,A2,0.4414436387,3EE204E7,0.44144365191459656,1.3214596583654981e-08,Normal
11,A3,0.3634207381,3EBA1248,0.36342072486877441,-1.3231225559628967e-08,Normal
11,B0,0.0739406608,3D976E33,0.073940657079219818,-3.7207801839578281e-09,Normal
11,B1,-0.4663496201,BEEEC561,-0.46634963154792786,-1.1447927883434517e-08,Normal
11,B2,0.2819235972,3E90584A,0.28192359209060669,-5.1093932973422795e-09,Normal
11,B3,-0.7768956528,BF46E2A2,-0.77689564228057861,1.0519421334009849e-08,Normal
11,C0,-0.1304694987,BE0599CC,-0.13046950101852417,-2.3185241782019972e-09,Normal
12,A0,-0.0925525873,BDBD8C36,-0.092552587389945984,-8.9945981218697568e-11,Normal
12,A1,0.9076318550,3F685A90,0.90763187408447266,1.9084472668851049e-08,Normal
12,A2,0.7517058808,3F406FCC,0.75170588493347168,4.1334716760488277e-09,Normal
12,A3,-0.4732218985,BEF24A24,-0.47322189807891846,4.2108155851039442e-10,Normal
12,B0,0.0011722261,3A99A562,0.0011722261551767588,5.5176758778294199e-11,Normal
12,B1,-0.6426962389,BF2487BE,-0.64269626140594482,-2.2505944774486863e-08,Normal
12,B2,0.8252556787,3F5343F5,0.82525569200515747,1.3305157420262503e-08,Normal
12,B3,0.7410371397,3F3DB49C,0.74103713035583496,-9.3441649973158292e-09,Normal
12,C0,-0.4031104171,BECE647D,-0.40311041474342346,2.3565765450150877e-09,Normal
13,A0,0.2778989897,3E8E48C7,0.27789899706840515,7.3684051637989967e-09,Normal
13,A1,0.2179404229,3E5F2BC6,0.21794041991233826,-2.9876617568813657e-09,Normal
13,A2,-0.6943214629,BF31BF0D,-0.69432145357131958,9.3286803837244747e-09,Normal
13,A3,0.5250216002,3F0667D1,0.52502161264419556,1.2444195562899552e-08,Normal
13,B0,0.0787580602,3DA14BE8,0.078758060932159424,7.3215943030557895e-10,Normal
13,B1,0.5572529573,3F0EA821,0.55725294351577759,-1.3784222430146542e-08,Normal
13,B2,0.0607073444,3D78A844,0.060707345604896545,1.2048965436495251e-09,Normal
13,B3,-0.9988562077,BF7FB50A,-0.99885618686676025,2.083323979995555e-08,Normal
13,C0,-0.3516878860,BEB4106F,-0.35168787837028503,7.6297149709247947e-09,Normal
14,A0,-0.9610465152,BF760725,-0.96104651689529419,-1.695294238324152e-09,Normal
14,A1,0.8581972325,3F5BB2D0,0.85819721221923828,-2.0280761736657382e-08,Normal
14,A2,0.7574437556,3F41E7D5,0.75744372606277466,-2.9537225332276762e-08,Normal
14,A3,0.6633310587,3F29D010,0.66333103179931641,-2.6900683569586192e-08,Normal
14,B0,-0.3849717492,BEC51B04,-0.3849717378616333,1.1338366689983559e-08,Normal
14,B1,-0.8841496670,BF6257A2,-0.88414967060089111,-3.6008911408202948e-09,Normal
14,B2,0.7560191984,3F418A79,0.75601917505264282,-2.3347357158698401e-08,Normal
14,B3,0.8938988906,3F64D68F,0.89389890432357788,1.3723577829694023e-08,Normal
14,C0,-0.8286930959,BF54253B,-0.82869309186935425,4.0306457060879097e-09,Normal
15,A0,-0.0280190734,BCE58841,-0.028019072487950325,9.1204967536673287e-10,Normal
15,A1,-0.8615749631,BF5C902D,-0.86157494783401489,1.5265985142676186e-08,Normal
15,A2,0.5212043305,3F056DA6,0.52120435237884521,2.1878845180012263e-08,Normal
15,A3,0.5316688586,3F081B73,0.53166884183883667,-1.6761163346146191e-08,Normal
15,B0,-0.7432170710,BF3E4379,-0.74321705102920532,1.9970794684631699e-08,Normal
15,B1,-0.0494352438,BD4A7C9C,-0.049435243010520935,7.8947906545501212e-10,Normal
15,B2,0.0996071870,3DCBFEDA,0.099607184529304504,-2.4706954954156757e-09,Normal
15,B3,-0.4698867421,BEF094FF,-0.46988674998283386,-7.8828338856418156e-09,Normal
15,C0,0.7448660822,3F3EAF8B,0.74486607313156128,-9.0684386666595174e-09,Normal
16,A0,-0.1537241196,BE1D69DB,-0.15372411906719208,5.3280790890397611e-10,Normal
16,A1,-0.5764035891,BF138F30,-0.57640361785888672,-2.8758886716495624e-08,Normal
16,A2,0.0785921776,3DA0F4F0,0.078592181205749512,3.6057495184094179e-09,Normal
16,A3,0.4598621382,3EEB730D,0.45986214280128479,4.6012847976228954e-09,Normal
16,B0,-0.5976978732,BF1902BA,-0.59769785404205322,1.9157946784531532e-08,Normal
16,B1,-0.3765674174,BEC0CD72,-0.37656742334365845,-5.9436584542993387e-09,Normal
16,B2,0.9902987133,3F7D8437,0.99029868841171265,-2.4888287319946301e-08,Normal
16,B3,0.2997561153,3E9979A2,0.29975610971450806,-5.5854919578379736e-09,Normal
16,C0,-0.1237998322,BDFD8AC4,-0.12379983067512512,1.5248748791441002e-09,Normal
17,A0,0.0351516821,3D0FFB36,0.035151682794094086,6.940940877608881e-10,Normal
17,A1,-0.7579916083,BF420BBD,-0.75799161195755005,-3.6575500406144101e-09,Normal
17,A2,-0.5506053259,BF0CF478,-0.55060529708862305,2.8811376950876877e-08,Normal
17,A3,-0.3238288757,BEA5CCE6,-0.32382887601852417,-3.1852415149913327e-10,Normal
17,B0,0.1766174369,3E34DB34,0.17661744356155396,6.6615539473513508e-09,Normal
17,B1,-0.5397705348,BF0A2E67,-0.53977054357528687,-8.7752868305202014e-09,Normal
17,B2,-0.5595652311,BF0F3FAB,-0.55956524610519409,-1.5005194087258644e-08,Normal
17,B3,-0.8580138280,BF5BA6CB,-0.8580138087272644,1.9272735629627391e-08,Normal
17,C0,0.2622059145,3E863FDB,0.26220592856407166,1.4064071629515951e-08,Normal
18,A0,-0.5421164324,BF0AC824,-0.54211640357971191,2.8820288044961728e-08,Normal
18,A1,0.8108400260,3F4F9336,0.81084001064300537,-1.5356994675919111e-08,Normal
18,A2,0.7192708005,3F382222,0.71927082538604736,2.4886047333971817e-08,Normal
18,A3,-0.8582853002,BF5BB896,-0.85828530788421631,-7.6842162632928535e-09,Normal
18,B0,-0.5239907313,BF062442,-0.52399075031280518,-1.9012805219098539e-08,Normal
18,B1,0.3379555566,3EAD0883,0.33795556426048279,7.6604828036508366e-09,Normal
18,B2,-0.5715263853,BF124F8E,-0.57152640819549561,-2.2895495610519845e-08,Normal
18,B3,-0.7353763025,BF3C419F,-0.73537629842758179,4.0724181804563386e-09,Normal
18,C0,0.8710284812,3F5EFBB9,0.87102848291397095,1.7139709651559087e-09,Normal
19,A0,0.1420861867,3E117F0B,0.14208619296550751,6.2655075017126194e-09,Normal
19,A1,-0.0546579474,BD5FE103,-0.054657947272062302,1.2793769516017406e-10,Normal
19,A2,0.5692388486,3F11B9A3,0.56923884153366089,-7.0663390694392092e-09,Normal
19,A3,0.6149939955,3F1D703F,0.61499398946762085,-6.0323791517546965e-09,Normal
19,B0,-0.6191801713,BF1E8297,-0.61918014287948608,2.8420513942251091e-08,Normal
19,B1,-0.8061383715,BF4E5F16,-0.80613839626312256,-2.47631225525069e-08,Normal
19,B2,-0.1378976352,BE0D350A,-0.13789764046669006,-5.2666900562936547e-09,Normal
19,B3,-0.1528427540,BE1C82D0,-0.15284276008605957,-6.0860595729739231e-09,Normal
19,C0,-0.0659506639,BD871124,-0.065950661897659302,2.0023406960278933e-09,Normal
20,A0,0.4581516989,3EEA92DC,0.45815169811248779,-7.8751222210016181e-10,Normal
20,A1,0.3467290946,3EB1867A,0.3467290997505188,5.1505187892431081e-09,Normal
20,A2,0.9683304227,3F77E481,0.96833044290542603,2.0205425999009208e-08,Normal
20,A3,-0.8031642577,BF4D9C2C,-0.80316424369812012,1.4001879877767465e-08,Normal
20,B0,-0.1947574358,BE476E7E,-0.19475743174552917,4.0544708146406094e-09,Normal
20,B1,-0.3213947892,BEA48DDC,-0.32139480113983154,-1.1939831567886472e-08,Normal
20,B2,0.7233450727,3F392D25,0.72334510087966919,2.8179669153693965e-08,Normal
20,B3,-0.5026873322,BF00B01E,-0.50268733501434326,-2.8143433139504737e-09,Normal
20,C0,-0.6195821831,BF1E9CF0,-0.61958217620849609,6.8915039230788011e-09,Normal
21,A0,-0.1027729043,BDD27A9A,-0.10277290642261505,-2.1226150559439105e-09,Normal
21,A1,-0.1562367203,BE1FFC85,-0.15623672306537628,-2.765376289071142e-09,Normal
21,A2,-0.4429097107,BEE2C510,-0.44290971755981445,-6.8598144387088666e-09,Normal
21,A3,-0.5003871042,BF00195F,-0.50038713216781616,-2.7967816174090387e-08,Normal
21,B0,0.8465311986,3F58B645,0.8465312123298645,1.3729864467570962e-08,Normal
21,B1,-0.1137385099,BDE8EFBC,-0.11373850703239441,2.8676055974230508e-09,Normal
21,B2,0.7226982095,3F3902C0,0.72269821166992188,2.169921908823369e-09,Normal
21,B3,0.1006506249,3DCE21EA,0.10065062344074249,-1.4592575064975577e-09,Normal
21,C0,-0.8988233410,BF661949,-0.8988233208656311,2.0134368949875636e-08,Normal
22,A0,0.9985649368,3F7FA1F4,0.9985649585723877,2.1772387670537796e-08,Normal
22,A1,0.6720551702,3F2C0BCF,0.67205518484115601,1.4641155954286944e-08,Normal
22,A2,0.9379925146,3F702047,0.93799251317977905,-1.4202209408509248e-09,Normal
22,A3,0.8527339660,3F5A4CC6,0.85273396968841553,3.688415572966619e-09,Normal
22,B0,0.6973914688,3F32883F,0.69739145040512085,-1.8394879175431811e-08,Normal
22,B1,-0.6673777788,BF2AD945,-0.667377769947052,8.8529480413157557e-09,Normal
22,B2,-0.0287177491,BCEB417C,-0.028717748820781708,2.7921829084953664e-10,Normal
22,B3,-0.5725054016,BF128FB7,-0.5725054144859314,-1.2885931433004316e-08,Normal
22,C0,-0.1979194149,BE4AAB63,-0.19791941344738007,1.4526199410003215e-09,Normal
23,A0,-0.8827292001,BF61FA8A,-0.882729172706604,2.7393395996000436e-08,Normal
23,A1,-0.2420537620,BE77DCF1,-0.24205376207828522,-7.8285211646544894e-11,Normal
23,A2,0.9706176876,3F787A67,0.97061771154403687,2.3944036864342877e-08,Normal
23,A3,-0.4695938837,BEF06E9C,-0.46959388256072998,1.1392700116630294e-09,Normal
23,B0,0.5681412039,3F1171B4,0.56814122200012207,1.8100122067821189e-08,Normal
23,B1,-0.0899832653,BDB84925,-0.089983262121677399,3.1783226051018687e-09,Normal
23,B2,-0.1539850280,BE1DAE40,-0.15398502349853516,4.5014648397678769e-09,Normal
23,B3,0.9146352817,3F6A258A,0.9146353006362915,1.8936291534821237e-08,Normal
23,C0,0.9908453790,3F7DA80B,0.99084538221359253,3.2135925032150681e-09,Normal
24,A0,0.1115366468,3DE46D53,0.11153664439916611,-2.400833892801657e-09,Normal
24,A1,0.4368165506,3EDFA66B,0.43681654334068298,-7.2593170363788317e-09,Normal
24,A2,-0.6904063495,BF30BE78,-0.69040632247924805,2.7020751969253354e-08,Normal
24,A3,-0.4065843490,BED02BD3,-0.40658435225486755,-3.2548675421573137e-09,Normal
24,B0,0.9374187299,3F6FFAAD,0.93741875886917114,2.8969171173010011e-08,Normal
24,B1,0.1583605816,3E222947,0.15836058557033539,3.9703353937881047e-09,Normal
24,B2,0.0843904027,3DACD4E0,0.084390401840209961,-8.597900447160356e-10,Normal
24,B3,0.4959511208,3EFDED4E,0.49595111608505249,-4.7149474879937259e-09,Normal
24,C0,-0.8856694542,BF62BB3C,-0.88566946983337402,-1.5633374039758507e-08,Normal
25,A0,0.1683551889,3E2C654D,0.16835518181324005,-7.086759956642652e-09,Normal
25,A1,0.0057007658,3BBACD7D,0.0057007656432688236,-1.5673117664816161e-10,Normal
25,A2,0.7054397841,3F3497B4,0.70543980598449707,2.1884497103386025e-08,Normal
25,A3,-0.6851345441,BF2F64FA,-0.68513453006744385,1.4032556117093975e-08,Normal
25,B0,0.9215578065,3F6BEB36,0.92155778408050537,-2.2419494594139167e-08,Normal
25,B1,-0.8397770695,BF56FBA1,-0.83977705240249634,1.7097503635099542e-08,Normal
25,B2,-0.6283500780,BF20DB8D,-0.62835007905960083,-1.0596008515051381e-09,Normal
25,B3,0.1900702129,3E42A1C4,0.19007021188735962,-1.0126403882093626e-09,Normal
25,C0,0.3504251072,3EB36AEB,0.35042509436607361,-1.2833926366084825e-08,Normal
26,A0,-0.5295922100,BF07935B,-0.52959221601486206,-6.0148620528721608e-09,Normal
26,A1,-0.7602267721,BF429E39,-0.7602267861366272,-1.4036627193902973e-08,Normal
26,A2,0.7805746283,3F47D3BD,0.78057461977005005,-8.5299499685831393e-09,Normal
26,A3,-0.5075693044,BF01F010,-0.50756931304931641,-8.6493163742318302e-09,Normal
26,B0,0.1890383071,3E419342,0.18903830647468567,-6.2531432809542764e-10,Normal
26,B1,0.2387630207,3E747E4B,0.23876301944255829,-1.2574417063149212e-09,Normal
26,B2,-0.1615501693,BE256D68,-0.16155016422271729,5.0772827053791048e-09,Normal
26,B3,0.1673445786,3E2B5C61,0.1673445850610733,6.4610733152559163e-09,Normal
26,C0,0.0455654311,3D3AA2D1,0.045565430074930191,-1.0250698068148267e-09,Normal
27,A0,0.8694125155,3F5E91D2,0.86941254138946533,2.5889465349315799e-08,Normal
27,A1,-0.5914816012,BF176B57,-0.59148162603378296,-2.4833782918953773e-08,Normal
27,A2,0.4323836016,3EDD6162,0.43238359689712524,-4.7028747562904982e-09,Normal
27,A3,-0.5226280948,BF05CAF4,-0.5226280689239502,2.5876049858375438e-08,Normal
27,B0,-0.2084283064,BE556E3B,-0.20842830836772919,-1.9677291740460845e-09,Normal
27,B1,0.3433804459,3EAFCF90,0.34338045120239258,5.3023925805639749e-09,Normal
27,B2,-0.4000058404,BECCCD91,-0.40000584721565247,-6.8156524868356883e-09,Normal
27,B3,-0.3676456075,BEBC3C0C,-0.36764562129974365,-1.3799743625586558e-08,Normal
27,C0,0.5037289848,3F00F462,0.50372898578643799,9.8643804236075994e-10,Normal
28,A0,-0.8549137710,BF5ADBA1,-0.85491377115249634,-1.5249634888192531e-10,Normal
28,A1,-0.0834289548,BDAADCCD,-0.083428956568241119,-1.7682411229680284e-09,Normal
28,A2,0.9969088817,3F7F356C,0.99690890312194824,2.142194821530552e-08,Normal
28,A3,0.9921928957,3F7E005B,0.99219292402267456,2.8322674539005277e-08,Normal
28,B0,-0.8534785578,BF5A7D92,-0.85347855091094971,6.8890503301943795e-09,Normal
28,B1,-0.5736913755,BF12DD70,-0.57369136810302734,7.3969727010236852e-09,Normal
28,B2,-0.4695991705,BEF06F4D,-0.4695991575717926,1.2928207393514413e-08,Normal
28,B3,0.8665187560,3F5DD42C,0.86651873588562012,-2.011437982840647e-08,Normal
28,C0,0.7617283474,3F4300A1,0.76172834634780884,-1.0521911120164873e-09,Normal
29,A0,0.7585404850,3F422FB6,0.75854051113128662,2.6131286579023083e-08,Normal
29,A1,-0.2609458225,BE859AB1,-0.26094582676887512,-4.2688751422659266e-09,Normal
29,A2,-0.6845063353,BF2F3BCF,-0.68450635671615601,-2.1416155959741445e-08,Normal
29,A3,0.6674899093,3F2AE09E,0.66748988628387451,-2.3016125449970559e-08,Normal
29,B0,0.4070798502,3ED06CC5,0.40707984566688538,-4.5331146059091054e-09,Normal
29,B1,0.2233555315,3E64B750,0.22335553169250488,1.9250487315325415e-10,Normal
29,B2,0.9744661273,3F79769D,0.97446614503860474,1.7738604696226901e-08,Normal
29,B3,0.3079526354,3E9DABF8,0.3079526424407959,7.0407958907559021e-09,Normal
29,C0,-0.9843537857,BF7BFE9C,-0.98435378074645996,4.9535400226119464e-09,Normal
30,A0,0.6342082702,3F225B79,0.63420826196670532,-8.2332947126673162e-09,Normal
30,A1,-0.4012424956,BECD6FA8,-0.40124249458312988,1.0168701436441552e-09,Normal
30,A2,0.3267774299,3EA74F5F,0.32677742838859558,-1.5114044460418086e-09,Normal
30,A3,0.8778600079,3F60BB6F,0.87786000967025757,1.7702576071698672e-09,Normal
30,B0,-0.7314177712,BF3B3E32,-0.73141777515411377,-3.9541138141530041e-09,Normal
30,B1,-0.7691426592,BF44E689,-0.76914268732070923,-2.8120709205659011e-08,Normal
30,B2,-0.7859280446,BF493295,-0.78592807054519653,-2.5945196546750537e-08,Normal
30,B3,0.1064472818,3DDA0108,0.10644727945327759,-2.346722413615332e-09,Normal
30,C0,-0.4553035754,BEE91D8D,-0.45530357956886292,-4.1688629215386186e-09,Normal
31,A0,0.2096596541,3E56B105,0.20965965092182159,-3.1781784148865455e-09,Normal
31,A1,0.4352243743,3EDED5BB,0.43522438406944275,9.7694427547700968e-09,Normal
31,A2,-0.5928053753,BF17C218,-0.59280538558959961,-1.0289599616797318e-08,Normal
31,A3,0.2684759178,3E8975AD,0.26847591996192932,2.16192930224679e-09,Normal
31,B0,-0.4720321967,BEF1AE34,-0.47203218936920166,7.3307983572412638e-09,Normal
31,B1,-0.0229362957,BCBBE4E6,-0.022936295717954636,-1.7954634307093542e-11,Normal
31,B2,0.8106729822,3F4F8844,0.81067299842834473,1.6228344779101178e-08,Normal
31,B3,0.6922074266,3F313482,0.6922074556350708,2.9035070792104989e-08,Normal
31,C0,-0.8154030646,BF50BE41,-0.8154030442237854,2.0376214604489462e-08,Normal
32,A0,-0.1528484549,BE1C844E,-0.15284845232963562,2.5703643935504061e-09,Normal
32,A1,-0.4466395521,BEE4ADF0,-0.4466395378112793,1.428872070663445e-08,Normal
32,A2,-0.9929086218,BF7E2F42,-0.99290859699249268,2.4807507270629969e-08,Normal
32,A3,0.5422384460,3F0AD024,0.54223847389221191,2.7892211873492556e-08,Normal
32,B0,0.2742267546,3E8C6773,0.27422675490379333,3.0379332383034807e-10,Normal
32,B1,-0.4760894751,BEF3C200,-0.4760894775390625,-2.4390625075199068e-09,Normal
32,B2,0.4824618167,3EF7053C,0.48246181011199951,-6.5880004784801827e-09,Normal
32,B3,0.1033608423,3DD3AED9,0.10336083918809891,-3.1119010979185902e-09,Normal
32,C0,-0.1446261620,BE1418E1,-0.14462615549564362,6.5043563868272258e-09,Normal
33,A0,-0.9806606008,BF7B0C93,-0.98066061735153198,-1.6551532033837191e-08,Normal
33,A1,-0.8495122799,BF5979A3,-0.84951227903366089,8.6633911156042132e-10,Normal
33,A2,0.7662127866,3F442685,0.76621276140213013,-2.5197869901738557e-08,Normal
33,A3,0.8078571431,3F4ECFBA,0.80785715579986572,1.269986571461601e-08,Normal
33,B0,0.0911805784,3DBABCE2,0.091180577874183655,-5.2581634879533823e-10,Normal
33,B1,0.6691900398,3F2B500A,0.66919004917144775,9.3714477289452702e-09,Normal
33,B2,0.1650191330,3E28FAC7,0.16501913964748383,6.64748381340452e-09,Normal
