target,bit,stuck_at,total_cases,not_activated,activated_cases,activated_masked,activated_sdc,activated_sdc_percent
A3,10,1,100,47,53,1,52,98.113208
A3,11,0,100,52,48,0,48,100.000000
A3,11,1,100,48,52,0,52,100.000000
A3,12,0,100,50,50,0,50,100.000000
A3,12,1,100,50,50,0,50,100.000000
A3,13,0,100,44,56,0,56,100.000000
A3,13,1,100,56,44,0,44,100.000000
A3,14,0,100,48,52,0,52,100.000000
A3,14,1,100,52,48,0,48,100.000000
A3,15,0,100,48,52,0,52,100.000000
A3,15,1,100,52,48,0,48,100.000000
B0,0,0,100,45,55,40,15,27.272727
B0,0,1,100,55,45,24,21,46.666667
B0,1,0,100,51,49,28,21,42.857143
B0,1,1,100,49,51,24,27,52.941176
B0,2,0,100,52,48,14,34,70.833333
B0,2,1,100,48,52,15,37,71.153846
B0,3,0,100,43,57,8,49,85.964912
B0,3,1,100,57,43,4,39,90.697674
B0,4,0,100,47,53,5,48,90.566038
B0,4,1,100,53,47,3,44,93.617021
B0,5,0,100,52,48,2,46,95.833333
B0,5,1,100,48,52,0,52,100.000000
B0,6,0,100,55,45,0,45,100.000000
B0,6,1,100,45,55,1,54,98.181818
B0,7,0,100,57,43,0,43,100.000000
B0,7,1,100,43,57,1,56,98.245614
B0,8,0,100,52,48,0,48,100.000000
B0,8,1,100,48,52,0,52,100.000000
B0,9,0,100,48,52,1,51,98.076923
B0,9,1,100,52,48,0,48,100.000000
B0,10,0,100,52,48,0,48,100.000000
B0,10,1,100,48,52,0,52,100.000000
B0,11,0,100,43,57,0,57,100.000000
B0,11,1,100,57,43,0,43,100.000000
B0,12,0,100,55,45,0,45,100.000000
B0,12,1,100,45,55,0,55,100.000000
B0,13,0,100,54,46,0,46,100.000000
B0,13,1,100,46,54,0,54,100.000000
B0,14,0,100,47,53,0,53,100.000000
B0,14,1,100,53,47,0,47,100.000000
B0,15,0,100,47,53,0,53,100.000000
B0,15,1,100,53,47,0,47,100.000000
B1,0,0,100,46,54,38,16,29.629630
B1,0,1,100,54,46,35,11,23.913043
B1,1,0,100,49,51,30,21,41.176471
B1,1,1,100,51,49,28,21,42.857143
B1,2,0,100,46,54,19,35,64.814815
B1,2,1,100,54,46,16,30,65.217391
B1,3,0,100,46,54,8,46,85.185185
B1,3,1,100,54,46,11,35,76.086957
B1,4,0,100,57,43,7,36,83.720930
B1,4,1,100,43,57,6,51,89.473684
B1,5,0,100,45,55,2,53,96.363636
B1,5,1,100,55,45,2,43,95.555556
B1,6,0,100,49,51,0,51,100.000000
B1,6,1,100,51,49,2,47,95.918367
B1,7,0,100,44,56,0,56,100.000000
B1,7,1,100,56,44,0,44,100.000000
B1,8,0,100,46,54,0,54,100.000000
B1,8,1,100,54,46,0,46,100.000000
B1,9,0,100,45,55,0,55,100.000000
B1,9,1,100,55,45,0,45,100.000000
B1,10,0,100,43,57,0,57,100.000000
B1,10,1,100,57,43,0,43,100.000000
B1,11,0,100,52,48,0,48,100.000000
B1,11,1,100,48,52,0,52,100.000000
B1,12,0,100,52,48,0,48,100.000000
B1,12,1,100,48,52,0,52,100.000000
B1,13,0,100,51,49,0,49,100.000000
B1,13,1,100,49,51,0,51,100.000000
B1,14,0,100,46,54,0,54,100.000000
B1,14,1,100,54,46,0,46,100.000000
B1,15,0,100,46,54,0,54,100.000000
B1,15,1,100,54,46,0,46,100.000000
B2,0,0,100,44,56,39,17,30.357143
B2,0,1,100,56,44,31,13,29.545455
B2,1,0,100,54,46,24,22,47.826087
B2,1,1,100,46,54,30,24,44.444444
B2,2,0,100,61,39,14,25,64.102564
B2,2,1,100,39,61,17,44,72.131148
B2,3,0,100,49,51,7,44,86.274510
B2,3,1,100,51,49,11,38,77.551020
B2,4,0,100,52,48,5,43,89.583333
B2,4,1,100,48,52,5,47,90.384615
B2,5,0,100,51,49,0,49,100.000000
B2,5,1,100,49,51,5,46,90.196078
B2,6,0,100,46,54,2,52,96.296296
B2,6,1,100,54,46,1,45,97.826087
B2,7,0,100,54,46,1,45,97.826087
B2,7,1,100,46,54,1,53,98.148148
B2,8,0,100,43,57,0,57,100.000000
B2,8,1,100,57,43,0,43,100.000000
B2,9,0,100,52,48,0,48,100.000000
B2,9,1,100,48,52,0,52,100.000000
B2,10,0,100,41,59,0,59,100.000000
B2,10,1,100,59,41,0,41,100.000000
B2,11,0,100,54,46,0,46,100.000000
B2,11,1,100,46,54,1,53,98.148148
B2,12,0,100,47,53,0,53,100.000000
B2,12,1,100,53,47,1,46,97.872340
B2,13,0,100,48,52,0,52,100.000000
B2,13,1,100,52,48,0,48,100.000000
B2,14,0,100,51,49,0,49,100.000000
B2,14,1,100,49,51,0,51,100.000000
B2,15,0,100,51,49,0,49,100.000000
B2,15,1,100,49,51,0,51,100.000000
B3,0,0,100,53,47,36,11,23.404255
B3,0,1,100,47,53,37,16,30.188679
B3,1,0,100,49,51,20,31,60.784314
B3,1,1,100,51,49,20,29,59.183673
B3,2,0,100,46,54,18,36,66.666667
B3,2,1,100,54,46,14,32,69.565217
B3,3,0,100,45,55,9,46,83.636364
B3,3,1,100,55,45,8,37,82.222222
B3,4,0,100,52,48,4,44,91.666667
B3,4,1,100,48,52,4,48,92.307692
B3,5,0,100,45,55,2,53,96.363636
B3,5,1,100,55,45,0,45,100.000000
B3,6,0,100,55,45,4,41,91.111111
B3,6,1,100,45,55,0,55,100.000000
B3,7,0,100,44,56,1,55,98.214286
B3,7,1,100,56,44,0,44,100.000000
B3,8,0,100,48,52,1,51,98.076923
B3,8,1,100,52,48,0,48,100.000000
B3,9,0,100,49,51,0,51,100.000000
B3,9,1,100,51,49,0,49,100.000000
B3,10,0,100,49,51,0,51,100.000000
B3,10,1,100,51,49,0,49,100.000000
B3,11,0,100,60,40,0,40,100.000000
B3,11,1,100,40,60,0,60,100.000000
B3,12,0,100,53,47,0,47,100.000000
B3,12,1,100,47,53,0,53,100.000000
B3,13,0,100,53,47,0,47,100.000000
B3,13,1,100,47,53,0,53,100.000000
B3,14,0,100,46,54,0,54,100.000000
B3,14,1,100,54,46,0,46,100.000000
B3,15,0,100,46,54,0,54,100.000000
B3,15,1,100,54,46,0,46,100.000000
C0,0,0,100,51,49,17,32,65.306122
C0,0,1,100,49,51,18,33,64.705882
C0,1,0,100,50,50,10,40,80.000000
C0,1,1,100,50,50,7,43,86.000000
C0,2,0,100,48,52,2,50,96.153846
C0,2,1,100,52,48,2,46,95.833333
C0,3,0,100,52,48,0,48,100.000000
C0,3,1,100,48,52,1,51,98.076923
C0,4,0,100,43,57,0,57,100.000000
C0,4,1,100,57,43,0,43,100.000000
C0,5,0,100,45,55,0,55,100.000000
C0,5,1,100,55,45,0,45,100.000000
C0,6,0,100,53,47,0,47,100.000000
C0,6,1,100,47,53,0,53,100.000000
C0,7,0,100,52,48,0,48,100.000000
C0,7,1,100,48,52,0,52,100.000000
C0,8,0,100,58,42,0,42,100.000000
C0,8,1,100,42,58,0,58,100.000000
C0,9,0,100,52,48,0,48,100.000000
C0,9,1,100,48,52,0,52,100.000000
C0,10,0,100,50,50,0,50,100.000000
C0,10,1,100,50,50,0,50,100.000000
C0,11,0,100,57,43,0,43,100.000000
C0,11,1,100,43,57,0,57,100.000000
C0,12,0,100,48,52,0,52,100.000000
C0,12,1,100,52,48,0,48,100.000000
C0,13,0,100,53,47,0,47,100.000000
C0,13,1,100,47,53,0,53,100.000000
C0,14,0,100,56,44,0,44,100.000000
C0,14,1,100,44,56,0,56,100.000000
C0,15,0,100,56,44,0,44,100.000000
C0,15,1,100,44,56,0,56,100.000000
