row,vector_id,target,operand_index,width_bits,bit,stuck_at,original,faulty,activated,golden,golden_is_nar,faulty_result,faulty_is_nar,class
26,0,A0,0,16,13,0,21D9,01D9,True,DFA6,False,D73B,False,SDC
27,0,A0,0,16,13,1,21D9,21D9,False,DFA6,False,DFA6,False,Not activated
28,0,A0,0,16,14,0,21D9,21D9,False,DFA6,False,DFA6,False,Not activated
29,0,A0,0,16,14,1,21D9,61D9,True,DFA6,False,4F0E,False,SDC
30,0,A0,0,16,15,0,21D9,21D9,False,DFA6,False,DFA6,False,Not activated
31,0,A0,0,16,15,1,21D9,A1D9,True,DFA6,False,AEA4,False,SDC
32,0,A1,1,16,0,0,C19A,C19A,False,DFA6,False,DFA6,False,Not activated
33,0,A1,1,16,0,1,C19A,C19B,True,DFA6,False,DFA6,False,Masked
34,0,A1,1,16,1,0,C19A,C198,True,DFA6,False,DFA4,False,SDC
35,0,A1,1,16,1,1,C19A,C19A,False,DFA6,False,DFA6,False,Not activated
36,0,A1,1,16,2,0,C19A,C19A,False,DFA6,False,DFA6,False,Not activated
37,0,A1,1,16,2,1,C19A,C19E,True,DFA6,False,DFA9,False,SDC
38,0,A1,1,16,3,0,C19A,C192,True,DFA6,False,DFA0,False,SDC
39,0,A1,1,16,3,1,C19A,C19A,False,DFA6,False,DFA6,False,Not activated
40,0,A1,1,16,4,0,C19A,C18A,True,DFA6,False,DF9A,False,SDC
41,0,A1,1,16,4,1,C19A,C19A,False,DFA6,False,DFA6,False,Not activated
42,0,A1,1,16,5,0,C19A,C19A,False,DFA6,False,DFA6,False,Not activated
43,0,A1,1,16,5,1,C19A,C1BA,True,DFA6,False,DFBC,False,SDC
44,0,A1,1,16,6,0,C19A,C19A,False,DFA6,False,DFA6,False,Not activated
45,0,A1,1,16,6,1,C19A,C1DA,True,DFA6,False,DFD3,False,SDC
46,0,A1,1,16,7,0,C19A,C11A,True,DFA6,False,DF4B,False,SDC
47,0,A1,1,16,7,1,C19A,C19A,False,DFA6,False,DFA6,False,Not activated
48,0,A1,1,16,8,0,C19A,C09A,True,DFA6,False,DEF1,False,SDC
49,0,A1,1,16,8,1,C19A,C19A,False,DFA6,False,DFA6,False,Not activated
50,0,A1,1,16,9,0,C19A,C19A,False,DFA6,False,DFA6,False,Not activated
51,0,A1,1,16,9,1,C19A,C39A,True,DFA6,False,E110,False,SDC
52,0,A1,1,16,10,0,C19A,C19A,False,DFA6,False,DFA6,False,Not activated
53,0,A1,1,16,10,1,C19A,C59A,True,DFA6,False,E27A,False,SDC
54,0,A1,1,16,11,0,C19A,C19A,False,DFA6,False,DFA6,False,Not activated
55,0,A1,1,16,11,1,C19A,C99A,True,DFA6,False,E54D,False,SDC
56,0,A1,1,16,12,0,C19A,C19A,False,DFA6,False,DFA6,False,Not activated
57,0,A1,1,16,12,1,C19A,D19A,True,DFA6,False,ECC8,False,SDC
58,0,A1,1,16,13,0,C19A,C19A,False,DFA6,False,DFA6,False,Not activated
59,0,A1,1,16,13,1,C19A,E19A,True,DFA6,False,01C0,False,SDC
60,0,A1,1,16,14,0,C19A,819A,True,DFA6,False,82BB,False,SDC
61,0,A1,1,16,14,1,C19A,C19A,False,DFA6,False,DFA6,False,Not activated
62,0,A1,1,16,15,0,C19A,419A,True,DFA6,False,2E06,False,SDC
63,0,A1,1,16,15,1,C19A,C19A,False,DFA6,False,DFA6,False,Not activated
64,0,A2,2,16,0,0,D334,D334,False,DFA6,False,DFA6,False,Not activated
65,0,A2,2,16,0,1,D334,D335,True,DFA6,False,DFA7,False,SDC
66,0,A2,2,16,1,0,D334,D334,False,DFA6,False,DFA6,False,Not activated
67,0,A2,2,16,1,1,D334,D336,True,DFA6,False,DFA8,False,SDC
68,0,A2,2,16,2,0,D334,D330,True,DFA6,False,DFA3,False,SDC
69,0,A2,2,16,2,1,D334,D334,False,DFA6,False,DFA6,False,Not activated
70,0,A2,2,16,3,0,D334,D334,False,DFA6,False,DFA6,False,Not activated
71,0,A2,2,16,3,1,D334,D33C,True,DFA6,False,DFAC,False,SDC
72,0,A2,2,16,4,0,D334,D324,True,DFA6,False,DF9A,False,SDC
73,0,A2,2,16,4,1,D334,D334,False,DFA6,False,DFA6,False,Not activated
74,0,A2,2,16,5,0,D334,D314,True,DFA6,False,DF8D,False,SDC
75,0,A2,2,16,5,1,D334,D334,False,DFA6,False,DFA6,False,Not activated
76,0,A2,2,16,6,0,D334,D334,False,DFA6,False,DFA6,False,Not activated
77,0,A2,2,16,6,1,D334,D374,True,DFA6,False,DFD8,False,SDC
78,0,A2,2,16,7,0,D334,D334,False,DFA6,False,DFA6,False,Not activated
79,0,A2,2,16,7,1,D334,D3B4,True,DFA6,False,E00B,False,SDC
80,0,A2,2,16,8,0,D334,D234,True,DFA6,False,DEDD,False,SDC
81,0,A2,2,16,8,1,D334,D334,False,DFA6,False,DFA6,False,Not activated
82,0,A2,2,16,9,0,D334,D134,True,DFA6,False,DE15,False,SDC
83,0,A2,2,16,9,1,D334,D334,False,DFA6,False,DFA6,False,Not activated
84,0,A2,2,16,10,0,D334,D334,False,DFA6,False,DFA6,False,Not activated
85,0,A2,2,16,10,1,D334,D734,True,DFA6,False,E2C9,False,SDC
86,0,A2,2,16,11,0,D334,D334,False,DFA6,False,DFA6,False,Not activated
87,0,A2,2,16,11,1,D334,DB34,True,DFA6,False,E5EC,False,SDC
88,0,A2,2,16,12,0,D334,C334,True,DFA6,False,CC88,False,SDC
89,0,A2,2,16,12,1,D334,D334,False,DFA6,False,DFA6,False,Not activated
90,0,A2,2,16,13,0,D334,D334,False,DFA6,False,DFA6,False,Not activated
91,0,A2,2,16,13,1,D334,F334,True,DFA6,False,10B6,False,SDC
92,0,A2,2,16,14,0,D334,9334,True,DFA6,False,9610,False,SDC
93,0,A2,2,16,14,1,D334,D334,False,DFA6,False,DFA6,False,Not activated
94,0,A2,2,16,15,0,D334,5334,True,DFA6,False,4FAE,False,SDC
95,0,A2,2,16,15,1,D334,D334,False,DFA6,False,DFA6,False,Not activated
96,0,A3,3,16,0,0,CE49,CE48,True,DFA6,False,DFA8,False,SDC
97,0,A3,3,16,0,1,CE49,CE49,False,DFA6,False,DFA6,False,Not activated
98,0,A3,3,16,1,0,CE49,CE49,False,DFA6,False,DFA6,False,Not activated
99,0,A3,3,16,1,1,CE49,CE4B,True,DFA6,False,DFA3,False,SDC
100,0,A3,3,16,2,0,CE49,CE49,False,DFA6,False,DFA6,False,Not activated
101,0,A3,3,16,2,1,CE49,CE4D,True,DFA6,False,DFA0,False,SDC
102,0,A3,3,16,3,0,CE49,CE41,True,DFA6,False,DFB4,False,SDC
103,0,A3,3,16,3,1,CE49,CE49,False,DFA6,False,DFA6,False,Not activated
104,0,A3,3,16,4,0,CE49,CE49,False,DFA6,False,DFA6,False,Not activated
105,0,A3,3,16,4,1,CE49,CE59,True,DFA6,False,DF8C,False,SDC
106,0,A3,3,16,5,0,CE49,CE49,False,DFA6,False,DFA6,False,Not activated
107,0,A3,3,16,5,1,CE49,CE69,True,DFA6,False,DF72,False,SDC
108,0,A3,3,16,6,0,CE49,CE09,True,DFA6,False,E010,False,SDC
109,0,A3,3,16,6,1,CE49,CE49,False,DFA6,False,DFA6,False,Not activated
110,0,A3,3,16,7,0,CE49,CE49,False,DFA6,False,DFA6,False,Not activated
111,0,A3,3,16,7,1,CE49,CEC9,True,DFA6,False,DED3,False,SDC
112,0,A3,3,16,8,0,CE49,CE49,False,DFA6,False,DFA6,False,Not activated
113,0,A3,3,16,8,1,CE49,CF49,True,DFA6,False,DDFF,False,SDC
114,0,A3,3,16,9,0,CE49,CC49,True,DFA6,False,E2F5,False,SDC
115,0,A3,3,16,9,1,CE49,CE49,False,DFA6,False,DFA6,False,Not activated
116,0,A3,3,16,10,0,CE49,CA49,True,DFA6,False,E643,False,SDC
117,0,A3,3,16,10,1,CE49,CE49,False,DFA6,False,DFA6,False,Not activated
118,0,A3,3,16,11,0,CE49,C649,True,DFA6,False,F1BE,False,SDC
119,0,A3,3,16,11,1,CE49,CE49,False,DFA6,False,DFA6,False,Not activated
120,0,A3,3,16,12,0,CE49,CE49,False,DFA6,False,DFA6,False,Not activated
121,0,A3,3,16,12,1,CE49,DE49,True,DFA6,False,D104,False,SDC
122,0,A3,3,16,13,0,CE49,CE49,False,DFA6,False,DFA6,False,Not activated
123,0,A3,3,16,13,1,CE49,EE49,True,DFA6,False,CB32,False,SDC
124,0,A3,3,16,14,0,CE49,8E49,True,DFA6,False,708B,False,SDC
125,0,A3,3,16,14,1,CE49,CE49,False,DFA6,False,DFA6,False,Not activated
126,0,A3,3,16,15,0,CE49,4E49,True,DFA6,False,ADCA,False,SDC
127,0,A3,3,16,15,1,CE49,CE49,False,DFA6,False,DFA6,False,Not activated
128,0,B0,4,16,0,0,2E45,2E44,True,DFA6,False,DFA6,False,Masked
129,0,B0,4,16,0,1,2E45,2E45,False,DFA6,False,DFA6,False,Not activated
130,0,B0,4,16,1,0,2E45,2E45,False,DFA6,False,DFA6,False,Not activated
131,0,B0,4,16,1,1,2E45,2E47,True,DFA6,False,DFA7,False,SDC
132,0,B0,4,16,2,0,2E45,2E41,True,DFA6,False,DFA5,False,SDC
133,0,B0,4,16,2,1,2E45,2E45,False,DFA6,False,DFA6,False,Not activated
134,0,B0,4,16,3,0,2E45,2E45,False,DFA6,False,DFA6,False,Not activated
135,0,B0,4,16,3,1,2E45,2E4D,True,DFA6,False,DFA8,False,SDC
136,0,B0,4,16,4,0,2E45,2E45,False,DFA6,False,DFA6,False,Not activated
137,0,B0,4,16,4,1,2E45,2E55,True,DFA6,False,DFAA,False,SDC
138,0,B0,4,16,5,0,2E45,2E45,False,DFA6,False,DFA6,False,Not activated
139,0,B0,4,16,5,1,2E45,2E65,True,DFA6,False,DFAF,False,SDC
140,0,B0,4,16,6,0,2E45,2E05,True,DFA6,False,DF94,False,SDC
141,0,B0,4,16,6,1,2E45,2E45,False,DFA6,False,DFA6,False,Not activated
142,0,B0,4,16,7,0,2E45,2E45,False,DFA6,False,DFA6,False,Not activated
143,0,B0,4,16,7,1,2E45,2EC5,True,DFA6,False,DFCA,False,SDC
144,0,B0,4,16,8,0,2E45,2E45,False,DFA6,False,DFA6,False,Not activated
145,0,B0,4,16,8,1,2E45,2F45,True,DFA6,False,DFED,False,SDC
146,0,B0,4,16,9,0,2E45,2C45,True,DFA6,False,DF17,False,SDC
147,0,B0,4,16,9,1,2E45,2E45,False,DFA6,False,DFA6,False,Not activated
148,0,B0,4,16,10,0,2E45,2A45,True,DFA6,False,DE89,False,SDC
149,0,B0,4,16,10,1,2E45,2E45,False,DFA6,False,DFA6,False,Not activated
150,0,B0,4,16,11,0,2E45,2645,True,DFA6,False,DD6B,False,SDC
151,0,B0,4,16,11,1,2E45,2E45,False,DFA6,False,DFA6,False,Not activated
152,0,B0,4,16,12,0,2E45,2E45,False,DFA6,False,DFA6,False,Not activated
153,0,B0,4,16,12,1,2E45,3E45,True,DFA6,False,E82E,False,SDC
154,0,B0,4,16,13,0,2E45,0E45,True,DFA6,False,D815,False,SDC
155,0,B0,4,16,13,1,2E45,2E45,False,DFA6,False,DFA6,False,Not activated
156,0,B0,4,16,14,0,2E45,2E45,False,DFA6,False,DFA6,False,Not activated
157,0,B0,4,16,14,1,2E45,6E45,True,DFA6,False,5CBC,False,SDC
158,0,B0,4,16,15,0,2E45,2E45,False,DFA6,False,DFA6,False,Not activated
159,0,B0,4,16,15,1,2E45,AE45,True,DFA6,False,BFEA,False,SDC
160,0,B1,5,16,0,0,269E,269E,False,DFA6,False,DFA6,False,Not activated
161,0,B1,5,16,0,1,269E,269F,True,DFA6,False,DFA5,False,SDC
162,0,B1,5,16,1,0,269E,269C,True,DFA6,False,DFA8,False,SDC
163,0,B1,5,16,1,1,269E,269E,False,DFA6,False,DFA6,False,Not activated
164,0,B1,5,16,2,0,269E,269A,True,DFA6,False,DFAA,False,SDC
165,0,B1,5,16,2,1,269E,269E,False,DFA6,False,DFA6,False,Not activated
166,0,B1,5,16,3,0,269E,2696,True,DFA6,False,DFAD,False,SDC
167,0,B1,5,16,3,1,269E,269E,False,DFA6,False,DFA6,False,Not activated
168,0,B1,5,16,4,0,269E,268E,True,DFA6,False,DFB5,False,SDC
169,0,B1,5,16,4,1,269E,269E,False,DFA6,False,DFA6,False,Not activated
170,0,B1,5,16,5,0,269E,269E,False,DFA6,False,DFA6,False,Not activated
171,0,B1,5,16,5,1,269E,26BE,True,DFA6,False,DF87,False,SDC
172,0,B1,5,16,6,0,269E,269E,False,DFA6,False,DFA6,False,Not activated
173,0,B1,5,16,6,1,269E,26DE,True,DFA6,False,DF69,False,SDC
174,0,B1,5,16,7,0,269E,261E,True,DFA6,False,E01F,False,SDC
175,0,B1,5,16,7,1,269E,269E,False,DFA6,False,DFA6,False,Not activated
176,0,B1,5,16,8,0,269E,269E,False,DFA6,False,DFA6,False,Not activated
177,0,B1,5,16,8,1,269E,279E,True,DFA6,False,DEB3,False,SDC
178,0,B1,5,16,9,0,269E,249E,True,DFA6,False,E18C,False,SDC
179,0,B1,5,16,9,1,269E,269E,False,DFA6,False,DFA6,False,Not activated
180,0,B1,5,16,10,0,269E,229E,True,DFA6,False,E373,False,SDC
181,0,B1,5,16,10,1,269E,269E,False,DFA6,False,DFA6,False,Not activated
182,0,B1,5,16,11,0,269E,269E,False,DFA6,False,DFA6,False,Not activated
183,0,B1,5,16,11,1,269E,2E9E,True,DFA6,False,D80C,False,SDC
184,0,B1,5,16,12,0,269E,269E,False,DFA6,False,DFA6,False,Not activated
185,0,B1,5,16,12,1,269E,369E,True,DFA6,False,CD14,False,SDC
186,0,B1,5,16,13,0,269E,069E,True,DFA6,False,1106,False,SDC
187,0,B1,5,16,13,1,269E,269E,False,DFA6,False,DFA6,False,Not activated
188,0,B1,5,16,14,0,269E,269E,False,DFA6,False,DFA6,False,Not activated
189,0,B1,5,16,14,1,269E,669E,True,DFA6,False,9A46,False,SDC
190,0,B1,5,16,15,0,269E,269E,False,DFA6,False,DFA6,False,Not activated
191,0,B1,5,16,15,1,269E,A69E,True,DFA6,False,58C1,False,SDC
192,0,B2,6,16,0,0,3919,3918,True,DFA6,False,DFA7,False,SDC
193,0,B2,6,16,0,1,3919,3919,False,DFA6,False,DFA6,False,Not activated
194,0,B2,6,16,1,0,3919,3919,False,DFA6,False,DFA6,False,Not activated
195,0,B2,6,16,1,1,3919,391B,True,DFA6,False,DFA4,False,SDC
196,0,B2,6,16,2,0,3919,3919,False,DFA6,False,DFA6,False,Not activated
197,0,B2,6,16,2,1,3919,391D,True,DFA6,False,DFA3,False,SDC
198,0,B2,6,16,3,0,3919,3911,True,DFA6,False,DFAD,False,SDC
199,0,B2,6,16,3,1,3919,3919,False,DFA6,False,DFA6,False,Not activated
200,0,B2,6,16,4,0,3919,3909,True,DFA6,False,DFB5,False,SDC
201,0,B2,6,16,4,1,3919,3919,False,DFA6,False,DFA6,False,Not activated
202,0,B2,6,16,5,0,3919,3919,False,DFA6,False,DFA6,False,Not activated
203,0,B2,6,16,5,1,3919,3939,True,DFA6,False,DF89,False,SDC
204,0,B2,6,16,6,0,3919,3919,False,DFA6,False,DFA6,False,Not activated
205,0,B2,6,16,6,1,3919,3959,True,DFA6,False,DF6D,False,SDC
206,0,B2,6,16,7,0,3919,3919,False,DFA6,False,DFA6,False,Not activated
207,0,B2,6,16,7,1,3919,3999,True,DFA6,False,DF33,False,SDC
208,0,B2,6,16,8,0,3919,3819,True,DFA6,False,E08D,False,SDC
209,0,B2,6,16,8,1,3919,3919,False,DFA6,False,DFA6,False,Not activated
210,0,B2,6,16,9,0,3919,3919,False,DFA6,False,DFA6,False,Not activated
211,0,B2,6,16,9,1,3919,3B19,True,DFA6,False,DDD9,False,SDC
212,0,B2,6,16,10,0,3919,3919,False,DFA6,False,DFA6,False,Not activated
213,0,B2,6,16,10,1,3919,3D19,True,DFA6,False,DC0D,False,SDC
214,0,B2,6,16,11,0,3919,3119,True,DFA6,False,E6D9,False,SDC
215,0,B2,6,16,11,1,3919,3919,False,DFA6,False,DFA6,False,Not activated
216,0,B2,6,16,12,0,3919,2919,True,DFA6,False,EDE2,False,SDC
217,0,B2,6,16,12,1,3919,3919,False,DFA6,False,DFA6,False,Not activated
218,0,B2,6,16,13,0,3919,1919,True,DFA6,False,0C48,False,SDC
219,0,B2,6,16,13,1,3919,3919,False,DFA6,False,DFA6,False,Not activated
220,0,B2,6,16,14,0,3919,3919,False,DFA6,False,DFA6,False,Not activated
221,0,B2,6,16,14,1,3919,7919,True,DFA6,False,8A70,False,SDC
222,0,B2,6,16,15,0,3919,3919,False,DFA6,False,DFA6,False,Not activated
223,0,B2,6,16,15,1,3919,B919,True,DFA6,False,37B9,False,SDC
224,0,B3,7,16,0,0,C590,C590,False,DFA6,False,DFA6,False,Not activated
225,0,B3,7,16,0,1,C590,C591,True,DFA6,False,DFA5,False,SDC
226,0,B3,7,16,1,0,C590,C590,False,DFA6,False,DFA6,False,Not activated
227,0,B3,7,16,1,1,C590,C592,True,DFA6,False,DFA4,False,SDC
228,0,B3,7,16,2,0,C590,C590,False,DFA6,False,DFA6,False,Not activated
229,0,B3,7,16,2,1,C590,C594,True,DFA6,False,DFA2,False,SDC
230,0,B3,7,16,3,0,C590,C590,False,DFA6,False,DFA6,False,Not activated
231,0,B3,7,16,3,1,C590,C598,True,DFA6,False,DF9E,False,SDC
232,0,B3,7,16,4,0,C590,C580,True,DFA6,False,DFB8,False,SDC
233,0,B3,7,16,4,1,C590,C590,False,DFA6,False,DFA6,False,Not activated
234,0,B3,7,16,5,0,C590,C590,False,DFA6,False,DFA6,False,Not activated
235,0,B3,7,16,5,1,C590,C5B0,True,DFA6,False,DF83,False,SDC
236,0,B3,7,16,6,0,C590,C590,False,DFA6,False,DFA6,False,Not activated
237,0,B3,7,16,6,1,C590,C5D0,True,DFA6,False,DF60,False,SDC
238,0,B3,7,16,7,0,C590,C510,True,DFA6,False,E034,False,SDC
239,0,B3,7,16,7,1,C590,C590,False,DFA6,False,DFA6,False,Not activated
240,0,B3,7,16,8,0,C590,C490,True,DFA6,False,E0C2,False,SDC
241,0,B3,7,16,8,1,C590,C590,False,DFA6,False,DFA6,False,Not activated
242,0,B3,7,16,9,0,C590,C590,False,DFA6,False,DFA6,False,Not activated
243,0,B3,7,16,9,1,C590,C790,True,DFA6,False,DD70,False,SDC
244,0,B3,7,16,10,0,C590,C190,True,DFA6,False,E415,False,SDC
245,0,B3,7,16,10,1,C590,C590,False,DFA6,False,DFA6,False,Not activated
246,0,B3,7,16,11,0,C590,C590,False,DFA6,False,DFA6,False,Not activated
247,0,B3,7,16,11,1,C590,CD90,True,DFA6,False,D6CB,False,SDC
248,0,B3,7,16,12,0,C590,C590,False,DFA6,False,DFA6,False,Not activated
249,0,B3,7,16,12,1,C590,D590,True,DFA6,False,D104,False,SDC
250,0,B3,7,16,13,0,C590,C590,False,DFA6,False,DFA6,False,Not activated
251,0,B3,7,16,13,1,C590,E590,True,DFA6,False,CC14,False,SDC
252,0,B3,7,16,14,0,C590,8590,True,DFA6,False,78AD,False,SDC
253,0,B3,7,16,14,1,C590,C590,False,DFA6,False,DFA6,False,Not activated
254,0,B3,7,16,15,0,C590,4590,True,DFA6,False,B8A8,False,SDC
255,0,B3,7,16,15,1,C590,C590,False,DFA6,False,DFA6,False,Not activated
256,0,C0,8,16,0,0,E602,E602,False,DFA6,False,DFA6,False,Not activated
257,0,C0,8,16,0,1,E602,E603,True,DFA6,False,DFA7,False,SDC
258,0,C0,8,16,1,0,E602,E600,True,DFA6,False,DFA4,False,SDC
259,0,C0,8,16,1,1,E602,E602,False,DFA6,False,DFA6,False,Not activated
260,0,C0,8,16,2,0,E602,E602,False,DFA6,False,DFA6,False,Not activated
261,0,C0,8,16,2,1,E602,E606,True,DFA6,False,DFAA,False,SDC
262,0,C0,8,16,3,0,E602,E602,False,DFA6,False,DFA6,False,Not activated
263,0,C0,8,16,3,1,E602,E60A,True,DFA6,False,DFAE,False,SDC
264,0,C0,8,16,4,0,E602,E602,False,DFA6,False,DFA6,False,Not activated
265,0,C0,8,16,4,1,E602,E612,True,DFA6,False,DFB6,False,SDC
266,0,C0,8,16,5,0,E602,E602,False,DFA6,False,DFA6,False,Not activated
267,0,C0,8,16,5,1,E602,E622,True,DFA6,False,DFC6,False,SDC
268,0,C0,8,16,6,0,E602,E602,False,DFA6,False,DFA6,False,Not activated
269,0,C0,8,16,6,1,E602,E642,True,DFA6,False,DFE6,False,SDC
270,0,C0,8,16,7,0,E602,E602,False,DFA6,False,DFA6,False,Not activated
271,0,C0,8,16,7,1,E602,E682,True,DFA6,False,E026,False,SDC
272,0,C0,8,16,8,0,E602,E602,False,DFA6,False,DFA6,False,Not activated
273,0,C0,8,16,8,1,E602,E702,True,DFA6,False,E0A6,False,SDC
274,0,C0,8,16,9,0,E602,E402,True,DFA6,False,DDA6,False,SDC
275,0,C0,8,16,9,1,E602,E602,False,DFA6,False,DFA6,False,Not activated
276,0,C0,8,16,10,0,E602,E202,True,DFA6,False,DBA6,False,SDC
277,0,C0,8,16,10,1,E602,E602,False,DFA6,False,DFA6,False,Not activated
278,0,C0,8,16,11,0,E602,E602,False,DFA6,False,DFA6,False,Not activated
279,0,C0,8,16,11,1,E602,EE02,True,DFA6,False,E4A5,False,SDC
280,0,C0,8,16,12,0,E602,E602,False,DFA6,False,DFA6,False,Not activated
281,0,C0,8,16,12,1,E602,F602,True,DFA6,False,E849,False,SDC
282,0,C0,8,16,13,0,E602,C602,True,DFA6,False,C2D4,False,SDC
283,0,C0,8,16,13,1,E602,E602,False,DFA6,False,DFA6,False,Not activated
284,0,C0,8,16,14,0,E602,A602,True,DFA6,False,A536,False,SDC
285,0,C0,8,16,14,1,E602,E602,False,DFA6,False,DFA6,False,Not activated
286,0,C0,8,16,15,0,E602,6602,True,DFA6,False,65CF,False,SDC
287,0,C0,8,16,15,1,E602,E602,False,DFA6,False,DFA6,False,Not activated
288,1,A0,0,16,0,0,C1E8,C1E8,False,41B5,False,41B5,False,Not activated
289,1,A0,0,16,0,1,C1E8,C1E9,True,41B5,False,41B4,False,SDC
290,1,A0,0,16,1,0,C1E8,C1E8,False,41B5,False,41B5,False,Not activated
291,1,A0,0,16,1,1,C1E8,C1EA,True,41B5,False,41B4,False,SDC
292,1,A0,0,16,2,0,C1E8,C1E8,False,41B5,False,41B5,False,Not activated
293,1,A0,0,16,2,1,C1E8,C1EC,True,41B5,False,41B4,False,SDC
294,1,A0,0,16,3,0,C1E8,C1E0,True,41B5,False,41B7,False,SDC
295,1,A0,0,16,3,1,C1E8,C1E8,False,41B5,False,41B5,False,Not activated
296,1,A0,0,16,4,0,C1E8,C1E8,False,41B5,False,41B5,False,Not activated
297,1,A0,0,16,4,1,C1E8,C1F8,True,41B5,False,41B0,False,SDC
298,1,A0,0,16,5,0,C1E8,C1C8,True,41B5,False,41BE,False,SDC
299,1,A0,0,16,5,1,C1E8,C1E8,False,41B5,False,41B5,False,Not activated
300,1,A0,0,16,6,0,C1E8,C1A8,True,41B5,False,41C8,False,SDC
301,1,A0,0,16,6,1,C1E8,C1E8,False,41B5,False,41B5,False,Not activated
302,1,A0,0,16,7,0,C1E8,C168,True,41B5,False,41DB,False,SDC
303,1,A0,0,16,7,1,C1E8,C1E8,False,41B5,False,41B5,False,Not activated
304,1,A0,0,16,8,0,C1E8,C0E8,True,41B5,False,4202,False,SDC
305,1,A0,0,16,8,1,C1E8,C1E8,False,41B5,False,41B5,False,Not activated
306,1,A0,0,16,9,0,C1E8,C1E8,False,41B5,False,41B5,False,Not activated
307,1,A0,0,16,9,1,C1E8,C3E8,True,41B5,False,411B,False,SDC
308,1,A0,0,16,10,0,C1E8,C1E8,False,41B5,False,41B5,False,Not activated
309,1,A0,0,16,10,1,C1E8,C5E8,True,41B5,False,4080,False,SDC
310,1,A0,0,16,11,0,C1E8,C1E8,False,41B5,False,41B5,False,Not activated
311,1,A0,0,16,11,1,C1E8,C9E8,True,41B5,False,3E98,False,SDC
312,1,A0,0,16,12,0,C1E8,C1E8,False,41B5,False,41B5,False,Not activated
313,1,A0,0,16,12,1,C1E8,D1E8,True,41B5,False,3A5A,False,SDC
314,1,A0,0,16,13,0,C1E8,C1E8,False,41B5,False,41B5,False,Not activated
315,1,A0,0,16,13,1,C1E8,E1E8,True,41B5,False,3588,False,SDC
316,1,A0,0,16,14,0,C1E8,81E8,True,41B5,False,7D6E,False,SDC
317,1,A0,0,16,14,1,C1E8,C1E8,False,41B5,False,41B5,False,Not activated
318,1,A0,0,16,15,0,C1E8,41E8,True,41B5,False,E76F,False,SDC
319,1,A0,0,16,15,1,C1E8,C1E8,False,41B5,False,41B5,False,Not activated
320,1,A1,1,16,0,0,CDFE,CDFE,False,41B5,False,41B5,False,Not activated
321,1,A1,1,16,0,1,CDFE,CDFF,True,41B5,False,41B5,False,Masked
322,1,A1,1,16,1,0,CDFE,CDFC,True,41B5,False,41B4,False,SDC
323,1,A1,1,16,1,1,CDFE,CDFE,False,41B5,False,41B5,False,Not activated
324,1,A1,1,16,2,0,CDFE,CDFA,True,41B5,False,41B4,False,SDC
325,1,A1,1,16,2,1,CDFE,CDFE,False,41B5,False,41B5,False,Not activated
326,1,A1,1,16,3,0,CDFE,CDF6,True,41B5,False,41B4,False,SDC
