vector_id,label,original,fp16_hex,decoded_fp16,quantization_error
5,A1,-0.7979971412,BA62,-0.7978515625,0.0001455787
5,A2,-0.4440527938,B71B,-0.444091796875,-3.9003075e-05
5,A3,0.2713688885,3458,0.271484375,0.0001154865
5,B0,-0.2703356421,B453,-0.270263671875,7.1970225e-05
5,B1,-0.2596380658,B427,-0.259521484375,0.000116581425
5,B2,-0.5809859385,B8A6,-0.5810546875,-6.8749e-05
5,B3,-0.4660443559,B775,-0.466064453125,-2.0097225e-05
5,C0,0.8733091754,3AFD,0.87353515625,0.00022598085
6,A0,0.2960707705,34BD,0.296142578125,7.1807625e-05
6,A1,0.2182620113,32FC,0.21826171875,-2.92550000003e-07
6,A2,-0.6577227036,B943,-0.65771484375,7.85984999996e-06
6,A3,0.4582535959,3755,0.458251953125,-1.64277499998e-06
6,B0,-0.6731950125,B963,-0.67333984375,-0.00014483125
6,B1,-0.2410891165,B3B7,-0.241088867188,2.49312500006e-07
6,B2,0.9790467013,3BD5,0.97900390625,-4.279505e-05
6,B3,0.2799995197,347B,0.280029296875,2.9777175e-05
6,C0,0.1138994875,2F4A,0.113891601562,-7.88593749999e-06
7,A0,0.3692285020,35E8,0.369140625,-8.7877e-05
7,A1,0.6857038404,397C,0.685546875,-0.0001569654
7,A2,0.5519998231,386A,0.5517578125,-0.0002420106
7,A3,-0.5419038561,B856,-0.5419921875,-8.83314e-05
7,B0,-0.9357995122,BB7D,-0.93603515625,-0.00023564405
7,B1,-0.3690939039,B5E8,-0.369140625,-4.67211e-05
7,B2,-0.4645182480,B76F,-0.464599609375,-8.1361375e-05
7,B3,-0.5780343128,B8A0,-0.578125,-9.06872000001e-05
7,C0,0.8858194287,3B16,0.8857421875,-7.72412e-05
8,A0,0.7527352529,3A06,0.7529296875,0.0001944346
8,A1,-0.3706442384,B5EE,-0.37060546875,3.876965e-05
8,A2,0.3108773306,34F9,0.310791015625,-8.6314975e-05
8,A3,-0.2087361979,B2AE,-0.208740234375,-4.036475e-06
8,B0,0.8290951795,3AA2,0.8291015625,6.383e-06
8,B1,-0.0822962948,AD44,-0.082275390625,2.0904175e-05
8,B2,-0.4702396670,B786,-0.47021484375,2.482325e-05
8,B3,-0.5067449846,B80E,-0.5068359375,-9.09529000001e-05
8,C0,0.1227362683,2FDB,0.122741699219,5.43091874999e-06
9,A0,-0.4745167830,B798,-0.474609375,-9.2592e-05
9,A1,0.1691719804,316A,0.169189453125,1.7472725e-05
9,A2,0.7956457672,3A5D,0.79541015625,-0.00023561095
9,A3,-0.2011989897,B270,-0.201171875,2.71147e-05
9,B0,-0.5613584817,B87E,-0.5615234375,-0.0001649558
9,B1,0.9950752130,3BF6,0.9951171875,4.19745e-05
9,B2,0.0190525874,24E1,0.0190582275391,5.6401390625e-06
9,B3,-0.8181811757,BA8C,-0.818359375,-0.0001781993
9,C0,-0.9057672492,BB3F,-0.90576171875,5.53044999996e-06
10,A0,-0.7807017393,BA3F,-0.78076171875,-5.997945e-05
10,A1,0.2548920834,3414,0.2548828125,-9.27090000002e-06
10,A2,0.5841587287,38AC,0.583984375,-0.0001743537
10,A3,-0.1556800664,B0FB,-0.155639648438,4.04179625e-05
10,B0,-0.8729445877,BAFC,-0.873046875,-0.0001022873
10,B1,-0.2367614270,B394,-0.23681640625,-5.497925e-05
10,B2,0.9922427605,3BF0,0.9921875,-5.52605e-05
10,B3,0.0582286902,2B74,0.0582275390625,-1.1511375e-06
10,C0,0.9421567552,3B8A,0.9423828125,0.0002260573
11,A0,0.7215594045,39C6,0.7216796875,0.000120283
11,A1,-0.9770379561,BBD1,-0.97705078125,-1.282515e-05
11,A2,0.4414436387,3710,0.44140625,-3.73887e-05
11,A3,0.3634207381,35D1,0.363525390625,0.000104652525
11,B0,0.0739406608,2CBB,0.0739135742188,-2.708658125e-05
11,B1,-0.4663496201,B776,-0.46630859375,4.102635e-05
11,B2,0.2819235972,3483,0.281982421875,5.8824675e-05
11,B3,-0.7768956528,BA37,-0.77685546875,4.01840499999e-05
11,C0,-0.1304694987,B02D,-0.130493164062,-2.36653625e-05
12,A0,-0.0925525873,ADEC,-0.092529296875,2.3290425e-05
12,A1,0.9076318550,3B43,0.90771484375,8.298875e-05
12,A2,0.7517058808,3A03,0.75146484375,-0.00024103705
12,A3,-0.4732218985,B792,-0.47314453125,7.736725e-05
12,B0,0.0011722261,14CD,0.00117206573486,-1.60365136719e-07
12,B1,-0.6426962389,B924,-0.642578125,0.0001181139
12,B2,0.8252556787,3A9A,0.8251953125,-6.03662000001e-05
12,B3,0.7410371397,39EE,0.7412109375,0.0001737978
12,C0,-0.4031104171,B673,-0.403076171875,3.4245225e-05
13,A0,0.2778989897,3472,0.27783203125,-6.695845e-05
13,A1,0.2179404229,32F9,0.217895507812,-4.49150875e-05
13,A2,-0.6943214629,B98E,-0.6943359375,-1.44746e-05
13,A3,0.5250216002,3833,0.52490234375,-0.00011925645
13,B0,0.0787580602,2D0A,0.0787353515625,-2.27086375e-05
13,B1,0.5572529573,3875,0.55712890625,-0.00012405105
13,B2,0.0607073444,2BC5,0.0606994628906,-7.881509375e-06
13,B3,-0.9988562077,BBFE,-0.9990234375,-0.0001672298
13,C0,-0.3516878860,B5A1,-0.351806640625,-0.000118754625
14,A0,-0.9610465152,BBB0,-0.9609375,0.0001090152
14,A1,0.8581972325,3ADE,0.8583984375,0.000201205
14,A2,0.7574437556,3A0F,0.75732421875,-0.00011953685
14,A3,0.6633310587,394F,0.66357421875,0.00024316005
14,B0,-0.3849717492,B629,-0.385009765625,-3.8016425e-05
14,B1,-0.8841496670,BB13,-0.88427734375,-0.00012767675
14,B2,0.7560191984,3A0C,0.755859375,-0.0001598234
14,B3,0.8938988906,3B27,0.89404296875,0.00014407815
14,C0,-0.8286930959,BAA1,-0.82861328125,7.981465e-05
15,A0,-0.0280190734,A72C,-0.0280151367188,3.93668125e-06
15,A1,-0.8615749631,BAE5,-0.86181640625,-0.00024144315
15,A2,0.5212043305,382B,0.52099609375,-0.00020823675
15,A3,0.5316688586,3841,0.53173828125,6.942265e-05
15,B0,-0.7432170710,B9F2,-0.7431640625,5.30085e-05
15,B1,-0.0494352438,AA54,-0.0494384765625,-3.2327625e-06
15,B2,0.0996071870,2E60,0.099609375,2.188e-06
15,B3,-0.4698867421,B785,-0.469970703125,-8.3961025e-05
15,C0,0.7448660822,39F5,0.74462890625,-0.00023717595
16,A0,-0.1537241196,B0EB,-0.153686523438,3.75961625e-05
16,A1,-0.5764035891,B89C,-0.576171875,0.0002317141
16,A2,0.0785921776,2D08,0.07861328125,2.110365e-05
16,A3,0.4598621382,375C,0.4599609375,9.87993e-05
16,B0,-0.5976978732,B8C8,-0.59765625,4.16232e-05
16,B1,-0.3765674174,B606,-0.37646484375,0.00010257365
16,B2,0.9902987133,3BEC,0.990234375,-6.43383e-05
16,B3,0.2997561153,34CC,0.2998046875,4.85722e-05
16,C0,-0.1237998322,AFEC,-0.123779296875,2.0535325e-05
17,A0,0.0351516821,2880,0.03515625,4.5679e-06
17,A1,-0.7579916083,BA10,-0.7578125,0.0001791083
17,A2,-0.5506053259,B868,-0.55078125,-0.0001759241
17,A3,-0.3238288757,B52E,-0.32373046875,9.840695e-05
17,B0,0.1766174369,31A7,0.176635742188,1.83052875e-05
17,B1,-0.5397705348,B851,-0.53955078125,0.00021975355
17,B2,-0.5595652311,B87A,-0.5595703125,-5.0814e-06
17,B3,-0.8580138280,BADD,-0.85791015625,0.00010367175
17,C0,0.2622059145,3432,0.26220703125,1.11674999997e-06
18,A0,-0.5421164324,B856,-0.5419921875,0.0001242449
18,A1,0.8108400260,3A7D,0.81103515625,0.00019513025
18,A2,0.7192708005,39C1,0.71923828125,-3.251925e-05
18,A3,-0.8582853002,BADE,-0.8583984375,-0.0001131373
18,B0,-0.5239907313,B831,-0.52392578125,6.495005e-05
18,B1,0.3379555566,3568,0.337890625,-6.49316e-05
18,B2,-0.5715263853,B892,-0.5712890625,0.0002373228
18,B3,-0.7353763025,B9E2,-0.7353515625,2.474e-05
18,C0,0.8710284812,3AF8,0.87109375,6.52688e-05
19,A0,0.1420861867,308C,0.14208984375,3.65704999999e-06
19,A1,-0.0546579474,AAFF,-0.0546569824219,9.64978124997e-07
19,A2,0.5692388486,388E,0.5693359375,9.70889e-05
19,A3,0.6149939955,38EC,0.615234375,0.0002403795
19,B0,-0.6191801713,B8F4,-0.619140625,3.95463e-05
19,B1,-0.8061383715,BA73,-0.80615234375,-1.397225e-05
19,B2,-0.1378976352,B06A,-0.137939453125,-4.1817925e-05
19,B3,-0.1528427540,B0E4,-0.15283203125,1.072275e-05
19,C0,-0.0659506639,AC39,-0.0659790039062,-2.834000625e-05
20,A0,0.4581516989,3755,0.458251953125,0.000100254225
20,A1,0.3467290946,358C,0.3466796875,-4.94071e-05
20,A2,0.9683304227,3BBF,0.96826171875,-6.870395e-05
20,A3,-0.8031642577,BA6D,-0.80322265625,-5.839855e-05
20,B0,-0.1947574358,B23B,-0.194702148438,5.52873625e-05
20,B1,-0.3213947892,B524,-0.3212890625,0.0001057267
20,B2,0.7233450727,39C9,0.72314453125,-0.00020054145
20,B3,-0.5026873322,B806,-0.5029296875,-0.0002423553
20,C0,-0.6195821831,B8F5,-0.61962890625,-4.672315e-05
21,A0,-0.1027729043,AE94,-0.102783203125,-1.0298825e-05
21,A1,-0.1562367203,B100,-0.15625,-1.32797e-05
21,A2,-0.4429097107,B716,-0.44287109375,3.861695e-05
21,A3,-0.5003871042,B801,-0.50048828125,-0.00010117705
21,B0,0.8465311986,3AC6,0.8466796875,0.0001484889
21,B1,-0.1137385099,AF47,-0.113708496094,3.001380625e-05
21,B2,0.7226982095,39C8,0.72265625,-4.19595e-05
21,B3,0.1006506249,2E71,0.100646972656,-3.65224375e-06
21,C0,-0.8988233410,BB31,-0.89892578125,-0.00010244025
22,A0,0.9985649368,3BFD,0.99853515625,-2.978055e-05
22,A1,0.6720551702,3960,0.671875,-0.0001801702
22,A2,0.9379925146,3B81,0.93798828125,-4.23334999999e-06
22,A3,0.8527339660,3AD2,0.8525390625,-0.0001949035
22,B0,0.6973914688,3994,0.697265625,-0.0001258438
22,B1,-0.6673777788,B957,-0.66748046875,-0.00010268995
22,B2,-0.0287177491,A75A,-0.0287170410156,7.08084374999e-07
22,B3,-0.5725054016,B894,-0.572265625,0.0002397766
22,C0,-0.1979194149,B255,-0.197875976562,4.34383375e-05
23,A0,-0.8827292001,BB10,-0.8828125,-8.32999e-05
23,A1,-0.2420537620,B3BF,-0.242065429688,-1.16676875e-05
23,A2,0.9706176876,3BC4,0.970703125,8.54374e-05
23,A3,-0.4695938837,B783,-0.469482421875,0.000111461825
23,B0,0.5681412039,388C,0.568359375,0.0002181711
23,B1,-0.0899832653,ADC2,-0.0899658203125,1.74449875e-05
23,B2,-0.1539850280,B0ED,-0.153930664062,5.43639375e-05
23,B3,0.9146352817,3B51,0.91455078125,-8.450045e-05
23,C0,0.9908453790,3BED,0.99072265625,-0.00012272275
24,A0,0.1115366468,2F23,0.111511230469,-2.541633125e-05
24,A1,0.4368165506,36FD,0.436767578125,-4.8972475e-05
24,A2,-0.6904063495,B986,-0.6904296875,-2.3338e-05
24,A3,-0.4065843490,B681,-0.406494140625,9.0208375e-05
24,B0,0.9374187299,3B80,0.9375,8.12701e-05
24,B1,0.1583605816,3111,0.158325195312,-3.53862875e-05
24,B2,0.0843904027,2D67,0.0844116210938,2.121839375e-05
24,B3,0.4959511208,37EF,0.495849609375,-0.000101511425
24,C0,-0.8856694542,BB16,-0.8857421875,-7.27333e-05
25,A0,0.1683551889,3163,0.168334960938,-2.02279625e-05
25,A1,0.0057007658,1DD6,0.00569915771484,-1.60808515625e-06
25,A2,0.7054397841,39A5,0.70556640625,0.00012662215
25,A3,-0.6851345441,B97B,-0.68505859375,7.595035e-05
25,B0,0.9215578065,3B5F,0.92138671875,-0.00017108775
25,B1,-0.8397770695,BAB8,-0.83984375,-6.66805e-05
25,B2,-0.6283500780,B907,-0.62841796875,-6.789075e-05
25,B3,0.1900702129,3215,0.190063476562,-6.73633750001e-06
25,C0,0.3504251072,359B,0.350341796875,-8.3310325e-05
26,A0,-0.5295922100,B83D,-0.52978515625,-0.00019294625
26,A1,-0.7602267721,BA15,-0.76025390625,-2.713415e-05
26,A2,0.7805746283,3A3F,0.78076171875,0.00018709045
26,A3,-0.5075693044,B810,-0.5078125,-0.0002431956
26,B0,0.1890383071,320D,0.189086914062,4.86069625e-05
26,B1,0.2387630207,33A4,0.23876953125,6.51055000001e-06
26,B2,-0.1615501693,B12B,-0.161499023438,5.11458625e-05
26,B3,0.1673445786,315B,0.167358398438,1.38198375e-05
26,C0,0.0455654311,29D5,0.0455627441406,-2.686959375e-06
27,A0,0.8694125155,3AF5,0.86962890625,0.00021639075
27,A1,-0.5914816012,B8BB,-0.59130859375,0.00017300745
27,A2,0.4323836016,36EB,0.432373046875,-1.0554725e-05
27,A3,-0.5226280948,B82E,-0.5224609375,0.0001671573
27,B0,-0.2084283064,B2AB,-0.208374023438,5.42829625e-05
27,B1,0.3433804459,357E,0.34326171875,-0.00011872715
27,B2,-0.4000058404,B666,-0.39990234375,0.00010349665
27,B3,-0.3676456075,B5E2,-0.36767578125,-3.017375e-05
27,C0,0.5037289848,3808,0.50390625,0.0001772652
28,A0,-0.8549137710,BAD7,-0.85498046875,-6.669775e-05
28,A1,-0.0834289548,AD57,-0.0834350585938,-6.10379375e-06
28,A2,0.9969088817,3BFA,0.9970703125,0.0001614308
28,A3,0.9921928957,3BF0,0.9921875,-5.39570000002e-06
28,B0,-0.8534785578,BAD4,-0.853515625,-3.70672e-05
28,B1,-0.5736913755,B897,-0.57373046875,-3.909325e-05
28,B2,-0.4695991705,B783,-0.469482421875,0.000116748625
28,B3,0.8665187560,3AEF,0.86669921875,0.00018046275
28,C0,0.7617283474,3A18,0.76171875,-9.59739999995e-06
29,A0,0.7585404850,3A11,0.75830078125,-0.00023970375
29,A1,-0.2609458225,B42D,-0.260986328125,-4.0505625e-05
29,A2,-0.6845063353,B97A,-0.6845703125,-6.39772e-05
29,A3,0.6674899093,3957,0.66748046875,-9.44054999996e-06
29,B0,0.4070798502,3683,0.406982421875,-9.7428325e-05
29,B1,0.2233555315,3326,0.223388671875,3.3140375e-05
29,B2,0.9744661273,3BCC,0.974609375,0.0001432477
29,B3,0.3079526354,34ED,0.307861328125,-9.1307275e-05
29,C0,-0.9843537857,BBE0,-0.984375,-2.12143e-05
30,A0,0.6342082702,3913,0.63427734375,6.907355e-05
30,A1,-0.4012424956,B66B,-0.401123046875,0.000119448725
30,A2,0.3267774299,353A,0.32666015625,-0.00011727365
30,A3,0.8778600079,3B06,0.8779296875,6.96796e-05
30,B0,-0.7314177712,B9DA,-0.7314453125,-2.75413e-05
30,B1,-0.7691426592,BA27,-0.76904296875,9.969045e-05
30,B2,-0.7859280446,BA4A,-0.7861328125,-0.0002047679
30,B3,0.1064472818,2ED0,0.1064453125,-1.9693e-06
30,C0,-0.4553035754,B749,-0.455322265625,-1.8690225e-05
31,A0,0.2096596541,32B6,0.209716796875,5.7142775e-05
31,A1,0.4352243743,36F7,0.435302734375,7.8360075e-05
31,A2,-0.5928053753,B8BE,-0.5927734375,3.19378e-05
31,A3,0.2684759178,344C,0.2685546875,7.87697e-05
31,B0,-0.4720321967,B78D,-0.471923828125,0.000108368575
31,B1,-0.0229362957,A5DF,-0.0229339599609,2.3357390625e-06
31,B2,0.8106729822,3A7C,0.810546875,-0.0001261072
31,B3,0.6922074266,398A,0.6923828125,0.0001753859
31,C0,-0.8154030646,BA86,-0.8154296875,-2.66229e-05
32,A0,-0.1528484549,B0E4,-0.15283203125,1.642365e-05
32,A1,-0.4466395521,B725,-0.446533203125,0.000106348975
32,A2,-0.9929086218,BBF1,-0.99267578125,0.00023284055
32,A3,0.5422384460,3857,0.54248046875,0.00024202275
32,B0,0.2742267546,3463,0.274169921875,-5.6832725e-05
32,B1,-0.4760894751,B79E,-0.47607421875,1.525635e-05
32,B2,0.4824618167,37B8,0.482421875,-3.99417e-05
32,B3,0.1033608423,2E9D,0.103332519531,-2.832276875e-05
32,C0,-0.1446261620,B0A1,-0.144653320312,-2.71583125e-05
33,A0,-0.9806606008,BBD8,-0.98046875,0.0001918508
33,A1,-0.8495122799,BACC,-0.849609375,-9.70951e-05
33,A2,0.7662127866,3A21,0.76611328125,-9.950535e-05
33,A3,0.8078571431,3A76,0.8076171875,-0.0002399556
33,B0,0.0911805784,2DD6,0.0911865234375,5.9450375e-06
33,B1,0.6691900398,395B,0.66943359375,0.00024355395
33,B2,0.1650191330,3148,0.1650390625,1.99295e-05
33,B3,-0.7038124289,B9A1,-0.70361328125,0.00019914765
33,C0,-0.7451089614,B9F6,-0.7451171875,-8.22609999995e-06
34,A0,-0.3834833001,B623,-0.383544921875,-6.1621775e-05
34,A1,0.7979629775,3A62,0.7978515625,-0.000111415
34,A2,0.5922446098,38BD,0.59228515625,4.054645e-05
34,A3,0.7214051640,39C5,0.72119140625,-0.00021375775
34,B0,0.7978492731,3A62,0.7978515625,2.28940000002e-06
34,B1,-0.5798469233,B8A4,-0.580078125,-0.0002312017
34,B2,-0.5009405216,B802,-0.5009765625,-3.60409e-05
34,B3,-0.7944127567,BA5B,-0.79443359375,-2.083705e-05
34,C0,0.5602324837,387B,0.56005859375,-0.00017388995
35,A0,0.7682694029,3A25,0.76806640625,-0.00020299665
35,A1,-0.1872452203,B1FE,-0.187255859375,-1.0639075e-05
35,A2,0.2413230203,33B9,0.241333007812,9.9875125e-06
35,A3,-0.6908933233,B987,-0.69091796875,-2.464545e-05
35,B0,0.8597620314,3AE1,0.85986328125,0.00010124985
35,B1,0.7292113924,39D5,0.72900390625,-0.00020748615
35,B2,0.9524120659,3B9F,0.95263671875,0.00022465285
35,B3,0.6215434399,38F9,0.62158203125,3.859135e-05
35,C0,0.7628324093,3A1A,0.7626953125,-0.0001370968
36,A0,-0.9504272762,BB9A,-0.9501953125,0.0002319637
36,A1,0.4731289435,3792,0.47314453125,1.558775e-05
36,A2,-0.3356290641,B55F,-0.335693359375,-6.4295275e-05
36,A3,0.8616317721,3AE5,0.86181640625,0.00018463415
36,B0,0.6044702779,38D6,0.6044921875,2.19096e-05
36,B1,0.7281280568,39D3,0.72802734375,-0.00010071305
36,B2,0.6214986331,38F9,0.62158203125,8.339815e-05
36,B3,-0.4663885808,B776,-0.46630859375,7.998705e-05
36,C0,0.5747490183,3899,0.57470703125,-4.198705e-05
37,A0,-0.7838087472,BA45,-0.78369140625,0.00011734095
37,A1,0.7443335658,39F4,0.744140625,-0.0001929408
37,A2,0.7171865027,39BD,0.71728515625,9.865355e-05
37,A3,-0.5551325649,B871,-0.55517578125,-4.321635e-05
37,B0,0.6331732112,3911,0.63330078125,0.00012757005
37,B1,-0.0793935306,AD15,-0.0794067382812,-1.320768125e-05
37,B2,-0.3896182653,B63C,-0.3896484375,-3.01722e-05
37,B3,0.5906909983,38BA,0.5908203125,0.0001293142
37,C0,-0.5448090252,B85C,-0.544921875,-0.0001128498
38,A0,-0.9526711306,BB9F,-0.95263671875,3.441185e-05
38,A1,-0.6137404233,B8E9,-0.61376953125,-2.910795e-05
38,A2,-0.3434760976,B57F,-0.343505859375,-2.9761775e-05
38,A3,0.7287058841,39D4,0.728515625,-0.0001902591
38,B0,0.9337782081,3B78,0.93359375,-0.0001844581
38,B1,-0.4417500146,B711,-0.441650390625,9.9623975e-05
38,B2,0.2829634772,3487,0.282958984375,-4.49282499998e-06
38,B3,-0.2006432313,B26C,-0.20068359375,-4.036245e-05
38,C0,0.9622993744,3BB3,0.96240234375,0.00010296935
39,A0,0.0724314650,2CA3,0.0724487304688,1.726546875e-05
39,A1,0.8784742806,3B07,0.87841796875,-5.631185e-05
39,A2,-0.7693164963,BA28,-0.76953125,-0.0002147537
39,A3,0.9408012220,3B87,0.94091796875,0.00011674675
39,B0,-0.6428643677,B925,-0.64306640625,-0.00020203855
39,B1,0.9250686315,3B67,0.92529296875,0.00022433725
39,B2,-0.4690672750,B781,-0.468994140625,7.3134375e-05
39,B3,-0.7831949056,BA44,-0.783203125,-8.21939999995e-06
39,C0,-0.1308724829,B030,-0.130859375,1.31079e-05
40,A0,0.4570901213,3750,0.45703125,-5.88713e-05
40,A1,-0.3726453716,B5F6,-0.37255859375,8.677785e-05
40,A2,0.2124177066,32CC,0.21240234375,-1.536285e-05
40,A3,0.0228461193,25D9,0.0228424072266,-3.7120734375e-06
40,B0,-0.2296091333,B359,-0.229614257812,-5.12451250001e-06
40,B1,0.1531760870,30E7,0.153198242188,2.21551875e-05
40,B2,-0.4905549877,B7D9,-0.490478515625,7.6472075e-05
40,B3,0.4175705677,36AE,0.41748046875,-9.009895e-05
40,C0,-0.9966174436,BBF9,-0.99658203125,3.541235e-05
41,A0,0.8511503310,3ACF,0.85107421875,-7.611225e-05
41,A1,0.0769039942,2CEC,0.076904296875,3.02674999994e-07
41,A2,0.4388599983,3706,0.43896484375,0.00010484545
41,A3,0.4839001557,37BE,0.48388671875,-1.343695e-05
41,B0,0.3412570089,3576,0.34130859375,5.158485e-05
41,B1,-0.2715570564,B458,-0.271484375,7.26814e-05
41,B2,-0.8600523777,BAE1,-0.85986328125,0.00018909645
41,B3,0.3284753698,3541,0.328369140625,-0.000106229175
41,C0,-0.3395999279,B56F,-0.339599609375,3.18524999987e-07
42,A0,-0.3721687099,B5F4,-0.3720703125,9.83974e-05
42,A1,0.6960305590,3991,0.69580078125,-0.00022977775
42,A2,0.4395085260,3708,0.439453125,-5.5401e-05
42,A3,-0.3993554636,B664,-0.3994140625,-5.85989e-05
42,B0,-0.3814306756,B61A,-0.38134765625,8.301935e-05
42,B1,-0.1832141828,B1DD,-0.183227539062,-1.33562625e-05
42,B2,-0.1951992259,B23F,-0.195190429688,8.7962125e-06
42,B3,-0.4086895949,B68A,-0.40869140625,-1.81134999999e-06
42,C0,-0.7454244019,B9F7,-0.74560546875,-0.00018106685
43,A0,-0.1591073325,B117,-0.159057617188,4.97153125e-05
43,A1,0.8807273415,3B0C,0.880859375,0.0001320335
43,A2,0.3546358905,35AD,0.354736328125,0.000100437625
43,A3,0.8056110915,3A72,0.8056640625,5.2971e-05
43,B0,0.2310298319,3365,0.231079101562,4.92696625e-05
43,B1,-0.3981002509,B65F,-0.398193359375,-9.3108475e-05
43,B2,0.0958744263,2E23,0.0958862304688,1.180416875e-05
43,B3,-0.9991881206,BBFE,-0.9990234375,0.0001646831
43,C0,-0.4261725663,B6D2,-0.42626953125,-9.696495e-05
44,A0,-0.1402237000,B07D,-0.140258789062,-3.50890625e-05
44,A1,0.1599695624,311E,0.159912109375,-5.7453025e-05
44,A2,0.3094112474,34F3,0.309326171875,-8.5075525e-05
44,A3,-0.0700236195,AC7B,-0.0700073242188,1.629528125e-05
44,B0,-0.1156804014,AF67,-0.115661621094,1.878030625e-05
44,B1,-0.5725971980,B895,-0.57275390625,-0.00015670825
44,B2,-0.0536276282,AADD,-0.0536193847656,8.243434375e-06
44,B3,0.8023616517,3A6B,0.80224609375,-0.00011555795
44,C0,0.5920495203,38BD,0.59228515625,0.00023563595
45,A0,-0.6606172076,B949,-0.66064453125,-2.732365e-05
45,A1,-0.8304089265,BAA5,-0.83056640625,-0.00015747975
45,A2,0.0309040198,27E9,0.0308990478516,-4.9719484375e-06
45,A3,0.2658817115,3441,0.265869140625,-1.2570875e-05
45,B0,-0.3296234892,B546,-0.32958984375,3.364545e-05
45,B1,0.6368469291,3918,0.63671875,-0.0001281791
45,B2,0.5022762751,3805,0.50244140625,0.00016513115
45,B3,0.3455913411,3588,0.345703125,0.0001117839
45,C0,-0.5507186680,B868,-0.55078125,-6.2582e-05
46,A0,-0.6017401345,B8D0,-0.6015625,0.0001776345
46,A1,-0.9511492245,BB9C,-0.951171875,-2.26505000001e-05
46,A2,-0.5103149118,B815,-0.51025390625,6.100555e-05
46,A3,-0.0497273116,AA5D,-0.0497131347656,1.4176834375e-05
46,B0,0.6994753892,3999,0.69970703125,0.00023164205
46,B1,-0.8543435416,BAD6,-0.8544921875,-0.0001486459
46,B2,-0.1711179780,B17A,-0.171142578125,-2.4600125e-05
46,B3,0.2595307615,3427,0.259521484375,-9.27712499998e-06
46,C0,-0.6111295265,B8E4,-0.611328125,-0.0001985985
47,A0,0.3927085010,3649,0.392822265625,0.000113764625
47,A1,-0.0112456620,A1C2,-0.0112457275391,-6.55390625e-08
47,A2,-0.5120311208,B819,-0.51220703125,-0.00017591045
47,A3,0.3121160222,34FE,0.31201171875,-0.00010430345
47,B0,-0.9889103637,BBE9,-0.98876953125,0.00014083245
47,B1,0.5019289532,3804,0.501953125,2.41718e-05
