row,vector_id,target,operand_index,bit,stuck_at,original,faulty,activated
47,0,A2,2,7,1,AE,AE,False
48,0,A3,3,0,0,B1,B0,True
49,0,A3,3,0,1,B1,B1,False
50,0,A3,3,1,0,B1,B1,False
51,0,A3,3,1,1,B1,B3,True
52,0,A3,3,2,0,B1,B1,False
53,0,A3,3,2,1,B1,B5,True
54,0,A3,3,3,0,B1,B1,False
55,0,A3,3,3,1,B1,B9,True
56,0,A3,3,4,0,B1,A1,True
57,0,A3,3,4,1,B1,B1,False
58,0,A3,3,5,0,B1,91,True
59,0,A3,3,5,1,B1,B1,False
60,0,A3,3,6,0,B1,B1,False
61,0,A3,3,6,1,B1,F1,True
62,0,A3,3,7,0,B1,31,True
63,0,A3,3,7,1,B1,B1,False
64,0,B0,4,0,0,2F,2E,True
65,0,B0,4,0,1,2F,2F,False
66,0,B0,4,1,0,2F,2D,True
67,0,B0,4,1,1,2F,2F,False
68,0,B0,4,2,0,2F,2B,True
69,0,B0,4,2,1,2F,2F,False
70,0,B0,4,3,0,2F,27,True
71,0,B0,4,3,1,2F,2F,False
72,0,B0,4,4,0,2F,2F,False
73,0,B0,4,4,1,2F,3F,True
74,0,B0,4,5,0,2F,0F,True
75,0,B0,4,5,1,2F,2F,False
76,0,B0,4,6,0,2F,2F,False
77,0,B0,4,6,1,2F,6F,True
78,0,B0,4,7,0,2F,2F,False
79,0,B0,4,7,1,2F,AF,True
80,0,B1,5,0,0,2B,2A,True
81,0,B1,5,0,1,2B,2B,False
82,0,B1,5,1,0,2B,29,True
83,0,B1,5,1,1,2B,2B,False
84,0,B1,5,2,0,2B,2B,False
85,0,B1,5,2,1,2B,2F,True
86,0,B1,5,3,0,2B,23,True
87,0,B1,5,3,1,2B,2B,False
88,0,B1,5,4,0,2B,2B,False
89,0,B1,5,4,1,2B,3B,True
90,0,B1,5,5,0,2B,0B,True
91,0,B1,5,5,1,2B,2B,False
92,0,B1,5,6,0,2B,2B,False
93,0,B1,5,6,1,2B,6B,True
94,0,B1,5,7,0,2B,2B,False
95,0,B1,5,7,1,2B,AB,True
96,0,B2,6,0,0,35,34,True
97,0,B2,6,0,1,35,35,False
98,0,B2,6,1,0,35,35,False
99,0,B2,6,1,1,35,37,True
100,0,B2,6,2,0,35,31,True
101,0,B2,6,2,1,35,35,False
102,0,B2,6,3,0,35,35,False
103,0,B2,6,3,1,35,3D,True
104,0,B2,6,4,0,35,25,True
105,0,B2,6,4,1,35,35,False
106,0,B2,6,5,0,35,15,True
107,0,B2,6,5,1,35,35,False
108,0,B2,6,6,0,35,35,False
109,0,B2,6,6,1,35,75,True
110,0,B2,6,7,0,35,35,False
111,0,B2,6,7,1,35,B5,True
112,0,B3,7,0,0,B5,B4,True
113,0,B3,7,0,1,B5,B5,False
114,0,B3,7,1,0,B5,B5,False
115,0,B3,7,1,1,B5,B7,True
116,0,B3,7,2,0,B5,B1,True
117,0,B3,7,2,1,B5,B5,False
118,0,B3,7,3,0,B5,B5,False
119,0,B3,7,3,1,B5,BD,True
120,0,B3,7,4,0,B5,A5,True
121,0,B3,7,4,1,B5,B5,False
122,0,B3,7,5,0,B5,95,True
123,0,B3,7,5,1,B5,B5,False
124,0,B3,7,6,0,B5,B5,False
125,0,B3,7,6,1,B5,F5,True
126,0,B3,7,7,0,B5,35,True
127,0,B3,7,7,1,B5,B5,False
128,0,C0,8,0,0,A2,A2,False
129,0,C0,8,0,1,A2,A3,True
130,0,C0,8,1,0,A2,A0,True
131,0,C0,8,1,1,A2,A2,False
132,0,C0,8,2,0,A2,A2,False
133,0,C0,8,2,1,A2,A6,True
134,0,C0,8,3,0,A2,A2,False
135,0,C0,8,3,1,A2,AA,True
136,0,C0,8,4,0,A2,A2,False
137,0,C0,8,4,1,A2,B2,True
138,0,C0,8,5,0,A2,82,True
139,0,C0,8,5,1,A2,A2,False
140,0,C0,8,6,0,A2,A2,False
141,0,C0,8,6,1,A2,E2,True
142,0,C0,8,7,0,A2,22,True
143,0,C0,8,7,1,A2,A2,False
144,1,A0,0,0,0,B7,B6,True
145,1,A0,0,0,1,B7,B7,False
146,1,A0,0,1,0,B7,B5,True
147,1,A0,0,1,1,B7,B7,False
148,1,A0,0,2,0,B7,B3,True
149,1,A0,0,2,1,B7,B7,False
150,1,A0,0,3,0,B7,B7,False
151,1,A0,0,3,1,B7,BF,True
152,1,A0,0,4,0,B7,A7,True
153,1,A0,0,4,1,B7,B7,False
154,1,A0,0,5,0,B7,97,True
155,1,A0,0,5,1,B7,B7,False
156,1,A0,0,6,0,B7,B7,False
157,1,A0,0,6,1,B7,F7,True
158,1,A0,0,7,0,B7,37,True
159,1,A0,0,7,1,B7,B7,False
160,1,A1,1,0,0,B1,B0,True
161,1,A1,1,0,1,B1,B1,False
162,1,A1,1,1,0,B1,B1,False
163,1,A1,1,1,1,B1,B3,True
164,1,A1,1,2,0,B1,B1,False
165,1,A1,1,2,1,B1,B5,True
166,1,A1,1,3,0,B1,B1,False
167,1,A1,1,3,1,B1,B9,True
168,1,A1,1,4,0,B1,A1,True
169,1,A1,1,4,1,B1,B1,False
170,1,A1,1,5,0,B1,91,True
171,1,A1,1,5,1,B1,B1,False
172,1,A1,1,6,0,B1,B1,False
173,1,A1,1,6,1,B1,F1,True
174,1,A1,1,7,0,B1,31,True
175,1,A1,1,7,1,B1,B1,False
176,1,A2,2,0,0,05,04,True
177,1,A2,2,0,1,05,05,False
178,1,A2,2,1,0,05,05,False
179,1,A2,2,1,1,05,07,True
180,1,A2,2,2,0,05,01,True
181,1,A2,2,2,1,05,05,False
182,1,A2,2,3,0,05,05,False
183,1,A2,2,3,1,05,0D,True
184,1,A2,2,4,0,05,05,False
185,1,A2,2,4,1,05,15,True
186,1,A2,2,5,0,05,05,False
187,1,A2,2,5,1,05,25,True
188,1,A2,2,6,0,05,05,False
189,1,A2,2,6,1,05,45,True
190,1,A2,2,7,0,05,05,False
191,1,A2,2,7,1,05,85,True
192,1,A3,3,0,0,B7,B6,True
193,1,A3,3,0,1,B7,B7,False
194,1,A3,3,1,0,B7,B5,True
195,1,A3,3,1,1,B7,B7,False
196,1,A3,3,2,0,B7,B3,True
197,1,A3,3,2,1,B7,B7,False
198,1,A3,3,3,0,B7,B7,False
199,1,A3,3,3,1,B7,BF,True
200,1,A3,3,4,0,B7,A7,True
201,1,A3,3,4,1,B7,B7,False
202,1,A3,3,5,0,B7,97,True
203,1,A3,3,5,1,B7,B7,False
204,1,A3,3,6,0,B7,B7,False
205,1,A3,3,6,1,B7,F7,True
206,1,A3,3,7,0,B7,37,True
207,1,A3,3,7,1,B7,B7,False
208,1,B0,4,0,0,B2,B2,False
209,1,B0,4,0,1,B2,B3,True
210,1,B0,4,1,0,B2,B0,True
211,1,B0,4,1,1,B2,B2,False
212,1,B0,4,2,0,B2,B2,False
213,1,B0,4,2,1,B2,B6,True
214,1,B0,4,3,0,B2,B2,False
215,1,B0,4,3,1,B2,BA,True
216,1,B0,4,4,0,B2,A2,True
217,1,B0,4,4,1,B2,B2,False
218,1,B0,4,5,0,B2,92,True
219,1,B0,4,5,1,B2,B2,False
220,1,B0,4,6,0,B2,B2,False
221,1,B0,4,6,1,B2,F2,True
222,1,B0,4,7,0,B2,32,True
223,1,B0,4,7,1,B2,B2,False
224,1,B1,5,0,0,2A,2A,False
225,1,B1,5,0,1,2A,2B,True
226,1,B1,5,1,0,2A,28,True
227,1,B1,5,1,1,2A,2A,False
228,1,B1,5,2,0,2A,2A,False
229,1,B1,5,2,1,2A,2E,True
230,1,B1,5,3,0,2A,22,True
231,1,B1,5,3,1,2A,2A,False
232,1,B1,5,4,0,2A,2A,False
233,1,B1,5,4,1,2A,3A,True
234,1,B1,5,5,0,2A,0A,True
235,1,B1,5,5,1,2A,2A,False
236,1,B1,5,6,0,2A,2A,False
237,1,B1,5,6,1,2A,6A,True
238,1,B1,5,7,0,2A,2A,False
239,1,B1,5,7,1,2A,AA,True
240,1,B2,6,0,0,1C,1C,False
241,1,B2,6,0,1,1C,1D,True
242,1,B2,6,1,0,1C,1C,False
243,1,B2,6,1,1,1C,1E,True
244,1,B2,6,2,0,1C,18,True
245,1,B2,6,2,1,1C,1C,False
246,1,B2,6,3,0,1C,14,True
247,1,B2,6,3,1,1C,1C,False
248,1,B2,6,4,0,1C,0C,True
249,1,B2,6,4,1,1C,1C,False
250,1,B2,6,5,0,1C,1C,False
251,1,B2,6,5,1,1C,3C,True
252,1,B2,6,6,0,1C,1C,False
253,1,B2,6,6,1,1C,5C,True
254,1,B2,6,7,0,1C,1C,False
255,1,B2,6,7,1,1C,9C,True
256,1,B3,7,0,0,B1,B0,True
257,1,B3,7,0,1,B1,B1,False
258,1,B3,7,1,0,B1,B1,False
259,1,B3,7,1,1,B1,B3,True
260,1,B3,7,2,0,B1,B1,False
261,1,B3,7,2,1,B1,B5,True
262,1,B3,7,3,0,B1,B1,False
263,1,B3,7,3,1,B1,B9,True
264,1,B3,7,4,0,B1,A1,True
265,1,B3,7,4,1,B1,B1,False
266,1,B3,7,5,0,B1,91,True
267,1,B3,7,5,1,B1,B1,False
268,1,B3,7,6,0,B1,B1,False
269,1,B3,7,6,1,B1,F1,True
270,1,B3,7,7,0,B1,31,True
271,1,B3,7,7,1,B1,B1,False
272,1,C0,8,0,0,23,22,True
273,1,C0,8,0,1,23,23,False
274,1,C0,8,1,0,23,21,True
275,1,C0,8,1,1,23,23,False
276,1,C0,8,2,0,23,23,False
277,1,C0,8,2,1,23,27,True
278,1,C0,8,3,0,23,23,False
279,1,C0,8,3,1,23,2B,True
280,1,C0,8,4,0,23,23,False
281,1,C0,8,4,1,23,33,True
282,1,C0,8,5,0,23,03,True
283,1,C0,8,5,1,23,23,False
284,1,C0,8,6,0,23,23,False
285,1,C0,8,6,1,23,63,True
286,1,C0,8,7,0,23,23,False
287,1,C0,8,7,1,23,A3,True
288,2,A0,0,0,0,32,32,False
289,2,A0,0,0,1,32,33,True
290,2,A0,0,1,0,32,30,True
291,2,A0,0,1,1,32,32,False
292,2,A0,0,2,0,32,32,False
293,2,A0,0,2,1,32,36,True
294,2,A0,0,3,0,32,32,False
295,2,A0,0,3,1,32,3A,True
296,2,A0,0,4,0,32,22,True
297,2,A0,0,4,1,32,32,False
298,2,A0,0,5,0,32,12,True
299,2,A0,0,5,1,32,32,False
300,2,A0,0,6,0,32,32,False
301,2,A0,0,6,1,32,72,True
302,2,A0,0,7,0,32,32,False
303,2,A0,0,7,1,32,B2,True
304,2,A1,1,0,0,B8,B8,False
305,2,A1,1,0,1,B8,B9,True
306,2,A1,1,1,0,B8,B8,False
307,2,A1,1,1,1,B8,BA,True
308,2,A1,1,2,0,B8,B8,False
309,2,A1,1,2,1,B8,BC,True
310,2,A1,1,3,0,B8,B0,True
311,2,A1,1,3,1,B8,B8,False
312,2,A1,1,4,0,B8,A8,True
313,2,A1,1,4,1,B8,B8,False
314,2,A1,1,5,0,B8,98,True
315,2,A1,1,5,1,B8,B8,False
316,2,A1,1,6,0,B8,B8,False
317,2,A1,1,6,1,B8,F8,True
318,2,A1,1,7,0,B8,38,True
319,2,A1,1,7,1,B8,B8,False
320,2,A2,2,0,0,32,32,False
321,2,A2,2,0,1,32,33,True
322,2,A2,2,1,0,32,30,True
323,2,A2,2,1,1,32,32,False
324,2,A2,2,2,0,32,32,False
325,2,A2,2,2,1,32,36,True
326,2,A2,2,3,0,32,32,False
327,2,A2,2,3,1,32,3A,True
328,2,A2,2,4,0,32,22,True
329,2,A2,2,4,1,32,32,False
330,2,A2,2,5,0,32,12,True
331,2,A2,2,5,1,32,32,False
332,2,A2,2,6,0,32,32,False
333,2,A2,2,6,1,32,72,True
334,2,A2,2,7,0,32,32,False
335,2,A2,2,7,1,32,B2,True
336,2,A3,3,0,0,2D,2C,True
337,2,A3,3,0,1,2D,2D,False
338,2,A3,3,1,0,2D,2D,False
339,2,A3,3,1,1,2D,2F,True
340,2,A3,3,2,0,2D,29,True
341,2,A3,3,2,1,2D,2D,False
342,2,A3,3,3,0,2D,25,True
343,2,A3,3,3,1,2D,2D,False
344,2,A3,3,4,0,2D,2D,False
345,2,A3,3,4,1,2D,3D,True
346,2,A3,3,5,0,2D,0D,True
347,2,A3,3,5,1,2D,2D,False
348,2,A3,3,6,0,2D,2D,False
349,2,A3,3,6,1,2D,6D,True
350,2,A3,3,7,0,2D,2D,False
351,2,A3,3,7,1,2D,AD,True
352,2,B0,4,0,0,AA,AA,False
353,2,B0,4,0,1,AA,AB,True
354,2,B0,4,1,0,AA,A8,True
355,2,B0,4,1,1,AA,AA,False
356,2,B0,4,2,0,AA,AA,False
357,2,B0,4,2,1,AA,AE,True
358,2,B0,4,3,0,AA,A2,True
359,2,B0,4,3,1,AA,AA,False
360,2,B0,4,4,0,AA,AA,False
361,2,B0,4,4,1,AA,BA,True
362,2,B0,4,5,0,AA,8A,True
363,2,B0,4,5,1,AA,AA,False
364,2,B0,4,6,0,AA,AA,False
365,2,B0,4,6,1,AA,EA,True
366,2,B0,4,7,0,AA,2A,True
367,2,B0,4,7,1,AA,AA,False
368,2,B1,5,0,0,B3,B2,True
369,2,B1,5,0,1,B3,B3,False
370,2,B1,5,1,0,B3,B1,True
371,2,B1,5,1,1,B3,B3,False
372,2,B1,5,2,0,B3,B3,False
373,2,B1,5,2,1,B3,B7,True
374,2,B1,5,3,0,B3,B3,False
375,2,B1,5,3,1,B3,BB,True
376,2,B1,5,4,0,B3,A3,True
377,2,B1,5,4,1,B3,B3,False
378,2,B1,5,5,0,B3,93,True
379,2,B1,5,5,1,B3,B3,False
380,2,B1,5,6,0,B3,B3,False
381,2,B1,5,6,1,B3,F3,True
382,2,B1,5,7,0,B3,33,True
383,2,B1,5,7,1,B3,B3,False
384,2,B2,6,0,0,37,36,True
385,2,B2,6,0,1,37,37,False
386,2,B2,6,1,0,37,35,True
387,2,B2,6,1,1,37,37,False
388,2,B2,6,2,0,37,33,True
389,2,B2,6,2,1,37,37,False
390,2,B2,6,3,0,37,37,False
391,2,B2,6,3,1,37,3F,True
392,2,B2,6,4,0,37,27,True
393,2,B2,6,4,1,37,37,False
394,2,B2,6,5,0,37,17,True
395,2,B2,6,5,1,37,37,False
396,2,B2,6,6,0,37,37,False
397,2,B2,6,6,1,37,77,True
398,2,B2,6,7,0,37,37,False
399,2,B2,6,7,1,37,B7,True
400,2,B3,7,0,0,AA,AA,False
401,2,B3,7,0,1,AA,AB,True
402,2,B3,7,1,0,AA,A8,True
403,2,B3,7,1,1,AA,AA,False
404,2,B3,7,2,0,AA,AA,False
405,2,B3,7,2,1,AA,AE,True
406,2,B3,7,3,0,AA,A2,True
407,2,B3,7,3,1,AA,AA,False
408,2,B3,7,4,0,AA,AA,False
409,2,B3,7,4,1,AA,BA,True
410,2,B3,7,5,0,AA,8A,True
411,2,B3,7,5,1,AA,AA,False
412,2,B3,7,6,0,AA,AA,False
413,2,B3,7,6,1,AA,EA,True
414,2,B3,7,7,0,AA,2A,True
415,2,B3,7,7,1,AA,AA,False
416,2,C0,8,0,0,B5,B4,True
417,2,C0,8,0,1,B5,B5,False
418,2,C0,8,1,0,B5,B5,False
419,2,C0,8,1,1,B5,B7,True
420,2,C0,8,2,0,B5,B1,True
421,2,C0,8,2,1,B5,B5,False
422,2,C0,8,3,0,B5,B5,False
423,2,C0,8,3,1,B5,BD,True
424,2,C0,8,4,0,B5,A5,True
425,2,C0,8,4,1,B5,B5,False
426,2,C0,8,5,0,B5,95,True
427,2,C0,8,5,1,B5,B5,False
428,2,C0,8,6,0,B5,B5,False
429,2,C0,8,6,1,B5,F5,True
430,2,C0,8,7,0,B5,35,True
431,2,C0,8,7,1,B5,B5,False
432,3,A0,0,0,0,B5,B4,True
433,3,A0,0,0,1,B5,B5,False
434,3,A0,0,1,0,B5,B5,False
435,3,A0,0,1,1,B5,B7,True
436,3,A0,0,2,0,B5,B1,True
437,3,A0,0,2,1,B5,B5,False
438,3,A0,0,3,0,B5,B5,False
439,3,A0,0,3,1,B5,BD,True
440,3,A0,0,4,0,B5,A5,True
441,3,A0,0,4,1,B5,B5,False
442,3,A0,0,5,0,B5,95,True
443,3,A0,0,5,1,B5,B5,False
444,3,A0,0,6,0,B5,B5,False
445,3,A0,0,6,1,B5,F5,True
446,3,A0,0,7,0,B5,35,True
447,3,A0,0,7,1,B5,B5,False
448,3,A1,1,0,0,33,32,True
449,3,A1,1,0,1,33,33,False
450,3,A1,1,1,0,33,31,True
451,3,A1,1,1,1,33,33,False
452,3,A1,1,2,0,33,33,False
453,3,A1,1,2,1,33,37,True
454,3,A1,1,3,0,33,33,False
455,3,A1,1,3,1,33,3B,True
456,3,A1,1,4,0,33,23,True
457,3,A1,1,4,1,33,33,False
458,3,A1,1,5,0,33,13,True
459,3,A1,1,5,1,33,33,False
460,3,A1,1,6,0,33,33,False
461,3,A1,1,6,1,33,73,True
462,3,A1,1,7,0,33,33,False
463,3,A1,1,7,1,33,B3,True
464,3,A2,2,0,0,25,24,True
465,3,A2,2,0,1,25,25,False
466,3,A2,2,1,0,25,25,False
467,3,A2,2,1,1,25,27,True
468,3,A2,2,2,0,25,21,True
469,3,A2,2,2,1,25,25,False
470,3,A2,2,3,0,25,25,False
471,3,A2,2,3,1,25,2D,True
472,3,A2,2,4,0,25,25,False
473,3,A2,2,4,1,25,35,True
474,3,A2,2,5,0,25,05,True
475,3,A2,2,5,1,25,25,False
476,3,A2,2,6,0,25,25,False
477,3,A2,2,6,1,25,65,True
478,3,A2,2,7,0,25,25,False
479,3,A2,2,7,1,25,A5,True
480,3,A3,3,0,0,32,32,False
481,3,A3,3,0,1,32,33,True
482,3,A3,3,1,0,32,30,True
483,3,A3,3,1,1,32,32,False
484,3,A3,3,2,0,32,32,False
485,3,A3,3,2,1,32,36,True
486,3,A3,3,3,0,32,32,False
487,3,A3,3,3,1,32,3A,True
488,3,A3,3,4,0,32,22,True
489,3,A3,3,4,1,32,32,False
490,3,A3,3,5,0,32,12,True
491,3,A3,3,5,1,32,32,False
492,3,A3,3,6,0,32,32,False
493,3,A3,3,6,1,32,72,True
494,3,A3,3,7,0,32,32,False
495,3,A3,3,7,1,32,B2,True
496,3,B0,4,0,0,2F,2E,True
497,3,B0,4,0,1,2F,2F,False
498,3,B0,4,1,0,2F,2D,True
499,3,B0,4,1,1,2F,2F,False
500,3,B0,4,2,0,2F,2B,True
501,3,B0,4,2,1,2F,2F,False
502,3,B0,4,3,0,2F,27,True
503,3,B0,4,3,1,2F,2F,False
504,3,B0,4,4,0,2F,2F,False
505,3,B0,4,4,1,2F,3F,True
506,3,B0,4,5,0,2F,0F,True
507,3,B0,4,5,1,2F,2F,False
508,3,B0,4,6,0,2F,2F,False
509,3,B0,4,6,1,2F,6F,True
510,3,B0,4,7,0,2F,2F,False
511,3,B0,4,7,1,2F,AF,True
512,3,B1,5,0,0,19,18,True
513,3,B1,5,0,1,19,19,False
514,3,B1,5,1,0,19,19,False
515,3,B1,5,1,1,19,1B,True
516,3,B1,5,2,0,19,19,False
517,3,B1,5,2,1,19,1D,True
518,3,B1,5,3,0,19,11,True
519,3,B1,5,3,1,19,19,False
520,3,B1,5,4,0,19,09,True
521,3,B1,5,4,1,19,19,False
522,3,B1,5,5,0,19,19,False
523,3,B1,5,5,1,19,39,True
524,3,B1,5,6,0,19,19,False
525,3,B1,5,6,1,19,59,True
526,3,B1,5,7,0,19,19,False
527,3,B1,5,7,1,19,99,True
528,3,B2,6,0,0,37,36,True
529,3,B2,6,0,1,37,37,False
530,3,B2,6,1,0,37,35,True
531,3,B2,6,1,1,37,37,False
532,3,B2,6,2,0,37,33,True
533,3,B2,6,2,1,37,37,False
534,3,B2,6,3,0,37,37,False
535,3,B2,6,3,1,37,3F,True
536,3,B2,6,4,0,37,27,True
537,3,B2,6,4,1,37,37,False
538,3,B2,6,5,0,37,17,True
539,3,B2,6,5,1,37,37,False
540,3,B2,6,6,0,37,37,False
541,3,B2,6,6,1,37,77,True
542,3,B2,6,7,0,37,37,False
543,3,B2,6,7,1,37,B7,True
544,3,B3,7,0,0,A8,A8,False
545,3,B3,7,0,1,A8,A9,True
546,3,B3,7,1,0,A8,A8,False
547,3,B3,7,1,1,A8,AA,True
548,3,B3,7,2,0,A8,A8,False
549,3,B3,7,2,1,A8,AC,True
550,3,B3,7,3,0,A8,A0,True
551,3,B3,7,3,1,A8,A8,False
552,3,B3,7,4,0,A8,A8,False
553,3,B3,7,4,1,A8,B8,True
554,3,B3,7,5,0,A8,88,True
555,3,B3,7,5,1,A8,A8,False
556,3,B3,7,6,0,A8,A8,False
557,3,B3,7,6,1,A8,E8,True
558,3,B3,7,7,0,A8,28,True
559,3,B3,7,7,1,A8,A8,False
560,3,C0,8,0,0,1D,1C,True
561,3,C0,8,0,1,1D,1D,False
562,3,C0,8,1,0,1D,1D,False
563,3,C0,8,1,1,1D,1F,True
564,3,C0,8,2,0,1D,19,True
565,3,C0,8,2,1,1D,1D,False
566,3,C0,8,3,0,1D,15,True
567,3,C0,8,3,1,1D,1D,False
568,3,C0,8,4,0,1D,0D,True
569,3,C0,8,4,1,1D,1D,False
570,3,C0,8,5,0,1D,1D,False
571,3,C0,8,5,1,1D,3D,True
572,3,C0,8,6,0,1D,1D,False
573,3,C0,8,6,1,1D,5D,True
574,3,C0,8,7,0,1D,1D,False
575,3,C0,8,7,1,1D,9D,True
576,4,A0,0,0,0,33,32,True
577,4,A0,0,0,1,33,33,False
578,4,A0,0,1,0,33,31,True
579,4,A0,0,1,1,33,33,False
580,4,A0,0,2,0,33,33,False
581,4,A0,0,2,1,33,37,True
582,4,A0,0,3,0,33,33,False
583,4,A0,0,3,1,33,3B,True
584,4,A0,0,4,0,33,23,True
585,4,A0,0,4,1,33,33,False
586,4,A0,0,5,0,33,13,True
587,4,A0,0,5,1,33,33,False
588,4,A0,0,6,0,33,33,False
589,4,A0,0,6,1,33,73,True
590,4,A0,0,7,0,33,33,False
591,4,A0,0,7,1,33,B3,True
592,4,A1,1,0,0,27,26,True
593,4,A1,1,0,1,27,27,False
594,4,A1,1,1,0,27,25,True
595,4,A1,1,1,1,27,27,False
596,4,A1,1,2,0,27,23,True
597,4,A1,1,2,1,27,27,False
598,4,A1,1,3,0,27,27,False
599,4,A1,1,3,1,27,2F,True
600,4,A1,1,4,0,27,27,False
601,4,A1,1,4,1,27,37,True
602,4,A1,1,5,0,27,07,True
603,4,A1,1,5,1,27,27,False
604,4,A1,1,6,0,27,27,False
605,4,A1,1,6,1,27,67,True
606,4,A1,1,7,0,27,27,False
607,4,A1,1,7,1,27,A7,True
608,4,A2,2,0,0,34,34,False
609,4,A2,2,0,1,34,35,True
610,4,A2,2,1,0,34,34,False
611,4,A2,2,1,1,34,36,True
612,4,A2,2,2,0,34,30,True
613,4,A2,2,2,1,34,34,False
614,4,A2,2,3,0,34,34,False
615,4,A2,2,3,1,34,3C,True
616,4,A2,2,4,0,34,24,True
617,4,A2,2,4,1,34,34,False
618,4,A2,2,5,0,34,14,True
619,4,A2,2,5,1,34,34,False
620,4,A2,2,6,0,34,34,False
621,4,A2,2,6,1,34,74,True
622,4,A2,2,7,0,34,34,False
623,4,A2,2,7,1,34,B4,True
624,4,A3,3,0,0,22,22,False
625,4,A3,3,0,1,22,23,True
626,4,A3,3,1,0,22,20,True
627,4,A3,3,1,1,22,22,False
628,4,A3,3,2,0,22,22,False
629,4,A3,3,2,1,22,26,True
630,4,A3,3,3,0,22,22,False
631,4,A3,3,3,1,22,2A,True
632,4,A3,3,4,0,22,22,False
633,4,A3,3,4,1,22,32,True
634,4,A3,3,5,0,22,02,True
635,4,A3,3,5,1,22,22,False
636,4,A3,3,6,0,22,22,False
637,4,A3,3,6,1,22,62,True
638,4,A3,3,7,0,22,22,False
639,4,A3,3,7,1,22,A2,True
640,4,B0,4,0,0,2D,2C,True
641,4,B0,4,0,1,2D,2D,False
642,4,B0,4,1,0,2D,2D,False
643,4,B0,4,1,1,2D,2F,True
644,4,B0,4,2,0,2D,29,True
645,4,B0,4,2,1,2D,2D,False
646,4,B0,4,3,0,2D,25,True
647,4,B0,4,3,1,2D,2D,False
648,4,B0,4,4,0,2D,2D,False
649,4,B0,4,4,1,2D,3D,True
650,4,B0,4,5,0,2D,0D,True
651,4,B0,4,5,1,2D,2D,False
652,4,B0,4,6,0,2D,2D,False
653,4,B0,4,6,1,2D,6D,True
654,4,B0,4,7,0,2D,2D,False
655,4,B0,4,7,1,2D,AD,True
656,4,B1,5,0,0,B7,B6,True
657,4,B1,5,0,1,B7,B7,False
658,4,B1,5,1,0,B7,B5,True
659,4,B1,5,1,1,B7,B7,False
660,4,B1,5,2,0,B7,B3,True
661,4,B1,5,2,1,B7,B7,False
662,4,B1,5,3,0,B7,B7,False
663,4,B1,5,3,1,B7,BF,True
664,4,B1,5,4,0,B7,A7,True
665,4,B1,5,4,1,B7,B7,False
666,4,B1,5,5,0,B7,97,True
667,4,B1,5,5,1,B7,B7,False
668,4,B1,5,6,0,B7,B7,False
669,4,B1,5,6,1,B7,F7,True
670,4,B1,5,7,0,B7,37,True
671,4,B1,5,7,1,B7,B7,False
672,4,B2,6,0,0,B1,B0,True
673,4,B2,6,0,1,B1,B1,False
674,4,B2,6,1,0,B1,B1,False
675,4,B2,6,1,1,B1,B3,True
676,4,B2,6,2,0,B1,B1,False
677,4,B2,6,2,1,B1,B5,True
678,4,B2,6,3,0,B1,B1,False
679,4,B2,6,3,1,B1,B9,True
680,4,B2,6,4,0,B1,A1,True
681,4,B2,6,4,1,B1,B1,False
682,4,B2,6,5,0,B1,91,True
683,4,B2,6,5,1,B1,B1,False
684,4,B2,6,6,0,B1,B1,False
685,4,B2,6,6,1,B1,F1,True
686,4,B2,6,7,0,B1,31,True
687,4,B2,6,7,1,B1,B1,False
